"V1","V2","V3","V4","V5","class","dataset_name","altered_attribute","noise_level"
-0.541989,0.599647,-0.1,-0.796724,-0.336464,"1","phoneme","V3",0.2
-0.675433,-0.753256,2.22,0.675297,0.589142,"1","phoneme","V3",0.2
-0.713929,0.100938,1.34,0.369351,-0.136583,"1","phoneme","V3",0.2
0.107902,1.205423,-1.24,-0.70059,-0.307987,"1","phoneme","V3",0.2
-0.638071,-0.275359,2.15,-1.572716,1.002329,"1","phoneme","V3",0.2
-0.013755,-0.508328,0.28,-0.84435,-0.136583,"1","phoneme","V3",0.2
-0.67031,-0.167399,1.19,-1.222718,-0.136583,"1","phoneme","V3",0.2
0.32976,1.787816,-1.86,-0.758001,-0.37107,"1","phoneme","V3",0.2
-0.654719,-1.106193,-0.05,2.292012,-1.516792,"1","phoneme","V3",0.2
-0.002745,-0.193907,-1.42,-0.321396,-0.306704,"1","phoneme","V3",0.2
1.313433,-0.315999,-0.61,-0.32473,0.097983,"1","phoneme","V3",0.2
1.291226,1.100177,-1.44,-0.673721,-0.304441,"1","phoneme","V3",0.2
-0.463048,0.38784,-0.2,-0.784563,-0.333056,"1","phoneme","V3",0.2
-0.496213,0.778977,1.05,-1.186049,-0.624576,"1","phoneme","V3",0.2
-0.782395,-0.810326,0.33,2.291083,-1.246162,"1","phoneme","V3",0.2
0.460732,-0.185059,-1.04,-0.603166,-0.240667,"1","phoneme","V3",0.2
1.627012,-0.886582,-0.41,-0.376432,-0.290369,"1","phoneme","V3",0.2
-0.788947,-1.073977,-0.57,0.715785,3.085261,"1","phoneme","V3",0.2
-0.700392,-0.219945,1.26,-1.258192,-0.53,"1","phoneme","V3",0.2
-0.382595,2.28307,-1.59,-0.878591,-0.136583,"1","phoneme","V3",0.2
-0.168385,1.22293,0.15,-0.104855,-0.415888,"1","phoneme","V3",0.2
-0.432782,-0.271058,1.33,-1.459677,-0.841255,"1","phoneme","V3",0.2
-0.446985,1.350137,0.72,0.37972,-0.136583,"1","phoneme","V3",0.2
-0.306924,1.102269,-1.41,-0.250203,-0.389617,"1","phoneme","V3",0.2
2.021711,-1.763551,-0.42,-0.264793,-0.301443,"1","phoneme","V3",0.2
1.461384,0.992464,-1.07,0.253906,-0.530246,"1","phoneme","V3",0.2
-0.771953,-0.264079,1.3,-1.197072,-0.136583,"1","phoneme","V3",0.2
0.771587,0.285955,-0.19,0.018074,-0.46668,"1","phoneme","V3",0.2
-0.59148,0.171697,0.97,-1.066135,-0.579053,"1","phoneme","V3",0.2
-0.015901,0.163413,0.06,-0.222004,0.221917,"1","phoneme","V3",0.2
-0.668483,0.630996,1.2,-1.444097,-0.582395,"1","phoneme","V3",0.2
2.435775,-0.75932,-0.38,-0.383389,0.001322,"1","phoneme","V3",0.2
-0.819683,-0.858875,0.33,2.381763,-0.136583,"1","phoneme","V3",0.2
-0.530845,-0.663642,0.86,0.501438,-0.774192,"1","phoneme","V3",0.2
-0.569083,-0.059004,2.02,-1.417147,-0.136583,"1","phoneme","V3",0.2
-0.531664,1.3652,-1.51,-0.857311,-0.472062,"1","phoneme","V3",0.2
-0.454644,0.628482,-1.26,-0.725755,-0.343627,"1","phoneme","V3",0.2
-0.213466,1.610577,0.67,0.087995,-0.490439,"1","phoneme","V3",0.2
1.581887,0.136682,-1.27,-0.604258,0.013944,"1","phoneme","V3",0.2
2.678005,-1.793329,-1.17,-0.587288,-0.239095,"1","phoneme","V3",0.2
1.379391,-0.308193,-1.04,-0.354055,-0.245539,"1","phoneme","V3",0.2
0.509537,1.153088,-0.77,-0.208438,-0.548616,"1","phoneme","V3",0.2
-0.659488,0.068331,0.5,-1.070319,-0.507738,"1","phoneme","V3",0.2
0.048561,0.648398,-1.45,-0.234463,-0.580962,"1","phoneme","V3",0.2
-0.676189,-0.946234,0.66,1.231262,1.065645,"1","phoneme","V3",0.2
0.986928,0.720285,-0.75,-0.295132,0.064494,"1","phoneme","V3",0.2
-0.79122,-0.308479,1.81,-1.405747,-0.624088,"1","phoneme","V3",0.2
-0.741952,-0.382761,1.61,0.711353,-0.849314,"1","phoneme","V3",0.2
2.396194,-0.867703,-0.77,-0.337489,-0.235757,"1","phoneme","V3",0.2
3.578869,-1.762329,-0.34,-0.65953,-0.251297,"1","phoneme","V3",0.2
3.828575,-0.766269,-0.98,-0.559184,-0.194491,"1","phoneme","V3",0.2
-0.490887,-0.342555,1.7,-1.492246,-0.714711,"1","phoneme","V3",0.2
-0.636173,1.677036,-1.31,0.083369,2.416678,"1","phoneme","V3",0.2
-0.794913,-0.942313,-0.21,0.345568,-0.136583,"1","phoneme","V3",0.2
2.07692,-1.00476,-0.47,-0.374859,-0.033525,"1","phoneme","V3",0.2
-0.799598,-0.788455,0.78,1.153525,-0.895139,"1","phoneme","V3",0.2
0.297911,0.873765,-0.21,1.333857,-0.753821,"1","phoneme","V3",0.2
1.472633,0.766157,0.08,-0.802293,0.130515,"1","phoneme","V3",0.2
1.040169,0.593419,-0.33,0.140444,0.8875,"1","phoneme","V3",0.2
-0.378251,0.592503,0.59,0.069369,0.189886,"1","phoneme","V3",0.2
-0.422118,1.623232,-1.63,-0.799656,-0.35085,"1","phoneme","V3",0.2
2.53151,-1.026833,0.67,-0.87806,-0.34226,"1","phoneme","V3",0.2
-0.127584,0.587826,0.17,-1.009064,2.673497,"1","phoneme","V3",0.2
-1.083759,-0.274243,-1.08,0.268844,-0.475408,"1","phoneme","V3",0.2
1.760232,-0.713373,-0.59,-0.339553,-0.226048,"1","phoneme","V3",0.2
-1.093946,-0.117461,0.64,0.250508,-0.630971,"1","phoneme","V3",0.2
0.281561,2.2495,-1.65,-0.799488,0.14458,"1","phoneme","V3",0.2
0.575076,-0.031157,-0.35,-0.029477,-0.81546,"1","phoneme","V3",0.2
-0.654845,-1.106432,-0.08,2.29166,-1.516672,"1","phoneme","V3",0.2
3.074148,-0.917316,-1.27,-0.364714,-0.007413,"1","phoneme","V3",0.2
-0.15052,1.953457,-1.51,-0.779317,-0.377776,"1","phoneme","V3",0.2
-0.628823,-0.058264,1.98,-1.469365,-0.791229,"1","phoneme","V3",0.2
0.084955,0.322803,-0.45,-0.351831,-0.016079,"1","phoneme","V3",0.2
-0.726761,-0.092657,0.74,-0.969075,-0.401417,"1","phoneme","V3",0.2
-0.79349,-1.054891,-0.22,1.948861,-1.29165,"1","phoneme","V3",0.2
-0.7135,0.081891,0.38,-1.010689,-0.136583,"1","phoneme","V3",0.2
0.39524,1.601412,-1,-0.700633,0.262494,"1","phoneme","V3",0.2
0.211388,0.564091,-0.2,-0.036787,-1.176583,"1","phoneme","V3",0.2
-0.738058,-0.384427,1.63,-1.269181,-0.58501,"1","phoneme","V3",0.2
-0.854454,-1.023839,-0.01,0.252265,-0.927937,"1","phoneme","V3",0.2
1.186583,-0.793741,-0.94,-0.38653,-0.02843,"1","phoneme","V3",0.2
2.410866,-1.084284,-0.87,-0.594141,-0.015135,"1","phoneme","V3",0.2
-0.649512,-0.781888,0.36,1.009099,-0.136583,"1","phoneme","V3",0.2
2.314561,-0.567653,-0.7,-0.261242,0.83758,"1","phoneme","V3",0.2
-0.210013,-0.068005,1.58,-1.357195,-0.556585,"1","phoneme","V3",0.2
0.455399,0.649185,-0.08,0.08095,0.385706,"1","phoneme","V3",0.2
-0.089359,2.092308,-1.17,-0.74084,0.191019,"1","phoneme","V3",0.2
-0.667466,-0.084526,2.02,-1.343851,2.05698,"1","phoneme","V3",0.2
-0.846664,-0.798245,-0.05,0.559879,-0.136583,"1","phoneme","V3",0.2
-0.601064,0.366325,0.7,-1.113238,-0.136583,"1","phoneme","V3",0.2
-0.674975,-0.836655,-0.49,0.634943,1.7121,"1","phoneme","V3",0.2
-0.841511,-0.8605,-2.2,1.70474,-0.136583,"1","phoneme","V3",0.2
-1.042384,-0.219182,2.02,-1.37761,-0.136583,"1","phoneme","V3",0.2
0.282155,1.770155,-1.12,-0.1416,1.13166,"1","phoneme","V3",0.2
-0.534534,0.831065,-0.07,-0.099852,-0.451924,"1","phoneme","V3",0.2
1.195957,-1.165675,-0.92,-0.388181,-0.276368,"1","phoneme","V3",0.2
-0.863131,-0.877793,-2.18,1.673153,-0.136583,"1","phoneme","V3",0.2
-0.448153,1.503992,0.58,-0.970508,-0.471044,"1","phoneme","V3",0.2
-0.164947,0.180768,-0.53,-0.2566,-0.381942,"1","phoneme","V3",0.2
-0.533164,1.711992,0.34,-1.096798,-0.466958,"1","phoneme","V3",0.2
-0.690866,0.015162,0.98,-1.079387,-0.136583,"1","phoneme","V3",0.2
0.234841,1.192697,-1.16,-0.739041,-0.34572,"1","phoneme","V3",0.2
0.678461,1.705706,-0.04,-0.76999,-0.369839,"1","phoneme","V3",0.2
-0.661723,-0.21004,1.26,-1.149071,-0.591085,"1","phoneme","V3",0.2
-0.053048,0.942855,-1.24,-0.725343,-0.335785,"1","phoneme","V3",0.2
1.876904,-1.152934,-0.74,-0.396411,0.012634,"1","phoneme","V3",0.2
-0.641265,0.109245,0.01,-0.916804,0.240223,"1","phoneme","V3",0.2
-0.122266,0.260727,-1,-0.256918,-0.516176,"1","phoneme","V3",0.2
-0.27475,1.146931,0.12,0.1366,-0.444699,"1","phoneme","V3",0.2
2.090382,-1.018849,-0.18,-0.241423,-0.581817,"1","phoneme","V3",0.2
0.01122,0.680652,-0.94,-0.198846,-0.604686,"1","phoneme","V3",0.2
-0.45261,2.421733,-1.36,-0.801753,-0.398778,"1","phoneme","V3",0.2
-0.456745,-2.707322,-2.19,-1.058362,-0.63265,"1","phoneme","V3",0.2
-0.634927,-0.444923,0.84,1.208137,-0.922781,"1","phoneme","V3",0.2
0.126444,0.713388,0.16,-0.854259,-0.372623,"1","phoneme","V3",0.2
0.356392,0.830853,-1.1,-0.663642,0.097495,"1","phoneme","V3",0.2
1.434705,0.0553,-1.18,-0.275108,-0.244711,"1","phoneme","V3",0.2
-0.809088,-0.591968,1.72,-1.618177,-0.136583,"1","phoneme","V3",0.2
-0.587413,0.286683,0.54,-0.036994,-0.420949,"1","phoneme","V3",0.2
-0.842342,-0.762361,-0.17,0.240976,1.16541,"1","phoneme","V3",0.2
-0.127305,2.23634,-1.16,-0.820675,1.014114,"1","phoneme","V3",0.2
0.181036,-0.22065,-0.92,-0.599172,-0.237737,"1","phoneme","V3",0.2
-0.80466,-1.066584,-0.06,2.141697,-1.223451,"1","phoneme","V3",0.2
0.550796,-0.252928,-1.21,-0.33253,-0.136583,"1","phoneme","V3",0.2
1.026428,-0.511613,-1.38,1.797467,-0.902698,"1","phoneme","V3",0.2
0.791931,1.024319,-1.29,-0.094534,1.257861,"1","phoneme","V3",0.2
-1.076971,-0.825583,-0.09,1.543416,-1.635543,"1","phoneme","V3",0.2
3.32857,-1.016956,-0.86,-0.617848,-0.239472,"1","phoneme","V3",0.2
2.544424,-1.851206,-0.59,-0.342697,0.02534,"1","phoneme","V3",0.2
-0.269544,1.43657,1.49,-1.11523,-0.509865,"1","phoneme","V3",0.2
-0.29231,1.453032,0.69,-1.11011,-0.136583,"1","phoneme","V3",0.2
-0.821891,-0.998171,-0.11,0.747348,1.756869,"1","phoneme","V3",0.2
-0.645935,-0.112538,0.94,-1.142917,-0.541412,"1","phoneme","V3",0.2
3.314665,-0.513473,-0.81,-0.609571,-0.232785,"1","phoneme","V3",0.2
0.286312,0.84097,-0.84,-0.228247,0.08212,"1","phoneme","V3",0.2
-0.876945,-1.145098,-0.1,-1.221828,3.574489,"1","phoneme","V3",0.2
-0.576503,0.541225,-0.2,-0.181981,-0.375113,"1","phoneme","V3",0.2
-0.858683,-1.021885,-0.62,-1.275212,2.564779,"1","phoneme","V3",0.2
1.166728,0.204092,-0.59,-0.070068,0.9938,"1","phoneme","V3",0.2
1.262567,-0.543059,-0.93,-0.317699,-0.26898,"1","phoneme","V3",0.2
-0.742438,-0.14941,1.5,-1.203511,-0.136583,"1","phoneme","V3",0.2
-0.307373,1.80248,-1.48,-0.729559,-0.353043,"1","phoneme","V3",0.2
0.325381,1.46544,-1.42,-0.686184,0.177822,"1","phoneme","V3",0.2
0.235831,1.295287,-1.08,-0.214163,-0.417922,"1","phoneme","V3",0.2
-0.49787,0.019709,1.84,-1.406339,-0.136583,"1","phoneme","V3",0.2
2.241652,-0.863052,0.58,-0.915949,-0.359828,"1","phoneme","V3",0.2
-0.599978,2.430428,-1.48,-0.834377,-0.421967,"1","phoneme","V3",0.2
0.183933,1.500761,-1.32,0.80647,-0.636153,"1","phoneme","V3",0.2
-0.824191,-1.088501,0.18,-1.146073,-1.688736,"1","phoneme","V3",0.2
-0.496949,0.132287,1.74,-1.253525,0.8353,"1","phoneme","V3",0.2
0.23724,-0.293618,-0.91,-0.607473,-0.241205,"1","phoneme","V3",0.2
-0.52708,0.550484,0.06,-0.016398,-0.487348,"1","phoneme","V3",0.2
-0.837987,-1.175449,-0.55,1.24575,3.057082,"1","phoneme","V3",0.2
0.193129,1.082775,0.16,1.442629,-0.889693,"1","phoneme","V3",0.2
1.888107,-0.144533,-1.2,-0.593593,-0.136583,"1","phoneme","V3",0.2
-0.588127,1.063987,0.85,0.748272,1.667209,"1","phoneme","V3",0.2
0.564898,1.714307,-1.15,-0.177712,0.458229,"1","phoneme","V3",0.2
-1.137807,0.114227,1.66,-1.435279,-0.136583,"1","phoneme","V3",0.2
0.244995,0.745536,-0.06,-1.042665,1.869703,"1","phoneme","V3",0.2
-0.679586,-0.85946,-0.42,0.660314,1.511739,"1","phoneme","V3",0.2
-0.644421,0.723528,0.04,0.550674,-0.796319,"1","phoneme","V3",0.2
-0.615435,0.864823,0.72,0.468214,-0.136583,"1","phoneme","V3",0.2
1.974164,-1.758849,-0.52,-0.389236,0.020425,"1","phoneme","V3",0.2
2.354888,-1.072646,-0.56,-0.30779,-0.273894,"1","phoneme","V3",0.2
0.845265,0.955827,-0.08,0.451442,0.597939,"1","phoneme","V3",0.2
-0.687936,-0.938647,1.08,1.108643,1.099898,"1","phoneme","V3",0.2
2.556768,-1.083115,-1.03,-0.598348,-0.227433,"1","phoneme","V3",0.2
-0.642461,0.50339,1.59,-1.291471,-0.136583,"1","phoneme","V3",0.2
-0.57117,-0.178867,1.19,0.473012,-0.564847,"1","phoneme","V3",0.2
-0.617792,1.929134,-1.39,-0.186355,0.148145,"1","phoneme","V3",0.2
-0.790001,-1.149097,-0.4,0.819653,2.757667,"1","phoneme","V3",0.2
1.204912,-0.414523,-0.49,-0.248923,-0.69208,"1","phoneme","V3",0.2
-0.834755,-0.816692,-0.24,-1.711944,-0.136583,"1","phoneme","V3",0.2
-0.766184,-0.83575,0.42,1.601116,-1.04057,"1","phoneme","V3",0.2
-0.767833,-0.929371,-0.2,0.501514,-0.136583,"1","phoneme","V3",0.2
-0.529695,0.710333,1.82,-1.260751,-0.56808,"1","phoneme","V3",0.2
-1.069311,-0.143018,1.73,-1.409406,-0.136583,"1","phoneme","V3",0.2
1.424888,0.230894,-0.31,-0.006409,-0.3636,"1","phoneme","V3",0.2
-0.12118,1.71869,-1.16,-0.85319,1.686093,"1","phoneme","V3",0.2
2.138464,-0.800843,-0.74,0.547194,-0.785522,"1","phoneme","V3",0.2
-0.797229,-0.714658,1.09,2.160429,-0.136583,"1","phoneme","V3",0.2
1.549584,-1.036957,-0.44,-0.582433,-0.136583,"1","phoneme","V3",0.2
1.043907,0.497738,0.23,1.099968,-0.787211,"1","phoneme","V3",0.2
2.077654,-0.145133,0.09,0.10922,-0.377277,"1","phoneme","V3",0.2
-0.862123,-1.094906,-0.58,0.326763,-0.136583,"1","phoneme","V3",0.2
-0.832608,-1.061006,-0.08,1.770124,-1.937404,"1","phoneme","V3",0.2
0.324182,0.97364,-1.61,-0.249962,0.289314,"1","phoneme","V3",0.2
0.877103,1.785677,-1.31,-0.167778,0.334167,"1","phoneme","V3",0.2
-0.244107,0.117341,-2.1,-0.840404,-0.472451,"1","phoneme","V3",0.2
1.892578,-1.158386,-0.52,-0.304336,-0.245071,"1","phoneme","V3",0.2
2.610382,-0.793508,-0.75,-0.09161,-0.289499,"1","phoneme","V3",0.2
-0.623375,-0.125298,1.81,1.101851,-0.136583,"1","phoneme","V3",0.2
2.220679,-0.344355,-0.21,0.070723,0.259831,"1","phoneme","V3",0.2
-0.735619,0.102101,1.34,0.352405,-0.136583,"1","phoneme","V3",0.2
-0.23888,1.436923,0.25,0.19347,-0.456138,"1","phoneme","V3",0.2
-0.295809,2.45085,-1.79,0.442151,-0.605544,"1","phoneme","V3",0.2
1.050475,-0.799744,-1.3,-0.664412,-0.310503,"1","phoneme","V3",0.2
-0.693345,-0.219722,1.8,-1.429354,-0.929518,"1","phoneme","V3",0.2
-0.632048,-0.842509,1.44,0.631242,-0.921952,"1","phoneme","V3",0.2
-0.555033,0.167349,1.82,-1.335506,-0.136583,"1","phoneme","V3",0.2
-1.867002,-0.742066,-0.42,-0.730238,-0.457353,"1","phoneme","V3",0.2
-0.802206,-0.821653,0.71,1.1765,-0.883854,"1","phoneme","V3",0.2
1.066941,0.464239,0.75,-0.94097,-0.423014,"1","phoneme","V3",0.2
-0.213817,2.109439,-0.44,-0.111589,0.212913,"1","phoneme","V3",0.2
-0.564228,0.25739,1.56,-1.321794,0.89337,"1","phoneme","V3",0.2
2.093759,-0.340736,-0.48,-0.609645,-0.234601,"1","phoneme","V3",0.2
-0.738894,-0.524029,0.98,0.891903,-0.136583,"1","phoneme","V3",0.2
-0.610067,0.733833,0.35,0.554351,-0.890874,"1","phoneme","V3",0.2
-0.640417,-0.255419,2.69,-1.446624,-0.742389,"1","phoneme","V3",0.2
-0.36832,1.671478,-1.27,-0.849332,-0.4462,"1","phoneme","V3",0.2
0.007659,-0.511101,-0.86,-0.729248,-0.364274,"1","phoneme","V3",0.2
1.143473,-0.862119,-0.73,-0.203889,-0.352607,"1","phoneme","V3",0.2
0.621831,2.137698,-0.09,-0.063552,-0.136583,"1","phoneme","V3",0.2
0.239592,1.3462,-1.02,-0.176056,0.618579,"1","phoneme","V3",0.2
0.063347,1.740557,-0.17,-0.845246,-0.394754,"1","phoneme","V3",0.2
-0.446756,1.40387,0.01,0.136361,-0.64868,"1","phoneme","V3",0.2
-0.326434,1.079203,1.61,-1.25101,-0.677501,"1","phoneme","V3",0.2
0.761083,1.185377,-0.98,-0.262195,-0.451045,"1","phoneme","V3",0.2
-0.726584,0.327338,0.86,0.22929,-0.136583,"1","phoneme","V3",0.2
-0.173444,2.191878,-1.62,-0.85817,-0.773068,"1","phoneme","V3",0.2
2.963007,-0.790653,-0.41,0.324577,-0.453856,"1","phoneme","V3",0.2
-0.607307,-0.04313,0.9,-1.11579,-0.589822,"1","phoneme","V3",0.2
2.92155,-1.851945,-0.61,-0.381956,-0.040643,"1","phoneme","V3",0.2
0.192351,1.425267,-1.41,-0.687408,-0.315454,"1","phoneme","V3",0.2
-0.818742,-1.106022,-0.29,0.388293,2.127981,"1","phoneme","V3",0.2
0.314808,1.091188,0.51,0.217242,1.340127,"1","phoneme","V3",0.2
-0.770902,-0.321521,1.94,-1.438258,-0.136583,"1","phoneme","V3",0.2
-0.642301,0.059401,1.06,0.429102,-0.730116,"1","phoneme","V3",0.2
0.772867,0.63297,0.03,0.654942,1.090772,"1","phoneme","V3",0.2
1.993448,-1.023942,-0.15,0.778336,-0.721535,"1","phoneme","V3",0.2
-0.054138,2.039832,-0.08,-0.904133,0.217673,"1","phoneme","V3",0.2
-0.446274,1.530665,0.24,0.506832,-0.136583,"1","phoneme","V3",0.2
1.521752,0.414054,0.28,-0.877412,-0.355002,"1","phoneme","V3",0.2
0.350407,0.507044,0.44,0.214308,0.532761,"1","phoneme","V3",0.2
2.266386,-0.286275,-0.35,0.185094,0.531505,"1","phoneme","V3",0.2
-0.369225,1.069145,0.46,-0.818018,-0.4108,"1","phoneme","V3",0.2
-0.516442,1.523392,-1.62,-0.174691,-0.136583,"1","phoneme","V3",0.2
2.162465,-1.117568,-0.19,0.733386,-0.528825,"1","phoneme","V3",0.2
1.643082,-0.905945,-0.79,-0.373075,-0.212502,"1","phoneme","V3",0.2
0.679066,0.196384,-0.02,-0.682174,-0.290276,"1","phoneme","V3",0.2
-0.39987,1.505191,-0.91,-0.779346,-0.136583,"1","phoneme","V3",0.2
-1.146338,-2.556919,1.29,-1.574879,-1.032355,"1","phoneme","V3",0.2
-0.682819,-0.154145,2.3,-1.696389,-0.136583,"1","phoneme","V3",0.2
3.109793,-1.035373,-1.09,-0.585937,-0.221871,"1","phoneme","V3",0.2
1.482531,-0.09449,-0.46,-0.196966,-0.252797,"1","phoneme","V3",0.2
1.479003,-0.688379,-0.77,-0.256432,-0.376117,"1","phoneme","V3",0.2
-0.03907,1.88365,0.12,0.174493,0.888459,"1","phoneme","V3",0.2
2.51757,-1.088038,-0.68,-0.59185,-0.039552,"1","phoneme","V3",0.2
-0.48175,1.110834,0.25,0.105016,1.725372,"1","phoneme","V3",0.2
2.218559,-1.130327,-0.71,-0.222284,-0.282986,"1","phoneme","V3",0.2
2.118959,0.236745,-1.14,0.345861,-0.570193,"1","phoneme","V3",0.2
-0.638085,1.436241,-1.18,-0.108675,-0.37944,"1","phoneme","V3",0.2
