"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
6.8,3,5.5,2.74,"Iris_virginica","iris","petalwidth",0.6
5.7,2.5,5,1.84,"Iris_virginica","iris","petalwidth",0.6
5.8,2.8,5.1,2.08,"Iris_virginica","iris","petalwidth",0.6
6.4,3.2,5.3,2.57,"Iris_virginica","iris","petalwidth",0.6
6.5,3,5.5,0.43,"Iris_virginica","iris","petalwidth",0.6
7.7,3.8,6.7,2.25,"Iris_virginica","iris","petalwidth",0.6
7.7,2.6,6.9,2.39,"Iris_virginica","iris","petalwidth",0.6
6,2.2,5,2.57,"Iris_virginica","iris","petalwidth",0.6
6.9,3.2,5.7,2.04,"Iris_virginica","iris","petalwidth",0.6
5.6,2.8,4.9,1.63,"Iris_virginica","iris","petalwidth",0.6
7.7,2.8,6.7,3.05,"Iris_virginica","iris","petalwidth",0.6
6.3,2.7,4.9,1.97,"Iris_virginica","iris","petalwidth",0.6
6.7,3.3,5.7,2.1,"Iris_virginica","iris","petalwidth",0.6
7.2,3.2,6,2.03,"Iris_virginica","iris","petalwidth",0.6
6.2,2.8,4.8,1.6,"Iris_virginica","iris","petalwidth",0.6
6.1,3,4.9,1.25,"Iris_virginica","iris","petalwidth",0.6
6.4,2.8,5.6,2.45,"Iris_virginica","iris","petalwidth",0.6
7.2,3,5.8,1.64,"Iris_virginica","iris","petalwidth",0.6
7.4,2.8,6.1,1.85,"Iris_virginica","iris","petalwidth",0.6
7.9,3.8,6.4,1.4,"Iris_virginica","iris","petalwidth",0.6
6.4,2.8,5.6,1.84,"Iris_virginica","iris","petalwidth",0.6
6.3,2.8,5.1,1.72,"Iris_virginica","iris","petalwidth",0.6
6.1,2.6,5.6,0.96,"Iris_virginica","iris","petalwidth",0.6
7.7,3,6.1,2.53,"Iris_virginica","iris","petalwidth",0.6
6.3,3.4,5.6,2.97,"Iris_virginica","iris","petalwidth",0.6
6.4,3.1,5.5,2.23,"Iris_virginica","iris","petalwidth",0.6
6,3,4.8,1.19,"Iris_virginica","iris","petalwidth",0.6
6.9,3.1,5.4,2.16,"Iris_virginica","iris","petalwidth",0.6
6.7,3.1,5.6,2.4,"Iris_virginica","iris","petalwidth",0.6
6.9,3.1,5.1,2.71,"Iris_virginica","iris","petalwidth",0.6
5.8,2.7,5.1,2.08,"Iris_virginica","iris","petalwidth",0.6
6.8,3.2,5.9,1.7,"Iris_virginica","iris","petalwidth",0.6
6.7,3.3,5.7,2.35,"Iris_virginica","iris","petalwidth",0.6
6.7,3,5.2,2.82,"Iris_virginica","iris","petalwidth",0.6
6.3,2.5,5,2.33,"Iris_virginica","iris","petalwidth",0.6
6.5,3,5.2,2.84,"Iris_virginica","iris","petalwidth",0.6
6.2,3.4,5.4,1.85,"Iris_virginica","iris","petalwidth",0.6
5.9,3,5.1,1.49,"Iris_virginica","iris","petalwidth",0.6
