"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
44.97,"3","4",4,"1","0","1","3","0","P","cmc","Wifes_age",0.1
29.17,"2","3",2,"1","1","3","1","0","P","cmc","Wifes_age",0.1
25.66,"2","3",3,"1","1","3","1","0","P","cmc","Wifes_age",0.1
44.38,"4","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.1
31.76,"3","3",7,"1","0","2","3","0","P","cmc","Wifes_age",0.1
21.22,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.1
31.02,"2","2",4,"1","1","3","3","0","P","cmc","Wifes_age",0.1
21.09,"3","4",0,"1","1","1","3","0","P","cmc","Wifes_age",0.1
36.15,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.1
34.93,"4","4",3,"0","0","3","3","0","P","cmc","Wifes_age",0.1
43.37,"3","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.1
49.84,"4","3",5,"1","1","2","3","0","P","cmc","Wifes_age",0.1
26.59,"2","3",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
37.02,"1","2",1,"1","1","2","4","1","P","cmc","Wifes_age",0.1
34.97,"2","3",5,"1","1","2","3","0","P","cmc","Wifes_age",0.1
25.82,"3","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
19.95,"2","3",1,"0","1","3","2","0","P","cmc","Wifes_age",0.1
43.4,"2","1",3,"1","0","3","2","0","P","cmc","Wifes_age",0.1
29.75,"3","4",2,"1","1","1","2","1","P","cmc","Wifes_age",0.1
44.59,"4","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.1
35.35,"2","3",2,"1","1","3","2","1","P","cmc","Wifes_age",0.1
43.74,"1","3",2,"1","0","2","2","1","P","cmc","Wifes_age",0.1
26.12,"3","4",0,"1","1","1","3","0","P","cmc","Wifes_age",0.1
47.11,"3","4",3,"1","1","3","1","0","P","cmc","Wifes_age",0.1
30.92,"4","4",0,"0","0","1","3","0","P","cmc","Wifes_age",0.1
48.66,"1","2",8,"1","1","3","1","0","P","cmc","Wifes_age",0.1
27.77,"3","4",1,"1","1","3","1","1","P","cmc","Wifes_age",0.1
25.09,"4","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.1
25.38,"3","3",3,"1","0","2","4","0","P","cmc","Wifes_age",0.1
23.58,"4","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
22.01,"3","3",2,"1","1","2","2","0","P","cmc","Wifes_age",0.1
30.32,"4","4",2,"0","1","3","1","0","P","cmc","Wifes_age",0.1
20.38,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.1
33,"4","4",2,"1","1","1","3","0","P","cmc","Wifes_age",0.1
28.97,"4","4",0,"0","0","3","3","0","P","cmc","Wifes_age",0.1
47.94,"4","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.1
34.08,"4","4",2,"0","1","3","3","0","P","cmc","Wifes_age",0.1
28.72,"2","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.1
34.09,"4","4",3,"1","1","1","4","0","P","cmc","Wifes_age",0.1
45.34,"4","4",4,"1","1","2","3","0","P","cmc","Wifes_age",0.1
40.88,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.1
33.83,"4","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.1
43.19,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.1
43.99,"4","4",3,"1","1","2","4","0","P","cmc","Wifes_age",0.1
20.51,"1","3",4,"1","1","3","2","0","P","cmc","Wifes_age",0.1
44.24,"3","4",2,"1","1","1","4","1","P","cmc","Wifes_age",0.1
23.42,"4","4",2,"1","1","2","4","0","P","cmc","Wifes_age",0.1
46.76,"1","2",4,"1","1","2","2","0","P","cmc","Wifes_age",0.1
47.93,"1","1",7,"1","1","2","3","1","P","cmc","Wifes_age",0.1
34.29,"4","4",2,"1","0","2","4","0","P","cmc","Wifes_age",0.1
31.77,"2","4",4,"1","1","3","2","0","P","cmc","Wifes_age",0.1
44.87,"1","4",5,"1","1","1","2","1","P","cmc","Wifes_age",0.1
23.17,"2","2",2,"1","1","3","1","0","P","cmc","Wifes_age",0.1
21.92,"1","1",3,"1","1","2","1","1","P","cmc","Wifes_age",0.1
29.89,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.1
44.33,"1","3",0,"1","1","2","3","0","P","cmc","Wifes_age",0.1
40.82,"3","3",1,"1","0","3","3","0","P","cmc","Wifes_age",0.1
35.37,"4","4",4,"1","1","2","3","0","P","cmc","Wifes_age",0.1
36.31,"3","4",1,"1","1","2","4","0","P","cmc","Wifes_age",0.1
48.79,"3","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.1
24.55,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.1
22.74,"4","4",0,"1","1","2","4","0","P","cmc","Wifes_age",0.1
19.86,"3","4",0,"1","0","2","4","0","P","cmc","Wifes_age",0.1
47.21,"4","4",4,"1","1","1","4","0","P","cmc","Wifes_age",0.1
48.77,"2","2",8,"1","0","3","1","0","P","cmc","Wifes_age",0.1
21.97,"2","4",1,"1","1","2","4","0","P","cmc","Wifes_age",0.1
22.37,"3","3",2,"1","1","3","4","0","P","cmc","Wifes_age",0.1
24.4,"3","2",2,"1","1","3","2","0","P","cmc","Wifes_age",0.1
32.69,"2","4",0,"1","0","3","4","0","P","cmc","Wifes_age",0.1
28.48,"4","4",0,"0","1","1","3","0","P","cmc","Wifes_age",0.1
29.66,"2","4",4,"1","0","1","4","0","P","cmc","Wifes_age",0.1
44.45,"2","4",2,"1","0","2","4","0","P","cmc","Wifes_age",0.1
47.28,"2","1",10,"1","0","2","4","0","P","cmc","Wifes_age",0.1
33.97,"4","4",2,"1","0","1","4","0","P","cmc","Wifes_age",0.1
24.23,"2","4",1,"1","1","2","2","0","P","cmc","Wifes_age",0.1
42.38,"1","3",12,"1","1","3","3","0","P","cmc","Wifes_age",0.1
48.46,"2","1",3,"1","0","4","3","0","P","cmc","Wifes_age",0.1
35.95,"3","4",5,"1","0","2","2","0","P","cmc","Wifes_age",0.1
33.59,"2","3",1,"1","1","3","4","0","P","cmc","Wifes_age",0.1
20.45,"2","4",0,"1","1","3","2","0","P","cmc","Wifes_age",0.1
35.61,"2","3",4,"1","1","3","1","1","P","cmc","Wifes_age",0.1
17.71,"3","3",2,"1","1","3","2","0","P","cmc","Wifes_age",0.1
26.87,"3","2",3,"1","1","3","2","0","P","cmc","Wifes_age",0.1
30.58,"1","2",4,"1","1","4","1","0","P","cmc","Wifes_age",0.1
31.18,"3","4",3,"1","0","3","2","0","P","cmc","Wifes_age",0.1
44.22,"1","1",11,"1","1","4","1","1","P","cmc","Wifes_age",0.1
22.72,"3","3",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
18.4,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.1
45.58,"1","2",6,"1","1","3","3","1","P","cmc","Wifes_age",0.1
24.72,"2","2",3,"1","0","3","1","0","P","cmc","Wifes_age",0.1
37.51,"3","4",6,"1","1","2","4","0","P","cmc","Wifes_age",0.1
30.46,"1","1",5,"1","1","2","2","0","P","cmc","Wifes_age",0.1
32.77,"2","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
42.54,"1","4",11,"0","1","2","2","1","P","cmc","Wifes_age",0.1
21.48,"2","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.1
37.23,"2","4",2,"1","0","2","4","0","P","cmc","Wifes_age",0.1
27.19,"2","3",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
41.03,"3","4",1,"1","1","1","2","0","P","cmc","Wifes_age",0.1
22.19,"2","3",2,"1","1","3","1","0","P","cmc","Wifes_age",0.1
25.31,"2","4",0,"1","1","3","1","0","P","cmc","Wifes_age",0.1
32.01,"3","4",0,"1","0","2","3","0","P","cmc","Wifes_age",0.1
31.85,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.1
34.25,"2","3",3,"1","0","3","2","0","P","cmc","Wifes_age",0.1
38.77,"3","3",1,"0","1","3","4","0","P","cmc","Wifes_age",0.1
45.31,"1","2",1,"1","0","3","3","0","P","cmc","Wifes_age",0.1
26.46,"3","4",3,"1","1","3","2","0","P","cmc","Wifes_age",0.1
48.68,"1","3",5,"1","1","3","2","0","P","cmc","Wifes_age",0.1
42.47,"1","3",8,"1","1","3","1","0","P","cmc","Wifes_age",0.1
25.99,"3","4",2,"1","0","2","2","0","P","cmc","Wifes_age",0.1
42.39,"3","2",1,"1","1","3","3","0","P","cmc","Wifes_age",0.1
34.35,"3","2",8,"1","0","2","3","1","P","cmc","Wifes_age",0.1
31.65,"3","2",4,"1","1","2","2","1","P","cmc","Wifes_age",0.1
30.61,"3","3",2,"1","0","2","3","0","P","cmc","Wifes_age",0.1
21.98,"2","3",1,"1","1","3","3","0","P","cmc","Wifes_age",0.1
26.44,"3","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.1
36.59,"1","2",2,"1","1","2","2","1","P","cmc","Wifes_age",0.1
22.63,"1","2",0,"1","1","2","4","0","P","cmc","Wifes_age",0.1
46.93,"4","4",4,"1","1","1","4","0","P","cmc","Wifes_age",0.1
31.37,"4","4",4,"1","0","1","3","0","P","cmc","Wifes_age",0.1
36.5,"3","3",2,"1","1","1","4","0","P","cmc","Wifes_age",0.1
44.16,"1","3",1,"1","1","2","3","1","P","cmc","Wifes_age",0.1
46.29,"1","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.1
27.86,"3","4",0,"1","1","3","2","0","P","cmc","Wifes_age",0.1
47.83,"1","3",4,"1","1","3","4","1","P","cmc","Wifes_age",0.1
26.31,"2","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.1
21.41,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.1
18.78,"2","3",1,"1","1","2","4","0","P","cmc","Wifes_age",0.1
39.17,"1","1",5,"1","0","3","1","1","P","cmc","Wifes_age",0.1
27.03,"2","3",1,"1","0","3","4","0","P","cmc","Wifes_age",0.1
36.87,"2","3",5,"1","0","3","2","0","P","cmc","Wifes_age",0.1
23.6,"4","4",1,"1","1","3","3","0","P","cmc","Wifes_age",0.1
38.14,"3","3",6,"1","1","3","3","0","P","cmc","Wifes_age",0.1
19.92,"3","3",1,"1","1","2","3","0","P","cmc","Wifes_age",0.1
19.02,"3","4",1,"1","1","2","3","0","P","cmc","Wifes_age",0.1
39.72,"3","3",4,"1","1","2","2","0","P","cmc","Wifes_age",0.1
39.84,"1","4",4,"1","1","3","3","0","P","cmc","Wifes_age",0.1
21.65,"4","4",2,"1","1","1","3","0","P","cmc","Wifes_age",0.1
30.91,"3","4",4,"1","1","1","4","0","P","cmc","Wifes_age",0.1
34.4,"4","4",2,"0","1","1","4","0","P","cmc","Wifes_age",0.1
33.78,"4","4",2,"1","0","1","3","0","P","cmc","Wifes_age",0.1
21.88,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.1
27.15,"4","4",1,"1","1","1","2","0","P","cmc","Wifes_age",0.1
44.94,"3","2",11,"1","0","2","2","1","P","cmc","Wifes_age",0.1
33.07,"4","4",3,"0","1","1","2","0","P","cmc","Wifes_age",0.1
34.96,"4","4",5,"1","1","3","3","0","P","cmc","Wifes_age",0.1
25.48,"3","3",1,"1","1","3","2","0","P","cmc","Wifes_age",0.1
26.51,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.1
49.23,"1","3",4,"1","1","3","3","1","P","cmc","Wifes_age",0.1
37.34,"4","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.1
38.84,"3","4",2,"0","1","2","4","0","P","cmc","Wifes_age",0.1
41.42,"1","2",7,"1","1","3","4","0","P","cmc","Wifes_age",0.1
43.8,"2","2",1,"1","0","3","2","0","P","cmc","Wifes_age",0.1
38.01,"3","3",1,"0","1","3","4","0","P","cmc","Wifes_age",0.1
45.29,"1","2",7,"1","0","3","2","0","P","cmc","Wifes_age",0.1
41.41,"1","3",5,"1","0","3","2","0","P","cmc","Wifes_age",0.1
30.02,"3","3",3,"1","0","2","4","0","P","cmc","Wifes_age",0.1
23.33,"3","3",0,"1","1","2","2","0","P","cmc","Wifes_age",0.1
29.44,"2","4",5,"1","1","3","2","0","P","cmc","Wifes_age",0.1
21.77,"4","4",0,"1","1","1","3","0","P","cmc","Wifes_age",0.1
44.53,"3","4",6,"1","1","2","4","0","P","cmc","Wifes_age",0.1
41.97,"3","4",10,"1","0","3","2","0","P","cmc","Wifes_age",0.1
38.04,"3","3",7,"1","1","3","1","0","P","cmc","Wifes_age",0.1
45.81,"1","1",6,"1","0","3","1","0","P","cmc","Wifes_age",0.1
29.82,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.1
27.91,"3","4",1,"1","1","3","4","0","P","cmc","Wifes_age",0.1
24.62,"3","4",1,"1","1","2","1","0","P","cmc","Wifes_age",0.1
48.44,"2","4",6,"0","1","2","3","0","P","cmc","Wifes_age",0.1
22.35,"3","4",2,"1","0","2","3","0","P","cmc","Wifes_age",0.1
34.72,"3","4",1,"0","1","2","3","0","P","cmc","Wifes_age",0.1
45.96,"2","1",5,"0","1","2","4","0","P","cmc","Wifes_age",0.1
33.85,"2","3",0,"1","1","2","4","0","P","cmc","Wifes_age",0.1
44.34,"3","4",6,"1","1","3","4","0","P","cmc","Wifes_age",0.1
50.65,"4","4",3,"1","1","2","4","0","P","cmc","Wifes_age",0.1
42.69,"2","3",6,"1","0","3","3","0","P","cmc","Wifes_age",0.1
22.39,"2","4",2,"1","1","3","1","0","P","cmc","Wifes_age",0.1
22.77,"4","4",0,"1","1","1","4","0","P","cmc","Wifes_age",0.1
41.89,"3","3",5,"1","1","3","4","0","P","cmc","Wifes_age",0.1
28.29,"2","4",2,"1","0","4","4","1","P","cmc","Wifes_age",0.1
43.38,"4","4",5,"0","1","2","4","0","P","cmc","Wifes_age",0.1
21.87,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.1
22.95,"2","4",4,"1","1","3","3","0","P","cmc","Wifes_age",0.1
21.35,"2","1",0,"1","1","3","2","0","P","cmc","Wifes_age",0.1
35.47,"1","3",0,"1","1","2","2","1","P","cmc","Wifes_age",0.1
21.88,"4","4",1,"1","1","2","2","0","P","cmc","Wifes_age",0.1
37.15,"4","4",4,"1","1","1","4","0","P","cmc","Wifes_age",0.1
48.12,"1","2",2,"1","1","2","4","0","P","cmc","Wifes_age",0.1
39.26,"4","4",3,"1","1","3","4","0","P","cmc","Wifes_age",0.1
28.7,"4","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.1
48.11,"3","4",6,"1","1","1","4","0","P","cmc","Wifes_age",0.1
47.81,"3","4",9,"1","1","1","4","0","P","cmc","Wifes_age",0.1
46.33,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.1
27.08,"4","4",3,"0","1","1","4","0","P","cmc","Wifes_age",0.1
24.46,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.1
27.66,"1","2",7,"1","1","2","4","0","P","cmc","Wifes_age",0.1
29.43,"4","2",0,"1","0","2","2","0","P","cmc","Wifes_age",0.1
24.23,"3","3",1,"1","1","3","4","0","P","cmc","Wifes_age",0.1
24.77,"2","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.1
22.06,"4","4",1,"1","0","2","4","0","P","cmc","Wifes_age",0.1
23.42,"4","4",2,"1","0","3","3","0","P","cmc","Wifes_age",0.1
43.27,"1","2",2,"1","1","2","4","0","P","cmc","Wifes_age",0.1
39.31,"3","4",6,"1","1","1","4","0","P","cmc","Wifes_age",0.1
20.47,"3","3",0,"1","1","2","2","0","P","cmc","Wifes_age",0.1
21.75,"3","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.1
45.72,"3","4",3,"1","1","2","3","0","P","cmc","Wifes_age",0.1
35.49,"3","3",2,"1","0","2","4","0","P","cmc","Wifes_age",0.1
25.43,"1","4",2,"1","0","3","3","1","P","cmc","Wifes_age",0.1
39.9,"4","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.1
36.05,"2","2",0,"0","0","3","3","0","P","cmc","Wifes_age",0.1
37.2,"2","3",5,"0","0","2","4","0","P","cmc","Wifes_age",0.1
27.14,"1","4",2,"1","0","2","3","0","P","cmc","Wifes_age",0.1
30.48,"3","3",5,"1","0","3","4","0","P","cmc","Wifes_age",0.1
15.73,"3","4",1,"1","1","3","3","0","P","cmc","Wifes_age",0.1
31.42,"2","3",4,"0","1","2","4","0","P","cmc","Wifes_age",0.1
40.54,"4","4",3,"0","1","3","4","0","P","cmc","Wifes_age",0.1
38.35,"1","1",2,"1","0","3","4","0","P","cmc","Wifes_age",0.1
44.4,"3","4",2,"0","1","1","4","0","P","cmc","Wifes_age",0.1
21.44,"1","3",0,"1","0","3","4","1","P","cmc","Wifes_age",0.1
28.66,"4","4",1,"0","1","1","3","0","P","cmc","Wifes_age",0.1
26.1,"4","4",1,"0","1","2","3","0","P","cmc","Wifes_age",0.1
43.95,"1","3",4,"1","1","3","3","1","P","cmc","Wifes_age",0.1
35.93,"4","4",2,"0","1","3","4","0","P","cmc","Wifes_age",0.1
50.19,"4","4",4,"1","1","3","4","0","P","cmc","Wifes_age",0.1
39.82,"3","4",1,"0","1","3","4","0","P","cmc","Wifes_age",0.1
32.72,"3","4",1,"0","1","2","4","0","P","cmc","Wifes_age",0.1
33.88,"1","2",0,"1","0","4","4","0","P","cmc","Wifes_age",0.1
21.78,"1","2",1,"1","0","3","4","0","P","cmc","Wifes_age",0.1
46.41,"4","4",1,"0","1","1","4","0","P","cmc","Wifes_age",0.1
27.51,"4","4",1,"0","1","3","4","0","P","cmc","Wifes_age",0.1
30.37,"2","2",8,"1","1","2","2","1","P","cmc","Wifes_age",0.1
35.43,"4","3",0,"0","0","3","3","0","P","cmc","Wifes_age",0.1
30.98,"4","4",3,"1","0","2","4","0","P","cmc","Wifes_age",0.1
26.22,"4","4",0,"1","0","2","4","0","P","cmc","Wifes_age",0.1
27.4,"3","4",3,"1","1","2","1","0","P","cmc","Wifes_age",0.1
30.09,"2","3",4,"1","0","3","2","0","P","cmc","Wifes_age",0.1
41.39,"3","3",8,"1","1","4","3","0","P","cmc","Wifes_age",0.1
22.96,"4","4",0,"0","1","2","4","0","P","cmc","Wifes_age",0.1
45.36,"3","4",3,"0","1","3","4","0","P","cmc","Wifes_age",0.1
20.11,"4","4",1,"1","1","3","3","0","P","cmc","Wifes_age",0.1
27.17,"4","4",1,"0","1","2","4","0","P","cmc","Wifes_age",0.1
33.78,"4","4",1,"0","0","3","4","0","P","cmc","Wifes_age",0.1
32.48,"1","2",4,"1","1","3","2","1","P","cmc","Wifes_age",0.1
24.58,"2","2",3,"1","1","3","3","0","P","cmc","Wifes_age",0.1
26.34,"3","3",1,"1","1","3","1","0","P","cmc","Wifes_age",0.1
19.37,"2","2",2,"1","1","3","1","0","P","cmc","Wifes_age",0.1
40.31,"1","2",6,"1","1","3","1","1","P","cmc","Wifes_age",0.1
23.42,"2","2",2,"1","1","3","1","1","P","cmc","Wifes_age",0.1
31.5,"2","2",1,"1","1","2","1","0","P","cmc","Wifes_age",0.1
