"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
4.9,3.1,1.5,-1.27,"Iris_setosa","iris","petalwidth",0.8
5,3.2,1.2,0.21,"Iris_setosa","iris","petalwidth",0.8
5.5,3.5,1.3,0.89,"Iris_setosa","iris","petalwidth",0.8
4.9,3.1,1.5,0.05,"Iris_setosa","iris","petalwidth",0.8
4.4,3,1.3,-0.07,"Iris_setosa","iris","petalwidth",0.8
5.1,3.4,1.5,0.36,"Iris_setosa","iris","petalwidth",0.8
5,3.5,1.3,0.31,"Iris_setosa","iris","petalwidth",0.8
4.5,2.3,1.3,-0.29,"Iris_setosa","iris","petalwidth",0.8
4.4,3.2,1.3,1.21,"Iris_setosa","iris","petalwidth",0.8
5,3.5,1.6,0.46,"Iris_setosa","iris","petalwidth",0.8
5.1,3.8,1.9,-0.53,"Iris_setosa","iris","petalwidth",0.8
4.8,3,1.4,-0.52,"Iris_setosa","iris","petalwidth",0.8
5.1,3.8,1.6,0.52,"Iris_setosa","iris","petalwidth",0.8
4.6,3.2,1.4,1.05,"Iris_setosa","iris","petalwidth",0.8
5.3,3.7,1.5,0.89,"Iris_setosa","iris","petalwidth",0.8
5,3.3,1.4,0.19,"Iris_setosa","iris","petalwidth",0.8
7,3.2,4.7,1.97,"Iris_versicolor","iris","petalwidth",0.8
6.4,3.2,4.5,1.98,"Iris_versicolor","iris","petalwidth",0.8
6.9,3.1,4.9,1.55,"Iris_versicolor","iris","petalwidth",0.8
5.5,2.3,4,1.32,"Iris_versicolor","iris","petalwidth",0.8
6.5,2.8,4.6,2.45,"Iris_versicolor","iris","petalwidth",0.8
5.7,2.8,4.5,-0.17,"Iris_versicolor","iris","petalwidth",0.8
6.3,3.3,4.7,1.7,"Iris_versicolor","iris","petalwidth",0.8
4.9,2.4,3.3,0.75,"Iris_versicolor","iris","petalwidth",0.8
6.6,2.9,4.6,0.23,"Iris_versicolor","iris","petalwidth",0.8
5.2,2.7,3.9,0.98,"Iris_versicolor","iris","petalwidth",0.8
5,2,3.5,0.91,"Iris_versicolor","iris","petalwidth",0.8
5.9,3,4.2,1.22,"Iris_versicolor","iris","petalwidth",0.8
6,2.2,4,1.6,"Iris_versicolor","iris","petalwidth",0.8
6.1,2.9,4.7,1.82,"Iris_versicolor","iris","petalwidth",0.8
5.6,2.9,3.6,0.62,"Iris_versicolor","iris","petalwidth",0.8
6.7,3.1,4.4,1.73,"Iris_versicolor","iris","petalwidth",0.8
5.6,3,4.5,1.98,"Iris_versicolor","iris","petalwidth",0.8
5.8,2.7,4.1,0.27,"Iris_versicolor","iris","petalwidth",0.8
6.2,2.2,4.5,1.35,"Iris_versicolor","iris","petalwidth",0.8
5.6,2.5,3.9,2.11,"Iris_versicolor","iris","petalwidth",0.8
5.9,3.2,4.8,2.11,"Iris_versicolor","iris","petalwidth",0.8
6.1,2.8,4,1.86,"Iris_versicolor","iris","petalwidth",0.8
6.3,2.5,4.9,2.57,"Iris_versicolor","iris","petalwidth",0.8
6.1,2.8,4.7,1.28,"Iris_versicolor","iris","petalwidth",0.8
6.4,2.9,4.3,1.46,"Iris_versicolor","iris","petalwidth",0.8
6.6,3,4.4,2.06,"Iris_versicolor","iris","petalwidth",0.8
6.8,2.8,4.8,1.41,"Iris_versicolor","iris","petalwidth",0.8
6.7,3,5,1.93,"Iris_versicolor","iris","petalwidth",0.8
6,2.9,4.5,1.17,"Iris_versicolor","iris","petalwidth",0.8
5.7,2.6,3.5,0.5,"Iris_versicolor","iris","petalwidth",0.8
5.5,2.4,3.8,1.07,"Iris_versicolor","iris","petalwidth",0.8
5.5,2.4,3.7,0.66,"Iris_versicolor","iris","petalwidth",0.8
5.8,2.7,3.9,1.68,"Iris_versicolor","iris","petalwidth",0.8
6,2.7,5.1,1.2,"Iris_versicolor","iris","petalwidth",0.8
5.4,3,4.5,1.02,"Iris_versicolor","iris","petalwidth",0.8
6,3.4,4.5,1.05,"Iris_versicolor","iris","petalwidth",0.8
6.7,3.1,4.7,2.19,"Iris_versicolor","iris","petalwidth",0.8
6.3,2.3,4.4,1.07,"Iris_versicolor","iris","petalwidth",0.8
5.6,3,4.1,0.94,"Iris_versicolor","iris","petalwidth",0.8
5.5,2.5,4,1.22,"Iris_versicolor","iris","petalwidth",0.8
5.5,2.6,4.4,0.91,"Iris_versicolor","iris","petalwidth",0.8
6.1,3,4.6,2.42,"Iris_versicolor","iris","petalwidth",0.8
5.8,2.6,4,1.62,"Iris_versicolor","iris","petalwidth",0.8
5,2.3,3.3,0.56,"Iris_versicolor","iris","petalwidth",0.8
5.6,2.7,4.2,1.48,"Iris_versicolor","iris","petalwidth",0.8
5.7,3,4.2,1.36,"Iris_versicolor","iris","petalwidth",0.8
5.7,2.9,4.2,1.99,"Iris_versicolor","iris","petalwidth",0.8
6.2,2.9,4.3,1.11,"Iris_versicolor","iris","petalwidth",0.8
5.1,2.5,3,1.6,"Iris_versicolor","iris","petalwidth",0.8
5.7,2.8,4.1,2.02,"Iris_versicolor","iris","petalwidth",0.8
6.3,3.3,6,3.71,"Iris_virginica","iris","petalwidth",0.8
5.8,2.7,5.1,1.88,"Iris_virginica","iris","petalwidth",0.8
7.1,3,5.9,2.14,"Iris_virginica","iris","petalwidth",0.8
6.3,2.9,5.6,2.55,"Iris_virginica","iris","petalwidth",0.8
6.5,3,5.8,2.37,"Iris_virginica","iris","petalwidth",0.8
7.6,3,6.6,2.23,"Iris_virginica","iris","petalwidth",0.8
4.9,2.5,4.5,2.54,"Iris_virginica","iris","petalwidth",0.8
7.3,2.9,6.3,2.34,"Iris_virginica","iris","petalwidth",0.8
6.7,2.5,5.8,1.81,"Iris_virginica","iris","petalwidth",0.8
7.2,3.6,6.1,1.5,"Iris_virginica","iris","petalwidth",0.8
6.5,3.2,5.1,1.94,"Iris_virginica","iris","petalwidth",0.8
6.4,2.7,5.3,2.59,"Iris_virginica","iris","petalwidth",0.8
6.8,3,5.5,1.79,"Iris_virginica","iris","petalwidth",0.8
5.7,2.5,5,0.59,"Iris_virginica","iris","petalwidth",0.8
5.8,2.8,5.1,2.57,"Iris_virginica","iris","petalwidth",0.8
6.4,3.2,5.3,1.92,"Iris_virginica","iris","petalwidth",0.8
6.5,3,5.5,1.73,"Iris_virginica","iris","petalwidth",0.8
7.7,3.8,6.7,2.13,"Iris_virginica","iris","petalwidth",0.8
7.7,2.6,6.9,1.58,"Iris_virginica","iris","petalwidth",0.8
6,2.2,5,1.39,"Iris_virginica","iris","petalwidth",0.8
6.9,3.2,5.7,1.98,"Iris_virginica","iris","petalwidth",0.8
5.6,2.8,4.9,1.87,"Iris_virginica","iris","petalwidth",0.8
7.7,2.8,6.7,1.66,"Iris_virginica","iris","petalwidth",0.8
6.3,2.7,4.9,1.53,"Iris_virginica","iris","petalwidth",0.8
6.7,3.3,5.7,1.75,"Iris_virginica","iris","petalwidth",0.8
7.2,3.2,6,2.91,"Iris_virginica","iris","petalwidth",0.8
6.2,2.8,4.8,2.16,"Iris_virginica","iris","petalwidth",0.8
6.1,3,4.9,1.99,"Iris_virginica","iris","petalwidth",0.8
6.4,2.8,5.6,3.15,"Iris_virginica","iris","petalwidth",0.8
7.2,3,5.8,1.06,"Iris_virginica","iris","petalwidth",0.8
7.4,2.8,6.1,2.25,"Iris_virginica","iris","petalwidth",0.8
7.9,3.8,6.4,1.38,"Iris_virginica","iris","petalwidth",0.8
6.4,2.8,5.6,1.91,"Iris_virginica","iris","petalwidth",0.8
6.3,2.8,5.1,1.81,"Iris_virginica","iris","petalwidth",0.8
6.1,2.6,5.6,1.06,"Iris_virginica","iris","petalwidth",0.8
7.7,3,6.1,2.01,"Iris_virginica","iris","petalwidth",0.8
6.3,3.4,5.6,3.3,"Iris_virginica","iris","petalwidth",0.8
6.4,3.1,5.5,2.77,"Iris_virginica","iris","petalwidth",0.8
6,3,4.8,1.35,"Iris_virginica","iris","petalwidth",0.8
6.9,3.1,5.4,2.08,"Iris_virginica","iris","petalwidth",0.8
6.7,3.1,5.6,3.01,"Iris_virginica","iris","petalwidth",0.8
6.9,3.1,5.1,1.16,"Iris_virginica","iris","petalwidth",0.8
5.8,2.7,5.1,1.63,"Iris_virginica","iris","petalwidth",0.8
6.8,3.2,5.9,2.87,"Iris_virginica","iris","petalwidth",0.8
6.7,3.3,5.7,2.73,"Iris_virginica","iris","petalwidth",0.8
6.7,3,5.2,2.12,"Iris_virginica","iris","petalwidth",0.8
6.3,2.5,5,1.29,"Iris_virginica","iris","petalwidth",0.8
6.5,3,5.2,2.49,"Iris_virginica","iris","petalwidth",0.8
6.2,3.4,5.4,3.19,"Iris_virginica","iris","petalwidth",0.8
5.9,3,5.1,0.46,"Iris_virginica","iris","petalwidth",0.8
