"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
6.8,2.8,4.8,1.56,"Iris_versicolor","iris","petalwidth",0.9
6.7,3,5,2.18,"Iris_versicolor","iris","petalwidth",0.9
6,2.9,4.5,2.41,"Iris_versicolor","iris","petalwidth",0.9
5.7,2.6,3.5,-0.08,"Iris_versicolor","iris","petalwidth",0.9
5.5,2.4,3.8,1.25,"Iris_versicolor","iris","petalwidth",0.9
5.5,2.4,3.7,0.83,"Iris_versicolor","iris","petalwidth",0.9
5.8,2.7,3.9,1.92,"Iris_versicolor","iris","petalwidth",0.9
6,2.7,5.1,3.13,"Iris_versicolor","iris","petalwidth",0.9
5.4,3,4.5,1.49,"Iris_versicolor","iris","petalwidth",0.9
6,3.4,4.5,1.89,"Iris_versicolor","iris","petalwidth",0.9
6.7,3.1,4.7,2.23,"Iris_versicolor","iris","petalwidth",0.9
6.3,2.3,4.4,2.35,"Iris_versicolor","iris","petalwidth",0.9
5.6,3,4.1,2.12,"Iris_versicolor","iris","petalwidth",0.9
5.5,2.5,4,-0.11,"Iris_versicolor","iris","petalwidth",0.9
5.5,2.6,4.4,0.41,"Iris_versicolor","iris","petalwidth",0.9
6.1,3,4.6,1.19,"Iris_versicolor","iris","petalwidth",0.9
5.8,2.6,4,2.5,"Iris_versicolor","iris","petalwidth",0.9
5,2.3,3.3,1.1,"Iris_versicolor","iris","petalwidth",0.9
5.6,2.7,4.2,1.36,"Iris_versicolor","iris","petalwidth",0.9
5.7,3,4.2,1.27,"Iris_versicolor","iris","petalwidth",0.9
5.7,2.9,4.2,1.71,"Iris_versicolor","iris","petalwidth",0.9
6.2,2.9,4.3,2.18,"Iris_versicolor","iris","petalwidth",0.9
5.1,2.5,3,1.79,"Iris_versicolor","iris","petalwidth",0.9
5.7,2.8,4.1,-0.32,"Iris_versicolor","iris","petalwidth",0.9
6.3,3.3,6,1.05,"Iris_virginica","iris","petalwidth",0.9
5.8,2.7,5.1,1.84,"Iris_virginica","iris","petalwidth",0.9
7.1,3,5.9,2.62,"Iris_virginica","iris","petalwidth",0.9
6.3,2.9,5.6,0.71,"Iris_virginica","iris","petalwidth",0.9
6.5,3,5.8,2.69,"Iris_virginica","iris","petalwidth",0.9
7.6,3,6.6,1.38,"Iris_virginica","iris","petalwidth",0.9
4.9,2.5,4.5,1.88,"Iris_virginica","iris","petalwidth",0.9
7.3,2.9,6.3,1.8,"Iris_virginica","iris","petalwidth",0.9
6.7,2.5,5.8,0.99,"Iris_virginica","iris","petalwidth",0.9
7.2,3.6,6.1,3.7,"Iris_virginica","iris","petalwidth",0.9
6.5,3.2,5.1,2.49,"Iris_virginica","iris","petalwidth",0.9
6.4,2.7,5.3,3.87,"Iris_virginica","iris","petalwidth",0.9
6.8,3,5.5,2.59,"Iris_virginica","iris","petalwidth",0.9
5.7,2.5,5,1.77,"Iris_virginica","iris","petalwidth",0.9
5.8,2.8,5.1,2.31,"Iris_virginica","iris","petalwidth",0.9
6.4,3.2,5.3,1.92,"Iris_virginica","iris","petalwidth",0.9
6.5,3,5.5,0.92,"Iris_virginica","iris","petalwidth",0.9
7.7,3.8,6.7,0.71,"Iris_virginica","iris","petalwidth",0.9
7.7,2.6,6.9,2.3,"Iris_virginica","iris","petalwidth",0.9
6,2.2,5,2.56,"Iris_virginica","iris","petalwidth",0.9
6.9,3.2,5.7,2.57,"Iris_virginica","iris","petalwidth",0.9
5.6,2.8,4.9,1.78,"Iris_virginica","iris","petalwidth",0.9
7.7,2.8,6.7,2.54,"Iris_virginica","iris","petalwidth",0.9
6.3,2.7,4.9,1.93,"Iris_virginica","iris","petalwidth",0.9
6.7,3.3,5.7,2.5,"Iris_virginica","iris","petalwidth",0.9
7.2,3.2,6,2.15,"Iris_virginica","iris","petalwidth",0.9
6.2,2.8,4.8,1.68,"Iris_virginica","iris","petalwidth",0.9
6.1,3,4.9,2.52,"Iris_virginica","iris","petalwidth",0.9
6.4,2.8,5.6,2.32,"Iris_virginica","iris","petalwidth",0.9
7.2,3,5.8,0.53,"Iris_virginica","iris","petalwidth",0.9
7.4,2.8,6.1,2.33,"Iris_virginica","iris","petalwidth",0.9
7.9,3.8,6.4,3.36,"Iris_virginica","iris","petalwidth",0.9
6.4,2.8,5.6,2.41,"Iris_virginica","iris","petalwidth",0.9
6.3,2.8,5.1,2.87,"Iris_virginica","iris","petalwidth",0.9
6.1,2.6,5.6,1.73,"Iris_virginica","iris","petalwidth",0.9
7.7,3,6.1,2.67,"Iris_virginica","iris","petalwidth",0.9
6.3,3.4,5.6,2.24,"Iris_virginica","iris","petalwidth",0.9
6.4,3.1,5.5,0.39,"Iris_virginica","iris","petalwidth",0.9
6,3,4.8,1.01,"Iris_virginica","iris","petalwidth",0.9
6.9,3.1,5.4,1.98,"Iris_virginica","iris","petalwidth",0.9
6.7,3.1,5.6,1.64,"Iris_virginica","iris","petalwidth",0.9
6.9,3.1,5.1,1.22,"Iris_virginica","iris","petalwidth",0.9
5.8,2.7,5.1,1.87,"Iris_virginica","iris","petalwidth",0.9
6.8,3.2,5.9,1.89,"Iris_virginica","iris","petalwidth",0.9
6.7,3.3,5.7,4.16,"Iris_virginica","iris","petalwidth",0.9
6.7,3,5.2,2.38,"Iris_virginica","iris","petalwidth",0.9
6.3,2.5,5,2.21,"Iris_virginica","iris","petalwidth",0.9
6.5,3,5.2,2.34,"Iris_virginica","iris","petalwidth",0.9
6.2,3.4,5.4,2.33,"Iris_virginica","iris","petalwidth",0.9
5.9,3,5.1,2.25,"Iris_virginica","iris","petalwidth",0.9
