"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
4.5,2.3,0.54,0.3,"Iris_setosa","iris","petallength",1
4.4,3.2,1.46,0.2,"Iris_setosa","iris","petallength",1
5,3.5,3.07,0.6,"Iris_setosa","iris","petallength",1
5.1,3.8,1.75,0.4,"Iris_setosa","iris","petallength",1
4.8,3,1.6,0.3,"Iris_setosa","iris","petallength",1
5.1,3.8,-0.23,0.2,"Iris_setosa","iris","petallength",1
4.6,3.2,2.81,0.2,"Iris_setosa","iris","petallength",1
5.3,3.7,1.68,0.2,"Iris_setosa","iris","petallength",1
5,3.3,2.7,0.2,"Iris_setosa","iris","petallength",1
7,3.2,7.43,1.4,"Iris_versicolor","iris","petallength",1
6.4,3.2,4.82,1.5,"Iris_versicolor","iris","petallength",1
6.9,3.1,4.4,1.5,"Iris_versicolor","iris","petallength",1
5.5,2.3,2.65,1.3,"Iris_versicolor","iris","petallength",1
6.5,2.8,3.58,1.5,"Iris_versicolor","iris","petallength",1
5.7,2.8,2.89,1.3,"Iris_versicolor","iris","petallength",1
6.3,3.3,5.35,1.6,"Iris_versicolor","iris","petallength",1
4.9,2.4,0.71,1,"Iris_versicolor","iris","petallength",1
6.6,2.9,1.52,1.3,"Iris_versicolor","iris","petallength",1
5.2,2.7,2.72,1.4,"Iris_versicolor","iris","petallength",1
5,2,5.41,1,"Iris_versicolor","iris","petallength",1
5.9,3,4.42,1.5,"Iris_versicolor","iris","petallength",1
6,2.2,3.13,1,"Iris_versicolor","iris","petallength",1
6.1,2.9,5.88,1.4,"Iris_versicolor","iris","petallength",1
5.6,2.9,2.98,1.3,"Iris_versicolor","iris","petallength",1
6.7,3.1,4.2,1.4,"Iris_versicolor","iris","petallength",1
5.6,3,4.63,1.5,"Iris_versicolor","iris","petallength",1
5.8,2.7,6.02,1,"Iris_versicolor","iris","petallength",1
6.2,2.2,6.78,1.5,"Iris_versicolor","iris","petallength",1
5.6,2.5,6.16,1.1,"Iris_versicolor","iris","petallength",1
5.9,3.2,6.53,1.8,"Iris_versicolor","iris","petallength",1
6.1,2.8,4.58,1.3,"Iris_versicolor","iris","petallength",1
6.3,2.5,8.22,1.5,"Iris_versicolor","iris","petallength",1
6.1,2.8,8.3,1.2,"Iris_versicolor","iris","petallength",1
6.4,2.9,6.64,1.3,"Iris_versicolor","iris","petallength",1
6.6,3,4.01,1.4,"Iris_versicolor","iris","petallength",1
6.8,2.8,2.96,1.4,"Iris_versicolor","iris","petallength",1
6.7,3,5.34,1.7,"Iris_versicolor","iris","petallength",1
6,2.9,3.52,1.5,"Iris_versicolor","iris","petallength",1
5.7,2.6,3.99,1,"Iris_versicolor","iris","petallength",1
5.5,2.4,2.83,1.1,"Iris_versicolor","iris","petallength",1
5.5,2.4,5.33,1,"Iris_versicolor","iris","petallength",1
5.8,2.7,7.76,1.2,"Iris_versicolor","iris","petallength",1
6,2.7,6.8,1.6,"Iris_versicolor","iris","petallength",1
5.4,3,5.81,1.5,"Iris_versicolor","iris","petallength",1
6,3.4,4.57,1.6,"Iris_versicolor","iris","petallength",1
6.7,3.1,8.55,1.5,"Iris_versicolor","iris","petallength",1
6.3,2.3,4.26,1.3,"Iris_versicolor","iris","petallength",1
5.6,3,6.53,1.3,"Iris_versicolor","iris","petallength",1
5.5,2.5,6.78,1.3,"Iris_versicolor","iris","petallength",1
5.5,2.6,4.68,1.2,"Iris_versicolor","iris","petallength",1
6.1,3,-1.14,1.4,"Iris_versicolor","iris","petallength",1
5.8,2.6,3.42,1.2,"Iris_versicolor","iris","petallength",1
5,2.3,4.11,1,"Iris_versicolor","iris","petallength",1
5.6,2.7,1.9,1.3,"Iris_versicolor","iris","petallength",1
5.7,3,1.92,1.2,"Iris_versicolor","iris","petallength",1
5.7,2.9,5.8,1.3,"Iris_versicolor","iris","petallength",1
6.2,2.9,-0.63,1.3,"Iris_versicolor","iris","petallength",1
5.1,2.5,3.41,1.1,"Iris_versicolor","iris","petallength",1
5.7,2.8,3.63,1.3,"Iris_versicolor","iris","petallength",1
6.3,3.3,4.84,2.5,"Iris_virginica","iris","petallength",1
5.8,2.7,5.21,1.9,"Iris_virginica","iris","petallength",1
7.1,3,6,2.1,"Iris_virginica","iris","petallength",1
6.3,2.9,6.04,1.8,"Iris_virginica","iris","petallength",1
6.5,3,6.02,2.2,"Iris_virginica","iris","petallength",1
7.6,3,5.66,2.1,"Iris_virginica","iris","petallength",1
4.9,2.5,4.96,1.7,"Iris_virginica","iris","petallength",1
7.3,2.9,8.75,1.8,"Iris_virginica","iris","petallength",1
6.7,2.5,6.98,1.8,"Iris_virginica","iris","petallength",1
7.2,3.6,8.74,2.5,"Iris_virginica","iris","petallength",1
6.5,3.2,4.61,2,"Iris_virginica","iris","petallength",1
6.4,2.7,6.33,1.9,"Iris_virginica","iris","petallength",1
6.8,3,6.39,2.1,"Iris_virginica","iris","petallength",1
5.7,2.5,3.69,2,"Iris_virginica","iris","petallength",1
5.8,2.8,3.66,2.4,"Iris_virginica","iris","petallength",1
6.4,3.2,8.6,2.3,"Iris_virginica","iris","petallength",1
6.5,3,4.04,1.8,"Iris_virginica","iris","petallength",1
7.7,3.8,8.38,2.2,"Iris_virginica","iris","petallength",1
7.7,2.6,6.43,2.3,"Iris_virginica","iris","petallength",1
6,2.2,3.06,1.5,"Iris_virginica","iris","petallength",1
6.9,3.2,2.99,2.3,"Iris_virginica","iris","petallength",1
5.6,2.8,2.77,2,"Iris_virginica","iris","petallength",1
7.7,2.8,3.26,2,"Iris_virginica","iris","petallength",1
6.3,2.7,3.34,1.8,"Iris_virginica","iris","petallength",1
6.7,3.3,7.42,2.1,"Iris_virginica","iris","petallength",1
7.2,3.2,4.97,1.8,"Iris_virginica","iris","petallength",1
6.2,2.8,7.86,1.8,"Iris_virginica","iris","petallength",1
6.1,3,4.6,1.8,"Iris_virginica","iris","petallength",1
6.4,2.8,3.94,2.1,"Iris_virginica","iris","petallength",1
7.2,3,5.3,1.6,"Iris_virginica","iris","petallength",1
7.4,2.8,5.06,1.9,"Iris_virginica","iris","petallength",1
7.9,3.8,5.62,2,"Iris_virginica","iris","petallength",1
6.4,2.8,5.71,2.2,"Iris_virginica","iris","petallength",1
6.3,2.8,5.25,1.5,"Iris_virginica","iris","petallength",1
6.1,2.6,6.94,1.4,"Iris_virginica","iris","petallength",1
7.7,3,7.05,2.3,"Iris_virginica","iris","petallength",1
6.3,3.4,6.97,2.4,"Iris_virginica","iris","petallength",1
6.4,3.1,5.73,1.8,"Iris_virginica","iris","petallength",1
6,3,3.38,1.8,"Iris_virginica","iris","petallength",1
6.9,3.1,6.19,2.1,"Iris_virginica","iris","petallength",1
6.7,3.1,6.33,2.4,"Iris_virginica","iris","petallength",1
6.9,3.1,4.39,2.3,"Iris_virginica","iris","petallength",1
5.8,2.7,4.42,1.9,"Iris_virginica","iris","petallength",1
6.8,3.2,7.83,2.3,"Iris_virginica","iris","petallength",1
6.7,3.3,8.07,2.5,"Iris_virginica","iris","petallength",1
6.7,3,5.4,2.3,"Iris_virginica","iris","petallength",1
6.3,2.5,4.31,1.9,"Iris_virginica","iris","petallength",1
6.5,3,8.12,2,"Iris_virginica","iris","petallength",1
6.2,3.4,3.21,2.3,"Iris_virginica","iris","petallength",1
5.9,3,3.49,1.8,"Iris_virginica","iris","petallength",1
