"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","dataset_name","altered_attribute","noise_level"
"0<=X<200",17.56,"existing paid","new car",5866,"100<=X<500","1<=X<4",2,"male single","none",2,"car",30,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",14.48,"critical/other existing credit","business",1264,"no known savings",">=7",4,"male single","none",4,"no known property",57,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
">=200",10.94,"existing paid","furniture/equipment",1474,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",33,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",43.89,"critical/other existing credit","radio/tv",4746,"<100","<1",4,"male single","none",2,"life insurance",25,"none","own",2,"unskilled resident",1,"none","yes","bad","credit-g","duration",0.4
"no checking",47.21,"critical/other existing credit","education",6110,"<100","1<=X<4",1,"male single","none",3,"no known property",31,"bank","for free",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
">=200",9.23,"existing paid","radio/tv",2100,"<100","1<=X<4",4,"male single","co applicant",2,"real estate",37,"stores","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.4
">=200",14.13,"existing paid","domestic appliance",1225,"<100","1<=X<4",2,"male single","none",2,"car",37,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",5.23,"existing paid","radio/tv",458,"<100","1<=X<4",4,"male single","none",3,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",26.42,"existing paid","radio/tv",2333,"500<=X<1000",">=7",4,"male single","none",2,"car",30,"bank","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",11.41,"existing paid","radio/tv",1158,"500<=X<1000","1<=X<4",3,"male div/sep","none",1,"car",26,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",20.96,"delayed previously","repairs",6204,"<100","1<=X<4",2,"male single","none",4,"real estate",44,"none","own",1,"unskilled resident",2,"yes","yes","good","credit-g","duration",0.4
"<0",21.95,"critical/other existing credit","used car",6187,"100<=X<500","4<=X<7",1,"male mar/wid","none",4,"car",24,"none","rent",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",46.58,"critical/other existing credit","used car",6143,"<100",">=7",4,"female div/dep/mar","none",4,"no known property",58,"stores","for free",2,"unskilled resident",1,"none","yes","bad","credit-g","duration",0.4
"no checking",10.4,"critical/other existing credit","new car",1393,"<100","<1",4,"female div/dep/mar","none",4,"car",35,"none","own",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.4
"no checking",29.23,"existing paid","radio/tv",2299,"500<=X<1000",">=7",4,"male single","none",4,"car",39,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",-4.66,"existing paid","used car",1352,"500<=X<1000","unemployed",1,"female div/dep/mar","none",2,"life insurance",23,"none","rent",1,"unemp/unskilled non res",1,"yes","yes","good","credit-g","duration",0.4
"no checking",10.9,"critical/other existing credit","new car",7228,"<100","1<=X<4",1,"male single","none",4,"life insurance",39,"none","own",2,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"no checking",8.94,"existing paid","radio/tv",2073,"100<=X<500","1<=X<4",4,"female div/dep/mar","co applicant",2,"real estate",28,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",28.61,"delayed previously","furniture/equipment",2333,"no known savings","<1",4,"male single","none",2,"life insurance",29,"bank","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",22.85,"delayed previously","used car",5965,"<100",">=7",1,"male single","none",2,"car",30,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"no checking",24.51,"existing paid","radio/tv",1262,"<100","1<=X<4",3,"male single","none",2,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",20.24,"existing paid","used car",3378,"no known savings","1<=X<4",2,"male single","none",1,"life insurance",31,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",41.46,"delayed previously","new car",2225,"<100",">=7",4,"male single","none",4,"no known property",57,"bank","for free",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",8.1,"all paid","new car",783,"no known savings","1<=X<4",1,"male single","guarantor",2,"real estate",26,"stores","own",1,"unskilled resident",2,"none","yes","good","credit-g","duration",0.4
"0<=X<200",18.36,"existing paid","radio/tv",6468,"no known savings","unemployed",2,"male single","none",1,"no known property",52,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",34.68,"critical/other existing credit","radio/tv",9566,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",31,"stores","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
">=200",16.29,"existing paid","new car",1961,"<100",">=7",3,"female div/dep/mar","none",2,"car",23,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.4
"<0",34.5,"critical/other existing credit","furniture/equipment",6229,"<100","<1",4,"female div/dep/mar","co applicant",4,"no known property",23,"none","rent",2,"unskilled resident",1,"yes","yes","bad","credit-g","duration",0.4
"0<=X<200",8.05,"existing paid","business",1391,"<100","1<=X<4",2,"male mar/wid","none",1,"real estate",27,"bank","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",13.82,"critical/other existing credit","radio/tv",1537,"no known savings",">=7",4,"male single","guarantor",4,"real estate",50,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",37.31,"no credits/all paid","business",1953,"<100",">=7",4,"male single","none",4,"no known property",61,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.4
"0<=X<200",45.13,"no credits/all paid","business",14421,"<100","1<=X<4",2,"male single","none",2,"car",25,"none","own",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",19.01,"existing paid","radio/tv",3181,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",26,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",25.11,"existing paid","repairs",5190,"no known savings",">=7",4,"male single","none",4,"life insurance",48,"none","own",4,"skilled",2,"yes","yes","good","credit-g","duration",0.4
"no checking",15.86,"existing paid","radio/tv",2171,"<100","<1",2,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",11.25,"existing paid","new car",1007,">=1000","1<=X<4",4,"male mar/wid","none",1,"real estate",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",33.15,"existing paid","education",1819,"<100","1<=X<4",4,"male single","none",4,"no known property",37,"stores","for free",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",36.38,"existing paid","radio/tv",2394,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",38.14,"existing paid","used car",8133,"<100","1<=X<4",1,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",9.83,"critical/other existing credit","radio/tv",730,"no known savings",">=7",4,"male single","none",2,"life insurance",46,"none","rent",2,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.4
"<0",6.2,"critical/other existing credit","other",1164,"<100",">=7",3,"male single","none",4,"no known property",51,"bank","for free",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",42.93,"critical/other existing credit","business",5954,"<100","4<=X<7",2,"female div/dep/mar","none",1,"real estate",41,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"<0",39.46,"existing paid","education",1977,"no known savings",">=7",4,"male single","none",4,"no known property",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.4
"<0",10.68,"critical/other existing credit","used car",1526,"<100",">=7",4,"male single","none",4,"no known property",66,"none","for free",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.4
"<0",49.01,"existing paid","radio/tv",3965,"<100","<1",4,"male single","none",3,"car",34,"none","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"0<=X<200",13.61,"delayed previously","radio/tv",4771,"<100","4<=X<7",2,"male single","none",4,"life insurance",51,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",53.67,"no credits/all paid","used car",9436,"no known savings","1<=X<4",2,"male single","none",2,"life insurance",39,"none","own",1,"unskilled resident",2,"none","yes","good","credit-g","duration",0.4
"0<=X<200",28.58,"existing paid","furniture/equipment",3832,"<100","<1",2,"male mar/wid","none",1,"life insurance",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",20.01,"existing paid","radio/tv",5943,"no known savings","<1",1,"female div/dep/mar","none",1,"car",44,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",6.16,"existing paid","radio/tv",1213,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",47,"stores","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",16.73,"existing paid","business",1568,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"<0",16.05,"existing paid","other",1755,"<100",">=7",4,"female div/dep/mar","guarantor",4,"real estate",58,"none","own",1,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.4
"<0",11.68,"existing paid","radio/tv",2315,"<100",">=7",3,"male single","none",4,"real estate",52,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"no checking",11.44,"critical/other existing credit","business",1412,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",20.48,"critical/other existing credit","furniture/equipment",1295,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",41.81,"existing paid","education",12612,"100<=X<500","1<=X<4",1,"male single","none",4,"no known property",47,"none","for free",1,"skilled",2,"yes","yes","bad","credit-g","duration",0.4
"<0",20.2,"existing paid","new car",2249,"100<=X<500","4<=X<7",4,"male single","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","duration",0.4
"<0",3.86,"no credits/all paid","repairs",1108,"<100","4<=X<7",4,"male single","none",3,"real estate",28,"none","own",2,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"no checking",15.4,"critical/other existing credit","radio/tv",618,"<100",">=7",4,"male single","none",4,"real estate",56,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",17.84,"critical/other existing credit","used car",1409,"<100",">=7",4,"male single","none",3,"real estate",54,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",11.2,"critical/other existing credit","radio/tv",797,"no known savings",">=7",4,"female div/dep/mar","none",3,"life insurance",33,"bank","own",1,"unskilled resident",2,"none","yes","bad","credit-g","duration",0.4
">=200",25.44,"critical/other existing credit","furniture/equipment",3617,"no known savings",">=7",4,"male single","co applicant",4,"no known property",20,"none","rent",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",11.97,"existing paid","new car",1318,">=1000",">=7",4,"male single","none",4,"real estate",54,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",49,"no credits/all paid","business",15945,"<100","<1",3,"male single","none",4,"no known property",58,"none","rent",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",20.28,"critical/other existing credit","education",2012,"no known savings","4<=X<7",4,"female div/dep/mar","none",2,"car",61,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",15.06,"existing paid","business",2622,"100<=X<500","1<=X<4",4,"male single","none",4,"car",34,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",37.02,"critical/other existing credit","radio/tv",2337,"<100",">=7",4,"male single","none",4,"real estate",36,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",25.14,"delayed previously","used car",7057,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","duration",0.4
"no checking",21.73,"existing paid","new car",1469,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",35.28,"existing paid","radio/tv",2323,"<100","4<=X<7",4,"male single","none",4,"car",24,"none","rent",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",8.46,"delayed previously","radio/tv",932,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",12.1,"critical/other existing credit","furniture/equipment",1919,"<100","4<=X<7",4,"male single","none",3,"car",35,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",12.1,"existing paid","used car",2445,"no known savings","<1",2,"male mar/wid","none",4,"car",26,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",21.17,"critical/other existing credit","other",11938,"<100","1<=X<4",2,"male single","co applicant",3,"car",39,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","duration",0.4
"no checking",15.25,"all paid","new car",6458,"<100",">=7",2,"male single","none",4,"no known property",39,"bank","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","duration",0.4
"0<=X<200",15.12,"existing paid","new car",6078,"<100","4<=X<7",2,"male single","none",2,"car",32,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",25.18,"existing paid","furniture/equipment",7721,"no known savings","<1",1,"female div/dep/mar","none",2,"life insurance",30,"none","own",1,"skilled",1,"yes","no","good","credit-g","duration",0.4
"0<=X<200",10.74,"existing paid","business",1410,"500<=X<1000",">=7",1,"male mar/wid","none",2,"real estate",35,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",3.85,"delayed previously","business",1449,"100<=X<500",">=7",1,"male div/sep","none",2,"car",31,"bank","own",2,"skilled",2,"none","yes","good","credit-g","duration",0.4
">=200",19.15,"existing paid","education",392,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",21.39,"existing paid","new car",6260,"<100","4<=X<7",3,"male single","none",3,"real estate",28,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"no checking",31.7,"critical/other existing credit","new car",7855,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",25,"stores","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"<0",5.2,"existing paid","radio/tv",1680,"500<=X<1000",">=7",3,"male mar/wid","none",1,"real estate",35,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",43.4,"critical/other existing credit","radio/tv",3578,"no known savings",">=7",4,"male single","none",1,"real estate",47,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"<0",45.99,"existing paid","radio/tv",7174,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.4
"<0",13.91,"critical/other existing credit","furniture/equipment",2132,"no known savings","<1",2,"female div/dep/mar","co applicant",3,"real estate",27,"none","rent",2,"skilled",1,"none","no","good","credit-g","duration",0.4
"<0",32.97,"critical/other existing credit","furniture/equipment",4281,"500<=X<1000","1<=X<4",1,"female div/dep/mar","none",4,"car",23,"none","own",2,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"0<=X<200",6.68,"critical/other existing credit","new car",2366,"500<=X<1000","4<=X<7",3,"male div/sep","none",3,"car",36,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"<0",13.21,"existing paid","radio/tv",1835,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",25.66,"critical/other existing credit","used car",3868,"<100",">=7",4,"female div/dep/mar","none",2,"car",41,"none","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"no checking",16.19,"existing paid","furniture/equipment",1768,"<100","1<=X<4",3,"male single","none",2,"real estate",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
">=200",10.58,"critical/other existing credit","new car",781,"<100",">=7",4,"male single","none",4,"no known property",63,"none","for free",2,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",7.13,"existing paid","furniture/equipment",1924,"no known savings","<1",4,"female div/dep/mar","none",3,"real estate",27,"none","rent",1,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"<0",11.35,"critical/other existing credit","new car",2121,"<100","1<=X<4",4,"male single","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",19.22,"existing paid","radio/tv",701,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",40,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",10.39,"existing paid","repairs",639,"<100","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"0<=X<200",8.6,"critical/other existing credit","used car",1860,"<100","unemployed",4,"male single","none",2,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"<0",17.06,"critical/other existing credit","new car",3499,"<100","1<=X<4",3,"female div/dep/mar","co applicant",2,"real estate",29,"none","own",2,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"0<=X<200",48.38,"existing paid","new car",8487,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",36.08,"delayed previously","education",6887,"<100","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.4
"no checking",15.96,"existing paid","furniture/equipment",2708,"<100","<1",2,"male single","none",3,"life insurance",27,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","duration",0.4
"no checking",23.17,"existing paid","furniture/equipment",1984,"<100","1<=X<4",4,"male single","none",4,"no known property",47,"bank","for free",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
"no checking",59.8,"existing paid","radio/tv",10144,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",11.33,"critical/other existing credit","radio/tv",1240,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",31.88,"delayed previously","used car",8613,">=1000","1<=X<4",2,"male single","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
"0<=X<200",7.65,"existing paid","radio/tv",766,"500<=X<1000","1<=X<4",4,"male single","none",3,"real estate",66,"none","own",1,"unskilled resident",1,"none","yes","bad","credit-g","duration",0.4
"0<=X<200",16.48,"critical/other existing credit","radio/tv",2728,"no known savings","4<=X<7",4,"male single","guarantor",2,"real estate",35,"bank","own",3,"skilled",1,"yes","yes","good","credit-g","duration",0.4
">=200",17.72,"existing paid","radio/tv",1881,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"none","rent",1,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.4
">=200",3.8,"existing paid","new car",709,">=1000","<1",2,"male mar/wid","none",2,"real estate",27,"none","own",1,"unemp/unskilled non res",1,"none","no","good","credit-g","duration",0.4
"0<=X<200",30.65,"existing paid","radio/tv",4795,"<100","<1",4,"female div/dep/mar","none",1,"no known property",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.4
"<0",24.74,"existing paid","radio/tv",3416,"<100","1<=X<4",3,"male single","none",2,"car",27,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.4
"<0",17.83,"existing paid","furniture/equipment",2462,"<100","1<=X<4",2,"male single","none",2,"car",22,"none","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.4
"no checking",27.45,"critical/other existing credit","furniture/equipment",2288,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"0<=X<200",52.36,"all paid","business",3566,"100<=X<500","4<=X<7",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.4
"<0",-0.69,"critical/other existing credit","new car",860,"<100",">=7",1,"female div/dep/mar","none",4,"no known property",39,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"no checking",7.15,"critical/other existing credit","new car",682,"100<=X<500","4<=X<7",4,"female div/dep/mar","none",3,"car",51,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.4
"<0",33.87,"critical/other existing credit","furniture/equipment",5371,"<100","1<=X<4",3,"male single","guarantor",2,"life insurance",28,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.4
