COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR.AXIS_ASPECT_RATIO,MAX.LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR.AXIS_RECTANGULARITY,MAX.LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,class,dataset_name,altered_attribute,noise_level
85,39,77,145.19,59,8,150,45,19,134,176,331,133,73,0,16,184,193,opel,vehicle,RADIUS_RATIO,0.4
80,44,68,145.0,59,8,150,45,19,145,170,329,173,80,7,12,180,185,bus,vehicle,RADIUS_RATIO,0.4
99,48,79,213.81,68,6,185,35,22,153,202,524,171,74,5,8,195,195,bus,vehicle,RADIUS_RATIO,0.4
89,40,77,183.54,65,9,144,46,19,141,168,314,143,70,0,5,190,200,van,vehicle,RADIUS_RATIO,0.4
94,48,83,188.34,64,10,156,43,19,153,177,357,187,74,4,14,185,196,van,vehicle,RADIUS_RATIO,0.4
77,38,75,137.43,59,6,147,46,19,132,167,315,136,80,16,20,181,187,opel,vehicle,RADIUS_RATIO,0.4
88,35,50,102.5,58,5,114,59,17,122,132,192,138,74,21,4,182,187,opel,vehicle,RADIUS_RATIO,0.4
93,43,85,157.31,54,10,155,44,19,153,174,351,165,75,12,13,184,196,van,vehicle,RADIUS_RATIO,0.4
95,47,88,176.56,64,11,159,43,20,157,176,371,185,71,12,13,189,198,van,vehicle,RADIUS_RATIO,0.4
100,45,100,212.41,65,8,201,32,23,147,231,611,189,72,5,5,189,195,opel,vehicle,RADIUS_RATIO,0.4
109,53,109,220.71,69,12,221,31,25,169,226,712,212,72,13,28,188,201,saab,vehicle,RADIUS_RATIO,0.4
85,43,64,137.67,56,8,150,46,19,144,168,324,173,82,9,14,180,184,bus,vehicle,RADIUS_RATIO,0.4
93,49,79,173.66,65,7,173,37,21,158,189,463,194,70,5,10,197,202,bus,vehicle,RADIUS_RATIO,0.4
89,37,54,131.94,53,5,134,50,18,127,151,266,146,79,16,14,184,185,saab,vehicle,RADIUS_RATIO,0.4
90,48,78,146.36,59,11,160,43,20,160,173,370,185,76,10,11,183,192,van,vehicle,RADIUS_RATIO,0.4
92,40,82,177.1,63,9,146,45,19,140,165,319,137,64,9,0,199,206,van,vehicle,RADIUS_RATIO,0.4
90,36,57,145.53,57,6,121,56,17,127,137,216,132,68,22,23,190,195,saab,vehicle,RADIUS_RATIO,0.4
85,45,71,155.24,63,8,143,46,19,147,171,307,179,72,2,3,187,196,van,vehicle,RADIUS_RATIO,0.4
90,46,80,150.99,62,11,159,43,20,156,169,366,186,74,17,7,185,193,van,vehicle,RADIUS_RATIO,0.4
89,42,70,163.01,62,7,147,45,19,143,176,323,153,76,2,6,186,189,bus,vehicle,RADIUS_RATIO,0.4
85,41,66,144.55,65,22,149,45,19,139,173,330,155,75,6,16,184,191,bus,vehicle,RADIUS_RATIO,0.4
97,45,88,170.0,67,10,157,43,20,157,173,365,157,67,8,12,192,200,van,vehicle,RADIUS_RATIO,0.4
100,48,95,202.43,68,7,199,32,23,150,216,605,200,73,7,11,192,194,bus,vehicle,RADIUS_RATIO,0.4
100,46,104,175.1,60,9,197,34,23,147,222,578,198,73,13,13,189,197,saab,vehicle,RADIUS_RATIO,0.4
86,36,77,155.88,60,7,150,45,19,128,174,331,131,66,0,32,196,203,saab,vehicle,RADIUS_RATIO,0.4
97,42,101,202.02,59,9,186,36,22,138,208,511,168,67,7,41,194,206,saab,vehicle,RADIUS_RATIO,0.4
98,39,68,126.58,49,7,134,51,18,142,164,261,134,75,4,1,186,186,van,vehicle,RADIUS_RATIO,0.4
102,54,100,172.65,53,10,213,31,24,173,219,669,201,76,12,27,187,195,opel,vehicle,RADIUS_RATIO,0.4
89,47,83,329.76,133,48,158,43,20,163,229,364,176,97,0,14,184,194,van,vehicle,RADIUS_RATIO,0.4
86,48,75,131.14,58,10,161,43,20,163,170,371,185,75,3,1,183,192,van,vehicle,RADIUS_RATIO,0.4
87,42,64,131.03,64,10,133,50,18,142,157,264,159,67,7,1,193,201,van,vehicle,RADIUS_RATIO,0.4
88,37,63,107.23,58,5,125,54,18,130,141,230,145,74,14,20,184,188,saab,vehicle,RADIUS_RATIO,0.4
91,42,80,156.36,66,8,148,44,19,145,171,331,147,70,3,5,189,199,van,vehicle,RADIUS_RATIO,0.4
90,37,80,159.53,58,9,157,42,20,132,172,373,115,60,3,18,201,209,saab,vehicle,RADIUS_RATIO,0.4
81,42,63,86.58,55,8,149,46,19,145,166,320,172,86,7,7,179,182,bus,vehicle,RADIUS_RATIO,0.4
106,49,107,180.53,57,11,214,31,24,161,224,670,172,67,0,39,192,206,opel,vehicle,RADIUS_RATIO,0.4
80,43,68,123.56,54,8,150,45,19,145,171,329,176,85,4,8,179,183,bus,vehicle,RADIUS_RATIO,0.4
95,45,80,197.62,62,7,164,40,20,145,188,406,178,65,11,18,199,204,opel,vehicle,RADIUS_RATIO,0.4
103,54,107,250.08,64,12,222,30,25,174,221,728,199,67,0,18,189,200,opel,vehicle,RADIUS_RATIO,0.4
100,46,85,139.95,64,11,163,42,20,163,176,387,170,71,18,0,189,196,van,vehicle,RADIUS_RATIO,0.4
91,40,76,170.63,67,7,149,44,19,135,169,332,144,68,4,17,192,200,bus,vehicle,RADIUS_RATIO,0.4
90,43,72,164.56,59,8,154,42,19,144,174,360,158,61,15,9,203,209,saab,vehicle,RADIUS_RATIO,0.4
93,36,64,172.63,69,8,136,49,18,136,161,279,127,67,2,29,193,204,van,vehicle,RADIUS_RATIO,0.4
104,50,96,232.15,65,10,187,35,22,156,207,527,195,65,3,7,195,206,saab,vehicle,RADIUS_RATIO,0.4
94,44,84,211.29,74,6,184,35,22,145,208,525,154,73,4,22,196,197,bus,vehicle,RADIUS_RATIO,0.4
93,35,72,164.87,62,7,149,44,19,124,169,334,125,62,5,30,203,210,opel,vehicle,RADIUS_RATIO,0.4
106,49,106,216.74,64,9,208,32,24,158,224,645,184,68,1,24,190,202,saab,vehicle,RADIUS_RATIO,0.4
89,40,79,166.13,64,9,144,46,19,139,168,311,149,71,8,7,188,197,van,vehicle,RADIUS_RATIO,0.4
110,56,103,230.63,64,5,250,26,27,169,280,928,239,85,4,6,184,183,bus,vehicle,RADIUS_RATIO,0.4
85,36,78,138.35,55,7,147,45,19,128,168,321,134,64,10,24,197,203,opel,vehicle,RADIUS_RATIO,0.4
93,42,70,131.56,56,7,127,53,18,145,156,240,152,74,5,4,189,190,van,vehicle,RADIUS_RATIO,0.4
87,39,74,146.51,58,6,151,44,19,136,174,337,140,70,1,33,187,196,saab,vehicle,RADIUS_RATIO,0.4
91,45,75,164.62,57,6,150,44,19,146,170,335,180,66,16,2,193,198,opel,vehicle,RADIUS_RATIO,0.4
82,38,53,120.34,59,5,133,51,18,128,152,259,146,87,0,0,177,183,opel,vehicle,RADIUS_RATIO,0.4
107,52,101,223.24,64,11,202,33,23,164,219,610,192,65,17,2,197,206,opel,vehicle,RADIUS_RATIO,0.4
98,39,81,179.27,64,9,166,40,20,138,184,415,131,62,8,19,197,205,saab,vehicle,RADIUS_RATIO,0.4
85,40,72,123.86,59,5,132,50,18,135,159,260,150,68,3,9,191,195,saab,vehicle,RADIUS_RATIO,0.4
98,54,104,184.67,59,10,213,32,24,172,223,665,217,73,1,26,186,195,opel,vehicle,RADIUS_RATIO,0.4
103,54,91,167.87,57,11,220,31,25,170,220,707,198,72,1,32,186,198,opel,vehicle,RADIUS_RATIO,0.4
92,36,78,184.11,57,8,153,43,19,128,169,349,124,60,4,19,203,211,saab,vehicle,RADIUS_RATIO,0.4
110,51,104,175.38,57,12,213,31,24,162,226,674,190,68,18,2,191,199,saab,vehicle,RADIUS_RATIO,0.4
82,45,68,115.21,64,6,147,46,19,143,169,320,184,80,0,1,181,184,bus,vehicle,RADIUS_RATIO,0.4
98,38,70,119.49,52,8,130,53,18,139,157,243,132,74,0,13,186,185,van,vehicle,RADIUS_RATIO,0.4
108,51,103,191.6,60,11,211,31,24,160,222,661,187,67,7,3,190,200,opel,vehicle,RADIUS_RATIO,0.4
106,54,103,148.99,47,4,247,27,27,166,266,892,242,85,4,11,181,183,bus,vehicle,RADIUS_RATIO,0.4
94,45,81,171.7,67,9,145,46,19,147,164,313,179,66,11,14,194,202,van,vehicle,RADIUS_RATIO,0.4
96,49,98,189.83,59,6,213,31,24,152,228,680,210,77,8,28,188,189,bus,vehicle,RADIUS_RATIO,0.4
93,48,84,155.06,63,11,156,44,20,165,171,354,188,73,8,15,185,195,van,vehicle,RADIUS_RATIO,0.4
88,40,78,185.11,73,6,158,41,20,134,185,379,148,73,1,11,193,197,bus,vehicle,RADIUS_RATIO,0.4
84,39,90,170.27,60,7,177,37,21,131,209,469,145,71,4,38,190,198,opel,vehicle,RADIUS_RATIO,0.4
89,44,72,185.04,66,7,144,46,19,147,166,312,169,69,11,1,191,198,bus,vehicle,RADIUS_RATIO,0.4
93,37,73,166.9,68,7,151,43,19,131,175,347,135,68,1,22,196,205,bus,vehicle,RADIUS_RATIO,0.4
89,44,70,150.81,58,6,136,49,18,146,168,273,166,78,10,3,186,187,van,vehicle,RADIUS_RATIO,0.4
102,54,106,209.47,68,11,207,32,24,164,228,638,238,71,0,26,189,200,saab,vehicle,RADIUS_RATIO,0.4
78,36,60,96.91,56,6,123,55,17,124,141,221,121,78,3,16,178,185,opel,vehicle,RADIUS_RATIO,0.4
91,42,66,165.8,66,7,145,44,19,140,169,325,159,67,4,0,201,207,bus,vehicle,RADIUS_RATIO,0.4
84,35,53,128.72,57,4,116,59,17,123,135,196,128,76,10,27,183,190,saab,vehicle,RADIUS_RATIO,0.4
103,46,106,212.94,66,10,203,33,23,149,217,612,210,70,9,10,191,199,saab,vehicle,RADIUS_RATIO,0.4
100,41,75,240.15,71,5,176,36,21,138,204,479,151,72,7,19,197,197,bus,vehicle,RADIUS_RATIO,0.4
91,42,81,182.82,69,5,169,38,20,137,184,434,156,68,3,23,198,204,bus,vehicle,RADIUS_RATIO,0.4
98,45,76,160.53,60,7,157,42,20,148,184,371,186,69,13,10,190,196,opel,vehicle,RADIUS_RATIO,0.4
101,51,105,227.2,68,10,209,32,24,162,222,653,224,73,5,23,186,195,opel,vehicle,RADIUS_RATIO,0.4
90,36,78,171.63,64,8,157,42,19,126,182,367,142,66,1,20,192,198,opel,vehicle,RADIUS_RATIO,0.4
97,48,94,181.36,63,9,181,36,21,155,200,494,189,64,20,11,199,203,opel,vehicle,RADIUS_RATIO,0.4
87,40,81,168.57,68,10,146,46,19,139,167,317,157,70,0,13,189,199,van,vehicle,RADIUS_RATIO,0.4
93,43,76,123.67,57,7,149,44,19,143,172,335,176,69,14,0,189,194,saab,vehicle,RADIUS_RATIO,0.4
107,55,98,202.73,59,7,240,27,26,168,258,866,245,80,3,1,186,184,bus,vehicle,RADIUS_RATIO,0.4
92,37,86,142.86,60,7,158,42,20,131,181,373,144,68,9,21,190,196,saab,vehicle,RADIUS_RATIO,0.4
86,43,66,128.84,56,7,152,44,19,142,177,340,173,81,6,14,181,185,bus,vehicle,RADIUS_RATIO,0.4
107,56,104,219.09,71,11,219,31,25,172,226,705,217,71,19,11,189,196,saab,vehicle,RADIUS_RATIO,0.4
82,44,72,149.02,64,7,154,44,19,144,181,350,177,80,0,16,183,187,bus,vehicle,RADIUS_RATIO,0.4
81,46,71,136.18,56,7,153,44,19,149,172,342,191,81,3,14,180,186,bus,vehicle,RADIUS_RATIO,0.4
82,44,72,151.07,61,7,147,46,19,143,173,317,183,81,6,17,181,185,bus,vehicle,RADIUS_RATIO,0.4
93,47,85,154.29,66,11,156,44,20,158,172,355,178,74,7,15,183,195,van,vehicle,RADIUS_RATIO,0.4
90,36,74,159.41,60,8,157,42,19,128,177,367,123,61,6,21,197,204,saab,vehicle,RADIUS_RATIO,0.4
111,54,103,139.97,50,11,221,30,25,172,227,727,201,69,15,6,190,198,opel,vehicle,RADIUS_RATIO,0.4
103,55,100,162.21,62,11,212,31,24,175,217,666,219,73,10,14,187,194,opel,vehicle,RADIUS_RATIO,0.4
89,40,58,99.36,58,7,122,54,17,140,146,225,150,63,7,4,199,206,van,vehicle,RADIUS_RATIO,0.4
87,47,81,140.92,62,9,147,45,19,152,171,325,181,72,0,6,188,198,van,vehicle,RADIUS_RATIO,0.4
92,46,79,183.76,64,8,162,41,20,149,183,396,178,67,2,10,191,198,opel,vehicle,RADIUS_RATIO,0.4
85,42,64,162.15,55,7,149,46,19,146,167,323,172,85,1,6,179,182,bus,vehicle,RADIUS_RATIO,0.4
86,46,70,163.59,65,8,149,45,19,146,170,331,185,77,6,6,183,188,bus,vehicle,RADIUS_RATIO,0.4
101,56,100,158.96,55,11,214,31,24,175,219,681,224,74,2,3,185,192,opel,vehicle,RADIUS_RATIO,0.4
94,39,89,214.19,62,9,172,38,21,135,191,444,121,63,4,23,201,209,opel,vehicle,RADIUS_RATIO,0.4
86,37,69,139.1,63,8,138,48,18,134,163,284,124,71,1,6,189,195,van,vehicle,RADIUS_RATIO,0.4
90,41,71,176.75,68,7,150,44,19,138,175,336,157,71,3,18,192,197,bus,vehicle,RADIUS_RATIO,0.4
104,49,89,143.77,54,4,212,31,24,153,238,682,198,78,1,23,190,189,bus,vehicle,RADIUS_RATIO,0.4
89,36,72,138.02,56,7,138,48,18,126,163,286,130,72,1,1,187,192,opel,vehicle,RADIUS_RATIO,0.4
90,39,86,180.26,62,7,162,41,20,131,194,388,147,74,1,22,185,191,opel,vehicle,RADIUS_RATIO,0.4
84,44,77,128.98,59,5,152,44,19,143,175,344,177,77,8,2,183,187,saab,vehicle,RADIUS_RATIO,0.4
104,57,103,211.53,69,11,219,30,25,176,228,708,219,73,4,3,186,196,opel,vehicle,RADIUS_RATIO,0.4
83,44,68,150.97,61,8,147,45,19,143,170,325,180,74,1,1,185,191,bus,vehicle,RADIUS_RATIO,0.4
85,39,57,129.87,56,6,114,58,17,135,134,195,145,64,17,7,197,202,van,vehicle,RADIUS_RATIO,0.4
