"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","dataset_name","altered_attribute","noise_level"
"no checking",36,"existing paid","radio/tv",-375.67,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",36,"existing paid","used car",10820.2,"<100","1<=X<4",1,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",7,"critical/other existing credit","radio/tv",6.04,"no known savings",">=7",4,"male single","none",2,"life insurance",46,"none","rent",2,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",1
"<0",8,"critical/other existing credit","other",1552.09,"<100",">=7",3,"male single","none",4,"no known property",51,"bank","for free",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",42,"critical/other existing credit","business",10143.46,"<100","4<=X<7",2,"female div/dep/mar","none",1,"real estate",41,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"<0",36,"existing paid","education",5265.65,"no known savings",">=7",4,"male single","none",4,"no known property",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",1
"<0",12,"critical/other existing credit","used car",879.04,"<100",">=7",4,"male single","none",4,"no known property",66,"none","for free",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",1
"<0",42,"existing paid","radio/tv",1029.54,"<100","<1",4,"male single","none",3,"car",34,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"0<=X<200",11,"delayed previously","radio/tv",7456.49,"<100","4<=X<7",2,"male single","none",4,"life insurance",51,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",54,"no credits/all paid","used car",8964.41,"no known savings","1<=X<4",2,"male single","none",2,"life insurance",39,"none","own",1,"unskilled resident",2,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",30,"existing paid","furniture/equipment",-1510.03,"<100","<1",2,"male mar/wid","none",1,"life insurance",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",24,"existing paid","radio/tv",8304.72,"no known savings","<1",1,"female div/dep/mar","none",1,"car",44,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",1
"no checking",15,"existing paid","radio/tv",8006.75,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",47,"stores","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"no checking",18,"existing paid","business",5481.15,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"<0",24,"existing paid","other",3431.87,"<100",">=7",4,"female div/dep/mar","guarantor",4,"real estate",58,"none","own",1,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",1
"<0",10,"existing paid","radio/tv",-636.38,"<100",">=7",3,"male single","none",4,"real estate",52,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"no checking",12,"critical/other existing credit","business",6178.89,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",18,"critical/other existing credit","furniture/equipment",1523.21,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",36,"existing paid","education",13933.09,"100<=X<500","1<=X<4",1,"male single","none",4,"no known property",47,"none","for free",1,"skilled",2,"yes","yes","bad","credit-g","credit_amount",1
"<0",18,"existing paid","new car",2095.76,"100<=X<500","4<=X<7",4,"male single","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",1
"<0",12,"no credits/all paid","repairs",3353.89,"<100","4<=X<7",4,"male single","none",3,"real estate",28,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"no checking",12,"critical/other existing credit","radio/tv",4474.2,"<100",">=7",4,"male single","none",4,"real estate",56,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"<0",12,"critical/other existing credit","used car",-2842.81,"<100",">=7",4,"male single","none",3,"real estate",54,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",12,"critical/other existing credit","radio/tv",990.56,"no known savings",">=7",4,"female div/dep/mar","none",3,"life insurance",33,"bank","own",1,"unskilled resident",2,"none","yes","bad","credit-g","credit_amount",1
">=200",24,"critical/other existing credit","furniture/equipment",2427.46,"no known savings",">=7",4,"male single","co applicant",4,"no known property",20,"none","rent",2,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",12,"existing paid","new car",2543.46,">=1000",">=7",4,"male single","none",4,"real estate",54,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",54,"no credits/all paid","business",14021.12,"<100","<1",3,"male single","none",4,"no known property",58,"none","rent",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",1
"no checking",12,"critical/other existing credit","education",-566.61,"no known savings","4<=X<7",4,"female div/dep/mar","none",2,"car",61,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",18,"existing paid","business",1233.3,"100<=X<500","1<=X<4",4,"male single","none",4,"car",34,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",36,"critical/other existing credit","radio/tv",2779.74,"<100",">=7",4,"male single","none",4,"real estate",36,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",20,"delayed previously","used car",5682.67,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",1
"no checking",24,"existing paid","new car",2117.7,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",36,"existing paid","radio/tv",3094.78,"<100","4<=X<7",4,"male single","none",4,"car",24,"none","rent",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",6,"delayed previously","radio/tv",3025.86,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",9,"critical/other existing credit","furniture/equipment",-2762.11,"<100","4<=X<7",4,"male single","none",3,"car",35,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"no checking",12,"existing paid","used car",1303.27,"no known savings","<1",2,"male mar/wid","none",4,"car",26,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",24,"critical/other existing credit","other",16152.16,"<100","1<=X<4",2,"male single","co applicant",3,"car",39,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","credit_amount",1
"no checking",18,"all paid","new car",9420.53,"<100",">=7",2,"male single","none",4,"no known property",39,"bank","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","credit_amount",1
"0<=X<200",12,"existing paid","new car",7097.57,"<100","4<=X<7",2,"male single","none",2,"car",32,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"<0",24,"existing paid","furniture/equipment",9634.85,"no known savings","<1",1,"female div/dep/mar","none",2,"life insurance",30,"none","own",1,"skilled",1,"yes","no","good","credit-g","credit_amount",1
"0<=X<200",14,"existing paid","business",-5972.22,"500<=X<1000",">=7",1,"male mar/wid","none",2,"real estate",35,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",6,"delayed previously","business",609.27,"100<=X<500",">=7",1,"male div/sep","none",2,"car",31,"bank","own",2,"skilled",2,"none","yes","good","credit-g","credit_amount",1
">=200",15,"existing paid","education",-1350.59,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",18,"existing paid","new car",8818.83,"<100","4<=X<7",3,"male single","none",3,"real estate",28,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"no checking",36,"critical/other existing credit","new car",10428.23,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",25,"stores","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",1
"<0",12,"existing paid","radio/tv",1938.42,"500<=X<1000",">=7",3,"male mar/wid","none",1,"real estate",35,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",48,"critical/other existing credit","radio/tv",-525.65,"no known savings",">=7",4,"male single","none",1,"real estate",47,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"<0",42,"existing paid","radio/tv",7641.8,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",1
"<0",10,"critical/other existing credit","furniture/equipment",463.72,"no known savings","<1",2,"female div/dep/mar","co applicant",3,"real estate",27,"none","rent",2,"skilled",1,"none","no","good","credit-g","credit_amount",1
"<0",33,"critical/other existing credit","furniture/equipment",-3182.68,"500<=X<1000","1<=X<4",1,"female div/dep/mar","none",4,"car",23,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"0<=X<200",12,"critical/other existing credit","new car",3906.57,"500<=X<1000","4<=X<7",3,"male div/sep","none",3,"car",36,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",1
"<0",21,"existing paid","radio/tv",1320.39,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",1
"no checking",24,"critical/other existing credit","used car",1443.48,"<100",">=7",4,"female div/dep/mar","none",2,"car",41,"none","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",1
"no checking",12,"existing paid","furniture/equipment",-2625.24,"<100","1<=X<4",3,"male single","none",2,"real estate",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
">=200",10,"critical/other existing credit","new car",-280.48,"<100",">=7",4,"male single","none",4,"no known property",63,"none","for free",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",18,"existing paid","furniture/equipment",2361.34,"no known savings","<1",4,"female div/dep/mar","none",3,"real estate",27,"none","rent",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"<0",12,"critical/other existing credit","new car",415.12,"<100","1<=X<4",4,"male single","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"<0",12,"existing paid","radio/tv",4043.16,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",40,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",12,"existing paid","repairs",1338.76,"<100","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"0<=X<200",12,"critical/other existing credit","used car",5228.59,"<100","unemployed",4,"male single","none",2,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",1
"<0",12,"critical/other existing credit","new car",6034.15,"<100","1<=X<4",3,"female div/dep/mar","co applicant",2,"real estate",29,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"0<=X<200",48,"existing paid","new car",8232.51,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"<0",36,"delayed previously","education",7753.74,"<100","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",1
"no checking",15,"existing paid","furniture/equipment",6909.1,"<100","<1",2,"male single","none",3,"life insurance",27,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",1
"no checking",18,"existing paid","furniture/equipment",-3824.8,"<100","1<=X<4",4,"male single","none",4,"no known property",47,"bank","for free",2,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"no checking",60,"existing paid","radio/tv",7793.12,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"no checking",12,"critical/other existing credit","radio/tv",1761.54,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"none","own",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"no checking",27,"delayed previously","used car",14255.4,">=1000","1<=X<4",2,"male single","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"0<=X<200",12,"existing paid","radio/tv",-4100.98,"500<=X<1000","1<=X<4",4,"male single","none",3,"real estate",66,"none","own",1,"unskilled resident",1,"none","yes","bad","credit-g","credit_amount",1
"0<=X<200",15,"critical/other existing credit","radio/tv",8747.34,"no known savings","4<=X<7",4,"male single","guarantor",2,"real estate",35,"bank","own",3,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
">=200",12,"existing paid","radio/tv",749.14,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"none","rent",1,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",1
">=200",6,"existing paid","new car",-1331.11,">=1000","<1",2,"male mar/wid","none",2,"real estate",27,"none","own",1,"unemp/unskilled non res",1,"none","no","good","credit-g","credit_amount",1
"0<=X<200",36,"existing paid","radio/tv",2604.54,"<100","<1",4,"female div/dep/mar","none",1,"no known property",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",1
"<0",27,"existing paid","radio/tv",3666.79,"<100","1<=X<4",3,"male single","none",2,"car",27,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",1
"<0",18,"existing paid","furniture/equipment",3386.54,"<100","1<=X<4",2,"male single","none",2,"car",22,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",1
"no checking",21,"critical/other existing credit","furniture/equipment",2834.79,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
"0<=X<200",48,"all paid","business",6695.15,"100<=X<500","4<=X<7",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",1
"<0",6,"critical/other existing credit","new car",-1218.04,"<100",">=7",1,"female div/dep/mar","none",4,"no known property",39,"none","own",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",1
