"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
0.43,3.9647,3.3979,0.84351,"0","banknote","variance",0.4
2.83,9.0862,-3.3668,-1.0224,"0","banknote","variance",0.4
4,2.2907,0.95766,0.83058,"0","banknote","variance",0.4
5.49,8.5978,-2.9375,-1.281,"0","banknote","variance",0.4
0.34,7.7763,-0.23849,-2.9634,"0","banknote","variance",0.4
1.56,6.63,-0.63435,0.86937,"0","banknote","variance",0.4
5.2,2.6756,0.80685,0.71679,"0","banknote","variance",0.4
-3.66,1.9037,7.5339,1.022,"0","banknote","variance",0.4
-0.99,6.8141,0.84198,-0.17156,"0","banknote","variance",0.4
4.53,-2.7956,2.0707,0.67412,"0","banknote","variance",0.4
3.83,0.81529,2.1041,1.0245,"0","banknote","variance",0.4
1.31,7.6377,-2.7876,-1.0341,"0","banknote","variance",0.4
4.98,3.584,0.72545,0.39481,"0","banknote","variance",0.4
3.65,8.2068,-2.7824,-1.4336,"0","banknote","variance",0.4
3.11,-6.3175,7.9632,0.20602,"0","banknote","variance",0.4
2.17,1.7837,2.1161,0.61334,"0","banknote","variance",0.4
1.44,-4.6062,8.347,-2.7099,"0","banknote","variance",0.4
4.32,1.076,0.64577,0.89394,"0","banknote","variance",0.4
3.38,-6.8804,8.1517,-0.081048,"0","banknote","variance",0.4
4.54,10.9279,-4.0112,-5.0284,"0","banknote","variance",0.4
-1.28,11.4038,2.5394,-5.5793,"0","banknote","variance",0.4
4.07,-5.1856,3.6935,-1.1427,"0","banknote","variance",0.4
5.32,-2.4211,2.6413,1.6168,"0","banknote","variance",0.4
2.13,-0.49871,0.62863,1.1189,"0","banknote","variance",0.4
2.66,-4.6145,3.9823,-0.23751,"0","banknote","variance",0.4
5.36,0.22761,0.96108,0.97282,"0","banknote","variance",0.4
3.39,1.2395,1.997,2.1547,"0","banknote","variance",0.4
2.35,10.6651,-3.5288,-4.7672,"0","banknote","variance",0.4
-1.27,7.886,-1.6643,-1.8384,"0","banknote","variance",0.4
3.02,9.5414,-4.2536,-4.003,"0","banknote","variance",0.4
2.12,10.8306,-3.3437,-4.122,"0","banknote","variance",0.4
2.74,-4.4676,3.7304,-0.1095,"0","banknote","variance",0.4
-1.01,5.6946,0.094818,-0.026738,"0","banknote","variance",0.4
3.03,9.647,-3.2074,-2.5948,"0","banknote","variance",0.4
4.79,6.8162,-1.2804,0.76076,"0","banknote","variance",0.4
1.11,6.9176,-1.2744,-1.5759,"0","banknote","variance",0.4
3.17,2.9135,-0.822,-0.12243,"0","banknote","variance",0.4
4.79,7.4163,-1.8245,0.14007,"0","banknote","variance",0.4
2.56,6.7955,-0.1708,0.4905,"0","banknote","variance",0.4
0.3,0.70768,2.29,1.8663,"0","banknote","variance",0.4
0.69,-3.7971,4.6429,-0.2957,"0","banknote","variance",0.4
3.76,10.6878,-3.4071,-4.109,"0","banknote","variance",0.4
4.2,10.4023,-4.1722,-4.7582,"0","banknote","variance",0.4
-0.73,9.1214,1.7425,-5.1241,"0","banknote","variance",0.4
-1.72,1.9224,7.1466,0.89136,"0","banknote","variance",0.4
-0.23,9.9884,1.1804,-5.2263,"0","banknote","variance",0.4
2.13,7.2011,-1.2153,0.3211,"0","banknote","variance",0.4
-1.58,12.9516,3.3285,-5.9426,"0","banknote","variance",0.4
3.75,-2.8846,2.2558,-0.15734,"0","banknote","variance",0.4
4.43,1.3098,0.055404,1.909,"0","banknote","variance",0.4
6.38,1.1112,1.7425,1.3388,"0","banknote","variance",0.4
2.52,-4.3414,3.6884,-0.29829,"0","banknote","variance",0.4
7.72,8.6703,-2.8913,-1.5086,"0","banknote","variance",0.4
2.59,6.1416,0.37929,0.56938,"0","banknote","variance",0.4
0.66,5.5395,2.033,-0.40432,"0","banknote","variance",0.4
-0.47,9.3987,0.85998,-5.3336,"0","banknote","variance",0.4
2.55,11.2196,-3.6136,-4.0819,"0","banknote","variance",0.4
7.55,9.4669,-4.9417,-3.9202,"0","banknote","variance",0.4
7.53,8.2026,-2.6256,-1.0341,"0","banknote","variance",0.4
5.1,10.5388,-4.1174,-4.2797,"0","banknote","variance",0.4
-1.28,9.2207,-3.7044,-6.8103,"0","banknote","variance",0.4
0.8,0.94358,4.5512,1.234,"0","banknote","variance",0.4
0.97,-0.34765,4.1905,-0.99138,"0","banknote","variance",0.4
3.4,3.3336,-1.4244,0.60429,"0","banknote","variance",0.4
4.3,-3.2467,3.4579,0.83705,"0","banknote","variance",0.4
3.37,10.1539,-3.8561,-4.2228,"0","banknote","variance",0.4
-3.66,-3.2633,3.0895,-0.9849,"0","banknote","variance",0.4
2.69,0.78425,1.1033,1.7008,"0","banknote","variance",0.4
1.27,-0.1759,5.1827,1.2922,"0","banknote","variance",0.4
4.68,0.9829,0.68861,0.63403,"0","banknote","variance",0.4
1.96,7.4018,0.071684,-2.5302,"0","banknote","variance",0.4
3.27,8.2274,-2.4166,-1.5875,"0","banknote","variance",0.4
-0.29,11.9211,2.6756,-3.3241,"0","banknote","variance",0.4
6.17,0.21313,0.20278,1.2095,"0","banknote","variance",0.4
1.84,11.112,-4.2039,-5.0931,"0","banknote","variance",0.4
2.11,8.1654,-0.023425,-2.2586,"0","banknote","variance",0.4
0.25,-0.99533,5.3404,-0.15475,"0","banknote","variance",0.4
3.41,-4.5752,5.947,0.21507,"0","banknote","variance",0.4
1.65,-3.7723,2.883,0.019813,"0","banknote","variance",0.4
1.37,-4.4862,3.6558,-0.61251,"0","banknote","variance",0.4
2.21,4.2358,2.1341,0.3211,"0","banknote","variance",0.4
3.77,3.8964,-1.4304,0.86291,"0","banknote","variance",0.4
4.05,8.6165,-3.2794,-1.2009,"0","banknote","variance",0.4
1,7.8695,0.26876,-3.7883,"0","banknote","variance",0.4
1.61,9.3593,-3.3565,-3.3526,"0","banknote","variance",0.4
5.22,1.5995,-0.00029081,1.6401,"0","banknote","variance",0.4
4.94,-3.2674,2.5839,0.21766,"0","banknote","variance",0.4
0.47,8.6496,-0.96252,-1.8112,"0","banknote","variance",0.4
1.27,6.901,-2.0062,-2.7125,"0","banknote","variance",0.4
-3.13,11.8818,2.0458,-5.2728,"0","banknote","variance",0.4
0.48,6.2761,-1.5495,-2.4746,"0","banknote","variance",0.4
-0.48,-0.0248,1.2421,-0.5621,"0","banknote","variance",0.4
4.17,-2.4583,2.2806,1.0323,"0","banknote","variance",0.4
-2.11,1.0657,8.8294,0.94955,"0","banknote","variance",0.4
-2.13,10.7271,2.0938,-5.6504,"0","banknote","variance",0.4
3.93,2.4707,2.4931,0.37671,"0","banknote","variance",0.4
3.82,-3.7971,3.4391,-0.12501,"0","banknote","variance",0.4
1.91,9.1297,-3.725,-5.8224,"0","banknote","variance",0.4
3.46,5.6864,-1.7157,-0.23751,"0","banknote","variance",0.4
-1.1,-1.7775,8.3316,0.35214,"0","banknote","variance",0.4
1.88,9.798,-3.0361,-2.8224,"0","banknote","variance",0.4
1.73,3.0149,0.22849,-0.147,"0","banknote","variance",0.4
2.39,-1.5789,8.03,-0.028031,"0","banknote","variance",0.4
-1.02,8.6165,1.8419,-4.3289,"0","banknote","variance",0.4
4.29,7.4101,-0.97709,-0.88406,"0","banknote","variance",0.4
-2.22,11.9459,3.0946,-4.8978,"0","banknote","variance",0.4
-0.12,10.8803,1.931,-4.3237,"0","banknote","variance",0.4
2.16,-4.4614,3.8024,-0.15087,"0","banknote","variance",0.4
2.69,6.3672,-0.036278,0.049554,"0","banknote","variance",0.4
4.66,-3.6275,2.8684,0.27714,"0","banknote","variance",0.4
1.63,-5.0325,6.6608,-0.57889,"0","banknote","variance",0.4
2.07,-3.7971,4.6429,-0.2957,"0","banknote","variance",0.4
3.72,10.1684,-4.1131,-4.6056,"0","banknote","variance",0.4
0.47,-0.08485,4.1785,0.59136,"0","banknote","variance",0.4
3.15,3.0687,0.68604,0.80731,"0","banknote","variance",0.4
0.11,12.3784,0.70403,-7.5836,"0","banknote","variance",0.4
-0.05,7.886,-1.6643,-1.8384,"0","banknote","variance",0.4
4.12,7.257,-1.9153,-0.86078,"0","banknote","variance",0.4
3.89,6.0816,0.23705,-2.0116,"0","banknote","variance",0.4
4.4,-2.1914,2.4648,1.1409,"0","banknote","variance",0.4
4.7,5.8747,-2.8167,-0.30087,"0","banknote","variance",0.4
-1.54,10.8265,2.3603,-3.4198,"0","banknote","variance",0.4
3.62,-3.5943,3.5573,0.26809,"0","banknote","variance",0.4
0.26,9.5663,-3.7867,-7.5034,"0","banknote","variance",0.4
3.77,10.2615,-3.8552,-4.3056,"0","banknote","variance",0.4
2.17,7.5404,0.65005,-0.92544,"0","banknote","variance",0.4
5.83,2.2327,-0.26334,1.5534,"0","banknote","variance",0.4
5.02,5.2684,-2.8904,-0.52716,"0","banknote","variance",0.4
3.31,9.2683,-3.5913,-1.356,"0","banknote","variance",0.4
0,7.6046,-0.47755,-1.8461,"0","banknote","variance",0.4
1.45,-0.73874,5.4672,-0.72371,"0","banknote","variance",0.4
4.89,9.1814,-4.6067,-4.3263,"0","banknote","variance",0.4
2.56,10.1891,-4.2759,-4.978,"0","banknote","variance",0.4
-0.13,8.0081,-3.7258,-1.3069,"0","banknote","variance",0.4
0.32,2.3259,4.9085,0.54998,"0","banknote","variance",0.4
3.87,0.74493,0.83256,0.753,"0","banknote","variance",0.4
5.41,2.9673,-1.3267,1.4551,"0","banknote","variance",0.4
-0.61,3.2964,0.2362,-0.11984,"0","banknote","variance",0.4
1.82,1.0326,5.6566,-0.41337,"0","banknote","variance",0.4
1.05,7.6274,1.2061,-3.6241,"0","banknote","variance",0.4
-0.8,10.2678,-2.953,-5.8638,"0","banknote","variance",0.4
-1.5,12.5398,2.9438,-3.5258,"0","banknote","variance",0.4
3.77,6.4665,-0.75688,0.228,"0","banknote","variance",0.4
1.32,0.6394,5.989,-0.58277,"0","banknote","variance",0.4
5.63,10.5326,-4.5852,-4.206,"0","banknote","variance",0.4
-0.39,4.1158,3.1143,-0.37199,"0","banknote","variance",0.4
-0.27,3.2136,4.3465,0.78662,"0","banknote","variance",0.4
0.4,-0.0248,1.2421,-0.5621,"0","banknote","variance",0.4
-2.8,10.1374,-1.331,-5.4707,"0","banknote","variance",0.4
5.64,-3.137,1.9259,-0.37458,"0","banknote","variance",0.4
4.74,1.5478,0.041694,1.9284,"0","banknote","variance",0.4
-0.62,1.552,7.0806,1.031,"0","banknote","variance",0.4
-2.65,11.9604,3.0835,-5.4435,"0","banknote","variance",0.4
1.44,-0.033118,4.7355,-0.2776,"0","banknote","variance",0.4
0.25,-0.63321,7.3848,0.36507,"0","banknote","variance",0.4
4.22,2.8701,0.51124,0.5099,"0","banknote","variance",0.4
2.06,2.03,2.1761,-0.083634,"0","banknote","variance",0.4
-2.61,9.498,2.4408,-5.2689,"0","banknote","variance",0.4
4.86,-2.1521,2.6302,1.1047,"0","banknote","variance",0.4
4.36,0.90427,1.1693,1.6892,"0","banknote","variance",0.4
2.78,9.5083,-3.1783,-3.0086,"0","banknote","variance",0.4
3.57,6.9321,-1.0456,0.23447,"0","banknote","variance",0.4
-1.03,1.5664,7.5382,0.78403,"0","banknote","variance",0.4
1.3,3.5488,1.3964,-0.36424,"0","banknote","variance",0.4
3.36,6.8576,-1.0671,0.075416,"0","banknote","variance",0.4
1.11,9.3821,-3.2477,-1.4543,"0","banknote","variance",0.4
5.66,-2.806,2.0116,0.67412,"0","banknote","variance",0.4
1.13,0.48213,4.7449,1.225,"0","banknote","variance",0.4
2.19,-0.99326,5.2119,-0.29312,"0","banknote","variance",0.4
1.93,0.7098,0.7572,-0.4444,"0","banknote","variance",0.4
-0.19,8.4551,-1.672,-2.0815,"0","banknote","variance",0.4
4.61,-4.4552,3.1769,0.0042961,"0","banknote","variance",0.4
1.24,10.1105,-1.6917,-4.3922,"0","banknote","variance",0.4
1.25,9.1938,-0.9094,-1.872,"0","banknote","variance",0.4
4.89,3.257,-1.3721,1.1668,"0","banknote","variance",0.4
2.85,10.6568,-4.1388,-5.0646,"0","banknote","variance",0.4
4.84,-3.6792,3.8281,1.6297,"0","banknote","variance",0.4
2.04,-2.9177,2.2232,0.22283,"0","banknote","variance",0.4
2.2,5.9947,0.53009,0.84998,"0","banknote","variance",0.4
4,0.79459,0.95851,1.0077,"0","banknote","variance",0.4
3.26,2.2948,2.1135,0.35084,"0","banknote","variance",0.4
3.98,7.2073,-1.6814,-0.94742,"0","banknote","variance",0.4
3.48,2.8908,0.59693,0.79825,"0","banknote","variance",0.4
2.08,7.6067,-0.9788,-2.4668,"0","banknote","variance",0.4
5.7,7.2052,-3.2846,-1.1608,"0","banknote","variance",0.4
0.88,6.6155,-0.79287,-0.90863,"0","banknote","variance",0.4
2.25,4.7055,1.3758,0.081882,"0","banknote","variance",0.4
1.5,9.7484,0.15394,-1.6134,"0","banknote","variance",0.4
3.32,9.7939,-4.1508,-4.4582,"0","banknote","variance",0.4
0.71,-3.7971,4.6429,-0.2957,"0","banknote","variance",0.4
2.57,2.4107,-0.17594,1.6245,"0","banknote","variance",0.4
1.67,10.0215,-4.2699,-4.9159,"0","banknote","variance",0.4
7,9.9946,-3.8081,-3.3642,"0","banknote","variance",0.4
5.01,-0.070365,2.0416,1.1319,"0","banknote","variance",0.4
3.43,6.7976,-0.40301,0.44912,"0","banknote","variance",0.4
6.3,0.13863,0.12138,1.1435,"0","banknote","variance",0.4
3.16,6.2637,-1.9513,-0.36165,"0","banknote","variance",0.4
5.65,-0.16555,0.45383,0.51248,"0","banknote","variance",0.4
2.61,-4.7759,8.4182,-1.8836,"0","banknote","variance",0.4
0.25,7.7763,-2.7473,-1.9353,"0","banknote","variance",0.4
2.28,7.7557,-0.16823,-3.0771,"0","banknote","variance",0.4
0.77,-0.46146,7.7267,0.90946,"0","banknote","variance",0.4
2.46,-2.9363,2.1992,0.50084,"0","banknote","variance",0.4
3,-4.0599,3.6259,-0.32544,"0","banknote","variance",0.4
0.79,-0.89808,8.0883,0.69222,"0","banknote","variance",0.4
-2.25,10.2678,-2.953,-5.8638,"0","banknote","variance",0.4
2.28,-6.4334,8.15,-0.89828,"0","banknote","variance",0.4
0.93,-4.4221,8.09,-1.7349,"0","banknote","variance",0.4
1.51,10.5471,-1.4175,-4.0327,"0","banknote","variance",0.4
-0.48,2.9487,4.3225,0.7155,"0","banknote","variance",0.4
2.69,6.2265,0.12224,-1.4466,"0","banknote","variance",0.4
1.42,3.5136,0.61406,-0.40691,"0","banknote","variance",0.4
-2.08,11.9625,0.078538,-7.7853,"0","banknote","variance",0.4
2.21,6.1189,-2.4294,-0.19613,"0","banknote","variance",0.4
2.13,-9.2828e-06,4.816,-0.33967,"0","banknote","variance",0.4
1.74,1.1588,3.9249,0.12585,"0","banknote","variance",0.4
1.34,6.0795,-0.5778,-2.2302,"0","banknote","variance",0.4
-1.1,7.0521,-2.0541,-3.1508,"0","banknote","variance",0.4
1.65,8.035,-0.19651,-2.1888,"0","banknote","variance",0.4
2.28,0.83391,5.4552,-0.56984,"0","banknote","variance",0.4
1.94,9.0386,-3.2417,-1.2991,"0","banknote","variance",0.4
-0.81,-4.4552,4.5718,-0.9888,"0","banknote","variance",0.4
4.44,6.8369,-0.2702,0.71291,"0","banknote","variance",0.4
0.16,8.7489,-1.2641,-1.3858,"0","banknote","variance",0.4
-1.96,11.6894,2.5454,-3.2763,"0","banknote","variance",0.4
2.13,10.4726,-3.0087,-3.2013,"0","banknote","variance",0.4
1.82,9.767,-1.3687,-1.7853,"0","banknote","variance",0.4
0.22,9.2186,-3.2863,-4.8448,"0","banknote","variance",0.4
2.63,-4.7863,8.5193,-2.1203,"0","banknote","variance",0.4
6.17,10.1788,-4.2185,-4.4245,"0","banknote","variance",0.4
4.94,7.6956,-2.7696,-1.0767,"0","banknote","variance",0.4
3.14,-2.7004,2.4957,0.36636,"0","banknote","variance",0.4
6.06,-4.9704,3.5025,-0.23751,"0","banknote","variance",0.4
1.44,2.2948,3.2403,0.18404,"0","banknote","variance",0.4
2.06,5.1939,-1.7971,-1.1763,"0","banknote","variance",0.4
1.22,8.3847,-2.0567,-0.90345,"0","banknote","variance",0.4
1.45,-4.4552,4.5718,-0.9888,"0","banknote","variance",0.4
8.24,5.2808,-2.2598,0.075416,"0","banknote","variance",0.4
3.34,5.6574,0.72974,-1.4892,"0","banknote","variance",0.4
1.06,-4.7076,7.9186,-1.5487,"0","banknote","variance",0.4
3.1,2.2493,1.3458,-0.037083,"0","banknote","variance",0.4
0.83,-3.2633,3.0895,-0.9849,"0","banknote","variance",0.4
5.2,9.5911,-3.9032,-3.3487,"0","banknote","variance",0.4
-2.21,2.0175,7.7618,0.93532,"0","banknote","variance",0.4
4.31,10.0277,-3.9298,-4.0819,"0","banknote","variance",0.4
2.89,1.2829,1.9276,1.7991,"0","banknote","variance",0.4
4.3,2.4976,1.0313,0.96894,"0","banknote","variance",0.4
0.4,-6.4624,8.3573,-1.5216,"0","banknote","variance",0.4
2.09,9.4607,-4.9288,-5.2366,"0","banknote","variance",0.4
4.61,6.8224,-0.67377,-0.46898,"0","banknote","variance",0.4
1.45,2.9094,2.9044,0.11033,"0","banknote","variance",0.4
0.64,2.4542,2.5188,-0.17027,"0","banknote","variance",0.4
0.5,1.2436,4.2171,0.90429,"0","banknote","variance",0.4
3.68,1.3078,1.291,1.6556,"0","banknote","variance",0.4
4.04,5.8126,-2.2306,-0.66553,"0","banknote","variance",0.4
5.29,1.4112,1.8076,0.89782,"0","banknote","variance",0.4
1.54,-4.0724,4.2882,1.5418,"0","banknote","variance",0.4
3.7,3.9213,0.70574,0.33662,"0","banknote","variance",0.4
0.66,2.33,4.9334,0.82929,"0","banknote","variance",0.4
1.51,5.616,2.2138,-0.12501,"0","banknote","variance",0.4
3.25,6.7562,0.0099913,0.39481,"0","banknote","variance",0.4
4.19,7.8653,-2.3515,-0.71984,"0","banknote","variance",0.4
-0.49,11.5093,0.15565,-6.8194,"0","banknote","variance",0.4
2.79,0.23175,0.89082,1.1823,"0","banknote","variance",0.4
-0.26,10.3878,-1.4029,-3.9151,"0","banknote","variance",0.4
5.31,7.1307,-1.3035,0.21248,"0","banknote","variance",0.4
-2.22,7.886,-1.6643,-1.8384,"0","banknote","variance",0.4
1.93,0.46972,1.6671,0.91593,"0","banknote","variance",0.4
3.24,0.91254,1.5806,0.39352,"0","banknote","variance",0.4
3.4,3.1122,0.80857,0.4336,"0","banknote","variance",0.4
-5.8,8.5234,3.1392,-0.91639,"0","banknote","variance",0.4
1.33,10.2036,2.1787,-5.6038,"0","banknote","variance",0.4
0.69,-3.2633,3.0895,-0.9849,"0","banknote","variance",0.4
-0.16,-4.4552,4.5718,-0.9888,"0","banknote","variance",0.4
-0.35,5.3449,2.045,-0.19355,"0","banknote","variance",0.4
2.54,9.3718,-4.0351,-3.9564,"0","banknote","variance",0.4
0.76,8.0329,1.8848,-3.8853,"0","banknote","variance",0.4
2.28,9.0821,-3.3111,-0.96811,"0","banknote","variance",0.4
5.13,8.6889,-2.9033,-0.7819,"0","banknote","variance",0.4
1.25,10.8161,-3.3,-4.2888,"0","banknote","variance",0.4
-2.49,11.5176,1.8231,-5.375,"0","banknote","variance",0.4
0.83,-4.2006,4.1914,0.16981,"0","banknote","variance",0.4
3,3.2674,0.90967,0.25128,"0","banknote","variance",0.4
3.24,4.8028,2.0878,0.62627,"0","banknote","variance",0.4
2.52,0.57732,1.3424,1.2133,"0","banknote","variance",0.4
6.77,5.5788,-2.4089,-0.056479,"0","banknote","variance",0.4
4.97,1.734,1.6011,0.96765,"0","banknote","variance",0.4
4.07,6.332,-1.7791,-0.020273,"0","banknote","variance",0.4
2.79,7.7391,-0.37816,-2.5405,"0","banknote","variance",0.4
3.95,3.1639,0.22677,-0.1651,"0","banknote","variance",0.4
3.35,1.3781,1.1582,0.85774,"0","banknote","variance",0.4
1.93,9.9636,-3.1749,-2.9944,"0","banknote","variance",0.4
4.41,-3.9358,2.8633,-0.017686,"0","banknote","variance",0.4
-1.06,11.17,-1.3824,-4.0728,"0","banknote","variance",0.4
2.05,8.871,-2.3386,-0.75604,"0","banknote","variance",0.4
-1.47,0.070346,6.8681,-0.50648,"0","banknote","variance",0.4
2.49,10.7727,-1.3884,-4.3276,"0","banknote","variance",0.4
3.13,7.8384,-3.5348,-1.2151,"0","banknote","variance",0.4
-0.8,11.6542,2.6542,-5.2107,"0","banknote","variance",0.4
3.29,9.0096,-3.761,-3.3371,"0","banknote","variance",0.4
5.86,2.4955,0.48554,0.36119,"0","banknote","variance",0.4
1.83,0.039307,6.2332,-0.30346,"0","banknote","variance",0.4
4.38,10.1457,-4.084,-3.6991,"0","banknote","variance",0.4
0.27,2.6963,4.2908,0.54739,"0","banknote","variance",0.4
3.11,10.1457,-4.0463,-4.5629,"0","banknote","variance",0.4
2.32,10.3754,-1.5435,-4.1633,"0","banknote","variance",0.4
1.54,7.4908,0.015989,-1.7414,"0","banknote","variance",0.4
-4.21,11.1472,1.9353,-3.4638,"0","banknote","variance",0.4
3.99,-2.6611,2.8358,1.1991,"0","banknote","variance",0.4
-4.65,11.5321,2.5899,-3.2737,"0","banknote","variance",0.4
4.4,10.423,-4.1602,-4.9728,"0","banknote","variance",0.4
1.48,8.2895,-1.9213,-3.3332,"0","banknote","variance",0.4
3.47,6.8783,0.44784,-2.2224,"0","banknote","variance",0.4
3,5.5643,1.6765,-0.16769,"0","banknote","variance",0.4
3.26,10.0526,-3.8869,-3.7366,"0","banknote","variance",0.4
-1.5,12.1177,0.28846,-7.7581,"0","banknote","variance",0.4
-0.2,4.4303,-1.3335,-1.7517,"0","banknote","variance",0.4
2.23,3.1349,0.34073,0.58489,"0","banknote","variance",0.4
-0.53,5.9781,1.3912,-1.1621,"0","banknote","variance",0.4
3.31,0.35798,2.0416,1.2004,"0","banknote","variance",0.4
3.45,5.6222,0.27561,-1.1556,"0","banknote","variance",0.4
1.18,-0.15521,6.4911,-0.75346,"0","banknote","variance",0.4
1.87,-5.8395,7.7687,-0.85302,"0","banknote","variance",0.4
2.32,6.9383,0.57722,0.66377,"0","banknote","variance",0.4
3.38,-2.5845,2.2309,0.30947,"0","banknote","variance",0.4
0.58,0.7098,0.7572,-0.4444,"0","banknote","variance",0.4
-0.63,7.4266,1.2353,-2.9595,"0","banknote","variance",0.4
