"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
4.9,2.4,3.3,0.31,"Iris_versicolor","iris","petalwidth",0.7
6.6,2.9,4.6,1.4,"Iris_versicolor","iris","petalwidth",0.7
5.2,2.7,3.9,-0.49,"Iris_versicolor","iris","petalwidth",0.7
5,2,3.5,1.65,"Iris_versicolor","iris","petalwidth",0.7
5.9,3,4.2,1.66,"Iris_versicolor","iris","petalwidth",0.7
6,2.2,4,1.44,"Iris_versicolor","iris","petalwidth",0.7
6.1,2.9,4.7,1.28,"Iris_versicolor","iris","petalwidth",0.7
5.6,2.9,3.6,2.07,"Iris_versicolor","iris","petalwidth",0.7
6.7,3.1,4.4,1.5,"Iris_versicolor","iris","petalwidth",0.7
5.6,3,4.5,0.98,"Iris_versicolor","iris","petalwidth",0.7
5.8,2.7,4.1,0.96,"Iris_versicolor","iris","petalwidth",0.7
6.2,2.2,4.5,1.98,"Iris_versicolor","iris","petalwidth",0.7
5.6,2.5,3.9,0.33,"Iris_versicolor","iris","petalwidth",0.7
5.9,3.2,4.8,1.76,"Iris_versicolor","iris","petalwidth",0.7
6.1,2.8,4,0.87,"Iris_versicolor","iris","petalwidth",0.7
6.3,2.5,4.9,0.67,"Iris_versicolor","iris","petalwidth",0.7
6.1,2.8,4.7,2.32,"Iris_versicolor","iris","petalwidth",0.7
6.4,2.9,4.3,1.39,"Iris_versicolor","iris","petalwidth",0.7
6.6,3,4.4,1.67,"Iris_versicolor","iris","petalwidth",0.7
6.8,2.8,4.8,1.47,"Iris_versicolor","iris","petalwidth",0.7
6.7,3,5,0.86,"Iris_versicolor","iris","petalwidth",0.7
6,2.9,4.5,1.54,"Iris_versicolor","iris","petalwidth",0.7
5.7,2.6,3.5,1.72,"Iris_versicolor","iris","petalwidth",0.7
5.5,2.4,3.8,1.83,"Iris_versicolor","iris","petalwidth",0.7
5.5,2.4,3.7,0.72,"Iris_versicolor","iris","petalwidth",0.7
5.8,2.7,3.9,2.01,"Iris_versicolor","iris","petalwidth",0.7
6,2.7,5.1,2.4,"Iris_versicolor","iris","petalwidth",0.7
5.4,3,4.5,1.94,"Iris_versicolor","iris","petalwidth",0.7
6,3.4,4.5,2.49,"Iris_versicolor","iris","petalwidth",0.7
6.7,3.1,4.7,2.04,"Iris_versicolor","iris","petalwidth",0.7
6.3,2.3,4.4,1.58,"Iris_versicolor","iris","petalwidth",0.7
5.6,3,4.1,0.26,"Iris_versicolor","iris","petalwidth",0.7
5.5,2.5,4,1.67,"Iris_versicolor","iris","petalwidth",0.7
5.5,2.6,4.4,1.24,"Iris_versicolor","iris","petalwidth",0.7
6.1,3,4.6,0.95,"Iris_versicolor","iris","petalwidth",0.7
5.8,2.6,4,1.12,"Iris_versicolor","iris","petalwidth",0.7
5,2.3,3.3,0.47,"Iris_versicolor","iris","petalwidth",0.7
5.6,2.7,4.2,1.95,"Iris_versicolor","iris","petalwidth",0.7
5.7,3,4.2,1.11,"Iris_versicolor","iris","petalwidth",0.7
5.7,2.9,4.2,0.59,"Iris_versicolor","iris","petalwidth",0.7
6.2,2.9,4.3,1.38,"Iris_versicolor","iris","petalwidth",0.7
5.1,2.5,3,0.41,"Iris_versicolor","iris","petalwidth",0.7
5.7,2.8,4.1,0.59,"Iris_versicolor","iris","petalwidth",0.7
6.3,3.3,6,1.54,"Iris_virginica","iris","petalwidth",0.7
5.8,2.7,5.1,1.54,"Iris_virginica","iris","petalwidth",0.7
7.1,3,5.9,1.85,"Iris_virginica","iris","petalwidth",0.7
6.3,2.9,5.6,2.35,"Iris_virginica","iris","petalwidth",0.7
6.5,3,5.8,1.88,"Iris_virginica","iris","petalwidth",0.7
7.6,3,6.6,2.72,"Iris_virginica","iris","petalwidth",0.7
4.9,2.5,4.5,0.99,"Iris_virginica","iris","petalwidth",0.7
7.3,2.9,6.3,1.31,"Iris_virginica","iris","petalwidth",0.7
6.7,2.5,5.8,1.23,"Iris_virginica","iris","petalwidth",0.7
7.2,3.6,6.1,1.72,"Iris_virginica","iris","petalwidth",0.7
6.5,3.2,5.1,1.69,"Iris_virginica","iris","petalwidth",0.7
6.4,2.7,5.3,1.84,"Iris_virginica","iris","petalwidth",0.7
6.8,3,5.5,1.72,"Iris_virginica","iris","petalwidth",0.7
5.7,2.5,5,2,"Iris_virginica","iris","petalwidth",0.7
5.8,2.8,5.1,2.93,"Iris_virginica","iris","petalwidth",0.7
6.4,3.2,5.3,2.81,"Iris_virginica","iris","petalwidth",0.7
6.5,3,5.5,0.89,"Iris_virginica","iris","petalwidth",0.7
7.7,3.8,6.7,2.36,"Iris_virginica","iris","petalwidth",0.7
7.7,2.6,6.9,1.69,"Iris_virginica","iris","petalwidth",0.7
6,2.2,5,1.41,"Iris_virginica","iris","petalwidth",0.7
6.9,3.2,5.7,2.32,"Iris_virginica","iris","petalwidth",0.7
5.6,2.8,4.9,1.64,"Iris_virginica","iris","petalwidth",0.7
7.7,2.8,6.7,1.56,"Iris_virginica","iris","petalwidth",0.7
6.3,2.7,4.9,1.87,"Iris_virginica","iris","petalwidth",0.7
6.7,3.3,5.7,2.13,"Iris_virginica","iris","petalwidth",0.7
7.2,3.2,6,0.88,"Iris_virginica","iris","petalwidth",0.7
6.2,2.8,4.8,1.3,"Iris_virginica","iris","petalwidth",0.7
6.1,3,4.9,2.49,"Iris_virginica","iris","petalwidth",0.7
6.4,2.8,5.6,1.78,"Iris_virginica","iris","petalwidth",0.7
7.2,3,5.8,1.9,"Iris_virginica","iris","petalwidth",0.7
7.4,2.8,6.1,1.8,"Iris_virginica","iris","petalwidth",0.7
7.9,3.8,6.4,1.63,"Iris_virginica","iris","petalwidth",0.7
6.4,2.8,5.6,2.24,"Iris_virginica","iris","petalwidth",0.7
6.3,2.8,5.1,1.59,"Iris_virginica","iris","petalwidth",0.7
6.1,2.6,5.6,1.83,"Iris_virginica","iris","petalwidth",0.7
7.7,3,6.1,2.19,"Iris_virginica","iris","petalwidth",0.7
6.3,3.4,5.6,1.94,"Iris_virginica","iris","petalwidth",0.7
6.4,3.1,5.5,1.11,"Iris_virginica","iris","petalwidth",0.7
6,3,4.8,0.44,"Iris_virginica","iris","petalwidth",0.7
6.9,3.1,5.4,2.39,"Iris_virginica","iris","petalwidth",0.7
6.7,3.1,5.6,2.41,"Iris_virginica","iris","petalwidth",0.7
6.9,3.1,5.1,2.86,"Iris_virginica","iris","petalwidth",0.7
5.8,2.7,5.1,1.63,"Iris_virginica","iris","petalwidth",0.7
6.8,3.2,5.9,2.65,"Iris_virginica","iris","petalwidth",0.7
6.7,3.3,5.7,2.76,"Iris_virginica","iris","petalwidth",0.7
6.7,3,5.2,1.66,"Iris_virginica","iris","petalwidth",0.7
6.3,2.5,5,1.9,"Iris_virginica","iris","petalwidth",0.7
6.5,3,5.2,2.85,"Iris_virginica","iris","petalwidth",0.7
6.2,3.4,5.4,1.77,"Iris_virginica","iris","petalwidth",0.7
5.9,3,5.1,1.83,"Iris_virginica","iris","petalwidth",0.7
