"Abbrev","Rep","Locality","Map_Ref","Latitude","Altitude","Rainfall","Frosts","Year","Sp","PMCno","DBH","Ht","Surv","Vig","Ins_res","Stem_Fm","Crown_Fm","Brnch_Fm","class","dataset_name","altered_attribute","noise_level"
"Nga",1,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"rd",1524,5.4,4.5,20,1.35,2,3,3,3,"N","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"co",1520,6.8,5.5,60,0.71,3.5,3.5,3.5,3,"N","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"fr",1487,17.8,10,10,6.22,4,3.5,4,2,"P","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"nd",1596,20.4,10.2,60,4.21,4,3,3,2.5,"P","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"ni",2088,19.1,9.7,60,2.47,3,2,2,1.5,"P","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"ob",1522,15.5,9.8,40,4,3.5,3.5,3.5,3,"P","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"ov",1521,13.5,7.7,30,1.02,2,3.3,4,3.5,"P","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"pu",1523,20.8,12,20,3.24,4,3,3.5,3,"N","eucalyptus","Vig",0.8
"Nga",2,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"rd",1524,11.5,5.8,40,-0.34,2,2.5,3.5,2.5,"N","eucalyptus","Vig",0.8
"Nga",3,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"fr",1487,37.6,13,10,4.66,4,2,2,1,"P","eucalyptus","Vig",0.8
"Nga",3,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"nd",1596,24.5,12,20,3.9,4,4,4,2,"P","eucalyptus","Vig",0.8
"Nga",3,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"ni",2088,17.6,9,90,4.19,2.5,3,2,1.5,"P","eucalyptus","Vig",0.8
"Nga",3,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"ov",1521,16.2,10.2,60,3.32,2.3,3,3.3,3,"N","eucalyptus","Vig",0.8
"Nga",3,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"pu",1523,11.5,9,20,3.25,3.7,4,4,3,"P","eucalyptus","Vig",0.8
"Nga",3,"Southern_Hawkes_Bay","N145_874/586","40__11",130,1000,-3,1980,"rd",1524,7.6,5.5,20,1.67,2,2,3,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ag",1094,3.4,5.5,50,-0.31,1,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"bxs",1111,17.6,12.6,71,3.43,3,3.3,2.5,2,"P","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1112,14,10,100,1.56,1.5,3,4,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1113,8.8,11.4,100,1.41,2,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"el",1338,15.8,10,38,4.2,3.5,3.3,3.5,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1482,15.5,10.5,50,1.67,3.3,3.3,3,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1978,14.6,11.1,100,4.51,3,3.5,3.5,3.3,"P","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1339,17.3,13.2,71,2.78,3,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1786,13.3,10.8,75,4.07,3.8,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",2447,19.8,10.7,75,5.63,3,3,3,2.5,"P","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"jo",1595,5.2,4.3,75,0.6,0.5,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ka",1171,15,11.3,88,1.67,1.7,3,3,2,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"nd",1596,15.3,10.8,75,3.73,3,3,4,3.5,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",2459,19,16,88,3.77,3,4.8,4,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ov",1785,7.2,6,50,2.43,1.3,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"pu",1598,15.9,12.8,100,4.94,4,3.3,4,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",1787,18.1,14.8,100,4.95,4,4.3,4.3,4,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2482,17,14.1,88,4.74,3,3.7,3.7,3.7,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2431,26.1,16,38,4.78,3,4,4,2.7,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"rd",1524,12.2,13.8,50,0.53,1.5,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"sm",1340,9.3,4.3,63,2.05,1.2,1,1,1,"N","eucalyptus","Vig",0.8
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2428,22.6,13.4,100,5.06,3,2.3,2.7,2,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ag",1094,7.8,7.4,63,0.38,1,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"bxs",1111,16.4,13.3,100,4.1,3,3.3,3.3,2.7,"P","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1112,11.9,9.7,100,1.5,1.8,3,3.5,3.2,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1113,10.4,9.4,88,2.02,1.7,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"el",1338,13.5,10,13,2.35,4,3,4,3.3,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1482,23,11,13,0.76,3.5,2,1,1,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1978,23.7,12.6,88,4.86,3.3,3,2,2,"P","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1339,33.8,16,50,3.53,3,2,2,0.5,"P","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1786,17,15.3,75,4.52,4,3.5,4,4,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",2447,20.8,12.6,63,3.27,3,3.3,3.5,3.5,"P","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"jo",1595,6.5,4.4,63,0.99,0.5,4,4.5,4,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ka",1171,10.4,6.4,75,1.7,1.5,0,0,0,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"nd",1596,12.6,8,37,3.66,3.5,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",1337,22.2,14.6,63,4.91,3,4,4,3.2,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",2459,19.6,15.4,100,3.58,3,5,4.3,3,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ov",1785,9.8,7.5,75,1.7,1.3,3.3,4,3.5,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"pu",1598,15.2,14.4,100,5.34,4,3,4,3,"P","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",1787,19.6,16.6,100,4.87,3,4,4,3,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2482,17,14.1,88,4.94,3,3.7,3.7,3.7,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2431,26,14,88,4.96,3.5,3.5,4,3.3,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ro",1192,8.9,5.2,63,2.76,1.8,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"rd",1524,10.3,7.8,100,2.69,2,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",22,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"si",2435,19.6,12.3,75,3.05,3,3.3,3.5,3.5,"N","eucalyptus","Vig",0.8
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"sm",1340,20.1,6.9,88,2.3,2.5,1,0.5,0,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ag",1094,13.5,4,13,-0.78,0,1,1,1,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"bxs",1111,14.2,10.8,100,2.46,2.8,3.3,3.3,3,"P","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1112,13.1,10.6,88,2.46,2,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1113,9.6,7,100,4.13,2,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"el",1338,18.9,9,13,2.11,3.5,3,3.5,3,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1482,20,13.2,75,3.26,3,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1978,26.6,13.5,75,5.5,3,2.5,2,1,"P","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1339,23.9,12.7,37,3.06,3,3,3,3,"P","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1786,17.8,12.2,63,4.58,3.1,3,3,3,"P","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",2447,21.4,12.7,75,4.93,4,3,3,3,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"jo",1595,7.8,5.3,50,1.42,1.5,4,4,4,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ka",1171,13.1,10.1,100,2.16,2,2,2,2,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"nd",1596,15.1,12.3,88,3.24,3,3.3,4,4,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",1337,24.5,13.5,75,4.37,3,4,4,2.5,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",2459,23.7,13.3,88,5.8,3,3.5,3.5,2.5,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ov",1785,10.5,7.6,88,1.79,2,3,3.5,3,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"pu",1598,14,10.3,100,2.34,4,2,3,2,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",1787,21.8,13.8,100,5.1,3,3,3,2,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2482,16.4,12.1,88,4.33,3,3.3,3.5,2,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2431,17.6,12.4,100,3.58,3.3,3,3,2,"P","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ro",1192,12.2,4.4,75,3.91,2,3,2.5,2.5,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"rd",1524,9,6.8,100,2.07,1.5,2,4,3.5,"N","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"si",2435,20.3,13.6,63,4.12,2.7,3,2.5,2,"P","eucalyptus","Vig",0.8
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"sm",1340,8.8,6.3,100,1.48,2,1,2,2,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ag",1094,2.86,3.2,25,2.67,2,2,2,2,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"bxs",1111,4.49,4.11,44,2.47,3,3,3,3,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"br",1112,9.89,6.68,100,4.79,2,3,4,3,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"jo",1595,5.34,3.05,75,2.46,1,3,4,4,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"fr",1339,3.28,4.07,75,3.07,3,3,3,3,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"fr",2447,7.62,5.39,100,2.02,3,3,3.5,3,"P","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"fr",1786,6.05,5.39,88,3.31,4,3.5,3.5,3.5,"P","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"nd",1596,6.38,5.07,88,3.26,4,3.5,4,4,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ka",1171,6.16,4.3,40,1.82,2,1,1,1,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ob",2469,19.92,7.37,13,2.99,2.5,3,3,3,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ov",1785,3.91,3.91,63,2.36,1.5,3,4,3,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"pu",1598,10.75,9.26,88,3.73,4,4,4,4,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"re",2428,3.63,5.02,63,4.37,3.5,4,4,3.5,"P","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"re",2431,6.14,5.86,75,3.65,3,4,4,4,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"re",1787,5.3,4.88,38,3.95,3,4,4,4,"P","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"si",2435,14.93,9.39,63,4.36,3,3,2.5,2.5,"P","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"rd",1524,3.21,3.72,50,1.98,2,2,4,4,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"sm",1340,5.93,6.48,100,2.35,1.8,2,2,3,"N","eucalyptus","Vig",0.8
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"nc",1780,6.24,4.85,25,1.71,4,3,3,3,"N","eucalyptus","Vig",0.8
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ag",1094,1.03,2.17,13,3.23,2,2,2,2,"N","eucalyptus","Vig",0.8
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"bxs",1111,6.29,4.62,100,3.06,2.5,2,2,2.5,"N","eucalyptus","Vig",0.8
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"br",1112,11.43,7.83,88,2.75,2,3.5,4,4,"N","eucalyptus","Vig",0.8
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"br",1113,3.98,3.98,75,3.12,2,3,4,3,"N","eucalyptus","Vig",0.8
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"jo",1595,2.8,2.92,75,1.23,1.8,3.2,3.5,3.5,"N","eucalyptus","Vig",0.8
