"loc","v_g","ev_g","iv_g","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","class","dataset_name","altered_attribute","noise_level"
66,16,11,15,259,1081.1,0.04,25.03,64.25,40253.51,0.54,2236.31,45,1,18,0,23,51,148,111,31,"true","kc1","v",0.9
12,2,1,2,22,-618.44,0.14,7.2,11.31,586.15,0.03,32.56,9,0,1,0,8,5,13,9,3,"true","kc1","v",0.9
19,5,5,4,84,326.81,0.07,14.17,29.91,6002.83,0.14,333.49,14,0,3,0,15,18,50,34,9,"true","kc1","v",0.9
9,3,3,2,50,-282.33,0.07,13.5,16.01,2917.3,0.07,162.07,5,0,2,0,12,8,32,18,5,"true","kc1","v",0.9
29,4,3,3,69,-462.82,0.1,9.95,34.99,3462.31,0.12,192.35,22,0,5,0,14,19,42,27,7,"true","kc1","v",0.9
286,27,5,25,481,2815.84,0.04,27.42,107.5,80852.59,0.98,4491.81,198,44,35,3,17,53,310,171,53,"true","kc1","v",0.9
26,3,1,3,68,895.28,0.09,11,29.72,3595.9,0.11,199.77,21,0,1,0,14,14,46,22,5,"true","kc1","v",0.9
64,11,1,11,177,543.72,0.06,18.15,52.58,17326.76,0.32,962.6,58,2,2,0,16,26,118,59,21,"true","kc1","v",0.9
47,4,1,4,92,304.89,0.08,12.38,35.74,5473.17,0.15,304.07,38,2,5,0,12,16,59,33,7,"true","kc1","v",0.9
107,9,7,7,187,162.79,0.05,19.95,55.59,22125.51,0.37,1229.19,71,11,19,2,21,40,111,76,17,"true","kc1","v",0.9
107,9,7,7,178,668.37,0.05,19.65,53.5,20664.58,0.35,1148.03,70,11,20,2,21,39,105,73,17,"true","kc1","v",0.9
74,5,3,4,131,1038.69,0.07,14.45,50.35,10515.73,0.24,584.21,46,9,11,3,16,31,75,56,9,"true","kc1","v",0.9
37,4,1,4,75,-43.06,0.09,10.61,32.84,3694.35,0.12,205.24,27,3,5,0,11,14,48,27,7,"true","kc1","v",0.9
79,7,1,6,161,936.71,0.07,14.03,63.37,12478.8,0.3,693.27,59,6,12,0,15,31,103,58,13,"true","kc1","v",0.9
134,15,8,14,303,1608.96,0.03,30.22,59.7,54519.67,0.6,3028.87,90,11,28,3,21,41,185,118,29,"true","kc1","v",0.9
55,4,3,3,152,1325.37,0.06,16.14,55.37,14440.71,0.3,802.26,37,3,7,0,19,40,84,68,7,"true","kc1","v",0.9
22,3,1,2,61,-297.18,0.08,12,23.31,3356.19,0.09,186.46,15,1,1,0,12,12,37,24,5,"true","kc1","v",0.9
22,3,1,2,73,516.21,0.06,16.2,20.09,5273.72,0.11,292.98,16,1,1,0,12,10,46,27,5,"true","kc1","v",0.9
8,3,1,3,13,-623.54,0.2,5,7.3,182.48,0.01,10.14,5,0,1,0,5,2,9,4,5,"true","kc1","v",0.9
151,18,4,16,439,2108.67,0.03,38.54,72.43,107551.84,0.93,5975.1,120,3,24,2,26,56,273,166,34,"true","kc1","v",0.9
2,1,1,1,3,-307.57,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"true","kc1","v",0.9
2,1,1,1,5,-118.2,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,"true","kc1","v",0.9
70,13,4,12,291,2009.34,0.03,33.41,53.74,59984.29,0.6,3332.46,56,2,4,1,28,44,186,105,31,"true","kc1","v",0.9
4,1,1,1,7,490.6,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,5,2,5,2,1,"true","kc1","v",0.9
2,1,1,1,6,983.26,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,"true","kc1","v",0.9
27,1,1,1,37,101.01,0.22,4.5,34.29,694.29,0.05,38.57,9,5,4,0,6,12,19,18,1,"true","kc1","v",0.9
57,1,1,1,123,-24.86,0.15,6.57,103.45,4461.99,0.23,247.89,42,2,11,0,9,37,69,54,1,"true","kc1","v",0.9
4,1,1,1,4,328.62,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,"true","kc1","v",0.9
7,1,1,1,15,257.01,0.5,2,22.5,90,0.02,5,5,0,0,0,4,4,11,4,1,"true","kc1","v",0.9
7,1,1,1,9,-428.31,0.27,3.75,6.74,94.75,0.01,5.26,4,0,1,0,5,2,6,3,1,"true","kc1","v",0.9
16,2,1,2,32,-98.62,0.14,7.2,16.45,852.58,0.04,47.37,13,0,1,0,8,5,23,9,3,"true","kc1","v",0.9
11,1,1,1,11,168.36,0.33,3,12.18,109.62,0.01,6.09,6,0,1,0,6,4,7,4,1,"true","kc1","v",0.9
8,2,1,1,17,-743.36,0.15,6.75,9.32,424.63,0.02,23.59,6,0,0,0,9,4,11,6,3,"true","kc1","v",0.9
62,14,1,9,445,2483.97,0.02,41.88,71.91,126141.8,1,7007.88,50,0,5,0,37,72,282,163,36,"true","kc1","v",0.9
39,4,1,4,88,178.45,0.07,13.43,31.49,5682.93,0.14,315.72,34,1,2,0,13,15,57,31,7,"true","kc1","v",0.9
165,13,11,12,365,2005.26,0.02,43.27,50.99,95460.74,0.74,5303.37,112,22,23,0,27,39,240,125,25,"true","kc1","v",0.9
45,3,1,3,83,-743.24,0.08,12.19,33.08,4914.15,0.13,273.01,25,11,7,0,13,16,53,30,5,"true","kc1","v",0.9
3,1,1,1,1,385.79,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"true","kc1","v",0.9
21,2,1,2,61,715.32,0.16,6.43,43.51,1797.96,0.09,99.89,15,0,0,0,10,14,43,18,3,"true","kc1","v",0.9
23,1,1,1,69,195.94,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8,20,41,28,1,"true","kc1","v",0.9
12,1,1,1,24,-21.87,0.26,3.85,25.48,377.68,0.03,20.98,6,0,0,0,7,10,13,11,1,"true","kc1","v",0.9
44,7,1,5,124,-321.4,0.07,14,46.48,9110.4,0.22,506.13,35,2,3,0,14,24,76,48,13,"true","kc1","v",0.9
17,4,3,3,34,873.68,0.13,7.71,17.63,1049.14,0.05,58.29,14,0,1,0,9,7,22,12,7,"true","kc1","v",0.9
40,5,3,4,95,492.9,0.07,13.72,34.3,6458.35,0.16,358.8,35,0,3,0,13,18,57,38,9,"true","kc1","v",0.9
179,13,4,12,361,2581.89,0.04,22.82,98.25,51144.16,0.75,2841.34,131,24,22,0,17,57,208,153,25,"true","kc1","v",0.9
92,8,3,8,212,1334.69,0.07,15.17,78.07,17957.52,0.39,997.64,75,5,2,0,12,36,121,91,15,"true","kc1","v",0.9
14,1,1,1,26,74.85,0.33,3,36.14,325.25,0.04,18.07,4,0,1,0,6,12,14,12,1,"true","kc1","v",0.9
92,8,3,8,203,460.07,0.07,15.35,73.03,17214.99,0.37,956.39,75,4,4,0,12,34,116,87,15,"true","kc1","v",0.9
64,4,1,4,138,1153.77,0.09,10.82,68.76,8053.51,0.25,447.42,45,12,5,0,11,31,77,61,7,"true","kc1","v",0.9
184,16,12,13,437,3285.88,0.03,33.6,86.96,98179.22,0.97,5454.4,137,27,18,0,28,75,257,180,31,"true","kc1","v",0.9
17,4,3,3,32,218.36,0.12,8.25,15.15,1031.42,0.04,57.3,15,0,0,0,9,6,21,11,7,"true","kc1","v",0.9
38,5,3,4,93,695.47,0.08,13,35.44,5989.62,0.15,332.76,34,0,2,0,13,18,57,36,9,"true","kc1","v",0.9
6,1,1,1,7,0.19,0.5,2,9.83,39.3,0.01,2.18,3,0,1,0,4,3,4,3,1,"true","kc1","v",0.9
41,4,1,4,85,126.9,0.1,10.47,40.21,4409.92,0.14,245,35,0,3,0,13,18,56,29,7,"true","kc1","v",0.9
13,1,1,1,7,-578.63,1.33,0.75,21.67,12.19,0.01,0.68,8,0,1,0,1,4,1,6,1,"true","kc1","v",0.9
20,4,3,3,36,-105.31,0.14,7.31,20.12,1076.02,0.05,59.78,14,0,3,0,9,8,23,13,7,"true","kc1","v",0.9
50,5,4,4,122,331.82,0.06,16.5,37.93,10325.25,0.21,573.62,43,2,3,0,15,20,78,44,9,"true","kc1","v",0.9
17,1,1,1,50,-365.91,0.2,5,43.92,1098.08,0.07,61,9,0,1,0,7,14,30,20,1,"true","kc1","v",0.9
41,6,5,5,95,5.53,0.05,18.9,26.93,9619.48,0.17,534.42,29,0,9,0,21,20,59,36,11,"true","kc1","v",0.9
29,4,1,1,60,230,0.08,12.46,22.36,3472.18,0.09,192.9,22,0,2,0,12,13,33,27,7,"true","kc1","v",0.9
125,8,5,7,272,1175.18,0.06,17.69,96.33,30162.15,0.57,1675.67,88,19,16,0,18,59,156,116,15,"true","kc1","v",0.9
42,5,3,4,113,709.1,0.06,15.47,36.84,8820.26,0.19,490.01,38,0,2,0,14,19,71,42,9,"true","kc1","v",0.9
17,4,3,3,32,373.88,0.12,8.25,15.15,1031.42,0.04,57.3,15,0,0,0,9,6,21,11,7,"true","kc1","v",0.9
14,3,3,3,40,-575.07,0.11,8.94,19.01,1518.63,0.06,84.37,10,0,1,0,11,8,27,13,5,"true","kc1","v",0.9
9,1,1,1,6,-86.6,0.5,2,7.75,31.02,0.01,1.72,5,0,2,0,4,2,4,2,1,"true","kc1","v",0.9
3,1,1,1,1,126.24,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"true","kc1","v",0.9
11,2,1,2,26,712.09,0.29,3.5,30.98,379.46,0.04,21.08,9,0,0,0,7,11,15,11,3,"true","kc1","v",0.9
35,3,1,3,105,701.03,0.08,12.78,42.79,6991.99,0.18,388.44,26,4,3,0,14,23,63,42,5,"true","kc1","v",0.9
7,2,1,2,11,-133.9,0.19,5.25,6.64,183.06,0.01,10.17,5,0,0,0,7,2,8,3,3,"true","kc1","v",0.9
34,5,1,5,99,926.44,0.05,18.75,26.16,9196.23,0.16,510.9,27,0,2,0,15,16,59,40,9,"true","kc1","v",0.9
24,4,1,3,55,216.86,0.06,17.45,14.98,4564.69,0.09,253.59,19,0,3,0,16,11,31,24,7,"true","kc1","v",0.9
35,4,1,4,85,1150.36,0.07,13.82,31.3,5974.42,0.14,331.91,28,1,3,1,15,19,50,35,7,"true","kc1","v",0.9
48,4,1,4,132,933.15,0.05,20.7,33.47,14339.44,0.23,796.64,41,0,3,2,18,20,86,46,7,"true","kc1","v",0.9
61,7,1,7,167,629.1,0.09,11.57,81.45,10906.35,0.31,605.91,47,3,9,0,15,35,113,54,13,"true","kc1","v",0.9
