"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
6,2.2,5,1.56,"Iris_virginica","iris","petalwidth",1
6.9,3.2,5.7,3.95,"Iris_virginica","iris","petalwidth",1
5.6,2.8,4.9,2.49,"Iris_virginica","iris","petalwidth",1
7.7,2.8,6.7,1.85,"Iris_virginica","iris","petalwidth",1
6.3,2.7,4.9,2.77,"Iris_virginica","iris","petalwidth",1
6.7,3.3,5.7,1.87,"Iris_virginica","iris","petalwidth",1
7.2,3.2,6,2.2,"Iris_virginica","iris","petalwidth",1
6.2,2.8,4.8,2.69,"Iris_virginica","iris","petalwidth",1
6.1,3,4.9,1.73,"Iris_virginica","iris","petalwidth",1
6.4,2.8,5.6,0.65,"Iris_virginica","iris","petalwidth",1
7.2,3,5.8,1.22,"Iris_virginica","iris","petalwidth",1
7.4,2.8,6.1,3.32,"Iris_virginica","iris","petalwidth",1
7.9,3.8,6.4,1.84,"Iris_virginica","iris","petalwidth",1
6.4,2.8,5.6,3.07,"Iris_virginica","iris","petalwidth",1
6.3,2.8,5.1,1.84,"Iris_virginica","iris","petalwidth",1
6.1,2.6,5.6,1.45,"Iris_virginica","iris","petalwidth",1
7.7,3,6.1,0.3,"Iris_virginica","iris","petalwidth",1
6.3,3.4,5.6,2.95,"Iris_virginica","iris","petalwidth",1
6.4,3.1,5.5,1.34,"Iris_virginica","iris","petalwidth",1
6,3,4.8,1.52,"Iris_virginica","iris","petalwidth",1
6.9,3.1,5.4,1.69,"Iris_virginica","iris","petalwidth",1
6.7,3.1,5.6,3.78,"Iris_virginica","iris","petalwidth",1
6.9,3.1,5.1,1.39,"Iris_virginica","iris","petalwidth",1
5.8,2.7,5.1,-0.15,"Iris_virginica","iris","petalwidth",1
6.8,3.2,5.9,2.72,"Iris_virginica","iris","petalwidth",1
6.7,3.3,5.7,3.09,"Iris_virginica","iris","petalwidth",1
6.7,3,5.2,2.16,"Iris_virginica","iris","petalwidth",1
6.3,2.5,5,1.72,"Iris_virginica","iris","petalwidth",1
6.5,3,5.2,3.24,"Iris_virginica","iris","petalwidth",1
6.2,3.4,5.4,0.65,"Iris_virginica","iris","petalwidth",1
5.9,3,5.1,0.98,"Iris_virginica","iris","petalwidth",1
