"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.7,2.8,4.5,1.22,"Iris_versicolor","iris","petalwidth",0.2
6.3,3.3,4.7,1.61,"Iris_versicolor","iris","petalwidth",0.2
4.9,2.4,3.3,0.98,"Iris_versicolor","iris","petalwidth",0.2
6.6,2.9,4.6,1.07,"Iris_versicolor","iris","petalwidth",0.2
5.2,2.7,3.9,1.17,"Iris_versicolor","iris","petalwidth",0.2
5,2,3.5,1.21,"Iris_versicolor","iris","petalwidth",0.2
5.9,3,4.2,1.39,"Iris_versicolor","iris","petalwidth",0.2
6,2.2,4,1.13,"Iris_versicolor","iris","petalwidth",0.2
6.1,2.9,4.7,1.66,"Iris_versicolor","iris","petalwidth",0.2
5.6,2.9,3.6,1.18,"Iris_versicolor","iris","petalwidth",0.2
6.7,3.1,4.4,1.29,"Iris_versicolor","iris","petalwidth",0.2
5.6,3,4.5,1.2,"Iris_versicolor","iris","petalwidth",0.2
5.8,2.7,4.1,1.29,"Iris_versicolor","iris","petalwidth",0.2
6.2,2.2,4.5,1.38,"Iris_versicolor","iris","petalwidth",0.2
5.6,2.5,3.9,1.04,"Iris_versicolor","iris","petalwidth",0.2
5.9,3.2,4.8,1.59,"Iris_versicolor","iris","petalwidth",0.2
6.1,2.8,4,1.41,"Iris_versicolor","iris","petalwidth",0.2
6.3,2.5,4.9,1.75,"Iris_versicolor","iris","petalwidth",0.2
6.1,2.8,4.7,1.23,"Iris_versicolor","iris","petalwidth",0.2
6.4,2.9,4.3,1.24,"Iris_versicolor","iris","petalwidth",0.2
6.6,3,4.4,1.15,"Iris_versicolor","iris","petalwidth",0.2
6.8,2.8,4.8,1.63,"Iris_versicolor","iris","petalwidth",0.2
6.7,3,5,1.81,"Iris_versicolor","iris","petalwidth",0.2
6,2.9,4.5,1.49,"Iris_versicolor","iris","petalwidth",0.2
5.7,2.6,3.5,1.18,"Iris_versicolor","iris","petalwidth",0.2
5.5,2.4,3.8,1.3,"Iris_versicolor","iris","petalwidth",0.2
5.5,2.4,3.7,0.93,"Iris_versicolor","iris","petalwidth",0.2
5.8,2.7,3.9,1.01,"Iris_versicolor","iris","petalwidth",0.2
6,2.7,5.1,1.75,"Iris_versicolor","iris","petalwidth",0.2
5.4,3,4.5,1.61,"Iris_versicolor","iris","petalwidth",0.2
6,3.4,4.5,1.52,"Iris_versicolor","iris","petalwidth",0.2
6.7,3.1,4.7,1.98,"Iris_versicolor","iris","petalwidth",0.2
6.3,2.3,4.4,0.91,"Iris_versicolor","iris","petalwidth",0.2
5.6,3,4.1,1.3,"Iris_versicolor","iris","petalwidth",0.2
5.5,2.5,4,1.47,"Iris_versicolor","iris","petalwidth",0.2
5.5,2.6,4.4,1.43,"Iris_versicolor","iris","petalwidth",0.2
6.1,3,4.6,1.55,"Iris_versicolor","iris","petalwidth",0.2
5.8,2.6,4,1.22,"Iris_versicolor","iris","petalwidth",0.2
5,2.3,3.3,1.12,"Iris_versicolor","iris","petalwidth",0.2
5.6,2.7,4.2,1.39,"Iris_versicolor","iris","petalwidth",0.2
5.7,3,4.2,1.2,"Iris_versicolor","iris","petalwidth",0.2
5.7,2.9,4.2,1.17,"Iris_versicolor","iris","petalwidth",0.2
6.2,2.9,4.3,1.49,"Iris_versicolor","iris","petalwidth",0.2
5.1,2.5,3,1.05,"Iris_versicolor","iris","petalwidth",0.2
5.7,2.8,4.1,1.26,"Iris_versicolor","iris","petalwidth",0.2
6.3,3.3,6,2.54,"Iris_virginica","iris","petalwidth",0.2
5.8,2.7,5.1,1.9,"Iris_virginica","iris","petalwidth",0.2
7.1,3,5.9,1.8,"Iris_virginica","iris","petalwidth",0.2
6.3,2.9,5.6,1.73,"Iris_virginica","iris","petalwidth",0.2
6.5,3,5.8,2.29,"Iris_virginica","iris","petalwidth",0.2
7.6,3,6.6,2.29,"Iris_virginica","iris","petalwidth",0.2
4.9,2.5,4.5,1.51,"Iris_virginica","iris","petalwidth",0.2
7.3,2.9,6.3,1.7,"Iris_virginica","iris","petalwidth",0.2
6.7,2.5,5.8,1.43,"Iris_virginica","iris","petalwidth",0.2
7.2,3.6,6.1,2.65,"Iris_virginica","iris","petalwidth",0.2
6.5,3.2,5.1,2,"Iris_virginica","iris","petalwidth",0.2
6.4,2.7,5.3,2.02,"Iris_virginica","iris","petalwidth",0.2
6.8,3,5.5,2.01,"Iris_virginica","iris","petalwidth",0.2
5.7,2.5,5,2.03,"Iris_virginica","iris","petalwidth",0.2
5.8,2.8,5.1,2.55,"Iris_virginica","iris","petalwidth",0.2
6.4,3.2,5.3,2.26,"Iris_virginica","iris","petalwidth",0.2
6.5,3,5.5,1.93,"Iris_virginica","iris","petalwidth",0.2
7.7,3.8,6.7,2.3,"Iris_virginica","iris","petalwidth",0.2
7.7,2.6,6.9,2.06,"Iris_virginica","iris","petalwidth",0.2
6,2.2,5,1.55,"Iris_virginica","iris","petalwidth",0.2
6.9,3.2,5.7,1.92,"Iris_virginica","iris","petalwidth",0.2
5.6,2.8,4.9,1.96,"Iris_virginica","iris","petalwidth",0.2
7.7,2.8,6.7,1.92,"Iris_virginica","iris","petalwidth",0.2
6.3,2.7,4.9,1.93,"Iris_virginica","iris","petalwidth",0.2
6.7,3.3,5.7,2.14,"Iris_virginica","iris","petalwidth",0.2
7.2,3.2,6,1.71,"Iris_virginica","iris","petalwidth",0.2
6.2,2.8,4.8,1.78,"Iris_virginica","iris","petalwidth",0.2
6.1,3,4.9,1.83,"Iris_virginica","iris","petalwidth",0.2
6.4,2.8,5.6,1.95,"Iris_virginica","iris","petalwidth",0.2
7.2,3,5.8,1.5,"Iris_virginica","iris","petalwidth",0.2
7.4,2.8,6.1,1.71,"Iris_virginica","iris","petalwidth",0.2
7.9,3.8,6.4,1.77,"Iris_virginica","iris","petalwidth",0.2
6.4,2.8,5.6,2.12,"Iris_virginica","iris","petalwidth",0.2
6.3,2.8,5.1,1.5,"Iris_virginica","iris","petalwidth",0.2
6.1,2.6,5.6,1.16,"Iris_virginica","iris","petalwidth",0.2
7.7,3,6.1,2.37,"Iris_virginica","iris","petalwidth",0.2
6.3,3.4,5.6,2.3,"Iris_virginica","iris","petalwidth",0.2
6.4,3.1,5.5,1.85,"Iris_virginica","iris","petalwidth",0.2
6,3,4.8,1.82,"Iris_virginica","iris","petalwidth",0.2
6.9,3.1,5.4,2.04,"Iris_virginica","iris","petalwidth",0.2
6.7,3.1,5.6,2.1,"Iris_virginica","iris","petalwidth",0.2
6.9,3.1,5.1,2.06,"Iris_virginica","iris","petalwidth",0.2
5.8,2.7,5.1,1.51,"Iris_virginica","iris","petalwidth",0.2
6.8,3.2,5.9,2.51,"Iris_virginica","iris","petalwidth",0.2
6.7,3.3,5.7,2.44,"Iris_virginica","iris","petalwidth",0.2
6.7,3,5.2,2.6,"Iris_virginica","iris","petalwidth",0.2
6.3,2.5,5,1.68,"Iris_virginica","iris","petalwidth",0.2
6.5,3,5.2,2.23,"Iris_virginica","iris","petalwidth",0.2
6.2,3.4,5.4,2.46,"Iris_virginica","iris","petalwidth",0.2
5.9,3,5.1,1.68,"Iris_virginica","iris","petalwidth",0.2
