COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR.AXIS_ASPECT_RATIO,MAX.LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR.AXIS_RECTANGULARITY,MAX.LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,class,dataset_name,altered_attribute,noise_level
95,46,105,213.29,68,9,201,33,23,148,223,602,201,69,5,38,191,202,opel,vehicle,RADIUS_RATIO,0.7
87,44,65,107.49,56,6,149,46,19,144,170,321,171,87,4,12,179,182,bus,vehicle,RADIUS_RATIO,0.7
82,45,66,289.54,126,52,148,45,19,144,237,326,185,119,1,1,181,185,bus,vehicle,RADIUS_RATIO,0.7
95,42,85,196.66,66,9,153,44,19,144,168,347,150,65,11,5,196,204,van,vehicle,RADIUS_RATIO,0.7
94,42,68,159.67,64,7,128,52,18,143,154,246,159,69,14,5,192,196,van,vehicle,RADIUS_RATIO,0.7
92,38,60,120.29,62,5,114,58,17,132,135,194,137,72,14,5,190,194,van,vehicle,RADIUS_RATIO,0.7
102,45,83,170.05,65,5,194,33,22,146,225,576,167,79,0,27,193,191,bus,vehicle,RADIUS_RATIO,0.7
108,53,103,251.78,64,10,220,30,25,168,224,711,214,73,11,10,188,199,saab,vehicle,RADIUS_RATIO,0.7
99,46,105,191.75,64,11,197,34,23,152,212,575,159,65,0,33,194,205,opel,vehicle,RADIUS_RATIO,0.7
85,39,77,166.64,59,8,150,45,19,134,176,331,133,73,0,16,184,193,opel,vehicle,RADIUS_RATIO,0.7
80,44,68,122.48,59,8,150,45,19,145,170,329,173,80,7,12,180,185,bus,vehicle,RADIUS_RATIO,0.7
99,48,79,241.55,68,6,185,35,22,153,202,524,171,74,5,8,195,195,bus,vehicle,RADIUS_RATIO,0.7
89,40,77,153.02,65,9,144,46,19,141,168,314,143,70,0,5,190,200,van,vehicle,RADIUS_RATIO,0.7
94,48,83,199.71,64,10,156,43,19,153,177,357,187,74,4,14,185,196,van,vehicle,RADIUS_RATIO,0.7
77,38,75,187.95,59,6,147,46,19,132,167,315,136,80,16,20,181,187,opel,vehicle,RADIUS_RATIO,0.7
88,35,50,130.6,58,5,114,59,17,122,132,192,138,74,21,4,182,187,opel,vehicle,RADIUS_RATIO,0.7
93,43,85,133.13,54,10,155,44,19,153,174,351,165,75,12,13,184,196,van,vehicle,RADIUS_RATIO,0.7
95,47,88,153.63,64,11,159,43,20,157,176,371,185,71,12,13,189,198,van,vehicle,RADIUS_RATIO,0.7
100,45,100,200.7,65,8,201,32,23,147,231,611,189,72,5,5,189,195,opel,vehicle,RADIUS_RATIO,0.7
109,53,109,219.99,69,12,221,31,25,169,226,712,212,72,13,28,188,201,saab,vehicle,RADIUS_RATIO,0.7
85,43,64,130.62,56,8,150,46,19,144,168,324,173,82,9,14,180,184,bus,vehicle,RADIUS_RATIO,0.7
93,49,79,188.51,65,7,173,37,21,158,189,463,194,70,5,10,197,202,bus,vehicle,RADIUS_RATIO,0.7
89,37,54,104.67,53,5,134,50,18,127,151,266,146,79,16,14,184,185,saab,vehicle,RADIUS_RATIO,0.7
90,48,78,145.25,59,11,160,43,20,160,173,370,185,76,10,11,183,192,van,vehicle,RADIUS_RATIO,0.7
92,40,82,152.12,63,9,146,45,19,140,165,319,137,64,9,0,199,206,van,vehicle,RADIUS_RATIO,0.7
90,36,57,129.4,57,6,121,56,17,127,137,216,132,68,22,23,190,195,saab,vehicle,RADIUS_RATIO,0.7
85,45,71,140.24,63,8,143,46,19,147,171,307,179,72,2,3,187,196,van,vehicle,RADIUS_RATIO,0.7
90,46,80,96.75,62,11,159,43,20,156,169,366,186,74,17,7,185,193,van,vehicle,RADIUS_RATIO,0.7
89,42,70,149.68,62,7,147,45,19,143,176,323,153,76,2,6,186,189,bus,vehicle,RADIUS_RATIO,0.7
85,41,66,148.04,65,22,149,45,19,139,173,330,155,75,6,16,184,191,bus,vehicle,RADIUS_RATIO,0.7
97,45,88,169.11,67,10,157,43,20,157,173,365,157,67,8,12,192,200,van,vehicle,RADIUS_RATIO,0.7
100,48,95,214.4,68,7,199,32,23,150,216,605,200,73,7,11,192,194,bus,vehicle,RADIUS_RATIO,0.7
100,46,104,157.98,60,9,197,34,23,147,222,578,198,73,13,13,189,197,saab,vehicle,RADIUS_RATIO,0.7
86,36,77,147.51,60,7,150,45,19,128,174,331,131,66,0,32,196,203,saab,vehicle,RADIUS_RATIO,0.7
97,42,101,181.41,59,9,186,36,22,138,208,511,168,67,7,41,194,206,saab,vehicle,RADIUS_RATIO,0.7
98,39,68,125.17,49,7,134,51,18,142,164,261,134,75,4,1,186,186,van,vehicle,RADIUS_RATIO,0.7
102,54,100,170.14,53,10,213,31,24,173,219,669,201,76,12,27,187,195,opel,vehicle,RADIUS_RATIO,0.7
89,47,83,283.54,133,48,158,43,20,163,229,364,176,97,0,14,184,194,van,vehicle,RADIUS_RATIO,0.7
86,48,75,126.3,58,10,161,43,20,163,170,371,185,75,3,1,183,192,van,vehicle,RADIUS_RATIO,0.7
87,42,64,119.25,64,10,133,50,18,142,157,264,159,67,7,1,193,201,van,vehicle,RADIUS_RATIO,0.7
88,37,63,100.16,58,5,125,54,18,130,141,230,145,74,14,20,184,188,saab,vehicle,RADIUS_RATIO,0.7
91,42,80,171.19,66,8,148,44,19,145,171,331,147,70,3,5,189,199,van,vehicle,RADIUS_RATIO,0.7
90,37,80,169.71,58,9,157,42,20,132,172,373,115,60,3,18,201,209,saab,vehicle,RADIUS_RATIO,0.7
81,42,63,93.83,55,8,149,46,19,145,166,320,172,86,7,7,179,182,bus,vehicle,RADIUS_RATIO,0.7
106,49,107,233.02,57,11,214,31,24,161,224,670,172,67,0,39,192,206,opel,vehicle,RADIUS_RATIO,0.7
80,43,68,125.12,54,8,150,45,19,145,171,329,176,85,4,8,179,183,bus,vehicle,RADIUS_RATIO,0.7
95,45,80,181.75,62,7,164,40,20,145,188,406,178,65,11,18,199,204,opel,vehicle,RADIUS_RATIO,0.7
103,54,107,172.1,64,12,222,30,25,174,221,728,199,67,0,18,189,200,opel,vehicle,RADIUS_RATIO,0.7
100,46,85,163.99,64,11,163,42,20,163,176,387,170,71,18,0,189,196,van,vehicle,RADIUS_RATIO,0.7
91,40,76,166.22,67,7,149,44,19,135,169,332,144,68,4,17,192,200,bus,vehicle,RADIUS_RATIO,0.7
90,43,72,153.75,59,8,154,42,19,144,174,360,158,61,15,9,203,209,saab,vehicle,RADIUS_RATIO,0.7
93,36,64,194.08,69,8,136,49,18,136,161,279,127,67,2,29,193,204,van,vehicle,RADIUS_RATIO,0.7
104,50,96,265.19,65,10,187,35,22,156,207,527,195,65,3,7,195,206,saab,vehicle,RADIUS_RATIO,0.7
94,44,84,168.61,74,6,184,35,22,145,208,525,154,73,4,22,196,197,bus,vehicle,RADIUS_RATIO,0.7
93,35,72,188.17,62,7,149,44,19,124,169,334,125,62,5,30,203,210,opel,vehicle,RADIUS_RATIO,0.7
106,49,106,188.32,64,9,208,32,24,158,224,645,184,68,1,24,190,202,saab,vehicle,RADIUS_RATIO,0.7
89,40,79,159.39,64,9,144,46,19,139,168,311,149,71,8,7,188,197,van,vehicle,RADIUS_RATIO,0.7
110,56,103,241.45,64,5,250,26,27,169,280,928,239,85,4,6,184,183,bus,vehicle,RADIUS_RATIO,0.7
85,36,78,154.9,55,7,147,45,19,128,168,321,134,64,10,24,197,203,opel,vehicle,RADIUS_RATIO,0.7
93,42,70,124.0,56,7,127,53,18,145,156,240,152,74,5,4,189,190,van,vehicle,RADIUS_RATIO,0.7
87,39,74,165.59,58,6,151,44,19,136,174,337,140,70,1,33,187,196,saab,vehicle,RADIUS_RATIO,0.7
91,45,75,155.43,57,6,150,44,19,146,170,335,180,66,16,2,193,198,opel,vehicle,RADIUS_RATIO,0.7
82,38,53,64.36,59,5,133,51,18,128,152,259,146,87,0,0,177,183,opel,vehicle,RADIUS_RATIO,0.7
107,52,101,205.74,64,11,202,33,23,164,219,610,192,65,17,2,197,206,opel,vehicle,RADIUS_RATIO,0.7
98,39,81,191.4,64,9,166,40,20,138,184,415,131,62,8,19,197,205,saab,vehicle,RADIUS_RATIO,0.7
85,40,72,139.91,59,5,132,50,18,135,159,260,150,68,3,9,191,195,saab,vehicle,RADIUS_RATIO,0.7
98,54,104,215.64,59,10,213,32,24,172,223,665,217,73,1,26,186,195,opel,vehicle,RADIUS_RATIO,0.7
103,54,91,191.0,57,11,220,31,25,170,220,707,198,72,1,32,186,198,opel,vehicle,RADIUS_RATIO,0.7
92,36,78,146.12,57,8,153,43,19,128,169,349,124,60,4,19,203,211,saab,vehicle,RADIUS_RATIO,0.7
110,51,104,189.25,57,12,213,31,24,162,226,674,190,68,18,2,191,199,saab,vehicle,RADIUS_RATIO,0.7
82,45,68,204.49,64,6,147,46,19,143,169,320,184,80,0,1,181,184,bus,vehicle,RADIUS_RATIO,0.7
98,38,70,146.91,52,8,130,53,18,139,157,243,132,74,0,13,186,185,van,vehicle,RADIUS_RATIO,0.7
108,51,103,217.56,60,11,211,31,24,160,222,661,187,67,7,3,190,200,opel,vehicle,RADIUS_RATIO,0.7
106,54,103,169.11,47,4,247,27,27,166,266,892,242,85,4,11,181,183,bus,vehicle,RADIUS_RATIO,0.7
94,45,81,191.03,67,9,145,46,19,147,164,313,179,66,11,14,194,202,van,vehicle,RADIUS_RATIO,0.7
96,49,98,198.49,59,6,213,31,24,152,228,680,210,77,8,28,188,189,bus,vehicle,RADIUS_RATIO,0.7
93,48,84,108.23,63,11,156,44,20,165,171,354,188,73,8,15,185,195,van,vehicle,RADIUS_RATIO,0.7
88,40,78,176.24,73,6,158,41,20,134,185,379,148,73,1,11,193,197,bus,vehicle,RADIUS_RATIO,0.7
84,39,90,179.71,60,7,177,37,21,131,209,469,145,71,4,38,190,198,opel,vehicle,RADIUS_RATIO,0.7
89,44,72,159.0,66,7,144,46,19,147,166,312,169,69,11,1,191,198,bus,vehicle,RADIUS_RATIO,0.7
93,37,73,184.2,68,7,151,43,19,131,175,347,135,68,1,22,196,205,bus,vehicle,RADIUS_RATIO,0.7
89,44,70,148.29,58,6,136,49,18,146,168,273,166,78,10,3,186,187,van,vehicle,RADIUS_RATIO,0.7
102,54,106,216.29,68,11,207,32,24,164,228,638,238,71,0,26,189,200,saab,vehicle,RADIUS_RATIO,0.7
78,36,60,153.27,56,6,123,55,17,124,141,221,121,78,3,16,178,185,opel,vehicle,RADIUS_RATIO,0.7
91,42,66,164.99,66,7,145,44,19,140,169,325,159,67,4,0,201,207,bus,vehicle,RADIUS_RATIO,0.7
84,35,53,132.99,57,4,116,59,17,123,135,196,128,76,10,27,183,190,saab,vehicle,RADIUS_RATIO,0.7
103,46,106,207.14,66,10,203,33,23,149,217,612,210,70,9,10,191,199,saab,vehicle,RADIUS_RATIO,0.7
100,41,75,197.78,71,5,176,36,21,138,204,479,151,72,7,19,197,197,bus,vehicle,RADIUS_RATIO,0.7
91,42,81,174.49,69,5,169,38,20,137,184,434,156,68,3,23,198,204,bus,vehicle,RADIUS_RATIO,0.7
98,45,76,154.34,60,7,157,42,20,148,184,371,186,69,13,10,190,196,opel,vehicle,RADIUS_RATIO,0.7
101,51,105,262.52,68,10,209,32,24,162,222,653,224,73,5,23,186,195,opel,vehicle,RADIUS_RATIO,0.7
90,36,78,178.08,64,8,157,42,19,126,182,367,142,66,1,20,192,198,opel,vehicle,RADIUS_RATIO,0.7
97,48,94,198.74,63,9,181,36,21,155,200,494,189,64,20,11,199,203,opel,vehicle,RADIUS_RATIO,0.7
87,40,81,174.85,68,10,146,46,19,139,167,317,157,70,0,13,189,199,van,vehicle,RADIUS_RATIO,0.7
93,43,76,160.69,57,7,149,44,19,143,172,335,176,69,14,0,189,194,saab,vehicle,RADIUS_RATIO,0.7
107,55,98,187.36,59,7,240,27,26,168,258,866,245,80,3,1,186,184,bus,vehicle,RADIUS_RATIO,0.7
92,37,86,140.73,60,7,158,42,20,131,181,373,144,68,9,21,190,196,saab,vehicle,RADIUS_RATIO,0.7
86,43,66,134.34,56,7,152,44,19,142,177,340,173,81,6,14,181,185,bus,vehicle,RADIUS_RATIO,0.7
107,56,104,230.79,71,11,219,31,25,172,226,705,217,71,19,11,189,196,saab,vehicle,RADIUS_RATIO,0.7
82,44,72,135.41,64,7,154,44,19,144,181,350,177,80,0,16,183,187,bus,vehicle,RADIUS_RATIO,0.7
81,46,71,133.44,56,7,153,44,19,149,172,342,191,81,3,14,180,186,bus,vehicle,RADIUS_RATIO,0.7
82,44,72,148.8,61,7,147,46,19,143,173,317,183,81,6,17,181,185,bus,vehicle,RADIUS_RATIO,0.7
93,47,85,137.83,66,11,156,44,20,158,172,355,178,74,7,15,183,195,van,vehicle,RADIUS_RATIO,0.7
90,36,74,205.13,60,8,157,42,19,128,177,367,123,61,6,21,197,204,saab,vehicle,RADIUS_RATIO,0.7
111,54,103,133.62,50,11,221,30,25,172,227,727,201,69,15,6,190,198,opel,vehicle,RADIUS_RATIO,0.7
103,55,100,200.22,62,11,212,31,24,175,217,666,219,73,10,14,187,194,opel,vehicle,RADIUS_RATIO,0.7
89,40,58,135.5,58,7,122,54,17,140,146,225,150,63,7,4,199,206,van,vehicle,RADIUS_RATIO,0.7
87,47,81,171.54,62,9,147,45,19,152,171,325,181,72,0,6,188,198,van,vehicle,RADIUS_RATIO,0.7
92,46,79,166.1,64,8,162,41,20,149,183,396,178,67,2,10,191,198,opel,vehicle,RADIUS_RATIO,0.7
85,42,64,106.31,55,7,149,46,19,146,167,323,172,85,1,6,179,182,bus,vehicle,RADIUS_RATIO,0.7
86,46,70,181.47,65,8,149,45,19,146,170,331,185,77,6,6,183,188,bus,vehicle,RADIUS_RATIO,0.7
101,56,100,178.75,55,11,214,31,24,175,219,681,224,74,2,3,185,192,opel,vehicle,RADIUS_RATIO,0.7
94,39,89,171.93,62,9,172,38,21,135,191,444,121,63,4,23,201,209,opel,vehicle,RADIUS_RATIO,0.7
86,37,69,181.89,63,8,138,48,18,134,163,284,124,71,1,6,189,195,van,vehicle,RADIUS_RATIO,0.7
90,41,71,149.32,68,7,150,44,19,138,175,336,157,71,3,18,192,197,bus,vehicle,RADIUS_RATIO,0.7
104,49,89,157.07,54,4,212,31,24,153,238,682,198,78,1,23,190,189,bus,vehicle,RADIUS_RATIO,0.7
89,36,72,138.99,56,7,138,48,18,126,163,286,130,72,1,1,187,192,opel,vehicle,RADIUS_RATIO,0.7
90,39,86,180.23,62,7,162,41,20,131,194,388,147,74,1,22,185,191,opel,vehicle,RADIUS_RATIO,0.7
84,44,77,157.44,59,5,152,44,19,143,175,344,177,77,8,2,183,187,saab,vehicle,RADIUS_RATIO,0.7
104,57,103,216.38,69,11,219,30,25,176,228,708,219,73,4,3,186,196,opel,vehicle,RADIUS_RATIO,0.7
83,44,68,141.52,61,8,147,45,19,143,170,325,180,74,1,1,185,191,bus,vehicle,RADIUS_RATIO,0.7
85,39,57,166.54,56,6,114,58,17,135,134,195,145,64,17,7,197,202,van,vehicle,RADIUS_RATIO,0.7
