"loc","v_g","ev_g","iv_g","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","class","dataset_name","altered_attribute","noise_level"
56,5,1,4,178,988.72,0.08,13.19,74.95,13042.34,0.33,1165.5,48,1,5,0,13,34,109,69,9,"true","kc1","t",0.9
21,1,1,1,76,365.36,0.16,6.2,58.93,2265.23,0.12,1118.9,14,0,0,0,8,20,45,31,1,"true","kc1","t",0.9
43,6,5,5,95,508.97,0.05,18.9,26.93,9619.48,0.17,964.55,30,0,10,0,21,20,59,36,11,"true","kc1","t",0.9
12,4,1,2,44,199.04,0.1,9.82,20.27,1954.18,0.07,1783.82,10,0,0,0,12,11,26,18,7,"true","kc1","t",0.9
11,1,1,1,26,98.99,0.17,6,16.5,593.95,0.03,-1695.71,8,0,1,0,8,6,17,9,1,"true","kc1","t",0.9
26,2,1,2,68,319.63,0.14,7.15,44.72,2284.41,0.11,1361.53,21,0,3,0,9,17,41,27,3,"true","kc1","t",0.9
80,11,1,11,274,1637.77,0.03,28.71,57.05,47016.12,0.55,2536.56,66,2,10,0,22,41,167,107,21,"true","kc1","t",0.9
63,8,1,8,185,1069.55,0.04,24.33,43.95,26025.75,0.36,2062.77,52,2,7,0,22,33,112,73,15,"true","kc1","t",0.9
10,2,1,2,23,87.57,0.08,12.83,6.82,1123.8,0.03,-528.91,8,0,0,0,11,3,16,7,3,"true","kc1","t",0.9
9,2,1,1,31,129.27,0.18,5.6,23.08,723.9,0.04,737.77,6,0,0,0,8,10,17,14,3,"true","kc1","t",0.9
35,5,1,4,89,448.95,0.05,20.4,22.01,9158.6,0.15,1469.98,29,1,3,0,18,15,55,34,9,"true","kc1","t",0.9
9,1,1,1,25,92.51,0.4,2.5,37,231.28,0.03,368.38,7,0,0,0,5,8,17,8,1,"true","kc1","t",0.9
16,2,1,2,35,136.74,0.07,13.75,9.94,1880.19,0.05,503.58,11,0,1,2,11,4,25,10,3,"true","kc1","t",0.9
5,1,1,1,10,28.07,0.27,3.75,7.49,105.28,0.01,120.28,3,0,0,0,5,2,7,3,1,"true","kc1","t",0.9
16,1,1,1,28,109.39,0.22,4.57,23.93,500.08,0.04,-65.24,11,1,1,0,8,7,20,8,3,"true","kc1","t",0.9
4,1,1,1,7,19.65,0.33,3,6.55,58.95,0.01,835.39,2,0,0,0,6,1,6,1,1,"true","kc1","t",0.9
12,2,1,2,24,88.81,0.29,3.43,25.9,304.49,0.03,6.24,8,2,0,0,6,7,16,8,3,"true","kc1","t",0.9
8,2,1,1,20,74.01,0.19,5.25,14.1,388.55,0.02,1311.08,5,0,0,0,7,6,11,9,3,"true","kc1","t",0.9
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,-566.79,2,0,0,0,4,1,4,1,1,"true","kc1","t",0.9
14,2,1,2,29,120.93,0.15,6.87,17.59,831.38,0.04,156.88,11,1,0,0,10,8,18,11,3,"true","kc1","t",0.9
56,3,1,2,101,537.51,0.13,7.5,71.67,4031.36,0.18,-289.64,33,5,14,0,10,30,56,45,5,"true","kc1","t",0.9
30,2,1,2,55,248.8,0.11,9.17,27.14,2280.63,0.08,-411.44,21,0,4,0,11,12,35,20,3,"true","kc1","t",0.9
52,8,1,8,247,1440.72,0.04,23.08,62.43,33247.47,0.48,3170.33,45,0,2,3,18,39,147,100,15,"true","kc1","t",0.9
41,6,3,6,109,572.02,0.05,18.45,31,10553.84,0.19,-1097.94,35,0,2,0,18,20,68,41,11,"true","kc1","t",0.9
4,1,1,1,1,0,0,0,0,0,0,73.37,1,1,0,0,1,0,1,0,1,"true","kc1","t",0.9
15,1,1,1,26,101.58,0.29,3.5,29.02,355.53,0.03,-280.2,8,2,3,0,7,8,18,8,1,"true","kc1","t",0.9
9,1,1,1,31,107.24,0.29,3.43,31.28,367.69,0.04,-148.97,7,0,0,0,4,7,19,12,1,"true","kc1","t",0.9
5,1,1,1,8,24,0.33,3,8,72,0.01,182.07,3,0,0,0,6,2,6,2,1,"true","kc1","t",0.9
25,1,1,1,65,309.07,0.15,6.5,47.55,2008.94,0.1,939.46,13,1,2,0,9,18,39,26,1,"true","kc1","t",0.9
45,1,1,1,0,0,0,0,0,0,0,-644.77,0,0,0,0,0,0,0,0,1,"true","kc1","t",0.9
4,1,1,1,4,8,0.67,1.5,5.33,12,0,1650.5,2,0,0,0,3,1,3,1,1,"true","kc1","t",0.9
23,3,1,2,70,316.65,0.07,14.18,22.33,4490.66,0.11,559.52,18,1,1,0,12,11,44,26,5,"true","kc1","t",0.9
14,1,1,1,33,134.89,0.24,4.2,32.11,566.52,0.04,-1826.18,10,0,0,0,7,10,21,12,1,"true","kc1","t",0.9
18,2,1,1,39,156,0.1,9.64,16.18,1504.29,0.05,-1736.14,14,0,2,0,9,7,24,15,3,"true","kc1","t",0.9
40,4,1,3,110,544.96,0.07,15.17,35.93,8265.25,0.18,-23.45,31,1,2,0,13,18,68,42,7,"true","kc1","t",0.9
24,3,1,2,80,371.51,0.07,13.85,26.83,5143.96,0.12,-453.15,18,1,1,0,12,13,50,30,5,"true","kc1","t",0.9
52,6,1,5,133,670.9,0.06,16.25,41.29,10902.2,0.22,347.45,43,3,2,0,13,20,83,50,11,"true","kc1","t",0.9
11,1,1,1,14,51.81,0.25,4,12.95,207.22,0.02,-711.66,6,0,1,0,8,5,9,5,1,"true","kc1","t",0.9
23,6,6,2,70,346.79,0.05,19.79,17.52,6863.63,0.12,2440.45,17,0,4,0,19,12,45,25,11,"true","kc1","t",0.9
4,1,1,1,4,8,0.67,1.5,5.33,12,0,1450.91,2,0,0,0,3,1,3,1,1,"true","kc1","t",0.9
38,8,8,5,191,1123.58,0.04,28.27,39.75,31758.83,0.37,2104.57,26,1,8,0,27,32,124,67,15,"true","kc1","t",0.9
113,15,11,14,527,3493.67,0.03,33.28,104.99,116258.98,1.16,8384.85,88,5,18,0,25,74,330,197,29,"true","kc1","t",0.9
8,1,1,1,26,106.27,0.26,3.85,27.6,409.16,0.04,70.01,4,0,2,0,7,10,15,11,1,"true","kc1","t",0.9
38,6,3,6,167,894.71,0.05,20.8,43.01,18609.99,0.3,583.31,26,0,10,0,16,25,102,65,11,"true","kc1","t",0.9
47,13,10,10,231,1303.73,0.03,36.93,35.3,48144.92,0.43,3294.44,40,0,5,0,22,28,137,94,25,"true","kc1","t",0.9
8,1,1,1,17,60.94,0.2,5,12.19,304.72,0.02,-2293.31,4,0,2,0,8,4,12,5,1,"true","kc1","t",0.9
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,562.99,2,0,0,0,3,2,3,2,1,"true","kc1","t",0.9
15,3,1,1,43,204.46,0.1,9.69,21.1,1981.69,0.07,1457.16,10,0,3,0,14,13,25,18,5,"true","kc1","t",0.9
38,5,1,5,61,307.71,0.07,15,20.51,4615.62,0.1,823.48,19,0,17,0,18,15,36,25,7,"true","kc1","t",0.9
48,12,1,11,177,977.67,0.04,26.92,36.31,26321.9,0.33,2241.8,38,2,6,0,20,26,107,70,21,"true","kc1","t",0.9
70,15,14,3,293,1662.02,0.02,41.3,40.24,68641.45,0.55,3694.87,52,0,11,0,21,30,175,118,29,"true","kc1","t",0.9
23,5,3,3,116,633.29,0.04,22.8,27.78,14439.1,0.21,381.8,16,0,5,0,24,20,78,38,9,"true","kc1","t",0.9
27,8,6,5,128,694.56,0.05,20.16,34.45,14002.37,0.23,812.61,22,0,3,0,18,25,72,56,15,"true","kc1","t",0.9
10,1,1,1,26,104,0.23,4.28,24.31,444.89,0.03,-1120.24,5,0,3,0,7,9,15,11,1,"true","kc1","t",0.9
13,1,1,1,46,213.62,0.13,7.46,28.62,1594.5,0.07,-595.67,9,2,0,0,11,14,27,19,1,"true","kc1","t",0.9
23,8,8,8,109,545,0.07,14.71,37.05,8017.24,0.18,-269.54,19,0,1,0,13,19,66,43,15,"true","kc1","t",0.9
11,4,4,4,38,164.23,0.1,9.78,16.8,1605.84,0.05,-23.42,8,0,1,0,11,9,22,16,7,"true","kc1","t",0.9
9,2,1,2,42,184.48,0.13,7.73,23.87,1425.51,0.06,-830.95,6,0,1,0,10,11,25,17,3,"true","kc1","t",0.9
11,3,3,2,43,202.12,0.14,6.97,29.01,1408.1,0.07,222.38,7,0,2,0,11,15,24,19,5,"true","kc1","t",0.9
49,8,1,7,185,1088.29,0.06,17.81,61.1,19385.15,0.36,2515.77,35,3,9,0,19,40,110,75,15,"true","kc1","t",0.9
53,11,6,9,354,2139.72,0.02,44.31,48.29,94805.86,0.71,3045.31,43,0,8,0,27,39,226,128,21,"true","kc1","t",0.9
21,5,4,2,81,418.76,0.05,21,19.94,8794.04,0.14,3114.62,13,0,6,0,21,15,51,30,9,"true","kc1","t",0.9
16,4,1,4,86,430,0.11,8.9,48.29,3829.05,0.14,179.9,11,0,3,0,11,21,52,34,7,"true","kc1","t",0.9
22,5,3,4,123,679.4,0.04,25,27.18,16984.95,0.23,1003.51,15,0,5,0,25,21,81,42,9,"true","kc1","t",0.9
24,5,3,4,129,724.3,0.04,24.87,29.12,18012.97,0.24,2311.79,19,0,3,0,26,23,85,44,9,"true","kc1","t",0.9
27,6,1,5,131,697.17,0.05,18.67,37.35,13013.89,0.23,-218.37,22,0,3,0,16,24,75,56,11,"true","kc1","t",0.9
27,5,1,4,93,408.49,0.05,21.33,19.15,8714.36,0.14,-18.5,20,0,5,0,12,9,61,32,9,"true","kc1","t",0.9
39,9,9,5,208,1233.59,0.03,35.34,34.9,43599.82,0.41,2866.74,29,0,8,0,29,32,130,78,17,"true","kc1","t",0.9
16,3,1,3,58,275.78,0.14,7,39.4,1930.48,0.09,1111.19,12,0,2,0,9,18,30,28,5,"true","kc1","t",0.9
19,4,1,4,86,426.06,0.08,12.28,34.7,5231.08,0.14,11.34,13,0,4,0,13,18,52,34,7,"true","kc1","t",0.9
66,16,11,15,259,1608.25,0.04,25.03,64.25,40253.51,0.54,3181.55,45,1,18,0,23,51,148,111,31,"true","kc1","t",0.9
12,2,1,2,22,81.41,0.14,7.2,11.31,586.15,0.03,-1195.12,9,0,1,0,8,5,13,9,3,"true","kc1","t",0.9
19,5,5,4,84,423.73,0.07,14.17,29.91,6002.83,0.14,603.72,14,0,3,0,15,18,50,34,9,"true","kc1","t",0.9
9,3,3,2,50,216.1,0.07,13.5,16.01,2917.3,0.07,-727.39,5,0,2,0,12,8,32,18,5,"true","kc1","t",0.9
29,4,3,3,69,348.06,0.1,9.95,34.99,3462.31,0.12,-118.44,22,0,5,0,14,19,42,27,7,"true","kc1","t",0.9
286,27,5,25,481,2948.19,0.04,27.42,107.5,80852.59,0.98,4525.64,198,44,35,3,17,53,310,171,53,"true","kc1","t",0.9
26,3,1,3,68,326.9,0.09,11,29.72,3595.9,0.11,1383.65,21,0,1,0,14,14,46,22,5,"true","kc1","t",0.9
64,11,1,11,177,954.44,0.06,18.15,52.58,17326.76,0.32,-287.35,58,2,2,0,16,26,118,59,21,"true","kc1","t",0.9
47,4,1,4,92,442.28,0.08,12.38,35.74,5473.17,0.15,574.76,38,2,5,0,12,16,59,33,7,"true","kc1","t",0.9
107,9,7,7,187,1109.05,0.05,19.95,55.59,22125.51,0.37,2642.13,71,11,19,2,21,40,111,76,17,"true","kc1","t",0.9
107,9,7,7,178,1051.43,0.05,19.65,53.5,20664.58,0.35,315.37,70,11,20,2,21,39,105,73,17,"true","kc1","t",0.9
74,5,3,4,131,727.65,0.07,14.45,50.35,10515.73,0.24,247.64,46,9,11,3,16,31,75,56,9,"true","kc1","t",0.9
37,4,1,4,75,348.29,0.09,10.61,32.84,3694.35,0.12,979.02,27,3,5,0,11,14,48,27,7,"true","kc1","t",0.9
79,7,1,6,161,889.29,0.07,14.03,63.37,12478.8,0.3,1051.05,59,6,12,0,15,31,103,58,13,"true","kc1","t",0.9
134,15,8,14,303,1804.12,0.03,30.22,59.7,54519.67,0.6,3827.72,90,11,28,3,21,41,185,118,29,"true","kc1","t",0.9
55,4,3,3,152,894.16,0.06,16.14,55.37,14440.71,0.3,-50.53,37,3,7,0,19,40,84,68,7,"true","kc1","t",0.9
22,3,1,2,61,279.68,0.08,12,23.31,3356.19,0.09,-1021.93,15,1,1,0,12,12,37,24,5,"true","kc1","t",0.9
22,3,1,2,73,325.54,0.06,16.2,20.09,5273.72,0.11,492.5,16,1,1,0,12,10,46,27,5,"true","kc1","t",0.9
8,3,1,3,13,36.5,0.2,5,7.3,182.48,0.01,2029.21,5,0,1,0,5,2,9,4,5,"true","kc1","t",0.9
151,18,4,16,439,2790.97,0.03,38.54,72.43,107551.84,0.93,5173.27,120,3,24,2,26,56,273,166,34,"true","kc1","t",0.9
2,1,1,1,3,4.75,1,1,4.75,4.75,0,441.09,0,0,0,0,2,1,2,1,1,"true","kc1","t",0.9
2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,-435.59,0,0,0,0,4,1,4,1,1,"true","kc1","t",0.9
70,13,4,12,291,1795.45,0.03,33.41,53.74,59984.29,0.6,3744.97,56,2,4,1,28,44,186,105,31,"true","kc1","t",0.9
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,1105.7,0,0,0,0,5,2,5,2,1,"true","kc1","t",0.9
2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,-224.71,0,0,0,0,5,1,5,1,1,"true","kc1","t",0.9
27,1,1,1,37,154.29,0.22,4.5,34.29,694.29,0.05,700.91,9,5,4,0,6,12,19,18,1,"true","kc1","t",0.9
57,1,1,1,123,679.4,0.15,6.57,103.45,4461.99,0.23,-281.95,42,2,11,0,9,37,69,54,1,"true","kc1","t",0.9
4,1,1,1,4,8,0.67,1.5,5.33,12,0,-270.75,2,0,0,0,3,1,3,1,1,"true","kc1","t",0.9
7,1,1,1,15,45,0.5,2,22.5,90,0.02,-55.73,5,0,0,0,4,4,11,4,1,"true","kc1","t",0.9
7,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,1142.37,4,0,1,0,5,2,6,3,1,"true","kc1","t",0.9
16,2,1,2,32,118.41,0.14,7.2,16.45,852.58,0.04,-486.59,13,0,1,0,8,5,23,9,3,"true","kc1","t",0.9
11,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,1708.71,6,0,1,0,6,4,7,4,1,"true","kc1","t",0.9
8,2,1,1,17,62.91,0.15,6.75,9.32,424.63,0.02,1150.33,6,0,0,0,9,4,11,6,3,"true","kc1","t",0.9
62,14,1,9,445,3011.84,0.02,41.88,71.91,126141.8,1,7630.68,50,0,5,0,37,72,282,163,36,"true","kc1","t",0.9
39,4,1,4,88,423.05,0.07,13.43,31.49,5682.93,0.14,-381.91,34,1,2,0,13,15,57,31,7,"true","kc1","t",0.9
165,13,11,12,365,2206.2,0.02,43.27,50.99,95460.74,0.74,5902.12,112,22,23,0,27,39,240,125,25,"true","kc1","t",0.9
45,3,1,3,83,403.21,0.08,12.19,33.08,4914.15,0.13,934.22,25,11,7,0,13,16,53,30,5,"true","kc1","t",0.9
3,1,1,1,1,0,0,0,0,0,0,416.3,1,0,0,0,1,0,1,0,1,"true","kc1","t",0.9
21,2,1,2,61,279.68,0.16,6.43,43.51,1797.96,0.09,1020.36,15,0,0,0,10,14,43,18,3,"true","kc1","t",0.9
23,1,1,1,69,331.71,0.18,5.6,59.23,1857.56,0.11,-618.34,13,0,0,0,8,20,41,28,1,"true","kc1","t",0.9
12,1,1,1,24,98.1,0.26,3.85,25.48,377.68,0.03,-230.33,6,0,0,0,7,10,13,11,1,"true","kc1","t",0.9
44,7,1,5,124,650.74,0.07,14,46.48,9110.4,0.22,27.9,35,2,3,0,14,24,76,48,13,"true","kc1","t",0.9
17,4,3,3,34,136,0.13,7.71,17.63,1049.14,0.05,-228.46,14,0,1,0,9,7,22,12,7,"true","kc1","t",0.9
40,5,3,4,95,470.65,0.07,13.72,34.3,6458.35,0.16,1485.97,35,0,3,0,13,18,57,38,9,"true","kc1","t",0.9
179,13,4,12,361,2241.61,0.04,22.82,98.25,51144.16,0.75,1508.6,131,24,22,0,17,57,208,153,25,"true","kc1","t",0.9
92,8,3,8,212,1184.01,0.07,15.17,78.07,17957.52,0.39,971.9,75,5,2,0,12,36,121,91,15,"true","kc1","t",0.9
14,1,1,1,26,108.42,0.33,3,36.14,325.25,0.04,-27.31,4,0,1,0,6,12,14,12,1,"true","kc1","t",0.9
92,8,3,8,203,1121.28,0.07,15.35,73.03,17214.99,0.37,892.8,75,4,4,0,12,34,116,87,15,"true","kc1","t",0.9
64,4,1,4,138,744.14,0.09,10.82,68.76,8053.51,0.25,1519.12,45,12,5,0,11,31,77,61,7,"true","kc1","t",0.9
184,16,12,13,437,2922,0.03,33.6,86.96,98179.22,0.97,4928.22,137,27,18,0,28,75,257,180,31,"true","kc1","t",0.9
17,4,3,3,32,125.02,0.12,8.25,15.15,1031.42,0.04,785.37,15,0,0,0,9,6,21,11,7,"true","kc1","t",0.9
38,5,3,4,93,460.74,0.08,13,35.44,5989.62,0.15,-658.37,34,0,2,0,13,18,57,36,9,"true","kc1","t",0.9
6,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,-606.95,3,0,1,0,4,3,4,3,1,"true","kc1","t",0.9
41,4,1,4,85,421.11,0.1,10.47,40.21,4409.92,0.14,508.59,35,0,3,0,13,18,56,29,7,"true","kc1","t",0.9
13,1,1,1,7,16.25,1.33,0.75,21.67,12.19,0.01,933.51,8,0,1,0,1,4,1,6,1,"true","kc1","t",0.9
20,4,3,3,36,147.15,0.14,7.31,20.12,1076.02,0.05,368.8,14,0,3,0,9,8,23,13,7,"true","kc1","t",0.9
50,5,4,4,122,625.77,0.06,16.5,37.93,10325.25,0.21,-1854.27,43,2,3,0,15,20,78,44,9,"true","kc1","t",0.9
17,1,1,1,50,219.62,0.2,5,43.92,1098.08,0.07,36.08,9,0,1,0,7,14,30,20,1,"true","kc1","t",0.9
41,6,5,5,95,508.97,0.05,18.9,26.93,9619.48,0.17,834.02,29,0,9,0,21,20,59,36,11,"true","kc1","t",0.9
29,4,1,1,60,278.63,0.08,12.46,22.36,3472.18,0.09,1667.12,22,0,2,0,12,13,33,27,7,"true","kc1","t",0.9
125,8,5,7,272,1704.57,0.06,17.69,96.33,30162.15,0.57,559.29,88,19,16,0,18,59,156,116,15,"true","kc1","t",0.9
42,5,3,4,113,570.02,0.06,15.47,36.84,8820.26,0.19,1183.8,38,0,2,0,14,19,71,42,9,"true","kc1","t",0.9
17,4,3,3,32,125.02,0.12,8.25,15.15,1031.42,0.04,1083.48,15,0,0,0,9,6,21,11,7,"true","kc1","t",0.9
14,3,3,3,40,169.92,0.11,8.94,19.01,1518.63,0.06,85.31,10,0,1,0,11,8,27,13,5,"true","kc1","t",0.9
9,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,-922.12,5,0,2,0,4,2,4,2,1,"true","kc1","t",0.9
3,1,1,1,1,0,0,0,0,0,0,-514.72,1,0,0,0,1,0,1,0,1,"true","kc1","t",0.9
11,2,1,2,26,108.42,0.29,3.5,30.98,379.46,0.04,495.87,9,0,0,0,7,11,15,11,3,"true","kc1","t",0.9
35,3,1,3,105,546.99,0.08,12.78,42.79,6991.99,0.18,1635.15,26,4,3,0,14,23,63,42,5,"true","kc1","t",0.9
7,2,1,2,11,34.87,0.19,5.25,6.64,183.06,0.01,1648.87,5,0,0,0,7,2,8,3,3,"true","kc1","t",0.9
34,5,1,5,99,490.47,0.05,18.75,26.16,9196.23,0.16,239.32,27,0,2,0,15,16,59,40,9,"true","kc1","t",0.9
24,4,1,3,55,261.51,0.06,17.45,14.98,4564.69,0.09,706.97,19,0,3,0,16,11,31,24,7,"true","kc1","t",0.9
35,4,1,4,85,432.43,0.07,13.82,31.3,5974.42,0.14,813.4,28,1,3,1,15,19,50,35,7,"true","kc1","t",0.9
48,4,1,4,132,692.73,0.05,20.7,33.47,14339.44,0.23,-428.13,41,0,3,2,18,20,86,46,7,"true","kc1","t",0.9
61,7,1,7,167,942.52,0.09,11.57,81.45,10906.35,0.31,561.31,47,3,9,0,15,35,113,54,13,"true","kc1","t",0.9
