"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
2.6881,4.43,-0.46641,-0.69268,"0","banknote","skewness",0.4
3.6289,-2.04,1.6277,0.77627,"0","banknote","skewness",0.4
4.5679,1.22,-2.1055,0.29653,"0","banknote","skewness",0.4
3.4805,7.92,-3.7541,-3.4379,"0","banknote","skewness",0.4
4.1711,5.2,-3.0224,-0.59699,"0","banknote","skewness",0.4
-0.2062,7.75,-3.7044,-6.8103,"0","banknote","skewness",0.4
-0.00689189999999999,9.29,-0.41243,-1.9638,"0","banknote","skewness",0.4
0.96441,1.71,2.3235,0.066365,"0","banknote","skewness",0.4
2.8561,5.78,-0.79372,0.48403,"0","banknote","skewness",0.4
-0.7869,9.24,-3.7867,-7.5034,"0","banknote","skewness",0.4
2.0843,6.52,0.48382,-2.2134,"0","banknote","skewness",0.4
-0.7869,10.19,-3.7867,-7.5034,"0","banknote","skewness",0.4
3.9102,7.26,-2.4534,-0.68234,"0","banknote","skewness",0.4
1.6349,2.46,2.8753,0.087054,"0","banknote","skewness",0.4
4.3239,-6.31,3.4356,-0.5776,"0","banknote","skewness",0.4
5.262,5.26,-1.5572,1.0103,"0","banknote","skewness",0.4
3.1452,6.67,-0.51439,-1.4944,"0","banknote","skewness",0.4
2.549,6.58,-1.1605,-1.2371,"0","banknote","skewness",0.4
4.9264,6.28,-2.4774,-0.50648,"0","banknote","skewness",0.4
4.8265,4.77,1.6371,1.1875,"0","banknote","skewness",0.4
2.5635,7.17,-0.61979,0.38576,"0","banknote","skewness",0.4
5.807,4.4,-2.2384,0.43878,"0","banknote","skewness",0.4
3.1377,-7.52,4.5701,0.98963,"0","banknote","skewness",0.4
-0.78289,8.94,-0.37644,-7.0495,"0","banknote","skewness",0.4
2.888,0.19,4.5907,-0.24398,"0","banknote","skewness",0.4
0.49665,6.44,1.7785,-0.47156,"0","banknote","skewness",0.4
4.2586,14.72,-4.0943,-4.3457,"0","banknote","skewness",0.4
1.7939,-3.44,1.5454,-0.26079,"0","banknote","skewness",0.4
5.4021,6.23,-1.1536,1.5651,"0","banknote","skewness",0.4
2.5367,-4.2,2.0938,0.20085,"0","banknote","skewness",0.4
4.6054,-3.41,2.7587,0.31981,"0","banknote","skewness",0.4
2.4235,9.27,-3.0789,-2.7746,"0","banknote","skewness",0.4
1.0009,8.53,-0.28219,-2.6608,"0","banknote","skewness",0.4
0.12326,8.8,-0.9351,-2.4332,"0","banknote","skewness",0.4
3.9529,-3.14,2.3792,0.48274,"0","banknote","skewness",0.4
4.1373,4.76,1.093,1.8276,"0","banknote","skewness",0.4
4.7181,9.87,-3.9486,-3.8582,"0","banknote","skewness",0.4
4.1654,-2.12,3.643,1.0879,"0","banknote","skewness",0.4
4.4069,9.95,-4.5775,-4.4271,"0","banknote","skewness",0.4
2.3066,2.77,0.57551,0.41938,"0","banknote","skewness",0.4
3.7935,9.49,-2.5477,-1.872,"0","banknote","skewness",0.4
0.049175,4.07,1.7828,-0.72113,"0","banknote","skewness",0.4
0.24835,12.98,0.9885,-0.87371,"0","banknote","skewness",0.4
1.1317,1.67,3.3979,0.84351,"0","banknote","skewness",0.4
2.8033,11.19,-3.3668,-1.0224,"0","banknote","skewness",0.4
4.4682,2.96,0.95766,0.83058,"0","banknote","skewness",0.4
5.0185,11.32,-2.9375,-1.281,"0","banknote","skewness",0.4
1.8664,1.87,-0.23849,-2.9634,"0","banknote","skewness",0.4
3.245,5.03,-0.63435,0.86937,"0","banknote","skewness",0.4
4.0296,0.9,0.80685,0.71679,"0","banknote","skewness",0.4
-1.1313,1.79,7.5339,1.022,"0","banknote","skewness",0.4
0.87603,0.37,0.84198,-0.17156,"0","banknote","skewness",0.4
4.1197,-5.38,2.0707,0.67412,"0","banknote","skewness",0.4
3.8027,-2.79,2.1041,1.0245,"0","banknote","skewness",0.4
1.4806,5.29,-2.7876,-1.0341,"0","banknote","skewness",0.4
4.0632,7.2,0.72545,0.39481,"0","banknote","skewness",0.4
4.3064,9.65,-2.7824,-1.4336,"0","banknote","skewness",0.4
2.4486,-4.41,7.9632,0.20602,"0","banknote","skewness",0.4
3.2718,3.62,2.1161,0.61334,"0","banknote","skewness",0.4
-0.64472,-5.84,8.347,-2.7099,"0","banknote","skewness",0.4
2.9543,0.89,0.64577,0.89394,"0","banknote","skewness",0.4
2.1616,-8.71,8.1517,-0.081048,"0","banknote","skewness",0.4
3.82,9.71,-4.0112,-5.0284,"0","banknote","skewness",0.4
-2.7419,13.4,2.5394,-5.5793,"0","banknote","skewness",0.4
3.3669,-5.64,3.6935,-1.1427,"0","banknote","skewness",0.4
4.5597,-1.69,2.6413,1.6168,"0","banknote","skewness",0.4
5.1129,-2.91,0.62863,1.1189,"0","banknote","skewness",0.4
3.3397,-2.26,3.9823,-0.23751,"0","banknote","skewness",0.4
4.2027,-2.47,0.96108,0.97282,"0","banknote","skewness",0.4
3.5438,0.21,1.997,2.1547,"0","banknote","skewness",0.4
2.3136,12.74,-3.5288,-4.7672,"0","banknote","skewness",0.4
-1.8584,12.75,-1.6643,-1.8384,"0","banknote","skewness",0.4
3.106,8.83,-4.2536,-4.003,"0","banknote","skewness",0.4
2.9163,10.21,-3.3437,-4.122,"0","banknote","skewness",0.4
3.9922,-1.29,3.7304,-0.1095,"0","banknote","skewness",0.4
1.518,9.34,0.094818,-0.026738,"0","banknote","skewness",0.4
3.2351,11.24,-3.2074,-2.5948,"0","banknote","skewness",0.4
4.2188,9.04,-1.2804,0.76076,"0","banknote","skewness",0.4
1.7819,3.12,-1.2744,-1.5759,"0","banknote","skewness",0.4
2.5331,-0.24,-0.822,-0.12243,"0","banknote","skewness",0.4
3.8969,9.82,-1.8245,0.14007,"0","banknote","skewness",0.4
2.108,9.72,-0.1708,0.4905,"0","banknote","skewness",0.4
2.8969,-1.67,2.29,1.8663,"0","banknote","skewness",0.4
0.9297,-0.41,4.6429,-0.2957,"0","banknote","skewness",0.4
3.4642,10.27,-3.4071,-4.109,"0","banknote","skewness",0.4
4.0713,12.95,-4.1722,-4.7582,"0","banknote","skewness",0.4
-1.4572,10.79,1.7425,-5.1241,"0","banknote","skewness",0.4
-1.5075,2.02,7.1466,0.89136,"0","banknote","skewness",0.4
-0.91718,10.95,1.1804,-5.2263,"0","banknote","skewness",0.4
2.994,4.4,-1.2153,0.3211,"0","banknote","skewness",0.4
-2.343,15.66,3.3285,-5.9426,"0","banknote","skewness",0.4
3.7818,-2.86,2.2558,-0.15734,"0","banknote","skewness",0.4
4.6689,4,0.055404,1.909,"0","banknote","skewness",0.4
3.4663,0.94,1.7425,1.3388,"0","banknote","skewness",0.4
3.2697,-8.22,3.6884,-0.29829,"0","banknote","skewness",0.4
5.1302,6.39,-2.8913,-1.5086,"0","banknote","skewness",0.4
2.0139,3.99,0.37929,0.56938,"0","banknote","skewness",0.4
0.4339,6.77,2.033,-0.40432,"0","banknote","skewness",0.4
-1.0401,8.62,0.85998,-5.3336,"0","banknote","skewness",0.4
4.1605,7.31,-3.6136,-4.0819,"0","banknote","skewness",0.4
5.438,7,-4.9417,-3.9202,"0","banknote","skewness",0.4
5.032,7.81,-2.6256,-1.0341,"0","banknote","skewness",0.4
5.2418,12.3,-4.1174,-4.2797,"0","banknote","skewness",0.4
-0.2062,10.13,-3.7044,-6.8103,"0","banknote","skewness",0.4
2.0911,-3.54,4.5512,1.234,"0","banknote","skewness",0.4
1.7317,3.71,4.1905,-0.99138,"0","banknote","skewness",0.4
4.1736,4.61,-1.4244,0.60429,"0","banknote","skewness",0.4
3.9232,-1.09,3.4579,0.83705,"0","banknote","skewness",0.4
3.8481,5.96,-3.8561,-4.2228,"0","banknote","skewness",0.4
0.5195,-2.42,3.0895,-0.9849,"0","banknote","skewness",0.4
3.8584,4.16,1.1033,1.7008,"0","banknote","skewness",0.4
1.7496,-1.92,5.1827,1.2922,"0","banknote","skewness",0.4
3.6277,-2.23,0.68861,0.63403,"0","banknote","skewness",0.4
2.7391,10.89,0.071684,-2.5302,"0","banknote","skewness",0.4
4.5447,6.83,-2.4166,-1.5875,"0","banknote","skewness",0.4
-1.7599,10.79,2.6756,-3.3241,"0","banknote","skewness",0.4
5.0691,-0.73,0.20278,1.2095,"0","banknote","skewness",0.4
3.4591,12.58,-4.2039,-5.0931,"0","banknote","skewness",0.4
1.9358,6.55,-0.023425,-2.2586,"0","banknote","skewness",0.4
2.486,-3.53,5.3404,-0.15475,"0","banknote","skewness",0.4
2.4226,-3.62,5.947,0.21507,"0","banknote","skewness",0.4
3.9479,-5.09,2.883,0.019813,"0","banknote","skewness",0.4
2.2634,-6.72,3.6558,-0.61251,"0","banknote","skewness",0.4
1.3566,5.55,2.1341,0.3211,"0","banknote","skewness",0.4
5.0452,2.88,-1.4304,0.86291,"0","banknote","skewness",0.4
3.5499,7.83,-3.2794,-1.2009,"0","banknote","skewness",0.4
0.17346,5.3,0.26876,-3.7883,"0","banknote","skewness",0.4
2.4008,10.17,-3.3565,-3.3526,"0","banknote","skewness",0.4
4.8851,3.83,-0.00029081,1.6401,"0","banknote","skewness",0.4
4.1927,-2.19,2.5839,0.21766,"0","banknote","skewness",0.4
1.1166,7.81,-0.96252,-1.8112,"0","banknote","skewness",0.4
1.0235,4.45,-2.0062,-2.7125,"0","banknote","skewness",0.4
-1.803,12.6,2.0458,-5.2728,"0","banknote","skewness",0.4
0.11739,10.96,-1.5495,-2.4746,"0","banknote","skewness",0.4
0.5706,-4.32,1.2421,-0.5621,"0","banknote","skewness",0.4
4.0552,0.7,2.2806,1.0323,"0","banknote","skewness",0.4
-1.6952,-2.41,8.8294,0.94955,"0","banknote","skewness",0.4
-1.1193,9.04,2.0938,-5.6504,"0","banknote","skewness",0.4
1.8799,0.59,2.4931,0.37671,"0","banknote","skewness",0.4
3.583,-2.61,3.4391,-0.12501,"0","banknote","skewness",0.4
0.19081,10.92,-3.725,-5.8224,"0","banknote","skewness",0.4
3.6582,0.45,-1.7157,-0.23751,"0","banknote","skewness",0.4
-0.13144,-1.91,8.3316,0.35214,"0","banknote","skewness",0.4
2.3925,12.12,-3.0361,-2.8224,"0","banknote","skewness",0.4
1.6426,3.5,0.22849,-0.147,"0","banknote","skewness",0.4
-0.11783,-0.39,8.03,-0.028031,"0","banknote","skewness",0.4
-0.69572,8.9,1.8419,-4.3289,"0","banknote","skewness",0.4
2.9421,5.75,-0.97709,-0.88406,"0","banknote","skewness",0.4
-1.7559,13.06,3.0946,-4.8978,"0","banknote","skewness",0.4
-1.2537,12.29,1.931,-4.3237,"0","banknote","skewness",0.4
3.2585,-2.65,3.8024,-0.15087,"0","banknote","skewness",0.4
1.8314,6.48,-0.036278,0.049554,"0","banknote","skewness",0.4
4.5645,-1.31,2.8684,0.27714,"0","banknote","skewness",0.4
2.7365,-3.24,6.6608,-0.57889,"0","banknote","skewness",0.4
0.9297,-2.25,4.6429,-0.2957,"0","banknote","skewness",0.4
3.9663,10.83,-4.1131,-4.6056,"0","banknote","skewness",0.4
1.4578,1.43,4.1785,0.59136,"0","banknote","skewness",0.4
4.8272,6.01,0.68604,0.80731,"0","banknote","skewness",0.4
-2.341,12.32,0.70403,-7.5836,"0","banknote","skewness",0.4
-1.8584,3.16,-1.6643,-1.8384,"0","banknote","skewness",0.4
4.1454,6.2,-1.9153,-0.86078,"0","banknote","skewness",0.4
1.9157,6.43,0.23705,-2.0116,"0","banknote","skewness",0.4
4.0215,-5.55,2.4648,1.1409,"0","banknote","skewness",0.4
5.8862,7.34,-2.8167,-0.30087,"0","banknote","skewness",0.4
-2.0897,12.31,2.3603,-3.4198,"0","banknote","skewness",0.4
4.0026,-7.39,3.5573,0.26809,"0","banknote","skewness",0.4
-0.78689,10.82,-3.7867,-7.5034,"0","banknote","skewness",0.4
4.1757,12.95,-3.8552,-4.3056,"0","banknote","skewness",0.4
0.83292,8.54,0.65005,-0.92544,"0","banknote","skewness",0.4
4.8077,1.56,-0.26334,1.5534,"0","banknote","skewness",0.4
5.3063,2.93,-2.8904,-0.52716,"0","banknote","skewness",0.4
2.5605,10.16,-3.5913,-1.356,"0","banknote","skewness",0.4
2.1059,7.51,-0.47755,-1.8461,"0","banknote","skewness",0.4
2.1721,3.19,5.4672,-0.72371,"0","banknote","skewness",0.4
4.2899,10.57,-4.6067,-4.3263,"0","banknote","skewness",0.4
3.5156,5.78,-4.2759,-4.978,"0","banknote","skewness",0.4
2.614,9.38,-3.7258,-1.3069,"0","banknote","skewness",0.4
0.68087,1.64,4.9085,0.54998,"0","banknote","skewness",0.4
4.1962,-1.33,0.83256,0.753,"0","banknote","skewness",0.4
6.0919,0.15,-1.3267,1.4551,"0","banknote","skewness",0.4
1.3234,4.54,0.2362,-0.11984,"0","banknote","skewness",0.4
1.3264,2.24,5.6566,-0.41337,"0","banknote","skewness",0.4
-0.16735,10.55,1.2061,-3.6241,"0","banknote","skewness",0.4
-1.3,6.46,-2.953,-5.8638,"0","banknote","skewness",0.4
-2.2261,14.04,2.9438,-3.5258,"0","banknote","skewness",0.4
2.4196,7.35,-0.75688,0.228,"0","banknote","skewness",0.4
1.0987,-3.55,5.989,-0.58277,"0","banknote","skewness",0.4
4.6464,12.21,-4.5852,-4.206,"0","banknote","skewness",0.4
-0.36038,-3.34,3.1143,-0.37199,"0","banknote","skewness",0.4
1.3562,4.53,4.3465,0.78662,"0","banknote","skewness",0.4
0.5706,1.75,1.2421,-0.5621,"0","banknote","skewness",0.4
-2.6479,9.89,-1.331,-5.4707,"0","banknote","skewness",0.4
3.1219,-3.35,1.9259,-0.37458,"0","banknote","skewness",0.4
5.4944,3.32,0.041694,1.9284,"0","banknote","skewness",0.4
-1.3389,3.03,7.0806,1.031,"0","banknote","skewness",0.4
-2.3361,13.73,3.0835,-5.4435,"0","banknote","skewness",0.4
2.2596,-0.19,4.7355,-0.2776,"0","banknote","skewness",0.4
0.46901,-0.23,7.3848,0.36507,"0","banknote","skewness",0.4
2.7296,3.93,0.51124,0.5099,"0","banknote","skewness",0.4
2.0466,0.72,2.1761,-0.083634,"0","banknote","skewness",0.4
-1.3274,12.29,2.4408,-5.2689,"0","banknote","skewness",0.4
3.8905,-1.86,2.6302,1.1047,"0","banknote","skewness",0.4
3.9994,1.32,1.1693,1.6892,"0","banknote","skewness",0.4
2.3952,11.06,-3.1783,-3.0086,"0","banknote","skewness",0.4
3.2704,5.7,-1.0456,0.23447,"0","banknote","skewness",0.4
-1.3931,1.18,7.5382,0.78403,"0","banknote","skewness",0.4
1.6406,3.74,1.3964,-0.36424,"0","banknote","skewness",0.4
2.7744,7,-1.0671,0.075416,"0","banknote","skewness",0.4
2.4287,13.74,-3.2477,-1.4543,"0","banknote","skewness",0.4
4.2134,-6.14,2.0116,0.67412,"0","banknote","skewness",0.4
1.6472,2.33,4.7449,1.225,"0","banknote","skewness",0.4
2.0597,-0.22,5.2119,-0.29312,"0","banknote","skewness",0.4
0.3798,-2.81,0.7572,-0.4444,"0","banknote","skewness",0.4
1.0135,5.08,-1.672,-2.0815,"0","banknote","skewness",0.4
4.5691,-3.77,3.1769,0.0042961,"0","banknote","skewness",0.4
0.57461,7.78,-1.6917,-4.3922,"0","banknote","skewness",0.4
0.5734,10.83,-0.9094,-1.872,"0","banknote","skewness",0.4
5.2868,4.8,-1.3721,1.1668,"0","banknote","skewness",0.4
4.0102,14.19,-4.1388,-5.0646,"0","banknote","skewness",0.4
4.1425,-4.2,3.8281,1.6297,"0","banknote","skewness",0.4
3.0934,-3.53,2.2232,0.22283,"0","banknote","skewness",0.4
2.2034,6.02,0.53009,0.84998,"0","banknote","skewness",0.4
3.744,-0.23,0.95851,1.0077,"0","banknote","skewness",0.4
3.0329,3.75,2.1135,0.35084,"0","banknote","skewness",0.4
3.7731,7.2,-1.6814,-0.94742,"0","banknote","skewness",0.4
3.1557,-2.19,0.59693,0.79825,"0","banknote","skewness",0.4
1.8114,5.88,-0.9788,-2.4668,"0","banknote","skewness",0.4
4.988,8.16,-3.2846,-1.1608,"0","banknote","skewness",0.4
2.483,5.12,-0.79287,-0.90863,"0","banknote","skewness",0.4
1.594,4.94,1.3758,0.081882,"0","banknote","skewness",0.4
-0.016103,9.64,0.15394,-1.6134,"0","banknote","skewness",0.4
3.8496,10.39,-4.1508,-4.4582,"0","banknote","skewness",0.4
0.9297,-1.97,4.6429,-0.2957,"0","banknote","skewness",0.4
4.9342,2.79,-0.17594,1.6245,"0","banknote","skewness",0.4
3.8417,13.99,-4.2699,-4.9159,"0","banknote","skewness",0.4
5.3915,8.96,-3.8081,-3.3642,"0","banknote","skewness",0.4
4.4072,-2.71,2.0416,1.1319,"0","banknote","skewness",0.4
2.6946,7.05,-0.40301,0.44912,"0","banknote","skewness",0.4
5.2756,-2.29,0.12138,1.1435,"0","banknote","skewness",0.4
3.4312,4.44,-1.9513,-0.36165,"0","banknote","skewness",0.4
4.052,-0.44,0.45383,0.51248,"0","banknote","skewness",0.4
1.3638,-0.7,8.4182,-1.8836,"0","banknote","skewness",0.4
0.89566,10.98,-2.7473,-1.9353,"0","banknote","skewness",0.4
1.9265,8.32,-0.16823,-3.0771,"0","banknote","skewness",0.4
0.20977,-1.99,7.7267,0.90946,"0","banknote","skewness",0.4
4.068,-3.27,2.1992,0.50084,"0","banknote","skewness",0.4
2.877,-2.43,3.6259,-0.32544,"0","banknote","skewness",0.4
0.3223,-3.31,8.0883,0.69222,"0","banknote","skewness",0.4
-1.3,9.94,-2.953,-5.8638,"0","banknote","skewness",0.4
1.7747,-6.72,8.15,-0.89828,"0","banknote","skewness",0.4
1.3419,-6.86,8.09,-1.7349,"0","banknote","skewness",0.4
0.89606,5.59,-1.4175,-4.0327,"0","banknote","skewness",0.4
0.44125,1.43,4.3225,0.7155,"0","banknote","skewness",0.4
3.2422,6.72,0.12224,-1.4466,"0","banknote","skewness",0.4
2.5678,9.27,0.61406,-0.40691,"0","banknote","skewness",0.4
-2.2153,14.53,0.078538,-7.7853,"0","banknote","skewness",0.4
4.1349,2.68,-2.4294,-0.19613,"0","banknote","skewness",0.4
1.934,-0.76,4.816,-0.33967,"0","banknote","skewness",0.4
2.5068,0.38,3.9249,0.12585,"0","banknote","skewness",0.4
2.1464,1.84,-0.5778,-2.2302,"0","banknote","skewness",0.4
0.051979,8.79,-2.0541,-3.1508,"0","banknote","skewness",0.4
1.2706,7.34,-0.19651,-2.1888,"0","banknote","skewness",0.4
1.143,1.42,5.4552,-0.56984,"0","banknote","skewness",0.4
2.2928,11.03,-3.2417,-1.2991,"0","banknote","skewness",0.4
0.3292,-2.24,4.5718,-0.9888,"0","banknote","skewness",0.4
2.9719,3.89,-0.2702,0.71291,"0","banknote","skewness",0.4
1.6849,11.08,-1.2641,-1.3858,"0","banknote","skewness",0.4
-1.9177,10.18,2.5454,-3.2763,"0","banknote","skewness",0.4
2.3729,7.81,-3.0087,-3.2013,"0","banknote","skewness",0.4
1.0284,8.1,-1.3687,-1.7853,"0","banknote","skewness",0.4
0.27451,14.38,-3.2863,-4.8448,"0","banknote","skewness",0.4
1.6032,-4.79,8.5193,-2.1203,"0","banknote","skewness",0.4
4.616,6.31,-4.2185,-4.4245,"0","banknote","skewness",0.4
4.2478,10.27,-2.7696,-1.0767,"0","banknote","skewness",0.4
4.0215,3.06,2.4957,0.36636,"0","banknote","skewness",0.4
5.0297,-8,3.5025,-0.23751,"0","banknote","skewness",0.4
1.5902,8.36,3.2403,0.18404,"0","banknote","skewness",0.4
2.1274,6.78,-1.7971,-1.1763,"0","banknote","skewness",0.4
1.1811,9.03,-2.0567,-0.90345,"0","banknote","skewness",0.4
0.3292,-0.16,4.5718,-0.9888,"0","banknote","skewness",0.4
5.7353,3.86,-2.2598,0.075416,"0","banknote","skewness",0.4
2.6718,6.19,0.72974,-1.4892,"0","banknote","skewness",0.4
1.5799,-4.2,7.9186,-1.5487,"0","banknote","skewness",0.4
2.9499,3.1,1.3458,-0.037083,"0","banknote","skewness",0.4
0.5195,-5.35,3.0895,-0.9849,"0","banknote","skewness",0.4
3.7352,4.17,-3.9032,-3.3487,"0","banknote","skewness",0.4
-1.7344,1.31,7.7618,0.93532,"0","banknote","skewness",0.4
3.884,11.62,-3.9298,-4.0819,"0","banknote","skewness",0.4
3.5257,-0.28,1.9276,1.7991,"0","banknote","skewness",0.4
4.4549,1.85,1.0313,0.96894,"0","banknote","skewness",0.4
-0.16108,-10.87,8.3573,-1.5216,"0","banknote","skewness",0.4
4.2164,10.92,-4.9288,-5.2366,"0","banknote","skewness",0.4
3.5152,3.91,-0.67377,-0.46898,"0","banknote","skewness",0.4
1.6988,4.41,2.9044,0.11033,"0","banknote","skewness",0.4
1.0607,2.6,2.5188,-0.17027,"0","banknote","skewness",0.4
2.0421,1.84,4.2171,0.90429,"0","banknote","skewness",0.4
3.5594,2.69,1.291,1.6556,"0","banknote","skewness",0.4
3.0009,3.03,-2.2306,-0.66553,"0","banknote","skewness",0.4
3.9294,1.6,1.8076,0.89782,"0","banknote","skewness",0.4
3.4667,-6.21,4.2882,1.5418,"0","banknote","skewness",0.4
3.966,4.49,0.70574,0.33662,"0","banknote","skewness",0.4
1.0191,2.55,4.9334,0.82929,"0","banknote","skewness",0.4
0.96414,5.07,2.2138,-0.12501,"0","banknote","skewness",0.4
1.8205,2.51,0.0099913,0.39481,"0","banknote","skewness",0.4
4.9923,6.98,-2.3515,-0.71984,"0","banknote","skewness",0.4
-1.1804,9.17,0.15565,-6.8194,"0","banknote","skewness",0.4
4.0329,3.04,0.89082,1.1823,"0","banknote","skewness",0.4
0.66018,11.22,-1.4029,-3.9151,"0","banknote","skewness",0.4
3.5982,6.67,-1.3035,0.21248,"0","banknote","skewness",0.4
-1.8584,9.79,-1.6643,-1.8384,"0","banknote","skewness",0.4
4.0972,-1.79,1.6671,0.91593,"0","banknote","skewness",0.4
3.3299,0.27,1.5806,0.39352,"0","banknote","skewness",0.4
3.1088,4.79,0.80857,0.4336,"0","banknote","skewness",0.4
-4.2859,9.18,3.1392,-0.91639,"0","banknote","skewness",0.4
-1.2528,13.32,2.1787,-5.6038,"0","banknote","skewness",0.4
0.5195,-8.68,3.0895,-0.9849,"0","banknote","skewness",0.4
0.3292,-4.69,4.5718,-0.9888,"0","banknote","skewness",0.4
0.88872,4.57,2.045,-0.19355,"0","banknote","skewness",0.4
3.5458,6.13,-4.0351,-3.9564,"0","banknote","skewness",0.4
-0.21661,5.81,1.8848,-3.8853,"0","banknote","skewness",0.4
2.7206,6.28,-3.3111,-0.96811,"0","banknote","skewness",0.4
3.2051,11.21,-2.9033,-0.7819,"0","banknote","skewness",0.4
2.6917,10.43,-3.3,-4.2888,"0","banknote","skewness",0.4
-2.3242,9.78,1.8231,-5.375,"0","banknote","skewness",0.4
2.7161,-6.2,4.1914,0.16981,"0","banknote","skewness",0.4
3.3848,1.26,0.90967,0.25128,"0","banknote","skewness",0.4
1.7452,4.03,2.0878,0.62627,"0","banknote","skewness",0.4
2.805,-0.81,1.3424,1.2133,"0","banknote","skewness",0.4
5.7823,3.46,-2.4089,-0.056479,"0","banknote","skewness",0.4
3.8999,-0.87,1.6011,0.96765,"0","banknote","skewness",0.4
3.5189,5.95,-1.7791,-0.020273,"0","banknote","skewness",0.4
3.2294,9.69,-0.37816,-2.5405,"0","banknote","skewness",0.4
3.4985,4.04,0.22677,-0.1651,"0","banknote","skewness",0.4
2.1948,5.94,1.1582,0.85774,"0","banknote","skewness",0.4
2.2526,9.15,-3.1749,-2.9944,"0","banknote","skewness",0.4
4.1529,-4.62,2.8633,-0.017686,"0","banknote","skewness",0.4
0.74307,9.31,-1.3824,-4.0728,"0","banknote","skewness",0.4
1.9105,4.17,-2.3386,-0.75604,"0","banknote","skewness",0.4
-1.5055,2.36,6.8681,-0.50648,"0","banknote","skewness",0.4
0.58836,14.15,-1.3884,-4.3276,"0","banknote","skewness",0.4
3.2303,7.8,-3.5348,-1.2151,"0","banknote","skewness",0.4
-1.9922,11.38,2.6542,-5.2107,"0","banknote","skewness",0.4
2.8523,13.25,-3.761,-3.3371,"0","banknote","skewness",0.4
4.2772,2.31,0.48554,0.36119,"0","banknote","skewness",0.4
1.5099,1.33,6.2332,-0.30346,"0","banknote","skewness",0.4
5.4188,12.32,-4.084,-3.6991,"0","banknote","skewness",0.4
0.86202,3.55,4.2908,0.54739,"0","banknote","skewness",0.4
3.8117,11.22,-4.0463,-4.5629,"0","banknote","skewness",0.4
0.54777,8.79,-1.5435,-4.1633,"0","banknote","skewness",0.4
2.3718,5.6,0.015989,-1.7414,"0","banknote","skewness",0.4
-2.4953,11.58,1.9353,-3.4638,"0","banknote","skewness",0.4
4.6361,-3.33,2.8358,1.1991,"0","banknote","skewness",0.4
-2.2527,8.36,2.5899,-3.2737,"0","banknote","skewness",0.4
3.7982,8.76,-4.1602,-4.9728,"0","banknote","skewness",0.4
-0.36279,6.27,-1.9213,-3.3332,"0","banknote","skewness",0.4
2.1265,9.63,0.44784,-2.2224,"0","banknote","skewness",0.4
0.86736,6.42,1.6765,-0.16769,"0","banknote","skewness",0.4
3.7831,10.35,-3.8869,-3.7366,"0","banknote","skewness",0.4
