"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","dataset_name","altered_attribute","noise_level"
"0<=X<200",12,"existing paid","new car",1235.48,">=1000",">=7",4,"male single","none",4,"real estate",54,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"0<=X<200",54,"no credits/all paid","business",16093.6,"<100","<1",3,"male single","none",4,"no known property",58,"none","rent",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.1
"no checking",12,"critical/other existing credit","education",2247.23,"no known savings","4<=X<7",4,"female div/dep/mar","none",2,"car",61,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",18,"existing paid","business",2691.44,"100<=X<500","1<=X<4",4,"male single","none",4,"car",34,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",36,"critical/other existing credit","radio/tv",2738.39,"<100",">=7",4,"male single","none",4,"real estate",36,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",20,"delayed previously","used car",6616.49,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",0.1
"no checking",24,"existing paid","new car",1155.63,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",36,"existing paid","radio/tv",2538.1,"<100","4<=X<7",4,"male single","none",4,"car",24,"none","rent",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"no checking",6,"delayed previously","radio/tv",986.56,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",9,"critical/other existing credit","furniture/equipment",1609.77,"<100","4<=X<7",4,"male single","none",3,"car",35,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"no checking",12,"existing paid","used car",2776.03,"no known savings","<1",2,"male mar/wid","none",4,"car",26,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"0<=X<200",24,"critical/other existing credit","other",11882.13,"<100","1<=X<4",2,"male single","co applicant",3,"car",39,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","credit_amount",0.1
"no checking",18,"all paid","new car",6122.98,"<100",">=7",2,"male single","none",4,"no known property",39,"bank","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","credit_amount",0.1
"0<=X<200",12,"existing paid","new car",6234.08,"<100","4<=X<7",2,"male single","none",2,"car",32,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"<0",24,"existing paid","furniture/equipment",7402.19,"no known savings","<1",1,"female div/dep/mar","none",2,"life insurance",30,"none","own",1,"skilled",1,"yes","no","good","credit-g","credit_amount",0.1
"0<=X<200",14,"existing paid","business",1416.25,"500<=X<1000",">=7",1,"male mar/wid","none",2,"real estate",35,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"0<=X<200",6,"delayed previously","business",1376.16,"100<=X<500",">=7",1,"male div/sep","none",2,"car",31,"bank","own",2,"skilled",2,"none","yes","good","credit-g","credit_amount",0.1
">=200",15,"existing paid","education",791.36,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"0<=X<200",18,"existing paid","new car",5983.32,"<100","4<=X<7",3,"male single","none",3,"real estate",28,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.1
"no checking",36,"critical/other existing credit","new car",7869.53,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",25,"stores","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.1
"<0",12,"existing paid","radio/tv",1546.9,"500<=X<1000",">=7",3,"male mar/wid","none",1,"real estate",35,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"no checking",48,"critical/other existing credit","radio/tv",3451.57,"no known savings",">=7",4,"male single","none",1,"real estate",47,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"<0",42,"existing paid","radio/tv",6952.55,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",0.1
"<0",10,"critical/other existing credit","furniture/equipment",2848.87,"no known savings","<1",2,"female div/dep/mar","co applicant",3,"real estate",27,"none","rent",2,"skilled",1,"none","no","good","credit-g","credit_amount",0.1
"<0",33,"critical/other existing credit","furniture/equipment",4376.58,"500<=X<1000","1<=X<4",1,"female div/dep/mar","none",4,"car",23,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.1
"0<=X<200",12,"critical/other existing credit","new car",2554.5,"500<=X<1000","4<=X<7",3,"male div/sep","none",3,"car",36,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.1
"<0",21,"existing paid","radio/tv",1493.01,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.1
"no checking",24,"critical/other existing credit","used car",4058.79,"<100",">=7",4,"female div/dep/mar","none",2,"car",41,"none","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.1
"no checking",12,"existing paid","furniture/equipment",1885.91,"<100","1<=X<4",3,"male single","none",2,"real estate",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.1
">=200",10,"critical/other existing credit","new car",757.64,"<100",">=7",4,"male single","none",4,"no known property",63,"none","for free",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"0<=X<200",18,"existing paid","furniture/equipment",1999.16,"no known savings","<1",4,"female div/dep/mar","none",3,"real estate",27,"none","rent",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.1
"<0",12,"critical/other existing credit","new car",2724.14,"<100","1<=X<4",4,"male single","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"<0",12,"existing paid","radio/tv",591.62,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",40,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",12,"existing paid","repairs",755.19,"<100","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.1
"0<=X<200",12,"critical/other existing credit","used car",1684.2,"<100","unemployed",4,"male single","none",2,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.1
"<0",12,"critical/other existing credit","new car",3196.69,"<100","1<=X<4",3,"female div/dep/mar","co applicant",2,"real estate",29,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.1
"0<=X<200",48,"existing paid","new car",8868.32,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"<0",36,"delayed previously","education",6919.98,"<100","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.1
"no checking",15,"existing paid","furniture/equipment",2677.36,"<100","<1",2,"male single","none",3,"life insurance",27,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.1
"no checking",18,"existing paid","furniture/equipment",2606.88,"<100","1<=X<4",4,"male single","none",4,"no known property",47,"bank","for free",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"no checking",60,"existing paid","radio/tv",10572.83,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"no checking",12,"critical/other existing credit","radio/tv",1054.13,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"none","own",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
"no checking",27,"delayed previously","used car",8839.97,">=1000","1<=X<4",2,"male single","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.1
"0<=X<200",12,"existing paid","radio/tv",169.7,"500<=X<1000","1<=X<4",4,"male single","none",3,"real estate",66,"none","own",1,"unskilled resident",1,"none","yes","bad","credit-g","credit_amount",0.1
"0<=X<200",15,"critical/other existing credit","radio/tv",2956.17,"no known savings","4<=X<7",4,"male single","guarantor",2,"real estate",35,"bank","own",3,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
">=200",12,"existing paid","radio/tv",1652.49,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"none","rent",1,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",0.1
">=200",6,"existing paid","new car",208.52,">=1000","<1",2,"male mar/wid","none",2,"real estate",27,"none","own",1,"unemp/unskilled non res",1,"none","no","good","credit-g","credit_amount",0.1
"0<=X<200",36,"existing paid","radio/tv",4655.61,"<100","<1",4,"female div/dep/mar","none",1,"no known property",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.1
"<0",27,"existing paid","radio/tv",3353.49,"<100","1<=X<4",3,"male single","none",2,"car",27,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",0.1
"<0",18,"existing paid","furniture/equipment",2549.14,"<100","1<=X<4",2,"male single","none",2,"car",22,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.1
"no checking",21,"critical/other existing credit","furniture/equipment",2178.31,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.1
