"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
6.8,2.8,4.8,1.27,"Iris_versicolor","iris","petalwidth",0.4
6.7,3,5,1.18,"Iris_versicolor","iris","petalwidth",0.4
6,2.9,4.5,1.18,"Iris_versicolor","iris","petalwidth",0.4
5.7,2.6,3.5,1.23,"Iris_versicolor","iris","petalwidth",0.4
5.5,2.4,3.8,0.87,"Iris_versicolor","iris","petalwidth",0.4
5.5,2.4,3.7,0.85,"Iris_versicolor","iris","petalwidth",0.4
5.8,2.7,3.9,1.09,"Iris_versicolor","iris","petalwidth",0.4
6,2.7,5.1,1.58,"Iris_versicolor","iris","petalwidth",0.4
5.4,3,4.5,1.99,"Iris_versicolor","iris","petalwidth",0.4
6,3.4,4.5,1.98,"Iris_versicolor","iris","petalwidth",0.4
6.7,3.1,4.7,2.11,"Iris_versicolor","iris","petalwidth",0.4
6.3,2.3,4.4,0.73,"Iris_versicolor","iris","petalwidth",0.4
5.6,3,4.1,1.16,"Iris_versicolor","iris","petalwidth",0.4
5.5,2.5,4,1.62,"Iris_versicolor","iris","petalwidth",0.4
5.5,2.6,4.4,1.11,"Iris_versicolor","iris","petalwidth",0.4
6.1,3,4.6,1.5,"Iris_versicolor","iris","petalwidth",0.4
5.8,2.6,4,1,"Iris_versicolor","iris","petalwidth",0.4
5,2.3,3.3,0.43,"Iris_versicolor","iris","petalwidth",0.4
5.6,2.7,4.2,0.93,"Iris_versicolor","iris","petalwidth",0.4
5.7,3,4.2,1.78,"Iris_versicolor","iris","petalwidth",0.4
5.7,2.9,4.2,1.22,"Iris_versicolor","iris","petalwidth",0.4
6.2,2.9,4.3,1.85,"Iris_versicolor","iris","petalwidth",0.4
5.1,2.5,3,1.36,"Iris_versicolor","iris","petalwidth",0.4
5.7,2.8,4.1,1.51,"Iris_versicolor","iris","petalwidth",0.4
6.3,3.3,6,3,"Iris_virginica","iris","petalwidth",0.4
5.8,2.7,5.1,1.41,"Iris_virginica","iris","petalwidth",0.4
7.1,3,5.9,1.91,"Iris_virginica","iris","petalwidth",0.4
6.3,2.9,5.6,1.7,"Iris_virginica","iris","petalwidth",0.4
6.5,3,5.8,1.92,"Iris_virginica","iris","petalwidth",0.4
7.6,3,6.6,2.02,"Iris_virginica","iris","petalwidth",0.4
4.9,2.5,4.5,1.06,"Iris_virginica","iris","petalwidth",0.4
7.3,2.9,6.3,1.37,"Iris_virginica","iris","petalwidth",0.4
6.7,2.5,5.8,1.99,"Iris_virginica","iris","petalwidth",0.4
7.2,3.6,6.1,2.57,"Iris_virginica","iris","petalwidth",0.4
6.5,3.2,5.1,2.4,"Iris_virginica","iris","petalwidth",0.4
6.4,2.7,5.3,1.8,"Iris_virginica","iris","petalwidth",0.4
6.8,3,5.5,1.98,"Iris_virginica","iris","petalwidth",0.4
5.7,2.5,5,1.87,"Iris_virginica","iris","petalwidth",0.4
5.8,2.8,5.1,2.11,"Iris_virginica","iris","petalwidth",0.4
6.4,3.2,5.3,2.38,"Iris_virginica","iris","petalwidth",0.4
6.5,3,5.5,1.44,"Iris_virginica","iris","petalwidth",0.4
7.7,3.8,6.7,2.35,"Iris_virginica","iris","petalwidth",0.4
7.7,2.6,6.9,2.25,"Iris_virginica","iris","petalwidth",0.4
6,2.2,5,1.74,"Iris_virginica","iris","petalwidth",0.4
6.9,3.2,5.7,2.68,"Iris_virginica","iris","petalwidth",0.4
5.6,2.8,4.9,1.87,"Iris_virginica","iris","petalwidth",0.4
7.7,2.8,6.7,1.87,"Iris_virginica","iris","petalwidth",0.4
6.3,2.7,4.9,1.79,"Iris_virginica","iris","petalwidth",0.4
6.7,3.3,5.7,1.9,"Iris_virginica","iris","petalwidth",0.4
7.2,3.2,6,2.29,"Iris_virginica","iris","petalwidth",0.4
6.2,2.8,4.8,1.78,"Iris_virginica","iris","petalwidth",0.4
6.1,3,4.9,2.07,"Iris_virginica","iris","petalwidth",0.4
6.4,2.8,5.6,2.22,"Iris_virginica","iris","petalwidth",0.4
7.2,3,5.8,2.03,"Iris_virginica","iris","petalwidth",0.4
7.4,2.8,6.1,1.84,"Iris_virginica","iris","petalwidth",0.4
7.9,3.8,6.4,1.18,"Iris_virginica","iris","petalwidth",0.4
6.4,2.8,5.6,2.39,"Iris_virginica","iris","petalwidth",0.4
6.3,2.8,5.1,1.18,"Iris_virginica","iris","petalwidth",0.4
6.1,2.6,5.6,1.55,"Iris_virginica","iris","petalwidth",0.4
7.7,3,6.1,2,"Iris_virginica","iris","petalwidth",0.4
6.3,3.4,5.6,2.37,"Iris_virginica","iris","petalwidth",0.4
6.4,3.1,5.5,1.63,"Iris_virginica","iris","petalwidth",0.4
6,3,4.8,1.72,"Iris_virginica","iris","petalwidth",0.4
6.9,3.1,5.4,1.9,"Iris_virginica","iris","petalwidth",0.4
6.7,3.1,5.6,2.1,"Iris_virginica","iris","petalwidth",0.4
6.9,3.1,5.1,2.36,"Iris_virginica","iris","petalwidth",0.4
5.8,2.7,5.1,1.53,"Iris_virginica","iris","petalwidth",0.4
6.8,3.2,5.9,2.21,"Iris_virginica","iris","petalwidth",0.4
6.7,3.3,5.7,2.41,"Iris_virginica","iris","petalwidth",0.4
6.7,3,5.2,2.11,"Iris_virginica","iris","petalwidth",0.4
6.3,2.5,5,2.43,"Iris_virginica","iris","petalwidth",0.4
6.5,3,5.2,1.43,"Iris_virginica","iris","petalwidth",0.4
6.2,3.4,5.4,2.31,"Iris_virginica","iris","petalwidth",0.4
5.9,3,5.1,1.43,"Iris_virginica","iris","petalwidth",0.4
