"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5,2,2.13,1,"Iris_versicolor","iris","petallength",0.3
5.9,3,4.9,1.5,"Iris_versicolor","iris","petallength",0.3
6,2.2,3.66,1,"Iris_versicolor","iris","petallength",0.3
6.1,2.9,4.47,1.4,"Iris_versicolor","iris","petallength",0.3
5.6,2.9,3.51,1.3,"Iris_versicolor","iris","petallength",0.3
6.7,3.1,4.72,1.4,"Iris_versicolor","iris","petallength",0.3
5.6,3,4.86,1.5,"Iris_versicolor","iris","petallength",0.3
5.8,2.7,4.4,1,"Iris_versicolor","iris","petallength",0.3
6.2,2.2,4.2,1.5,"Iris_versicolor","iris","petallength",0.3
5.6,2.5,3.18,1.1,"Iris_versicolor","iris","petallength",0.3
5.9,3.2,4.59,1.8,"Iris_versicolor","iris","petallength",0.3
6.1,2.8,4.15,1.3,"Iris_versicolor","iris","petallength",0.3
6.3,2.5,4.46,1.5,"Iris_versicolor","iris","petallength",0.3
6.1,2.8,4.66,1.2,"Iris_versicolor","iris","petallength",0.3
6.4,2.9,3.68,1.3,"Iris_versicolor","iris","petallength",0.3
6.6,3,4.4,1.4,"Iris_versicolor","iris","petallength",0.3
6.8,2.8,4.87,1.4,"Iris_versicolor","iris","petallength",0.3
6.7,3,4.92,1.7,"Iris_versicolor","iris","petallength",0.3
6,2.9,4.41,1.5,"Iris_versicolor","iris","petallength",0.3
5.7,2.6,4.43,1,"Iris_versicolor","iris","petallength",0.3
5.5,2.4,4.2,1.1,"Iris_versicolor","iris","petallength",0.3
5.5,2.4,4.29,1,"Iris_versicolor","iris","petallength",0.3
5.8,2.7,3.41,1.2,"Iris_versicolor","iris","petallength",0.3
6,2.7,5.19,1.6,"Iris_versicolor","iris","petallength",0.3
5.4,3,5.11,1.5,"Iris_versicolor","iris","petallength",0.3
6,3.4,4.47,1.6,"Iris_versicolor","iris","petallength",0.3
6.7,3.1,3.57,1.5,"Iris_versicolor","iris","petallength",0.3
6.3,2.3,4.58,1.3,"Iris_versicolor","iris","petallength",0.3
5.6,3,3.09,1.3,"Iris_versicolor","iris","petallength",0.3
5.5,2.5,3.57,1.3,"Iris_versicolor","iris","petallength",0.3
5.5,2.6,5.1,1.2,"Iris_versicolor","iris","petallength",0.3
6.1,3,4.93,1.4,"Iris_versicolor","iris","petallength",0.3
5.8,2.6,4.58,1.2,"Iris_versicolor","iris","petallength",0.3
5,2.3,3.46,1,"Iris_versicolor","iris","petallength",0.3
5.6,2.7,4.14,1.3,"Iris_versicolor","iris","petallength",0.3
5.7,3,3.71,1.2,"Iris_versicolor","iris","petallength",0.3
5.7,2.9,5.04,1.3,"Iris_versicolor","iris","petallength",0.3
6.2,2.9,4.32,1.3,"Iris_versicolor","iris","petallength",0.3
5.1,2.5,2.62,1.1,"Iris_versicolor","iris","petallength",0.3
5.7,2.8,4.56,1.3,"Iris_versicolor","iris","petallength",0.3
6.3,3.3,6.57,2.5,"Iris_virginica","iris","petallength",0.3
5.8,2.7,6.1,1.9,"Iris_virginica","iris","petallength",0.3
7.1,3,5.58,2.1,"Iris_virginica","iris","petallength",0.3
6.3,2.9,5.39,1.8,"Iris_virginica","iris","petallength",0.3
6.5,3,5.58,2.2,"Iris_virginica","iris","petallength",0.3
7.6,3,6.4,2.1,"Iris_virginica","iris","petallength",0.3
4.9,2.5,4.31,1.7,"Iris_virginica","iris","petallength",0.3
7.3,2.9,6.14,1.8,"Iris_virginica","iris","petallength",0.3
6.7,2.5,6.56,1.8,"Iris_virginica","iris","petallength",0.3
7.2,3.6,5.73,2.5,"Iris_virginica","iris","petallength",0.3
6.5,3.2,4.89,2,"Iris_virginica","iris","petallength",0.3
6.4,2.7,5.65,1.9,"Iris_virginica","iris","petallength",0.3
6.8,3,6.1,2.1,"Iris_virginica","iris","petallength",0.3
5.7,2.5,4.59,2,"Iris_virginica","iris","petallength",0.3
5.8,2.8,4.83,2.4,"Iris_virginica","iris","petallength",0.3
6.4,3.2,5.58,2.3,"Iris_virginica","iris","petallength",0.3
6.5,3,6.04,1.8,"Iris_virginica","iris","petallength",0.3
7.7,3.8,6.57,2.2,"Iris_virginica","iris","petallength",0.3
7.7,2.6,6.14,2.3,"Iris_virginica","iris","petallength",0.3
6,2.2,5.9,1.5,"Iris_virginica","iris","petallength",0.3
6.9,3.2,6.46,2.3,"Iris_virginica","iris","petallength",0.3
5.6,2.8,4.52,2,"Iris_virginica","iris","petallength",0.3
7.7,2.8,6.67,2,"Iris_virginica","iris","petallength",0.3
6.3,2.7,3.97,1.8,"Iris_virginica","iris","petallength",0.3
6.7,3.3,6,2.1,"Iris_virginica","iris","petallength",0.3
7.2,3.2,6.85,1.8,"Iris_virginica","iris","petallength",0.3
6.2,2.8,3.93,1.8,"Iris_virginica","iris","petallength",0.3
6.1,3,4.49,1.8,"Iris_virginica","iris","petallength",0.3
6.4,2.8,5.26,2.1,"Iris_virginica","iris","petallength",0.3
7.2,3,5.44,1.6,"Iris_virginica","iris","petallength",0.3
7.4,2.8,5.02,1.9,"Iris_virginica","iris","petallength",0.3
7.9,3.8,6.67,2,"Iris_virginica","iris","petallength",0.3
6.4,2.8,4.79,2.2,"Iris_virginica","iris","petallength",0.3
6.3,2.8,5.09,1.5,"Iris_virginica","iris","petallength",0.3
6.1,2.6,5.91,1.4,"Iris_virginica","iris","petallength",0.3
7.7,3,6,2.3,"Iris_virginica","iris","petallength",0.3
6.3,3.4,6.07,2.4,"Iris_virginica","iris","petallength",0.3
6.4,3.1,5.49,1.8,"Iris_virginica","iris","petallength",0.3
6,3,4.46,1.8,"Iris_virginica","iris","petallength",0.3
6.9,3.1,5.74,2.1,"Iris_virginica","iris","petallength",0.3
6.7,3.1,5.37,2.4,"Iris_virginica","iris","petallength",0.3
6.9,3.1,6.04,2.3,"Iris_virginica","iris","petallength",0.3
5.8,2.7,5.09,1.9,"Iris_virginica","iris","petallength",0.3
6.8,3.2,6.35,2.3,"Iris_virginica","iris","petallength",0.3
6.7,3.3,5.81,2.5,"Iris_virginica","iris","petallength",0.3
6.7,3,3.61,2.3,"Iris_virginica","iris","petallength",0.3
6.3,2.5,4.28,1.9,"Iris_virginica","iris","petallength",0.3
6.5,3,4.98,2,"Iris_virginica","iris","petallength",0.3
6.2,3.4,5.53,2.3,"Iris_virginica","iris","petallength",0.3
5.9,3,3.86,1.8,"Iris_virginica","iris","petallength",0.3
