COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR.AXIS_ASPECT_RATIO,MAX.LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR.AXIS_RECTANGULARITY,MAX.LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,class,dataset_name,altered_attribute,noise_level
82,44,72,109.1,52,7,152,44,19,147,174,340,177,82,2,2,180,185,bus,vehicle,RADIUS_RATIO,0.8
90,48,86,289.8,126,49,153,44,19,156,272,346,200,118,0,15,185,194,van,vehicle,RADIUS_RATIO,0.8
106,53,98,145.31,54,10,216,31,24,171,235,691,218,74,1,9,187,197,saab,vehicle,RADIUS_RATIO,0.8
81,45,68,182.77,73,6,151,44,19,146,173,336,186,75,7,0,183,189,bus,vehicle,RADIUS_RATIO,0.8
95,48,104,226.97,67,9,205,32,23,151,227,628,202,74,5,9,186,193,opel,vehicle,RADIUS_RATIO,0.8
88,37,51,106.04,52,5,119,57,17,128,135,207,125,86,8,16,179,183,van,vehicle,RADIUS_RATIO,0.8
94,49,87,149.47,54,11,158,43,20,162,178,366,186,75,5,5,183,194,van,vehicle,RADIUS_RATIO,0.8
93,37,76,216.72,63,8,164,40,20,134,191,405,139,67,4,7,192,197,saab,vehicle,RADIUS_RATIO,0.8
119,54,106,201.92,65,12,213,31,24,167,223,675,232,66,20,1,192,202,saab,vehicle,RADIUS_RATIO,0.8
93,46,82,180.58,58,11,159,43,20,160,180,371,189,77,2,4,183,194,van,vehicle,RADIUS_RATIO,0.8
91,43,70,170.0,55,8,130,51,18,146,159,253,156,70,1,8,190,194,van,vehicle,RADIUS_RATIO,0.8
85,42,66,116.91,54,6,148,46,19,141,172,317,174,88,6,14,180,182,bus,vehicle,RADIUS_RATIO,0.8
89,47,81,104.6,64,11,156,44,20,163,170,352,188,76,6,13,184,193,van,vehicle,RADIUS_RATIO,0.8
91,45,79,198.5,59,9,163,40,20,148,184,404,179,62,0,10,199,208,saab,vehicle,RADIUS_RATIO,0.8
78,38,63,104.08,51,6,142,47,19,130,162,299,146,77,2,4,181,185,saab,vehicle,RADIUS_RATIO,0.8
92,38,71,158.62,66,7,154,43,19,133,181,355,130,70,4,24,189,195,saab,vehicle,RADIUS_RATIO,0.8
98,55,101,242.91,70,9,210,31,24,168,236,661,245,72,1,6,188,197,opel,vehicle,RADIUS_RATIO,0.8
101,42,62,182.8,67,6,149,43,19,139,169,341,165,65,7,11,202,209,bus,vehicle,RADIUS_RATIO,0.8
101,56,104,196.8,53,6,257,26,28,168,275,956,230,83,5,26,180,184,bus,vehicle,RADIUS_RATIO,0.8
94,36,66,119.42,61,8,133,50,18,135,154,265,119,62,9,3,201,208,van,vehicle,RADIUS_RATIO,0.8
97,44,96,186.64,63,9,185,36,22,144,202,512,165,66,4,8,191,199,saab,vehicle,RADIUS_RATIO,0.8
89,47,84,98.04,55,11,157,44,20,160,169,354,176,74,5,9,182,192,van,vehicle,RADIUS_RATIO,0.8
107,53,103,236.73,66,11,209,32,24,163,222,653,212,66,0,1,191,201,opel,vehicle,RADIUS_RATIO,0.8
85,39,68,117.83,52,5,128,53,18,135,148,241,142,75,8,8,182,187,van,vehicle,RADIUS_RATIO,0.8
103,50,98,214.46,63,9,193,34,22,161,214,567,185,64,5,5,198,204,opel,vehicle,RADIUS_RATIO,0.8
77,38,63,142.31,59,5,130,52,18,130,145,247,139,79,13,21,183,187,opel,vehicle,RADIUS_RATIO,0.8
96,40,70,137.74,50,8,137,50,18,141,162,269,139,80,10,13,183,183,van,vehicle,RADIUS_RATIO,0.8
83,42,66,181.95,67,7,150,45,19,144,174,333,159,78,4,2,182,188,bus,vehicle,RADIUS_RATIO,0.8
93,45,86,188.31,69,7,184,35,22,145,203,523,183,72,0,4,194,197,bus,vehicle,RADIUS_RATIO,0.8
89,41,75,146.08,56,7,146,46,19,137,170,317,156,76,18,5,184,188,opel,vehicle,RADIUS_RATIO,0.8
81,43,68,84.89,57,8,149,46,19,146,169,323,172,83,6,18,179,184,bus,vehicle,RADIUS_RATIO,0.8
98,55,101,205.59,69,11,225,30,25,178,231,748,216,74,6,14,187,195,opel,vehicle,RADIUS_RATIO,0.8
86,44,78,160.86,68,9,142,46,18,147,168,305,171,70,1,11,190,201,van,vehicle,RADIUS_RATIO,0.8
98,49,84,214.47,74,7,190,34,22,154,208,558,209,74,4,7,195,195,bus,vehicle,RADIUS_RATIO,0.8
96,55,98,132.46,54,10,215,31,24,175,226,683,221,76,3,6,185,193,opel,vehicle,RADIUS_RATIO,0.8
97,59,108,238.49,70,11,224,30,25,186,225,732,218,70,10,25,186,198,opel,vehicle,RADIUS_RATIO,0.8
92,39,91,190.17,62,8,176,37,21,137,196,466,151,67,3,23,192,200,opel,vehicle,RADIUS_RATIO,0.8
73,37,53,108.06,54,6,126,55,18,128,135,227,147,82,1,15,176,184,opel,vehicle,RADIUS_RATIO,0.8
89,42,89,147.17,61,11,151,44,19,145,170,338,163,72,11,23,187,199,van,vehicle,RADIUS_RATIO,0.8
101,53,103,200.25,63,9,195,34,22,162,210,571,210,68,5,5,191,198,opel,vehicle,RADIUS_RATIO,0.8
91,39,83,202.48,60,8,172,38,21,134,197,445,152,72,0,10,188,194,saab,vehicle,RADIUS_RATIO,0.8
86,40,62,154.29,62,7,150,45,19,133,165,330,173,82,2,3,180,185,saab,vehicle,RADIUS_RATIO,0.8
104,52,94,187.35,66,5,208,31,24,161,227,666,218,76,11,4,193,191,bus,vehicle,RADIUS_RATIO,0.8
89,44,68,85.42,50,7,150,45,19,147,171,328,189,88,6,5,179,182,bus,vehicle,RADIUS_RATIO,0.8
87,46,71,122.75,66,6,151,44,19,146,175,343,189,73,2,0,186,190,bus,vehicle,RADIUS_RATIO,0.8
99,51,92,194.46,65,5,209,31,24,159,232,671,214,78,5,11,191,189,bus,vehicle,RADIUS_RATIO,0.8
94,36,68,175.11,54,7,127,52,18,132,155,242,116,66,1,2,195,196,van,vehicle,RADIUS_RATIO,0.8
79,40,80,170.14,55,7,147,47,19,135,172,311,144,76,8,30,181,193,opel,vehicle,RADIUS_RATIO,0.8
89,40,76,215.43,76,7,150,44,19,136,174,342,148,72,3,8,193,197,bus,vehicle,RADIUS_RATIO,0.8
110,58,106,167.33,51,6,261,26,28,171,278,998,257,83,9,13,181,182,bus,vehicle,RADIUS_RATIO,0.8
89,41,84,122.42,58,9,149,45,19,145,172,330,162,72,4,18,188,200,van,vehicle,RADIUS_RATIO,0.8
86,37,60,111.32,54,5,119,56,17,132,141,209,129,72,2,8,186,190,van,vehicle,RADIUS_RATIO,0.8
91,42,84,228.09,75,6,171,38,20,138,189,446,161,69,3,12,196,201,bus,vehicle,RADIUS_RATIO,0.8
80,37,57,108.85,55,6,125,54,18,125,142,229,132,81,8,5,178,184,opel,vehicle,RADIUS_RATIO,0.8
104,55,107,166.76,68,11,218,31,24,173,232,703,229,71,3,10,188,199,saab,vehicle,RADIUS_RATIO,0.8
94,38,84,114.49,55,9,169,39,20,130,196,430,155,69,9,15,190,195,opel,vehicle,RADIUS_RATIO,0.8
104,52,100,180.65,59,9,197,33,23,158,218,583,234,70,10,10,191,198,saab,vehicle,RADIUS_RATIO,0.8
94,48,87,230.52,64,10,157,43,20,161,179,363,186,75,4,15,184,195,van,vehicle,RADIUS_RATIO,0.8
84,45,66,155.38,65,6,145,46,19,144,168,312,177,73,2,3,184,188,bus,vehicle,RADIUS_RATIO,0.8
97,50,108,199.15,65,10,214,31,24,156,232,683,218,72,7,29,188,197,opel,vehicle,RADIUS_RATIO,0.8
89,42,80,91.79,62,6,144,46,19,139,166,308,170,74,17,13,185,189,saab,vehicle,RADIUS_RATIO,0.8
86,43,68,183.96,62,7,150,44,19,142,179,337,164,75,4,9,188,192,bus,vehicle,RADIUS_RATIO,0.8
95,46,105,251.98,68,9,201,33,23,148,223,602,201,69,5,38,191,202,opel,vehicle,RADIUS_RATIO,0.8
87,44,65,137.0,56,6,149,46,19,144,170,321,171,87,4,12,179,182,bus,vehicle,RADIUS_RATIO,0.8
82,45,66,237.42,126,52,148,45,19,144,237,326,185,119,1,1,181,185,bus,vehicle,RADIUS_RATIO,0.8
95,42,85,218.55,66,9,153,44,19,144,168,347,150,65,11,5,196,204,van,vehicle,RADIUS_RATIO,0.8
94,42,68,155.97,64,7,128,52,18,143,154,246,159,69,14,5,192,196,van,vehicle,RADIUS_RATIO,0.8
92,38,60,126.46,62,5,114,58,17,132,135,194,137,72,14,5,190,194,van,vehicle,RADIUS_RATIO,0.8
102,45,83,194.42,65,5,194,33,22,146,225,576,167,79,0,27,193,191,bus,vehicle,RADIUS_RATIO,0.8
108,53,103,203.43,64,10,220,30,25,168,224,711,214,73,11,10,188,199,saab,vehicle,RADIUS_RATIO,0.8
99,46,105,213.99,64,11,197,34,23,152,212,575,159,65,0,33,194,205,opel,vehicle,RADIUS_RATIO,0.8
85,39,77,224.35,59,8,150,45,19,134,176,331,133,73,0,16,184,193,opel,vehicle,RADIUS_RATIO,0.8
80,44,68,147.81,59,8,150,45,19,145,170,329,173,80,7,12,180,185,bus,vehicle,RADIUS_RATIO,0.8
99,48,79,158.8,68,6,185,35,22,153,202,524,171,74,5,8,195,195,bus,vehicle,RADIUS_RATIO,0.8
89,40,77,168.77,65,9,144,46,19,141,168,314,143,70,0,5,190,200,van,vehicle,RADIUS_RATIO,0.8
94,48,83,141.49,64,10,156,43,19,153,177,357,187,74,4,14,185,196,van,vehicle,RADIUS_RATIO,0.8
77,38,75,144.52,59,6,147,46,19,132,167,315,136,80,16,20,181,187,opel,vehicle,RADIUS_RATIO,0.8
88,35,50,88.22,58,5,114,59,17,122,132,192,138,74,21,4,182,187,opel,vehicle,RADIUS_RATIO,0.8
93,43,85,128.71,54,10,155,44,19,153,174,351,165,75,12,13,184,196,van,vehicle,RADIUS_RATIO,0.8
95,47,88,113.36,64,11,159,43,20,157,176,371,185,71,12,13,189,198,van,vehicle,RADIUS_RATIO,0.8
100,45,100,233.29,65,8,201,32,23,147,231,611,189,72,5,5,189,195,opel,vehicle,RADIUS_RATIO,0.8
109,53,109,195.28,69,12,221,31,25,169,226,712,212,72,13,28,188,201,saab,vehicle,RADIUS_RATIO,0.8
85,43,64,143.44,56,8,150,46,19,144,168,324,173,82,9,14,180,184,bus,vehicle,RADIUS_RATIO,0.8
93,49,79,153.92,65,7,173,37,21,158,189,463,194,70,5,10,197,202,bus,vehicle,RADIUS_RATIO,0.8
89,37,54,112.44,53,5,134,50,18,127,151,266,146,79,16,14,184,185,saab,vehicle,RADIUS_RATIO,0.8
90,48,78,142.9,59,11,160,43,20,160,173,370,185,76,10,11,183,192,van,vehicle,RADIUS_RATIO,0.8
92,40,82,191.86,63,9,146,45,19,140,165,319,137,64,9,0,199,206,van,vehicle,RADIUS_RATIO,0.8
90,36,57,149.8,57,6,121,56,17,127,137,216,132,68,22,23,190,195,saab,vehicle,RADIUS_RATIO,0.8
85,45,71,171.62,63,8,143,46,19,147,171,307,179,72,2,3,187,196,van,vehicle,RADIUS_RATIO,0.8
90,46,80,129.81,62,11,159,43,20,156,169,366,186,74,17,7,185,193,van,vehicle,RADIUS_RATIO,0.8
89,42,70,173.47,62,7,147,45,19,143,176,323,153,76,2,6,186,189,bus,vehicle,RADIUS_RATIO,0.8
85,41,66,153.41,65,22,149,45,19,139,173,330,155,75,6,16,184,191,bus,vehicle,RADIUS_RATIO,0.8
97,45,88,186.33,67,10,157,43,20,157,173,365,157,67,8,12,192,200,van,vehicle,RADIUS_RATIO,0.8
100,48,95,147.43,68,7,199,32,23,150,216,605,200,73,7,11,192,194,bus,vehicle,RADIUS_RATIO,0.8
100,46,104,148.64,60,9,197,34,23,147,222,578,198,73,13,13,189,197,saab,vehicle,RADIUS_RATIO,0.8
86,36,77,146.34,60,7,150,45,19,128,174,331,131,66,0,32,196,203,saab,vehicle,RADIUS_RATIO,0.8
97,42,101,157.74,59,9,186,36,22,138,208,511,168,67,7,41,194,206,saab,vehicle,RADIUS_RATIO,0.8
98,39,68,140.86,49,7,134,51,18,142,164,261,134,75,4,1,186,186,van,vehicle,RADIUS_RATIO,0.8
102,54,100,155.12,53,10,213,31,24,173,219,669,201,76,12,27,187,195,opel,vehicle,RADIUS_RATIO,0.8
89,47,83,334.67,133,48,158,43,20,163,229,364,176,97,0,14,184,194,van,vehicle,RADIUS_RATIO,0.8
86,48,75,175.06,58,10,161,43,20,163,170,371,185,75,3,1,183,192,van,vehicle,RADIUS_RATIO,0.8
87,42,64,166.04,64,10,133,50,18,142,157,264,159,67,7,1,193,201,van,vehicle,RADIUS_RATIO,0.8
88,37,63,124.46,58,5,125,54,18,130,141,230,145,74,14,20,184,188,saab,vehicle,RADIUS_RATIO,0.8
91,42,80,114.28,66,8,148,44,19,145,171,331,147,70,3,5,189,199,van,vehicle,RADIUS_RATIO,0.8
90,37,80,166.74,58,9,157,42,20,132,172,373,115,60,3,18,201,209,saab,vehicle,RADIUS_RATIO,0.8
81,42,63,110.74,55,8,149,46,19,145,166,320,172,86,7,7,179,182,bus,vehicle,RADIUS_RATIO,0.8
106,49,107,176.84,57,11,214,31,24,161,224,670,172,67,0,39,192,206,opel,vehicle,RADIUS_RATIO,0.8
80,43,68,150.54,54,8,150,45,19,145,171,329,176,85,4,8,179,183,bus,vehicle,RADIUS_RATIO,0.8
95,45,80,178.28,62,7,164,40,20,145,188,406,178,65,11,18,199,204,opel,vehicle,RADIUS_RATIO,0.8
103,54,107,252.96,64,12,222,30,25,174,221,728,199,67,0,18,189,200,opel,vehicle,RADIUS_RATIO,0.8
100,46,85,173.88,64,11,163,42,20,163,176,387,170,71,18,0,189,196,van,vehicle,RADIUS_RATIO,0.8
91,40,76,197.25,67,7,149,44,19,135,169,332,144,68,4,17,192,200,bus,vehicle,RADIUS_RATIO,0.8
90,43,72,186.44,59,8,154,42,19,144,174,360,158,61,15,9,203,209,saab,vehicle,RADIUS_RATIO,0.8
93,36,64,190.26,69,8,136,49,18,136,161,279,127,67,2,29,193,204,van,vehicle,RADIUS_RATIO,0.8
104,50,96,193.97,65,10,187,35,22,156,207,527,195,65,3,7,195,206,saab,vehicle,RADIUS_RATIO,0.8
94,44,84,209.53,74,6,184,35,22,145,208,525,154,73,4,22,196,197,bus,vehicle,RADIUS_RATIO,0.8
93,35,72,224.88,62,7,149,44,19,124,169,334,125,62,5,30,203,210,opel,vehicle,RADIUS_RATIO,0.8
106,49,106,206.47,64,9,208,32,24,158,224,645,184,68,1,24,190,202,saab,vehicle,RADIUS_RATIO,0.8
89,40,79,212.46,64,9,144,46,19,139,168,311,149,71,8,7,188,197,van,vehicle,RADIUS_RATIO,0.8
110,56,103,189.2,64,5,250,26,27,169,280,928,239,85,4,6,184,183,bus,vehicle,RADIUS_RATIO,0.8
85,36,78,148.55,55,7,147,45,19,128,168,321,134,64,10,24,197,203,opel,vehicle,RADIUS_RATIO,0.8
93,42,70,130.02,56,7,127,53,18,145,156,240,152,74,5,4,189,190,van,vehicle,RADIUS_RATIO,0.8
87,39,74,155.59,58,6,151,44,19,136,174,337,140,70,1,33,187,196,saab,vehicle,RADIUS_RATIO,0.8
91,45,75,158.63,57,6,150,44,19,146,170,335,180,66,16,2,193,198,opel,vehicle,RADIUS_RATIO,0.8
82,38,53,90.65,59,5,133,51,18,128,152,259,146,87,0,0,177,183,opel,vehicle,RADIUS_RATIO,0.8
107,52,101,206.37,64,11,202,33,23,164,219,610,192,65,17,2,197,206,opel,vehicle,RADIUS_RATIO,0.8
98,39,81,195.88,64,9,166,40,20,138,184,415,131,62,8,19,197,205,saab,vehicle,RADIUS_RATIO,0.8
85,40,72,89.37,59,5,132,50,18,135,159,260,150,68,3,9,191,195,saab,vehicle,RADIUS_RATIO,0.8
98,54,104,222.64,59,10,213,32,24,172,223,665,217,73,1,26,186,195,opel,vehicle,RADIUS_RATIO,0.8
103,54,91,223.51,57,11,220,31,25,170,220,707,198,72,1,32,186,198,opel,vehicle,RADIUS_RATIO,0.8
92,36,78,195.25,57,8,153,43,19,128,169,349,124,60,4,19,203,211,saab,vehicle,RADIUS_RATIO,0.8
110,51,104,147.5,57,12,213,31,24,162,226,674,190,68,18,2,191,199,saab,vehicle,RADIUS_RATIO,0.8
82,45,68,88.45,64,6,147,46,19,143,169,320,184,80,0,1,181,184,bus,vehicle,RADIUS_RATIO,0.8
98,38,70,109.87,52,8,130,53,18,139,157,243,132,74,0,13,186,185,van,vehicle,RADIUS_RATIO,0.8
108,51,103,149.89,60,11,211,31,24,160,222,661,187,67,7,3,190,200,opel,vehicle,RADIUS_RATIO,0.8
106,54,103,189.77,47,4,247,27,27,166,266,892,242,85,4,11,181,183,bus,vehicle,RADIUS_RATIO,0.8
94,45,81,199.06,67,9,145,46,19,147,164,313,179,66,11,14,194,202,van,vehicle,RADIUS_RATIO,0.8
96,49,98,145.26,59,6,213,31,24,152,228,680,210,77,8,28,188,189,bus,vehicle,RADIUS_RATIO,0.8
93,48,84,236.78,63,11,156,44,20,165,171,354,188,73,8,15,185,195,van,vehicle,RADIUS_RATIO,0.8
88,40,78,194.1,73,6,158,41,20,134,185,379,148,73,1,11,193,197,bus,vehicle,RADIUS_RATIO,0.8
84,39,90,172.65,60,7,177,37,21,131,209,469,145,71,4,38,190,198,opel,vehicle,RADIUS_RATIO,0.8
89,44,72,157.97,66,7,144,46,19,147,166,312,169,69,11,1,191,198,bus,vehicle,RADIUS_RATIO,0.8
93,37,73,173.5,68,7,151,43,19,131,175,347,135,68,1,22,196,205,bus,vehicle,RADIUS_RATIO,0.8
89,44,70,128.06,58,6,136,49,18,146,168,273,166,78,10,3,186,187,van,vehicle,RADIUS_RATIO,0.8
102,54,106,209.05,68,11,207,32,24,164,228,638,238,71,0,26,189,200,saab,vehicle,RADIUS_RATIO,0.8
78,36,60,133.68,56,6,123,55,17,124,141,221,121,78,3,16,178,185,opel,vehicle,RADIUS_RATIO,0.8
91,42,66,182.79,66,7,145,44,19,140,169,325,159,67,4,0,201,207,bus,vehicle,RADIUS_RATIO,0.8
84,35,53,97.37,57,4,116,59,17,123,135,196,128,76,10,27,183,190,saab,vehicle,RADIUS_RATIO,0.8
103,46,106,231.77,66,10,203,33,23,149,217,612,210,70,9,10,191,199,saab,vehicle,RADIUS_RATIO,0.8
100,41,75,193.69,71,5,176,36,21,138,204,479,151,72,7,19,197,197,bus,vehicle,RADIUS_RATIO,0.8
91,42,81,135.41,69,5,169,38,20,137,184,434,156,68,3,23,198,204,bus,vehicle,RADIUS_RATIO,0.8
98,45,76,148.71,60,7,157,42,20,148,184,371,186,69,13,10,190,196,opel,vehicle,RADIUS_RATIO,0.8
101,51,105,182.67,68,10,209,32,24,162,222,653,224,73,5,23,186,195,opel,vehicle,RADIUS_RATIO,0.8
90,36,78,143.23,64,8,157,42,19,126,182,367,142,66,1,20,192,198,opel,vehicle,RADIUS_RATIO,0.8
97,48,94,168.47,63,9,181,36,21,155,200,494,189,64,20,11,199,203,opel,vehicle,RADIUS_RATIO,0.8
87,40,81,146.87,68,10,146,46,19,139,167,317,157,70,0,13,189,199,van,vehicle,RADIUS_RATIO,0.8
93,43,76,137.14,57,7,149,44,19,143,172,335,176,69,14,0,189,194,saab,vehicle,RADIUS_RATIO,0.8
107,55,98,224.56,59,7,240,27,26,168,258,866,245,80,3,1,186,184,bus,vehicle,RADIUS_RATIO,0.8
92,37,86,214.08,60,7,158,42,20,131,181,373,144,68,9,21,190,196,saab,vehicle,RADIUS_RATIO,0.8
86,43,66,86.13,56,7,152,44,19,142,177,340,173,81,6,14,181,185,bus,vehicle,RADIUS_RATIO,0.8
107,56,104,189.91,71,11,219,31,25,172,226,705,217,71,19,11,189,196,saab,vehicle,RADIUS_RATIO,0.8
82,44,72,145.41,64,7,154,44,19,144,181,350,177,80,0,16,183,187,bus,vehicle,RADIUS_RATIO,0.8
81,46,71,153.44,56,7,153,44,19,149,172,342,191,81,3,14,180,186,bus,vehicle,RADIUS_RATIO,0.8
82,44,72,122.65,61,7,147,46,19,143,173,317,183,81,6,17,181,185,bus,vehicle,RADIUS_RATIO,0.8
93,47,85,160.38,66,11,156,44,20,158,172,355,178,74,7,15,183,195,van,vehicle,RADIUS_RATIO,0.8
90,36,74,194.25,60,8,157,42,19,128,177,367,123,61,6,21,197,204,saab,vehicle,RADIUS_RATIO,0.8
111,54,103,156.85,50,11,221,30,25,172,227,727,201,69,15,6,190,198,opel,vehicle,RADIUS_RATIO,0.8
103,55,100,189.82,62,11,212,31,24,175,217,666,219,73,10,14,187,194,opel,vehicle,RADIUS_RATIO,0.8
89,40,58,186.69,58,7,122,54,17,140,146,225,150,63,7,4,199,206,van,vehicle,RADIUS_RATIO,0.8
87,47,81,110.01,62,9,147,45,19,152,171,325,181,72,0,6,188,198,van,vehicle,RADIUS_RATIO,0.8
92,46,79,169.21,64,8,162,41,20,149,183,396,178,67,2,10,191,198,opel,vehicle,RADIUS_RATIO,0.8
85,42,64,112.96,55,7,149,46,19,146,167,323,172,85,1,6,179,182,bus,vehicle,RADIUS_RATIO,0.8
86,46,70,178.67,65,8,149,45,19,146,170,331,185,77,6,6,183,188,bus,vehicle,RADIUS_RATIO,0.8
101,56,100,172.2,55,11,214,31,24,175,219,681,224,74,2,3,185,192,opel,vehicle,RADIUS_RATIO,0.8
94,39,89,160.02,62,9,172,38,21,135,191,444,121,63,4,23,201,209,opel,vehicle,RADIUS_RATIO,0.8
86,37,69,124.15,63,8,138,48,18,134,163,284,124,71,1,6,189,195,van,vehicle,RADIUS_RATIO,0.8
90,41,71,201.62,68,7,150,44,19,138,175,336,157,71,3,18,192,197,bus,vehicle,RADIUS_RATIO,0.8
104,49,89,149.65,54,4,212,31,24,153,238,682,198,78,1,23,190,189,bus,vehicle,RADIUS_RATIO,0.8
89,36,72,131.38,56,7,138,48,18,126,163,286,130,72,1,1,187,192,opel,vehicle,RADIUS_RATIO,0.8
90,39,86,151.68,62,7,162,41,20,131,194,388,147,74,1,22,185,191,opel,vehicle,RADIUS_RATIO,0.8
84,44,77,176.56,59,5,152,44,19,143,175,344,177,77,8,2,183,187,saab,vehicle,RADIUS_RATIO,0.8
104,57,103,244.01,69,11,219,30,25,176,228,708,219,73,4,3,186,196,opel,vehicle,RADIUS_RATIO,0.8
83,44,68,171.37,61,8,147,45,19,143,170,325,180,74,1,1,185,191,bus,vehicle,RADIUS_RATIO,0.8
85,39,57,126.19,56,6,114,58,17,135,134,195,145,64,17,7,197,202,van,vehicle,RADIUS_RATIO,0.8
