"Abbrev","Rep","Locality","Map_Ref","Latitude","Altitude","Rainfall","Frosts","Year","Sp","PMCno","DBH","Ht","Surv","Vig","Ins_res","Stem_Fm","Crown_Fm","Brnch_Fm","class","dataset_name","altered_attribute","noise_level"
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",2447,19.8,10.7,75,4.76,3,3,3,2.5,"P","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"jo",1595,5.2,4.3,75,0.92,0.5,4,4,4,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ka",1171,15,11.3,88,2.67,1.7,3,3,2,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"nd",1596,15.3,10.8,75,2.66,3,3,4,3.5,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",2459,19,16,88,4.06,3,4.8,4,4,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ov",1785,7.2,6,50,1.27,1.3,4,4,4,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"pu",1598,15.9,12.8,100,3.68,4,3.3,4,3,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",1787,18.1,14.8,100,4.11,4,4.3,4.3,4,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2482,17,14.1,88,4.74,3,3.7,3.7,3.7,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2431,26.1,16,38,5.02,3,4,4,2.7,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"rd",1524,12.2,13.8,50,2.19,1.5,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"sm",1340,9.3,4.3,63,0.63,1.2,1,1,1,"N","eucalyptus","Vig",0.3
"Wai",1,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2428,22.6,13.4,100,4.9,3,2.3,2.7,2,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ag",1094,7.8,7.4,63,0.64,1,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"bxs",1111,16.4,13.3,100,4.25,3,3.3,3.3,2.7,"P","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1112,11.9,9.7,100,2.37,1.8,3,3.5,3.2,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1113,10.4,9.4,88,1.75,1.7,4,4,4,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"el",1338,13.5,10,13,2.7,4,3,4,3.3,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1482,23,11,13,2.6,3.5,2,1,1,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1978,23.7,12.6,88,4.56,3.3,3,2,2,"P","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1339,33.8,16,50,4.74,3,2,2,0.5,"P","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1786,17,15.3,75,5.22,4,3.5,4,4,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",2447,20.8,12.6,63,3.8,3,3.3,3.5,3.5,"P","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"jo",1595,6.5,4.4,63,0.16,0.5,4,4.5,4,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ka",1171,10.4,6.4,75,1.27,1.5,0,0,0,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"nd",1596,12.6,8,37,2.45,3.5,4,4,4,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",1337,22.2,14.6,63,4.88,3,4,4,3.2,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",2459,19.6,15.4,100,5.08,3,5,4.3,3,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ov",1785,9.8,7.5,75,1.61,1.3,3.3,4,3.5,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"pu",1598,15.2,14.4,100,4.76,4,3,4,3,"P","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",1787,19.6,16.6,100,5.22,3,4,4,3,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2482,17,14.1,88,4.82,3,3.7,3.7,3.7,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2431,26,14,88,5.07,3.5,3.5,4,3.3,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ro",1192,8.9,5.2,63,2.84,1.8,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"rd",1524,10.3,7.8,100,2.28,2,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",22,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"si",2435,19.6,12.3,75,3.58,3,3.3,3.5,3.5,"N","eucalyptus","Vig",0.3
"Wai",2,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"sm",1340,20.1,6.9,88,2.95,2.5,1,0.5,0,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ag",1094,13.5,4,13,0.29,0,1,1,1,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"bxs",1111,14.2,10.8,100,2.63,2.8,3.3,3.3,3,"P","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1112,13.1,10.6,88,1.78,2,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"br",1113,9.6,7,100,2.37,2,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"el",1338,18.9,9,13,2.18,3.5,3,3.5,3,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1482,20,13.2,75,4.48,3,4,4,4,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fa",1978,26.6,13.5,75,4.81,3,2.5,2,1,"P","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1339,23.9,12.7,37,3.73,3,3,3,3,"P","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",1786,17.8,12.2,63,5.16,3.1,3,3,3,"P","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"fr",2447,21.4,12.7,75,4.53,4,3,3,3,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"jo",1595,7.8,5.3,50,0.62,1.5,4,4,4,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ka",1171,13.1,10.1,100,1.87,2,2,2,2,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"nd",1596,15.1,12.3,88,3.53,3,3.3,4,4,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",1337,24.5,13.5,75,5.25,3,4,4,2.5,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ob",2459,23.7,13.3,88,4.97,3,3.5,3.5,2.5,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ov",1785,10.5,7.6,88,2.33,2,3,3.5,3,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"pu",1598,14,10.3,100,3.18,4,2,3,2,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",1787,21.8,13.8,100,5.24,3,3,3,2,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2482,16.4,12.1,88,4.83,3,3.3,3.5,2,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"re",2431,17.6,12.4,100,3.72,3.3,3,3,2,"P","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"ro",1192,12.2,4.4,75,3.47,2,3,2.5,2.5,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"rd",1524,9,6.8,100,2.05,1.5,2,4,3.5,"N","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"si",2435,20.3,13.6,63,3.91,2.7,3,2.5,2,"P","eucalyptus","Vig",0.3
"Wai",3,"Central_Hawkes_Bay_(coastal)","N142_377/957","39__50",70,1000,-2,1981,"sm",1340,8.8,6.3,100,1.77,2,1,2,2,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ag",1094,2.86,3.2,25,1.82,2,2,2,2,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"bxs",1111,4.49,4.11,44,2.22,3,3,3,3,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"br",1112,9.89,6.68,100,3.61,2,3,4,3,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"jo",1595,5.34,3.05,75,2.25,1,3,4,4,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"fr",1339,3.28,4.07,75,1.47,3,3,3,3,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"fr",2447,7.62,5.39,100,2.8,3,3,3.5,3,"P","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"fr",1786,6.05,5.39,88,4.33,4,3.5,3.5,3.5,"P","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"nd",1596,6.38,5.07,88,3.04,4,3.5,4,4,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ka",1171,6.16,4.3,40,2.85,2,1,1,1,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ob",2469,19.92,7.37,13,2.2,2.5,3,3,3,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ov",1785,3.91,3.91,63,2.39,1.5,3,4,3,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"pu",1598,10.75,9.26,88,3.97,4,4,4,4,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"re",2428,3.63,5.02,63,4.02,3.5,4,4,3.5,"P","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"re",2431,6.14,5.86,75,4.33,3,4,4,4,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"re",1787,5.3,4.88,38,3.89,3,4,4,4,"P","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"si",2435,14.93,9.39,63,4.39,3,3,2.5,2.5,"P","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"rd",1524,3.21,3.72,50,1.8,2,2,4,4,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"sm",1340,5.93,6.48,100,1.9,1.8,2,2,3,"N","eucalyptus","Vig",0.3
"K81",1,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"nc",1780,6.24,4.85,25,3.07,4,3,3,3,"N","eucalyptus","Vig",0.3
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"ag",1094,1.03,2.17,13,2.62,2,2,2,2,"N","eucalyptus","Vig",0.3
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"bxs",1111,6.29,4.62,100,3.4,2.5,2,2,2.5,"N","eucalyptus","Vig",0.3
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"br",1112,11.43,7.83,88,2.93,2,3.5,4,4,"N","eucalyptus","Vig",0.3
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"br",1113,3.98,3.98,75,2.68,2,3,4,3,"N","eucalyptus","Vig",0.3
"K81",2,"Central_Wairarapa","N158_344/626","40__57",180,1080,-3,1981,"jo",1595,2.8,2.92,75,2.56,1.8,3.2,3.5,3.5,"N","eucalyptus","Vig",0.3
