"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
4.8,3,-1.55,0.3,"Iris_setosa","iris","petallength",0.8
5.1,3.8,4,0.2,"Iris_setosa","iris","petallength",0.8
4.6,3.2,2.9,0.2,"Iris_setosa","iris","petallength",0.8
5.3,3.7,0.42,0.2,"Iris_setosa","iris","petallength",0.8
5,3.3,1.94,0.2,"Iris_setosa","iris","petallength",0.8
7,3.2,5.04,1.4,"Iris_versicolor","iris","petallength",0.8
6.4,3.2,2.9,1.5,"Iris_versicolor","iris","petallength",0.8
6.9,3.1,7,1.5,"Iris_versicolor","iris","petallength",0.8
5.5,2.3,3.65,1.3,"Iris_versicolor","iris","petallength",0.8
6.5,2.8,4.86,1.5,"Iris_versicolor","iris","petallength",0.8
5.7,2.8,5.07,1.3,"Iris_versicolor","iris","petallength",0.8
6.3,3.3,3.3,1.6,"Iris_versicolor","iris","petallength",0.8
4.9,2.4,1.77,1,"Iris_versicolor","iris","petallength",0.8
6.6,2.9,4.53,1.3,"Iris_versicolor","iris","petallength",0.8
5.2,2.7,4.71,1.4,"Iris_versicolor","iris","petallength",0.8
5,2,3.6,1,"Iris_versicolor","iris","petallength",0.8
5.9,3,5.2,1.5,"Iris_versicolor","iris","petallength",0.8
6,2.2,4.47,1,"Iris_versicolor","iris","petallength",0.8
6.1,2.9,5.47,1.4,"Iris_versicolor","iris","petallength",0.8
5.6,2.9,1.62,1.3,"Iris_versicolor","iris","petallength",0.8
6.7,3.1,5.36,1.4,"Iris_versicolor","iris","petallength",0.8
5.6,3,3.39,1.5,"Iris_versicolor","iris","petallength",0.8
5.8,2.7,3.44,1,"Iris_versicolor","iris","petallength",0.8
6.2,2.2,4.35,1.5,"Iris_versicolor","iris","petallength",0.8
5.6,2.5,1.57,1.1,"Iris_versicolor","iris","petallength",0.8
5.9,3.2,4.66,1.8,"Iris_versicolor","iris","petallength",0.8
6.1,2.8,3.38,1.3,"Iris_versicolor","iris","petallength",0.8
6.3,2.5,3.89,1.5,"Iris_versicolor","iris","petallength",0.8
6.1,2.8,3.92,1.2,"Iris_versicolor","iris","petallength",0.8
6.4,2.9,6.06,1.3,"Iris_versicolor","iris","petallength",0.8
6.6,3,2.62,1.4,"Iris_versicolor","iris","petallength",0.8
6.8,2.8,4.5,1.4,"Iris_versicolor","iris","petallength",0.8
6.7,3,1.51,1.7,"Iris_versicolor","iris","petallength",0.8
6,2.9,3.55,1.5,"Iris_versicolor","iris","petallength",0.8
5.7,2.6,2.79,1,"Iris_versicolor","iris","petallength",0.8
5.5,2.4,5.98,1.1,"Iris_versicolor","iris","petallength",0.8
5.5,2.4,2.34,1,"Iris_versicolor","iris","petallength",0.8
5.8,2.7,2.67,1.2,"Iris_versicolor","iris","petallength",0.8
6,2.7,3.13,1.6,"Iris_versicolor","iris","petallength",0.8
5.4,3,4.75,1.5,"Iris_versicolor","iris","petallength",0.8
6,3.4,6.13,1.6,"Iris_versicolor","iris","petallength",0.8
6.7,3.1,3.01,1.5,"Iris_versicolor","iris","petallength",0.8
6.3,2.3,3.8,1.3,"Iris_versicolor","iris","petallength",0.8
5.6,3,6.03,1.3,"Iris_versicolor","iris","petallength",0.8
5.5,2.5,3.03,1.3,"Iris_versicolor","iris","petallength",0.8
5.5,2.6,5.37,1.2,"Iris_versicolor","iris","petallength",0.8
6.1,3,5.15,1.4,"Iris_versicolor","iris","petallength",0.8
5.8,2.6,2.16,1.2,"Iris_versicolor","iris","petallength",0.8
5,2.3,5.02,1,"Iris_versicolor","iris","petallength",0.8
5.6,2.7,5.32,1.3,"Iris_versicolor","iris","petallength",0.8
5.7,3,3.51,1.2,"Iris_versicolor","iris","petallength",0.8
5.7,2.9,2.92,1.3,"Iris_versicolor","iris","petallength",0.8
6.2,2.9,3.75,1.3,"Iris_versicolor","iris","petallength",0.8
5.1,2.5,4.15,1.1,"Iris_versicolor","iris","petallength",0.8
5.7,2.8,3.3,1.3,"Iris_versicolor","iris","petallength",0.8
6.3,3.3,3.35,2.5,"Iris_virginica","iris","petallength",0.8
5.8,2.7,4.9,1.9,"Iris_virginica","iris","petallength",0.8
7.1,3,6.99,2.1,"Iris_virginica","iris","petallength",0.8
6.3,2.9,3.96,1.8,"Iris_virginica","iris","petallength",0.8
6.5,3,5.46,2.2,"Iris_virginica","iris","petallength",0.8
7.6,3,4.87,2.1,"Iris_virginica","iris","petallength",0.8
4.9,2.5,4.66,1.7,"Iris_virginica","iris","petallength",0.8
7.3,2.9,6.11,1.8,"Iris_virginica","iris","petallength",0.8
6.7,2.5,5.75,1.8,"Iris_virginica","iris","petallength",0.8
7.2,3.6,5.22,2.5,"Iris_virginica","iris","petallength",0.8
6.5,3.2,4.1,2,"Iris_virginica","iris","petallength",0.8
6.4,2.7,6.53,1.9,"Iris_virginica","iris","petallength",0.8
6.8,3,5.65,2.1,"Iris_virginica","iris","petallength",0.8
5.7,2.5,4.74,2,"Iris_virginica","iris","petallength",0.8
5.8,2.8,0.56,2.4,"Iris_virginica","iris","petallength",0.8
6.4,3.2,3.5,2.3,"Iris_virginica","iris","petallength",0.8
6.5,3,6.58,1.8,"Iris_virginica","iris","petallength",0.8
7.7,3.8,6.13,2.2,"Iris_virginica","iris","petallength",0.8
7.7,2.6,5.19,2.3,"Iris_virginica","iris","petallength",0.8
6,2.2,4.38,1.5,"Iris_virginica","iris","petallength",0.8
6.9,3.2,5.17,2.3,"Iris_virginica","iris","petallength",0.8
5.6,2.8,4.19,2,"Iris_virginica","iris","petallength",0.8
7.7,2.8,7.4,2,"Iris_virginica","iris","petallength",0.8
6.3,2.7,7.05,1.8,"Iris_virginica","iris","petallength",0.8
6.7,3.3,7.09,2.1,"Iris_virginica","iris","petallength",0.8
7.2,3.2,7.76,1.8,"Iris_virginica","iris","petallength",0.8
6.2,2.8,4.33,1.8,"Iris_virginica","iris","petallength",0.8
6.1,3,6.09,1.8,"Iris_virginica","iris","petallength",0.8
6.4,2.8,4.22,2.1,"Iris_virginica","iris","petallength",0.8
7.2,3,5.6,1.6,"Iris_virginica","iris","petallength",0.8
7.4,2.8,9.18,1.9,"Iris_virginica","iris","petallength",0.8
7.9,3.8,6.38,2,"Iris_virginica","iris","petallength",0.8
6.4,2.8,5.17,2.2,"Iris_virginica","iris","petallength",0.8
6.3,2.8,4.28,1.5,"Iris_virginica","iris","petallength",0.8
6.1,2.6,6.69,1.4,"Iris_virginica","iris","petallength",0.8
7.7,3,9.07,2.3,"Iris_virginica","iris","petallength",0.8
6.3,3.4,6.18,2.4,"Iris_virginica","iris","petallength",0.8
6.4,3.1,5.13,1.8,"Iris_virginica","iris","petallength",0.8
6,3,7.73,1.8,"Iris_virginica","iris","petallength",0.8
6.9,3.1,4.3,2.1,"Iris_virginica","iris","petallength",0.8
6.7,3.1,7.2,2.4,"Iris_virginica","iris","petallength",0.8
6.9,3.1,4.51,2.3,"Iris_virginica","iris","petallength",0.8
5.8,2.7,3.66,1.9,"Iris_virginica","iris","petallength",0.8
6.8,3.2,7.62,2.3,"Iris_virginica","iris","petallength",0.8
6.7,3.3,3.16,2.5,"Iris_virginica","iris","petallength",0.8
6.7,3,4.76,2.3,"Iris_virginica","iris","petallength",0.8
6.3,2.5,5.02,1.9,"Iris_virginica","iris","petallength",0.8
6.5,3,4.58,2,"Iris_virginica","iris","petallength",0.8
6.2,3.4,3.09,2.3,"Iris_virginica","iris","petallength",0.8
5.9,3,4.19,1.8,"Iris_virginica","iris","petallength",0.8
