"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","dataset_name","altered_attribute","noise_level"
"0<=X<200",18,"existing paid","new car",6845.48,"100<=X<500","1<=X<4",2,"male single","none",2,"car",30,"none","own",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",12,"critical/other existing credit","business",602.88,"no known savings",">=7",4,"male single","none",4,"no known property",57,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
">=200",12,"existing paid","furniture/equipment",1367.2,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",33,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",45,"critical/other existing credit","radio/tv",4488.02,"<100","<1",4,"male single","none",2,"life insurance",25,"none","own",2,"unskilled resident",1,"none","yes","bad","credit-g","credit_amount",0.6
"no checking",48,"critical/other existing credit","education",6487.87,"<100","1<=X<4",1,"male single","none",3,"no known property",31,"bank","for free",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
">=200",18,"existing paid","radio/tv",3595.21,"<100","1<=X<4",4,"male single","co applicant",2,"real estate",37,"stores","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
">=200",10,"existing paid","domestic appliance",992,"<100","1<=X<4",2,"male single","none",2,"car",37,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",9,"existing paid","radio/tv",-3113.73,"<100","1<=X<4",4,"male single","none",3,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",30,"existing paid","radio/tv",5508.73,"500<=X<1000",">=7",4,"male single","none",2,"car",30,"bank","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","radio/tv",882.99,"500<=X<1000","1<=X<4",3,"male div/sep","none",1,"car",26,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",18,"delayed previously","repairs",6941.06,"<100","1<=X<4",2,"male single","none",4,"real estate",44,"none","own",1,"unskilled resident",2,"yes","yes","good","credit-g","credit_amount",0.6
"<0",30,"critical/other existing credit","used car",9639.59,"100<=X<500","4<=X<7",1,"male mar/wid","none",4,"car",24,"none","rent",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",48,"critical/other existing credit","used car",6416.17,"<100",">=7",4,"female div/dep/mar","none",4,"no known property",58,"stores","for free",2,"unskilled resident",1,"none","yes","bad","credit-g","credit_amount",0.6
"no checking",11,"critical/other existing credit","new car",278.85,"<100","<1",4,"female div/dep/mar","none",4,"car",35,"none","own",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",36,"existing paid","radio/tv",4343.71,"500<=X<1000",">=7",4,"male single","none",4,"car",39,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",6,"existing paid","used car",2685.5,"500<=X<1000","unemployed",1,"female div/dep/mar","none",2,"life insurance",23,"none","rent",1,"unemp/unskilled non res",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",11,"critical/other existing credit","new car",8211.71,"<100","1<=X<4",1,"male single","none",4,"life insurance",39,"none","own",2,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",12,"existing paid","radio/tv",56.96,"100<=X<500","1<=X<4",4,"female div/dep/mar","co applicant",2,"real estate",28,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",24,"delayed previously","furniture/equipment",3044.19,"no known savings","<1",4,"male single","none",2,"life insurance",29,"bank","own",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",27,"delayed previously","used car",4009.19,"<100",">=7",1,"male single","none",2,"car",30,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",12,"existing paid","radio/tv",2758.61,"<100","1<=X<4",3,"male single","none",2,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",18,"existing paid","used car",954.03,"no known savings","1<=X<4",2,"male single","none",1,"life insurance",31,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",36,"delayed previously","new car",2958.82,"<100",">=7",4,"male single","none",4,"no known property",57,"bank","for free",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",6,"all paid","new car",179.03,"no known savings","1<=X<4",1,"male single","guarantor",2,"real estate",26,"stores","own",1,"unskilled resident",2,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","radio/tv",7080.64,"no known savings","unemployed",2,"male single","none",1,"no known property",52,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",36,"critical/other existing credit","radio/tv",8447.95,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",31,"stores","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
">=200",18,"existing paid","new car",2240.82,"<100",">=7",3,"female div/dep/mar","none",2,"car",23,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",36,"critical/other existing credit","furniture/equipment",3378.33,"<100","<1",4,"female div/dep/mar","co applicant",4,"no known property",23,"none","rent",2,"unskilled resident",1,"yes","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",9,"existing paid","business",769.96,"<100","1<=X<4",2,"male mar/wid","none",1,"real estate",27,"bank","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",15,"critical/other existing credit","radio/tv",4535.65,"no known savings",">=7",4,"male single","guarantor",4,"real estate",50,"none","own",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",36,"no credits/all paid","business",2730.82,"<100",">=7",4,"male single","none",4,"no known property",61,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",48,"no credits/all paid","business",13932.89,"<100","1<=X<4",2,"male single","none",2,"car",25,"none","own",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",24,"existing paid","radio/tv",5420.2,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",26,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",27,"existing paid","repairs",5183.76,"no known savings",">=7",4,"male single","none",4,"life insurance",48,"none","own",4,"skilled",2,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",12,"existing paid","radio/tv",2352.42,"<100","<1",2,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","new car",2297.65,">=1000","1<=X<4",4,"male mar/wid","none",1,"real estate",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",36,"existing paid","education",3125.91,"<100","1<=X<4",4,"male single","none",4,"no known property",37,"stores","for free",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",36,"existing paid","radio/tv",1738.38,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",36,"existing paid","used car",7656.39,"<100","1<=X<4",1,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",7,"critical/other existing credit","radio/tv",3405.11,"no known savings",">=7",4,"male single","none",2,"life insurance",46,"none","rent",2,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",0.6
"<0",8,"critical/other existing credit","other",-1233.19,"<100",">=7",3,"male single","none",4,"no known property",51,"bank","for free",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",42,"critical/other existing credit","business",6031.65,"<100","4<=X<7",2,"female div/dep/mar","none",1,"real estate",41,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",36,"existing paid","education",223.2,"no known savings",">=7",4,"male single","none",4,"no known property",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",0.6
"<0",12,"critical/other existing credit","used car",-782.28,"<100",">=7",4,"male single","none",4,"no known property",66,"none","for free",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",42,"existing paid","radio/tv",5236.85,"<100","<1",4,"male single","none",3,"car",34,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",11,"delayed previously","radio/tv",6409.13,"<100","4<=X<7",2,"male single","none",4,"life insurance",51,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",54,"no credits/all paid","used car",8113.89,"no known savings","1<=X<4",2,"male single","none",2,"life insurance",39,"none","own",1,"unskilled resident",2,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",30,"existing paid","furniture/equipment",5404.35,"<100","<1",2,"male mar/wid","none",1,"life insurance",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",24,"existing paid","radio/tv",8527.72,"no known savings","<1",1,"female div/dep/mar","none",1,"car",44,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",15,"existing paid","radio/tv",833.85,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",47,"stores","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",18,"existing paid","business",626.91,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",24,"existing paid","other",-1726.77,"<100",">=7",4,"female div/dep/mar","guarantor",4,"real estate",58,"none","own",1,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",0.6
"<0",10,"existing paid","radio/tv",3305.07,"<100",">=7",3,"male single","none",4,"real estate",52,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",12,"critical/other existing credit","business",-1050.62,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",18,"critical/other existing credit","furniture/equipment",1052.07,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",36,"existing paid","education",12562.16,"100<=X<500","1<=X<4",1,"male single","none",4,"no known property",47,"none","for free",1,"skilled",2,"yes","yes","bad","credit-g","credit_amount",0.6
"<0",18,"existing paid","new car",2639.89,"100<=X<500","4<=X<7",4,"male single","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",0.6
"<0",12,"no credits/all paid","repairs",-2146.18,"<100","4<=X<7",4,"male single","none",3,"real estate",28,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"no checking",12,"critical/other existing credit","radio/tv",-54.18,"<100",">=7",4,"male single","none",4,"real estate",56,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",12,"critical/other existing credit","used car",2054.42,"<100",">=7",4,"male single","none",3,"real estate",54,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",12,"critical/other existing credit","radio/tv",968.04,"no known savings",">=7",4,"female div/dep/mar","none",3,"life insurance",33,"bank","own",1,"unskilled resident",2,"none","yes","bad","credit-g","credit_amount",0.6
">=200",24,"critical/other existing credit","furniture/equipment",3304.5,"no known savings",">=7",4,"male single","co applicant",4,"no known property",20,"none","rent",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","new car",1944.51,">=1000",">=7",4,"male single","none",4,"real estate",54,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",54,"no credits/all paid","business",15839.09,"<100","<1",3,"male single","none",4,"no known property",58,"none","rent",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",12,"critical/other existing credit","education",2575.65,"no known savings","4<=X<7",4,"female div/dep/mar","none",2,"car",61,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",18,"existing paid","business",2833.4,"100<=X<500","1<=X<4",4,"male single","none",4,"car",34,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",36,"critical/other existing credit","radio/tv",2354.42,"<100",">=7",4,"male single","none",4,"real estate",36,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",20,"delayed previously","used car",8730.32,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",24,"existing paid","new car",33.27,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",36,"existing paid","radio/tv",3715.13,"<100","4<=X<7",4,"male single","none",4,"car",24,"none","rent",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",6,"delayed previously","radio/tv",-448.75,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",9,"critical/other existing credit","furniture/equipment",3721.4,"<100","4<=X<7",4,"male single","none",3,"car",35,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",12,"existing paid","used car",1144.43,"no known savings","<1",2,"male mar/wid","none",4,"car",26,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",24,"critical/other existing credit","other",14143.5,"<100","1<=X<4",2,"male single","co applicant",3,"car",39,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",18,"all paid","new car",7266.02,"<100",">=7",2,"male single","none",4,"no known property",39,"bank","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","new car",4951.64,"<100","4<=X<7",2,"male single","none",2,"car",32,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",24,"existing paid","furniture/equipment",5940.26,"no known savings","<1",1,"female div/dep/mar","none",2,"life insurance",30,"none","own",1,"skilled",1,"yes","no","good","credit-g","credit_amount",0.6
"0<=X<200",14,"existing paid","business",-203.08,"500<=X<1000",">=7",1,"male mar/wid","none",2,"real estate",35,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",6,"delayed previously","business",2565.27,"100<=X<500",">=7",1,"male div/sep","none",2,"car",31,"bank","own",2,"skilled",2,"none","yes","good","credit-g","credit_amount",0.6
">=200",15,"existing paid","education",201.53,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",18,"existing paid","new car",6930.43,"<100","4<=X<7",3,"male single","none",3,"real estate",28,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",36,"critical/other existing credit","new car",7106.27,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",25,"stores","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"<0",12,"existing paid","radio/tv",6.69,"500<=X<1000",">=7",3,"male mar/wid","none",1,"real estate",35,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",48,"critical/other existing credit","radio/tv",4700.55,"no known savings",">=7",4,"male single","none",1,"real estate",47,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"<0",42,"existing paid","radio/tv",7626.94,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","credit_amount",0.6
"<0",10,"critical/other existing credit","furniture/equipment",2109.12,"no known savings","<1",2,"female div/dep/mar","co applicant",3,"real estate",27,"none","rent",2,"skilled",1,"none","no","good","credit-g","credit_amount",0.6
"<0",33,"critical/other existing credit","furniture/equipment",6473.55,"500<=X<1000","1<=X<4",1,"female div/dep/mar","none",4,"car",23,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",12,"critical/other existing credit","new car",2714.61,"500<=X<1000","4<=X<7",3,"male div/sep","none",3,"car",36,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"<0",21,"existing paid","radio/tv",-35.41,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",24,"critical/other existing credit","used car",2491.56,"<100",">=7",4,"female div/dep/mar","none",2,"car",41,"none","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",12,"existing paid","furniture/equipment",2968.38,"<100","1<=X<4",3,"male single","none",2,"real estate",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
">=200",10,"critical/other existing credit","new car",1550.2,"<100",">=7",4,"male single","none",4,"no known property",63,"none","for free",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"0<=X<200",18,"existing paid","furniture/equipment",4192.52,"no known savings","<1",4,"female div/dep/mar","none",3,"real estate",27,"none","rent",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"<0",12,"critical/other existing credit","new car",-801.5,"<100","1<=X<4",4,"male single","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",12,"existing paid","radio/tv",1225.37,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",40,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","repairs",1585.55,"<100","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",12,"critical/other existing credit","used car",2024.02,"<100","unemployed",4,"male single","none",2,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"<0",12,"critical/other existing credit","new car",2209.07,"<100","1<=X<4",3,"female div/dep/mar","co applicant",2,"real estate",29,"none","own",2,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",48,"existing paid","new car",9577.81,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",36,"delayed previously","education",4585.6,"<100","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",1,"skilled",1,"yes","yes","bad","credit-g","credit_amount",0.6
"no checking",15,"existing paid","furniture/equipment",3191.06,"<100","<1",2,"male single","none",3,"life insurance",27,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",18,"existing paid","furniture/equipment",1574.89,"<100","1<=X<4",4,"male single","none",4,"no known property",47,"bank","for free",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"no checking",60,"existing paid","radio/tv",12667.26,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",12,"critical/other existing credit","radio/tv",1196.78,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"none","own",2,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
"no checking",27,"delayed previously","used car",11202.19,">=1000","1<=X<4",2,"male single","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","credit_amount",0.6
"0<=X<200",12,"existing paid","radio/tv",871.11,"500<=X<1000","1<=X<4",4,"male single","none",3,"real estate",66,"none","own",1,"unskilled resident",1,"none","yes","bad","credit-g","credit_amount",0.6
"0<=X<200",15,"critical/other existing credit","radio/tv",4648.9,"no known savings","4<=X<7",4,"male single","guarantor",2,"real estate",35,"bank","own",3,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
">=200",12,"existing paid","radio/tv",-518.06,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"none","rent",1,"unskilled resident",1,"yes","yes","good","credit-g","credit_amount",0.6
">=200",6,"existing paid","new car",1822.34,">=1000","<1",2,"male mar/wid","none",2,"real estate",27,"none","own",1,"unemp/unskilled non res",1,"none","no","good","credit-g","credit_amount",0.6
"0<=X<200",36,"existing paid","radio/tv",3083.91,"<100","<1",4,"female div/dep/mar","none",1,"no known property",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","credit_amount",0.6
"<0",27,"existing paid","radio/tv",3228.96,"<100","1<=X<4",3,"male single","none",2,"car",27,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","credit_amount",0.6
"<0",18,"existing paid","furniture/equipment",5511.09,"<100","1<=X<4",2,"male single","none",2,"car",22,"none","own",1,"skilled",1,"none","yes","bad","credit-g","credit_amount",0.6
"no checking",21,"critical/other existing credit","furniture/equipment",1845.46,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"yes","yes","good","credit-g","credit_amount",0.6
