"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
123.278545,231.99,129.68,600.22,29.894943,"2","wilt","Mean_G",0.5
117.639292,215.79,131.205128,504.076923,22.19423,"2","wilt","Mean_G",0.5
138.512724,248.41,118.537313,445.925373,20.084939,"2","wilt","Mean_G",0.5
118.578324,222.05,117.067568,429.135135,33.420971,"2","wilt","Mean_G",0.5
134.064037,202.3,95.590909,236.681818,18.00373,"2","wilt","Mean_G",0.5
117.650655,206,155.458333,541.541667,18.511821,"2","wilt","Mean_G",0.5
135.284257,268.9,149.837209,587,22.066888,"2","wilt","Mean_G",0.5
123.302428,231.04,120.666667,436.087719,18.284456,"2","wilt","Mean_G",0.5
128.096093,221.08,118.4,403.333333,21.405892,"2","wilt","Mean_G",0.5
119.635551,197.05,118.821429,312.517857,21.871778,"2","wilt","Mean_G",0.5
119.506522,231.74,131.586207,592.241379,27.410822,"2","wilt","Mean_G",0.5
132.279558,204.17,126.210526,503.631579,26.666932,"2","wilt","Mean_G",0.5
123.752283,250.84,134.672727,510.036364,21.587217,"2","wilt","Mean_G",0.5
123.997297,193.67,156.242857,493.414286,24.439196,"2","wilt","Mean_G",0.5
130.010502,185.34,103.166667,319.777778,21.732253,"2","wilt","Mean_G",0.5
122.797834,208.13,132.485714,322.285714,15.835378,"2","wilt","Mean_G",0.5
132.404776,209.33,125.407407,373.805556,23.220295,"2","wilt","Mean_G",0.5
127.80718,161.59,120.722826,415.804348,27.258971,"2","wilt","Mean_G",0.5
122.15942,173.58,128.825,323.975,28.948097,"2","wilt","Mean_G",0.5
126.432185,240.47,128.599119,403.061674,23.368589,"2","wilt","Mean_G",0.5
128.368754,237.52,140.650794,411.301587,24.842135,"2","wilt","Mean_G",0.5
126.739726,138.31,129.904348,390.817391,20.635785,"2","wilt","Mean_G",0.5
128.581136,218.4,119.322581,436.556452,24.033568,"2","wilt","Mean_G",0.5
136.359435,223.74,118.422018,462.568807,21.609575,"2","wilt","Mean_G",0.5
128.97306,160.05,118.759259,427.49537,21.303533,"2","wilt","Mean_G",0.5
131.599825,195.77,117.236111,566.009259,36.442122,"2","wilt","Mean_G",0.5
122.665428,214.73,136.586614,498.633858,26.649676,"2","wilt","Mean_G",0.5
132.455492,186.83,113.80597,323.059702,18.657719,"2","wilt","Mean_G",0.5
129.20801,165.66,110.650943,327.716981,19.005395,"2","wilt","Mean_G",0.5
124.590466,213.92,120.642276,398.853659,18.675637,"2","wilt","Mean_G",0.5
129.360137,191.19,123.945578,464.72449,26.64041,"2","wilt","Mean_G",0.5
141.57423,180.78,127.333333,364.177778,15.219286,"2","wilt","Mean_G",0.5
127.218812,227.97,110.102362,383.393701,19.666454,"2","wilt","Mean_G",0.5
118.122585,156.55,134.235294,443.111765,18.376031,"2","wilt","Mean_G",0.5
138.614314,193.83,126.111111,421,18.304925,"2","wilt","Mean_G",0.5
134.301502,223.48,125.671429,436.190476,21.034099,"2","wilt","Mean_G",0.5
142.867713,221.02,104.392857,674.964286,32.399531,"1","wilt","Mean_G",0.5
143.497283,172.84,95.73913,612.347826,29.530094,"1","wilt","Mean_G",0.5
135.725,297.28,107.583333,741.270833,20.841071,"1","wilt","Mean_G",0.5
112.824561,246.71,108.04,705.84,22.670651,"1","wilt","Mean_G",0.5
111.207547,242.57,105.575,729.775,23.673812,"1","wilt","Mean_G",0.5
124.955163,234.54,100.565217,686.434783,27.8711,"1","wilt","Mean_G",0.5
115.849866,203.69,107.106383,757.212766,19.601577,"1","wilt","Mean_G",0.5
124.970238,225.19,97.428571,595.857143,40.781037,"1","wilt","Mean_G",0.5
130.711775,170.91,69.40107,187.684492,8.875741,"1","wilt","Mean_G",0.5
113.465116,252.21,107.555556,735.518519,34.575418,"1","wilt","Mean_G",0.5
130.118358,240.02,104.192308,689.346154,16.023282,"1","wilt","Mean_G",0.5
120.413907,189.77,104.894737,617.31579,29.403865,"1","wilt","Mean_G",0.5
127.223214,220.1,100.571429,588.857143,17.274495,"1","wilt","Mean_G",0.5
128.945313,233.19,93,437,27.335874,"1","wilt","Mean_G",0.5
133.359375,145.5,84,247,14.101751,"1","wilt","Mean_G",0.5
127.395833,267.31,99.166667,486.166667,26.023494,"1","wilt","Mean_G",0.5
137.922594,169.13,99.366667,641.866667,40.490932,"1","wilt","Mean_G",0.5
105.1,213.05,97,564.2,21.303521,"1","wilt","Mean_G",0.5
132.386555,218.31,95.8,531.866667,53.596849,"1","wilt","Mean_G",0.5
107.576923,166.46,90.769231,514.153846,45.348225,"1","wilt","Mean_G",0.5
127.765766,160.19,82.357143,310.142857,15.443941,"1","wilt","Mean_G",0.5
124.018476,149.92,69.072727,217.836364,13.337253,"1","wilt","Mean_G",0.5
132.299304,231.5,90,495.407407,36.943771,"1","wilt","Mean_G",0.5
153.541667,159.87,87,452,1.699673,"1","wilt","Mean_G",0.5
125.73937,125.36,69.416244,206.411168,7.412496,"1","wilt","Mean_G",0.5
140.857143,172.58,79.916667,293,6.015605,"1","wilt","Mean_G",0.5
132.592007,178.14,68.682927,177.897561,8.123652,"1","wilt","Mean_G",0.5
138.240418,197.17,87.055556,445.388889,27.26414,"1","wilt","Mean_G",0.5
136.250617,180.55,87.176471,441.764706,20.390781,"1","wilt","Mean_G",0.5
130.011364,169.3,95.272727,520.636364,12.186566,"1","wilt","Mean_G",0.5
120.872081,192.59,101.709677,746.806452,16.682722,"1","wilt","Mean_G",0.5
144.339744,145.99,77.65,302.1,10.067274,"1","wilt","Mean_G",0.5
106.34375,255.24,111.8,726.4,28.667229,"1","wilt","Mean_G",0.5
141.350694,258.3,107.111111,668.666667,30.063924,"1","wilt","Mean_G",0.5
128.177165,195.34,94.4375,456.875,23.224427,"1","wilt","Mean_G",0.5
127.479315,200.78,93.590909,525.431818,18.794822,"1","wilt","Mean_G",0.5
130.766562,295.45,97.4,648.4,24.676862,"1","wilt","Mean_G",0.5
123.854494,201.38,100.568182,645.272727,34.318355,"1","wilt","Mean_G",0.5
122.673611,179.75,80.666667,390.777778,20.083775,"1","wilt","Mean_G",0.5
119.14881,195.94,93.52381,488.619048,29.794534,"1","wilt","Mean_G",0.5
111.150735,173.9,88.352941,493.823529,33.466194,"1","wilt","Mean_G",0.5
109.638889,207.87,97.666667,463.555556,20.259429,"1","wilt","Mean_G",0.5
127.918558,194.56,98.085106,679.574468,19.805391,"1","wilt","Mean_G",0.5
135.184015,209.98,78.5,406.441177,16.311867,"1","wilt","Mean_G",0.5
138.233824,194.42,97.44186,730.813954,26.142742,"1","wilt","Mean_G",0.5
136.759563,186.84,89.521739,511.26087,15.833252,"1","wilt","Mean_G",0.5
93.6875,183.23,99.714286,677,8.729495,"1","wilt","Mean_G",0.5
106.355814,249.61,99.481481,719.592593,19.924205,"1","wilt","Mean_G",0.5
139.234043,162.64,99.777778,588.666667,18.667328,"1","wilt","Mean_G",0.5
183.28125,144.69,96.5,475.5,1,"1","wilt","Mean_G",0.5
113.980836,185.54,82.083333,456,16.625783,"1","wilt","Mean_G",0.5
98.419643,230.21,97.571429,628,17.779833,"1","wilt","Mean_G",0.5
149.3125,237.91,94.833333,607.666667,27.373446,"1","wilt","Mean_G",0.5
125.569124,212.75,101.439024,775.134146,21.64281,"1","wilt","Mean_G",0.5
111.444686,200,94.344828,631.793103,25.200881,"1","wilt","Mean_G",0.5
109.208333,254.98,95.083333,757.416667,19.728716,"1","wilt","Mean_G",0.5
139.497748,223.25,88.071429,568.214286,22.322857,"1","wilt","Mean_G",0.5
130.857939,241.46,88.066667,471.844444,16.218508,"1","wilt","Mean_G",0.5
141.576389,218.99,90.777778,721.777778,40.472213,"1","wilt","Mean_G",0.5
106.289474,218.65,86.5,541.5,27.578549,"1","wilt","Mean_G",0.5
133.612211,188.04,73.815789,347.289474,18.836536,"1","wilt","Mean_G",0.5
140.392046,239.35,96,583,21.859431,"1","wilt","Mean_G",0.5
134.625,199.97,98.714286,714.714286,12.613566,"1","wilt","Mean_G",0.5
142.681818,201.78,93.944444,628.333333,25.658488,"1","wilt","Mean_G",0.5
139.659091,245.95,91.363636,679.818182,13.614528,"1","wilt","Mean_G",0.5
140.75,174.89,95.210526,756.368421,10.72755,"1","wilt","Mean_G",0.5
138.65,193.06,88,641.2,39.852729,"1","wilt","Mean_G",0.5
143.241071,136.28,82.857143,467.571429,27.102225,"1","wilt","Mean_G",0.5
130.591709,223.24,85.4,540.5,24.079444,"1","wilt","Mean_G",0.5
117.601744,288.69,103.136364,673.181818,10.249773,"1","wilt","Mean_G",0.5
112.661088,212.36,94.6,773.6,24.338903,"1","wilt","Mean_G",0.5
122.062687,226.96,95.142857,557,22.679068,"1","wilt","Mean_G",0.5
124.751852,211.29,109.235294,806.176471,6.494608,"1","wilt","Mean_G",0.5
122.188153,247.75,90,631,22.214999,"1","wilt","Mean_G",0.5
136.543046,234.52,85.105263,450.736842,16.121423,"1","wilt","Mean_G",0.5
123.29235,169.1,91.173913,481.086957,17.804016,"1","wilt","Mean_G",0.5
100.36076,257.25,105.8,821.6,17.059015,"1","wilt","Mean_G",0.5
113.276316,245.02,84.541667,467.416667,27.275854,"1","wilt","Mean_G",0.5
127.676136,246.51,103.090909,768.454546,28.989881,"1","wilt","Mean_G",0.5
92.7625,232.8,98,717.2,26.229754,"1","wilt","Mean_G",0.5
119.058511,273.56,106.508475,744.372881,19.159831,"1","wilt","Mean_G",0.5
94.875,217.81,102.25,753.5,13.160072,"1","wilt","Mean_G",0.5
111.3,169.5,88.9,612.6,23.336881,"1","wilt","Mean_G",0.5
159.867188,191.59,87.625,469,17.333133,"1","wilt","Mean_G",0.5
162.1,252.12,99,612,11.757551,"1","wilt","Mean_G",0.5
143,240.04,99.631579,717.894737,37.098805,"1","wilt","Mean_G",0.5
132.873786,211.29,96.153846,549.538462,26.323882,"1","wilt","Mean_G",0.5
148.653153,191.85,89.714286,528.857143,17.552981,"1","wilt","Mean_G",0.5
124.5422,208.96,101.122449,575.77551,20.198123,"1","wilt","Mean_G",0.5
121.129139,215.21,107.789474,767,23.223069,"1","wilt","Mean_G",0.5
121.181818,208.74,93.636364,592.454546,45.615533,"1","wilt","Mean_G",0.5
137.717687,176.46,92.756757,484.972973,20.546763,"1","wilt","Mean_G",0.5
126.640625,266.08,101.25,591.083333,12.266712,"1","wilt","Mean_G",0.5
128.519531,267.2,86.3125,589.25,18.738225,"1","wilt","Mean_G",0.5
116.983558,227.46,102.190476,663.238095,20.160144,"1","wilt","Mean_G",0.5
135.914414,190.46,97.714286,677.857143,27.05135,"1","wilt","Mean_G",0.5
116.940397,218.28,88.315789,639.052632,13.9051,"1","wilt","Mean_G",0.5
119.484932,199.52,85,545.26087,47.957842,"1","wilt","Mean_G",0.5
111.981061,204.75,92.147059,680.117647,10.810454,"1","wilt","Mean_G",0.5
118.043544,239.89,93.166667,625.666667,36.937566,"1","wilt","Mean_G",0.5
130.677099,145.2,75.26506,312.73494,12.141781,"1","wilt","Mean_G",0.5
131.501166,227.44,83.222222,631.481482,28.361424,"1","wilt","Mean_G",0.5
117.694588,232.27,88.020408,604.857143,17.209201,"1","wilt","Mean_G",0.5
117.405205,209.04,76.823529,399.411765,21.051777,"1","wilt","Mean_G",0.5
130.286177,185.17,83.62069,522.534483,28.6482,"1","wilt","Mean_G",0.5
149.554688,209.48,94.5,629.5,25.780019,"1","wilt","Mean_G",0.5
133.233524,185.17,75.818182,390.75,12.34683,"1","wilt","Mean_G",0.5
110.288194,177.02,82.222222,622.055556,34.916169,"1","wilt","Mean_G",0.5
136.448819,193.22,94,665.71875,23.847088,"1","wilt","Mean_G",0.5
120.5,197.48,84.1875,558.75,39.471459,"1","wilt","Mean_G",0.5
136.594595,179.92,78.714286,444.857143,13.192969,"1","wilt","Mean_G",0.5
133.238202,271.48,83.214286,554.071429,19.811484,"1","wilt","Mean_G",0.5
130.246886,149.77,79.482143,440.267857,13.261102,"1","wilt","Mean_G",0.5
140.984252,227.52,86.5,476,23.005095,"1","wilt","Mean_G",0.5
125.521368,194.37,88.216216,575.324324,21.08219,"1","wilt","Mean_G",0.5
112.027778,250.81,92.217391,634.434783,23.235297,"1","wilt","Mean_G",0.5
118.90458,186.57,81.606061,516.424242,26.560533,"1","wilt","Mean_G",0.5
119.542955,220.31,87.363636,519.345454,21.70737,"1","wilt","Mean_G",0.5
130.511811,198.13,86,641,10.688048,"1","wilt","Mean_G",0.5
136.324421,175.11,80.774648,439.28169,15.012565,"1","wilt","Mean_G",0.5
127.307544,195.03,72.969231,352.430769,22.084378,"1","wilt","Mean_G",0.5
141.554688,201.52,86,492.5625,25.685523,"1","wilt","Mean_G",0.5
147.547619,191.93,88.25,561.5,8.15092,"1","wilt","Mean_G",0.5
117.44,130.85,87.166667,448.962963,9.484537,"1","wilt","Mean_G",0.5
126.934328,146.86,90.619048,493.238095,24.070004,"1","wilt","Mean_G",0.5
99.854167,192.93,89,521.666667,18.296596,"1","wilt","Mean_G",0.5
120.311757,189.89,83.0625,431.979167,17.114606,"1","wilt","Mean_G",0.5
140.255814,259.42,75.315789,410.210526,16.079464,"1","wilt","Mean_G",0.5
142.810764,139.17,80.166667,442.944444,16.44482,"1","wilt","Mean_G",0.5
148.9125,220.28,78.2,451.4,18.655026,"1","wilt","Mean_G",0.5
113.1875,130.45,74.6,383.7,24.976789,"1","wilt","Mean_G",0.5
137.149351,159.83,80.103448,392.62069,17.107967,"1","wilt","Mean_G",0.5
108.139241,193.26,86.4,453.8,27.728145,"1","wilt","Mean_G",0.5
137.114583,185.54,74.916667,493.083333,15.957409,"1","wilt","Mean_G",0.5
133.428412,192.18,87.375,586.053571,21.826981,"1","wilt","Mean_G",0.5
100.322917,127.06,77,527,19.995138,"1","wilt","Mean_G",0.5
146.272059,225.52,81.352941,547.411765,14.989962,"1","wilt","Mean_G",0.5
133.479957,214.7,85.293103,580.086207,15.100151,"1","wilt","Mean_G",0.5
118.553903,211.31,85.705882,505.117647,36.01672,"1","wilt","Mean_G",0.5
147.21831,182.9,84.666667,420.222222,13.112994,"1","wilt","Mean_G",0.5
95.53125,228.03,87.7,565.1,18.055747,"1","wilt","Mean_G",0.5
125.318052,224.34,76.681818,449.727273,14.317027,"1","wilt","Mean_G",0.5
113.943723,158.55,86.482759,596.310345,17.279475,"1","wilt","Mean_G",0.5
116.470289,167.38,88.945946,599.432432,24.106351,"1","wilt","Mean_G",0.5
134.473214,268.05,85.357143,526.285714,26.266394,"1","wilt","Mean_G",0.5
139.89557,252.97,78.4,456.3,12.666787,"1","wilt","Mean_G",0.5
128.820878,171.15,71.074074,296.055556,12.153285,"1","wilt","Mean_G",0.5
120.312102,230.76,82.2,418.1,34.497681,"1","wilt","Mean_G",0.5
119.885305,165.97,81.514286,468.542857,35.333582,"1","wilt","Mean_G",0.5
113.046911,351.37,118.545455,794.927273,27.209806,"1","wilt","Mean_G",0.5
140.285075,255.24,117.190476,777.666667,23.21453,"1","wilt","Mean_G",0.5
117.319298,207.42,121.777778,756.361111,18.725272,"1","wilt","Mean_G",0.5
109.487069,253.84,122.344828,824.172414,21.578935,"1","wilt","Mean_G",0.5
115.206536,259.52,120.5,763.166667,15.326935,"1","wilt","Mean_G",0.5
116.014365,244.03,124.894737,813.438597,10.788176,"1","wilt","Mean_G",0.5
138.298622,286.37,123.390244,805.902439,18.944642,"1","wilt","Mean_G",0.5
141.554688,280.24,115.75,696.25,21.987212,"1","wilt","Mean_G",0.5
127.266533,241.63,114.746032,786.936508,19.686789,"1","wilt","Mean_G",0.5
133.140678,201.17,103.648649,632.756757,31.100135,"1","wilt","Mean_G",0.5
118.0975,246.83,120.48,766.2,31.534261,"1","wilt","Mean_G",0.5
109.46875,256.2,104,611,18.220105,"1","wilt","Mean_G",0.5
135.035294,195.18,82.979167,414.854167,17.754499,"1","wilt","Mean_G",0.5
124.229167,225.77,110.666667,457,17.211108,"1","wilt","Mean_G",0.5
135.208955,198.03,94.709091,388.018182,27.492725,"1","wilt","Mean_G",0.5
126.718519,196,102.823529,610.058824,38.795801,"1","wilt","Mean_G",0.5
117.871069,190.97,82,433.8,18.352861,"1","wilt","Mean_G",0.5
148.046875,163.14,94.125,481,18.389769,"1","wilt","Mean_G",0.5
125.830675,199.16,100.54902,532.137255,22.461621,"1","wilt","Mean_G",0.5
134.236631,128.52,93.382979,580.531915,28.835965,"1","wilt","Mean_G",0.5
111.874346,154.14,93.5,484.833333,28.306237,"1","wilt","Mean_G",0.5
112.45,242.57,114,699.6,25.895173,"1","wilt","Mean_G",0.5
149.75,240.56,113.5,685.5,27.5,"1","wilt","Mean_G",0.5
118.09375,198.87,95.5,518,22,"1","wilt","Mean_G",0.5
122.82287,286.87,111.892857,615.714286,17.339939,"1","wilt","Mean_G",0.5
140.666667,199.76,98.142857,484.428571,15.399443,"1","wilt","Mean_G",0.5
137.198413,216.42,99.125,464.625,24.020499,"1","wilt","Mean_G",0.5
112.756667,172.47,79.368421,375.421053,26.515662,"1","wilt","Mean_G",0.5
112.125,229.4,93.4,637.08,31.039433,"1","wilt","Mean_G",0.5
109.375,161.52,82,302,16.498106,"1","wilt","Mean_G",0.5
127.641272,209.83,100.752941,669.635294,25.894126,"1","wilt","Mean_G",0.5
137.100216,255.6,95.87931,600.586207,29.689635,"1","wilt","Mean_G",0.5
132.865598,205.45,84.873786,388.747573,14.852751,"1","wilt","Mean_G",0.5
108.545455,205.28,91.636364,589.090909,13.667842,"1","wilt","Mean_G",0.5
97.382979,198.1,103.611111,674,7.397864,"1","wilt","Mean_G",0.5
122.806667,196.78,90,421.421053,17.36565,"1","wilt","Mean_G",0.5
142.702381,232.79,93,538.363636,11.577979,"1","wilt","Mean_G",0.5
133.193717,158.47,97,587.333333,12.311636,"1","wilt","Mean_G",0.5
106.788288,237,103.142857,674.5,26.877367,"1","wilt","Mean_G",0.5
110.664557,200.96,86.5,459,15.994061,"1","wilt","Mean_G",0.5
119.362069,205.22,100.206897,569.517241,25.071645,"1","wilt","Mean_G",0.5
143.932735,229.17,93.464286,645.678571,31.59679,"1","wilt","Mean_G",0.5
156.083333,246.16,103,725,24.828859,"1","wilt","Mean_G",0.5
136.09,261.34,98.473684,507.052632,13.461343,"1","wilt","Mean_G",0.5
113.407634,179.5,97.439024,716.170732,24.920146,"1","wilt","Mean_G",0.5
124.111429,241.12,96.772727,495.977273,18.408361,"1","wilt","Mean_G",0.5
108.992857,264.12,109.222222,763.111111,16.18384,"1","wilt","Mean_G",0.5
139.43125,264.33,96.5,724.5,11.832582,"1","wilt","Mean_G",0.5
127.429074,222.29,81.425926,318.981482,18.324315,"1","wilt","Mean_G",0.5
109.497024,282.34,101.952381,645.571429,18.035113,"1","wilt","Mean_G",0.5
141.204167,216.32,101.6,643.666667,37.417999,"1","wilt","Mean_G",0.5
147.548173,233.46,82.736842,302.684211,11.627411,"1","wilt","Mean_G",0.5
116.603047,282.95,103.320513,677.641026,20.671788,"1","wilt","Mean_G",0.5
114.672185,119.96,87.631579,338.421053,15.188565,"1","wilt","Mean_G",0.5
140.263258,282.22,105.181818,717.090909,33.264309,"1","wilt","Mean_G",0.5
99.272152,254.06,96.8,676,23.551008,"1","wilt","Mean_G",0.5
130.229798,163.01,88.2,367.48,13.049077,"1","wilt","Mean_G",0.5
126.53125,220.63,87.35,422.1,17.321302,"1","wilt","Mean_G",0.5
129.186757,220.04,101.824324,591.95946,16.801097,"1","wilt","Mean_G",0.5
121.020833,182.89,104.266667,605.7,21.81969,"1","wilt","Mean_G",0.5
96.578947,232.39,111.263158,763.842105,20.509305,"1","wilt","Mean_G",0.5
116.632143,226.13,111.057143,705.171429,23.630212,"1","wilt","Mean_G",0.5
116.429688,199.71,106,640.725,27.103033,"1","wilt","Mean_G",0.5
132.118936,204,90.825,385.175,23.071573,"1","wilt","Mean_G",0.5
120.274419,234.52,117.014706,823.985294,27.25882,"1","wilt","Mean_G",0.5
119.801932,253.61,104.384615,655.076923,36.684264,"1","wilt","Mean_G",0.5
113.083333,205.59,96.222222,552.277778,25.292853,"1","wilt","Mean_G",0.5
137.925197,256.66,106.5,754.75,34.56493,"1","wilt","Mean_G",0.5
139.826389,241.62,109.111111,762.333333,45.291102,"1","wilt","Mean_G",0.5
135.129199,213.68,95.876712,414.369863,17.499098,"1","wilt","Mean_G",0.5
147.454023,231.77,96.409091,549.772727,19.930302,"1","wilt","Mean_G",0.5
132.532164,291.05,101.697674,682.511628,24.207727,"1","wilt","Mean_G",0.5
139.740158,230.65,103.5,640,33.561278,"1","wilt","Mean_G",0.5
124.538206,181.91,79.368421,299.526316,12.291474,"1","wilt","Mean_G",0.5
110.602094,206.41,93.166667,456.125,14.414258,"1","wilt","Mean_G",0.5
134.494424,193.29,92.029412,564.617647,19.2283,"1","wilt","Mean_G",0.5
156.4375,199.17,112.714286,828.142857,19.557346,"1","wilt","Mean_G",0.5
97.820513,229.11,97.4,668.8,19.466895,"1","wilt","Mean_G",0.5
140.524306,194.79,97.666667,624.111111,28.377906,"1","wilt","Mean_G",0.5
132.256944,151.07,106.666667,616.333333,17.851237,"1","wilt","Mean_G",0.5
146.916667,253.96,113.2,770.933333,31.877265,"1","wilt","Mean_G",0.5
136.84507,203.74,106.444444,651.222222,22.015146,"1","wilt","Mean_G",0.5
141.208955,194.87,81.647059,279.352941,13.410991,"1","wilt","Mean_G",0.5
143.430147,232.62,95.176471,498.764706,14.971022,"1","wilt","Mean_G",0.5
116.242742,207.16,93.307692,450.628205,17.331835,"1","wilt","Mean_G",0.5
158.678733,200.23,94.5,438.071429,8.362025,"1","wilt","Mean_G",0.5
127.65625,216.5,88.5,420.5,39.226139,"1","wilt","Mean_G",0.5
134.90625,209.58,100,613.8,14.393054,"1","wilt","Mean_G",0.5
103.179688,215.5,98.25,566.25,28.312707,"1","wilt","Mean_G",0.5
119.342342,230.17,106.714286,717.857143,28.60498,"1","wilt","Mean_G",0.5
138.810289,203.49,100,581.282051,34.073537,"1","wilt","Mean_G",0.5
114.990234,279.27,91.40625,587.6875,31.783447,"1","wilt","Mean_G",0.5
137.550512,228.79,86.116279,431.976744,19.066874,"1","wilt","Mean_G",0.5
134.919643,216.24,89.095238,480.428571,12.692777,"1","wilt","Mean_G",0.5
113.673077,201.76,95.692308,550.076923,22.102772,"1","wilt","Mean_G",0.5
100.2375,225.97,100.4,603.8,11.625833,"1","wilt","Mean_G",0.5
116.589372,188.42,90.461538,559.346154,20.474548,"1","wilt","Mean_G",0.5
126.828125,286.66,101.25,636.75,19.702474,"1","wilt","Mean_G",0.5
106.942935,241.87,114.086957,792.26087,14.37573,"1","wilt","Mean_G",0.5
125.490628,251.69,118.701754,814.719298,21.553644,"1","wilt","Mean_G",0.5
140.539773,195.58,105.545455,749.818182,37.55987,"1","wilt","Mean_G",0.5
112.101563,213.14,103,742.5,17.059524,"1","wilt","Mean_G",0.5
143.20625,207.12,87.4,413.4,15.286923,"1","wilt","Mean_G",0.5
128.585302,172.55,94.666667,454.645833,20.63758,"1","wilt","Mean_G",0.5
117.256623,239.05,112.526316,798.5,11.036737,"1","wilt","Mean_G",0.5
123.344444,221.19,92.352941,474.764706,39.021509,"1","wilt","Mean_G",0.5
155.0625,206.96,98,555,10.498677,"1","wilt","Mean_G",0.5
113.591346,211.81,90,474.538462,27.013256,"1","wilt","Mean_G",0.5
113.816177,276.1,103.294118,655.058824,16.897411,"1","wilt","Mean_G",0.5
126.119247,251.52,110.9,735.066667,15.510713,"1","wilt","Mean_G",0.5
138.880711,175.9,89.96,526.44,29.728101,"1","wilt","Mean_G",0.5
137.637387,222.37,85.464286,426.214286,15.259783,"1","wilt","Mean_G",0.5
115.024039,204.47,101.384615,709.615385,27.135099,"1","wilt","Mean_G",0.5
148.9625,239.37,99.8,663.2,18.11077,"1","wilt","Mean_G",0.5
132.801471,199.55,85.769231,451.730769,10.248178,"1","wilt","Mean_G",0.5
120.516667,230.62,104.066667,463.6,12.354756,"1","wilt","Mean_G",0.5
139.221545,164.25,83.548387,444.419355,17.285026,"1","wilt","Mean_G",0.5
115.064039,221.76,98.921569,662.235294,33.233865,"1","wilt","Mean_G",0.5
129.288703,284.14,106.6,585.4,16.913374,"1","wilt","Mean_G",0.5
121.941406,197.96,96.8125,637.75,18.753229,"1","wilt","Mean_G",0.5
114.584992,193.07,104.048781,683.365854,27.290492,"1","wilt","Mean_G",0.5
140.614286,201.78,92.590909,564.5,30.27672,"1","wilt","Mean_G",0.5
138.664557,193.76,99,657,42.203791,"1","wilt","Mean_G",0.5
134.667279,188.74,100.294118,654.470588,29.77216,"1","wilt","Mean_G",0.5
