"loc","v_g","ev_g","iv_g","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","class","dataset_name","altered_attribute","noise_level"
5,1,1,1,8,24,0.33,3,8,72,0.01,441.1,3,0,0,0,6,2,6,2,1,"true","kc1","t",0.7
25,1,1,1,65,309.07,0.15,6.5,47.55,2008.94,0.1,330.83,13,1,2,0,9,18,39,26,1,"true","kc1","t",0.7
45,1,1,1,0,0,0,0,0,0,0,1286.85,0,0,0,0,0,0,0,0,1,"true","kc1","t",0.7
4,1,1,1,4,8,0.67,1.5,5.33,12,0,443.73,2,0,0,0,3,1,3,1,1,"true","kc1","t",0.7
23,3,1,2,70,316.65,0.07,14.18,22.33,4490.66,0.11,1042.43,18,1,1,0,12,11,44,26,5,"true","kc1","t",0.7
14,1,1,1,33,134.89,0.24,4.2,32.11,566.52,0.04,-780.99,10,0,0,0,7,10,21,12,1,"true","kc1","t",0.7
18,2,1,1,39,156,0.1,9.64,16.18,1504.29,0.05,-501.14,14,0,2,0,9,7,24,15,3,"true","kc1","t",0.7
40,4,1,3,110,544.96,0.07,15.17,35.93,8265.25,0.18,1444.7,31,1,2,0,13,18,68,42,7,"true","kc1","t",0.7
24,3,1,2,80,371.51,0.07,13.85,26.83,5143.96,0.12,117.85,18,1,1,0,12,13,50,30,5,"true","kc1","t",0.7
52,6,1,5,133,670.9,0.06,16.25,41.29,10902.2,0.22,1073.57,43,3,2,0,13,20,83,50,11,"true","kc1","t",0.7
11,1,1,1,14,51.81,0.25,4,12.95,207.22,0.02,1243.98,6,0,1,0,8,5,9,5,1,"true","kc1","t",0.7
23,6,6,2,70,346.79,0.05,19.79,17.52,6863.63,0.12,-680.13,17,0,4,0,19,12,45,25,11,"true","kc1","t",0.7
4,1,1,1,4,8,0.67,1.5,5.33,12,0,6.46,2,0,0,0,3,1,3,1,1,"true","kc1","t",0.7
38,8,8,5,191,1123.58,0.04,28.27,39.75,31758.83,0.37,2026.34,26,1,8,0,27,32,124,67,15,"true","kc1","t",0.7
113,15,11,14,527,3493.67,0.03,33.28,104.99,116258.98,1.16,6018.83,88,5,18,0,25,74,330,197,29,"true","kc1","t",0.7
8,1,1,1,26,106.27,0.26,3.85,27.6,409.16,0.04,-934.8,4,0,2,0,7,10,15,11,1,"true","kc1","t",0.7
38,6,3,6,167,894.71,0.05,20.8,43.01,18609.99,0.3,-43.31,26,0,10,0,16,25,102,65,11,"true","kc1","t",0.7
47,13,10,10,231,1303.73,0.03,36.93,35.3,48144.92,0.43,1849.2,40,0,5,0,22,28,137,94,25,"true","kc1","t",0.7
8,1,1,1,17,60.94,0.2,5,12.19,304.72,0.02,-358.39,4,0,2,0,8,4,12,5,1,"true","kc1","t",0.7
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,-11.25,2,0,0,0,3,2,3,2,1,"true","kc1","t",0.7
15,3,1,1,43,204.46,0.1,9.69,21.1,1981.69,0.07,-42.33,10,0,3,0,14,13,25,18,5,"true","kc1","t",0.7
38,5,1,5,61,307.71,0.07,15,20.51,4615.62,0.1,-460.27,19,0,17,0,18,15,36,25,7,"true","kc1","t",0.7
48,12,1,11,177,977.67,0.04,26.92,36.31,26321.9,0.33,2184.05,38,2,6,0,20,26,107,70,21,"true","kc1","t",0.7
70,15,14,3,293,1662.02,0.02,41.3,40.24,68641.45,0.55,3337.94,52,0,11,0,21,30,175,118,29,"true","kc1","t",0.7
23,5,3,3,116,633.29,0.04,22.8,27.78,14439.1,0.21,840.8,16,0,5,0,24,20,78,38,9,"true","kc1","t",0.7
27,8,6,5,128,694.56,0.05,20.16,34.45,14002.37,0.23,-210.74,22,0,3,0,18,25,72,56,15,"true","kc1","t",0.7
10,1,1,1,26,104,0.23,4.28,24.31,444.89,0.03,-254.33,5,0,3,0,7,9,15,11,1,"true","kc1","t",0.7
13,1,1,1,46,213.62,0.13,7.46,28.62,1594.5,0.07,1357.61,9,2,0,0,11,14,27,19,1,"true","kc1","t",0.7
23,8,8,8,109,545,0.07,14.71,37.05,8017.24,0.18,507.83,19,0,1,0,13,19,66,43,15,"true","kc1","t",0.7
11,4,4,4,38,164.23,0.1,9.78,16.8,1605.84,0.05,408.42,8,0,1,0,11,9,22,16,7,"true","kc1","t",0.7
9,2,1,2,42,184.48,0.13,7.73,23.87,1425.51,0.06,-1033.29,6,0,1,0,10,11,25,17,3,"true","kc1","t",0.7
11,3,3,2,43,202.12,0.14,6.97,29.01,1408.1,0.07,-307.22,7,0,2,0,11,15,24,19,5,"true","kc1","t",0.7
49,8,1,7,185,1088.29,0.06,17.81,61.1,19385.15,0.36,2117.04,35,3,9,0,19,40,110,75,15,"true","kc1","t",0.7
53,11,6,9,354,2139.72,0.02,44.31,48.29,94805.86,0.71,5245.81,43,0,8,0,27,39,226,128,21,"true","kc1","t",0.7
21,5,4,2,81,418.76,0.05,21,19.94,8794.04,0.14,704.89,13,0,6,0,21,15,51,30,9,"true","kc1","t",0.7
16,4,1,4,86,430,0.11,8.9,48.29,3829.05,0.14,1051.23,11,0,3,0,11,21,52,34,7,"true","kc1","t",0.7
22,5,3,4,123,679.4,0.04,25,27.18,16984.95,0.23,441.29,15,0,5,0,25,21,81,42,9,"true","kc1","t",0.7
24,5,3,4,129,724.3,0.04,24.87,29.12,18012.97,0.24,1629.19,19,0,3,0,26,23,85,44,9,"true","kc1","t",0.7
27,6,1,5,131,697.17,0.05,18.67,37.35,13013.89,0.23,561.92,22,0,3,0,16,24,75,56,11,"true","kc1","t",0.7
27,5,1,4,93,408.49,0.05,21.33,19.15,8714.36,0.14,281.22,20,0,5,0,12,9,61,32,9,"true","kc1","t",0.7
39,9,9,5,208,1233.59,0.03,35.34,34.9,43599.82,0.41,2069.28,29,0,8,0,29,32,130,78,17,"true","kc1","t",0.7
16,3,1,3,58,275.78,0.14,7,39.4,1930.48,0.09,1022.15,12,0,2,0,9,18,30,28,5,"true","kc1","t",0.7
19,4,1,4,86,426.06,0.08,12.28,34.7,5231.08,0.14,1200.08,13,0,4,0,13,18,52,34,7,"true","kc1","t",0.7
66,16,11,15,259,1608.25,0.04,25.03,64.25,40253.51,0.54,1185.56,45,1,18,0,23,51,148,111,31,"true","kc1","t",0.7
12,2,1,2,22,81.41,0.14,7.2,11.31,586.15,0.03,-86.8,9,0,1,0,8,5,13,9,3,"true","kc1","t",0.7
19,5,5,4,84,423.73,0.07,14.17,29.91,6002.83,0.14,-87.57,14,0,3,0,15,18,50,34,9,"true","kc1","t",0.7
9,3,3,2,50,216.1,0.07,13.5,16.01,2917.3,0.07,-118.3,5,0,2,0,12,8,32,18,5,"true","kc1","t",0.7
29,4,3,3,69,348.06,0.1,9.95,34.99,3462.31,0.12,34.62,22,0,5,0,14,19,42,27,7,"true","kc1","t",0.7
286,27,5,25,481,2948.19,0.04,27.42,107.5,80852.59,0.98,4448.16,198,44,35,3,17,53,310,171,53,"true","kc1","t",0.7
26,3,1,3,68,326.9,0.09,11,29.72,3595.9,0.11,850.69,21,0,1,0,14,14,46,22,5,"true","kc1","t",0.7
64,11,1,11,177,954.44,0.06,18.15,52.58,17326.76,0.32,1605.47,58,2,2,0,16,26,118,59,21,"true","kc1","t",0.7
47,4,1,4,92,442.28,0.08,12.38,35.74,5473.17,0.15,1398.43,38,2,5,0,12,16,59,33,7,"true","kc1","t",0.7
107,9,7,7,187,1109.05,0.05,19.95,55.59,22125.51,0.37,-158.45,71,11,19,2,21,40,111,76,17,"true","kc1","t",0.7
107,9,7,7,178,1051.43,0.05,19.65,53.5,20664.58,0.35,670.27,70,11,20,2,21,39,105,73,17,"true","kc1","t",0.7
74,5,3,4,131,727.65,0.07,14.45,50.35,10515.73,0.24,874.27,46,9,11,3,16,31,75,56,9,"true","kc1","t",0.7
37,4,1,4,75,348.29,0.09,10.61,32.84,3694.35,0.12,-111.42,27,3,5,0,11,14,48,27,7,"true","kc1","t",0.7
79,7,1,6,161,889.29,0.07,14.03,63.37,12478.8,0.3,533.28,59,6,12,0,15,31,103,58,13,"true","kc1","t",0.7
134,15,8,14,303,1804.12,0.03,30.22,59.7,54519.67,0.6,2469.12,90,11,28,3,21,41,185,118,29,"true","kc1","t",0.7
55,4,3,3,152,894.16,0.06,16.14,55.37,14440.71,0.3,729.52,37,3,7,0,19,40,84,68,7,"true","kc1","t",0.7
22,3,1,2,61,279.68,0.08,12,23.31,3356.19,0.09,198.18,15,1,1,0,12,12,37,24,5,"true","kc1","t",0.7
22,3,1,2,73,325.54,0.06,16.2,20.09,5273.72,0.11,954.87,16,1,1,0,12,10,46,27,5,"true","kc1","t",0.7
8,3,1,3,13,36.5,0.2,5,7.3,182.48,0.01,346.18,5,0,1,0,5,2,9,4,5,"true","kc1","t",0.7
151,18,4,16,439,2790.97,0.03,38.54,72.43,107551.84,0.93,6884.81,120,3,24,2,26,56,273,166,34,"true","kc1","t",0.7
2,1,1,1,3,4.75,1,1,4.75,4.75,0,701.18,0,0,0,0,2,1,2,1,1,"true","kc1","t",0.7
2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,-259.46,0,0,0,0,4,1,4,1,1,"true","kc1","t",0.7
70,13,4,12,291,1795.45,0.03,33.41,53.74,59984.29,0.6,3078.81,56,2,4,1,28,44,186,105,31,"true","kc1","t",0.7
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,-213.65,0,0,0,0,5,2,5,2,1,"true","kc1","t",0.7
2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,-898.22,0,0,0,0,5,1,5,1,1,"true","kc1","t",0.7
27,1,1,1,37,154.29,0.22,4.5,34.29,694.29,0.05,1463.67,9,5,4,0,6,12,19,18,1,"true","kc1","t",0.7
57,1,1,1,123,679.4,0.15,6.57,103.45,4461.99,0.23,883.34,42,2,11,0,9,37,69,54,1,"true","kc1","t",0.7
4,1,1,1,4,8,0.67,1.5,5.33,12,0,441.34,2,0,0,0,3,1,3,1,1,"true","kc1","t",0.7
7,1,1,1,15,45,0.5,2,22.5,90,0.02,-128.82,5,0,0,0,4,4,11,4,1,"true","kc1","t",0.7
7,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,242.6,4,0,1,0,5,2,6,3,1,"true","kc1","t",0.7
16,2,1,2,32,118.41,0.14,7.2,16.45,852.58,0.04,-310.36,13,0,1,0,8,5,23,9,3,"true","kc1","t",0.7
11,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,211.96,6,0,1,0,6,4,7,4,1,"true","kc1","t",0.7
8,2,1,1,17,62.91,0.15,6.75,9.32,424.63,0.02,-28.16,6,0,0,0,9,4,11,6,3,"true","kc1","t",0.7
62,14,1,9,445,3011.84,0.02,41.88,71.91,126141.8,1,6952.2,50,0,5,0,37,72,282,163,36,"true","kc1","t",0.7
39,4,1,4,88,423.05,0.07,13.43,31.49,5682.93,0.14,750.8,34,1,2,0,13,15,57,31,7,"true","kc1","t",0.7
165,13,11,12,365,2206.2,0.02,43.27,50.99,95460.74,0.74,4664.84,112,22,23,0,27,39,240,125,25,"true","kc1","t",0.7
45,3,1,3,83,403.21,0.08,12.19,33.08,4914.15,0.13,-945.46,25,11,7,0,13,16,53,30,5,"true","kc1","t",0.7
3,1,1,1,1,0,0,0,0,0,0,-152.15,1,0,0,0,1,0,1,0,1,"true","kc1","t",0.7
21,2,1,2,61,279.68,0.16,6.43,43.51,1797.96,0.09,-256.8,15,0,0,0,10,14,43,18,3,"true","kc1","t",0.7
23,1,1,1,69,331.71,0.18,5.6,59.23,1857.56,0.11,286.28,13,0,0,0,8,20,41,28,1,"true","kc1","t",0.7
12,1,1,1,24,98.1,0.26,3.85,25.48,377.68,0.03,-244.6,6,0,0,0,7,10,13,11,1,"true","kc1","t",0.7
44,7,1,5,124,650.74,0.07,14,46.48,9110.4,0.22,287.54,35,2,3,0,14,24,76,48,13,"true","kc1","t",0.7
17,4,3,3,34,136,0.13,7.71,17.63,1049.14,0.05,646.39,14,0,1,0,9,7,22,12,7,"true","kc1","t",0.7
40,5,3,4,95,470.65,0.07,13.72,34.3,6458.35,0.16,40.47,35,0,3,0,13,18,57,38,9,"true","kc1","t",0.7
179,13,4,12,361,2241.61,0.04,22.82,98.25,51144.16,0.75,3261.29,131,24,22,0,17,57,208,153,25,"true","kc1","t",0.7
92,8,3,8,212,1184.01,0.07,15.17,78.07,17957.52,0.39,1322.41,75,5,2,0,12,36,121,91,15,"true","kc1","t",0.7
14,1,1,1,26,108.42,0.33,3,36.14,325.25,0.04,-344.16,4,0,1,0,6,12,14,12,1,"true","kc1","t",0.7
92,8,3,8,203,1121.28,0.07,15.35,73.03,17214.99,0.37,1030.28,75,4,4,0,12,34,116,87,15,"true","kc1","t",0.7
64,4,1,4,138,744.14,0.09,10.82,68.76,8053.51,0.25,409.95,45,12,5,0,11,31,77,61,7,"true","kc1","t",0.7
184,16,12,13,437,2922,0.03,33.6,86.96,98179.22,0.97,4701.82,137,27,18,0,28,75,257,180,31,"true","kc1","t",0.7
17,4,3,3,32,125.02,0.12,8.25,15.15,1031.42,0.04,-13.1,15,0,0,0,9,6,21,11,7,"true","kc1","t",0.7
38,5,3,4,93,460.74,0.08,13,35.44,5989.62,0.15,603.6,34,0,2,0,13,18,57,36,9,"true","kc1","t",0.7
6,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,64.53,3,0,1,0,4,3,4,3,1,"true","kc1","t",0.7
41,4,1,4,85,421.11,0.1,10.47,40.21,4409.92,0.14,670.35,35,0,3,0,13,18,56,29,7,"true","kc1","t",0.7
13,1,1,1,7,16.25,1.33,0.75,21.67,12.19,0.01,2044.44,8,0,1,0,1,4,1,6,1,"true","kc1","t",0.7
20,4,3,3,36,147.15,0.14,7.31,20.12,1076.02,0.05,-541.28,14,0,3,0,9,8,23,13,7,"true","kc1","t",0.7
50,5,4,4,122,625.77,0.06,16.5,37.93,10325.25,0.21,-483.39,43,2,3,0,15,20,78,44,9,"true","kc1","t",0.7
17,1,1,1,50,219.62,0.2,5,43.92,1098.08,0.07,125.02,9,0,1,0,7,14,30,20,1,"true","kc1","t",0.7
41,6,5,5,95,508.97,0.05,18.9,26.93,9619.48,0.17,433.21,29,0,9,0,21,20,59,36,11,"true","kc1","t",0.7
29,4,1,1,60,278.63,0.08,12.46,22.36,3472.18,0.09,359.61,22,0,2,0,12,13,33,27,7,"true","kc1","t",0.7
125,8,5,7,272,1704.57,0.06,17.69,96.33,30162.15,0.57,2188.81,88,19,16,0,18,59,156,116,15,"true","kc1","t",0.7
42,5,3,4,113,570.02,0.06,15.47,36.84,8820.26,0.19,368.31,38,0,2,0,14,19,71,42,9,"true","kc1","t",0.7
17,4,3,3,32,125.02,0.12,8.25,15.15,1031.42,0.04,748.91,15,0,0,0,9,6,21,11,7,"true","kc1","t",0.7
14,3,3,3,40,169.92,0.11,8.94,19.01,1518.63,0.06,57.71,10,0,1,0,11,8,27,13,5,"true","kc1","t",0.7
9,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,-219.34,5,0,2,0,4,2,4,2,1,"true","kc1","t",0.7
3,1,1,1,1,0,0,0,0,0,0,-103.65,1,0,0,0,1,0,1,0,1,"true","kc1","t",0.7
11,2,1,2,26,108.42,0.29,3.5,30.98,379.46,0.04,1134.06,9,0,0,0,7,11,15,11,3,"true","kc1","t",0.7
35,3,1,3,105,546.99,0.08,12.78,42.79,6991.99,0.18,456.81,26,4,3,0,14,23,63,42,5,"true","kc1","t",0.7
7,2,1,2,11,34.87,0.19,5.25,6.64,183.06,0.01,148.06,5,0,0,0,7,2,8,3,3,"true","kc1","t",0.7
34,5,1,5,99,490.47,0.05,18.75,26.16,9196.23,0.16,1455.56,27,0,2,0,15,16,59,40,9,"true","kc1","t",0.7
24,4,1,3,55,261.51,0.06,17.45,14.98,4564.69,0.09,875.03,19,0,3,0,16,11,31,24,7,"true","kc1","t",0.7
35,4,1,4,85,432.43,0.07,13.82,31.3,5974.42,0.14,-41.64,28,1,3,1,15,19,50,35,7,"true","kc1","t",0.7
48,4,1,4,132,692.73,0.05,20.7,33.47,14339.44,0.23,782.4,41,0,3,2,18,20,86,46,7,"true","kc1","t",0.7
61,7,1,7,167,942.52,0.09,11.57,81.45,10906.35,0.31,356.72,47,3,9,0,15,35,113,54,13,"true","kc1","t",0.7
