"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
5.807,8.6,-2.2384,0.43878,"0","banknote","skewness",0.9
3.1377,8.95,4.5701,0.98963,"0","banknote","skewness",0.9
-0.78289,10.15,-0.37644,-7.0495,"0","banknote","skewness",0.9
2.888,8.65,4.5907,-0.24398,"0","banknote","skewness",0.9
0.49665,-0.73,1.7785,-0.47156,"0","banknote","skewness",0.9
4.2586,4.57,-4.0943,-4.3457,"0","banknote","skewness",0.9
1.7939,5.53,1.5454,-0.26079,"0","banknote","skewness",0.9
5.4021,7.14,-1.1536,1.5651,"0","banknote","skewness",0.9
2.5367,0.11,2.0938,0.20085,"0","banknote","skewness",0.9
4.6054,-3.28,2.7587,0.31981,"0","banknote","skewness",0.9
2.4235,11.38,-3.0789,-2.7746,"0","banknote","skewness",0.9
1.0009,5.21,-0.28219,-2.6608,"0","banknote","skewness",0.9
0.12326,7.72,-0.9351,-2.4332,"0","banknote","skewness",0.9
3.9529,-5.04,2.3792,0.48274,"0","banknote","skewness",0.9
4.1373,-4.15,1.093,1.8276,"0","banknote","skewness",0.9
4.7181,5.97,-3.9486,-3.8582,"0","banknote","skewness",0.9
4.1654,-2.35,3.643,1.0879,"0","banknote","skewness",0.9
4.4069,14.33,-4.5775,-4.4271,"0","banknote","skewness",0.9
2.3066,8.07,0.57551,0.41938,"0","banknote","skewness",0.9
3.7935,17.12,-2.5477,-1.872,"0","banknote","skewness",0.9
0.049175,2.45,1.7828,-0.72113,"0","banknote","skewness",0.9
0.24835,12.53,0.9885,-0.87371,"0","banknote","skewness",0.9
1.1317,9.55,3.3979,0.84351,"0","banknote","skewness",0.9
2.8033,14.42,-3.3668,-1.0224,"0","banknote","skewness",0.9
4.4682,8.07,0.95766,0.83058,"0","banknote","skewness",0.9
5.0185,9.22,-2.9375,-1.281,"0","banknote","skewness",0.9
1.8664,6.84,-0.23849,-2.9634,"0","banknote","skewness",0.9
3.245,0.99,-0.63435,0.86937,"0","banknote","skewness",0.9
4.0296,-0.8,0.80685,0.71679,"0","banknote","skewness",0.9
-1.1313,3.14,7.5339,1.022,"0","banknote","skewness",0.9
0.87603,13.39,0.84198,-0.17156,"0","banknote","skewness",0.9
4.1197,7.09,2.0707,0.67412,"0","banknote","skewness",0.9
3.8027,1.53,2.1041,1.0245,"0","banknote","skewness",0.9
1.4806,9.22,-2.7876,-1.0341,"0","banknote","skewness",0.9
4.0632,3.68,0.72545,0.39481,"0","banknote","skewness",0.9
4.3064,3.85,-2.7824,-1.4336,"0","banknote","skewness",0.9
2.4486,-5.15,7.9632,0.20602,"0","banknote","skewness",0.9
3.2718,1.22,2.1161,0.61334,"0","banknote","skewness",0.9
-0.64472,-4.2,8.347,-2.7099,"0","banknote","skewness",0.9
2.9543,4.34,0.64577,0.89394,"0","banknote","skewness",0.9
2.1616,-11.38,8.1517,-0.081048,"0","banknote","skewness",0.9
3.82,11.4,-4.0112,-5.0284,"0","banknote","skewness",0.9
-2.7419,18.02,2.5394,-5.5793,"0","banknote","skewness",0.9
3.3669,-4.87,3.6935,-1.1427,"0","banknote","skewness",0.9
4.5597,-5.14,2.6413,1.6168,"0","banknote","skewness",0.9
5.1129,7.02,0.62863,1.1189,"0","banknote","skewness",0.9
3.3397,-8.32,3.9823,-0.23751,"0","banknote","skewness",0.9
4.2027,-5.98,0.96108,0.97282,"0","banknote","skewness",0.9
3.5438,2.33,1.997,2.1547,"0","banknote","skewness",0.9
2.3136,16.24,-3.5288,-4.7672,"0","banknote","skewness",0.9
-1.8584,2.32,-1.6643,-1.8384,"0","banknote","skewness",0.9
3.106,2.16,-4.2536,-4.003,"0","banknote","skewness",0.9
2.9163,7.22,-3.3437,-4.122,"0","banknote","skewness",0.9
3.9922,-2.48,3.7304,-0.1095,"0","banknote","skewness",0.9
1.518,4.21,0.094818,-0.026738,"0","banknote","skewness",0.9
3.2351,10.84,-3.2074,-2.5948,"0","banknote","skewness",0.9
4.2188,9.69,-1.2804,0.76076,"0","banknote","skewness",0.9
1.7819,-4.59,-1.2744,-1.5759,"0","banknote","skewness",0.9
2.5331,0.61,-0.822,-0.12243,"0","banknote","skewness",0.9
3.8969,4.69,-1.8245,0.14007,"0","banknote","skewness",0.9
2.108,14.85,-0.1708,0.4905,"0","banknote","skewness",0.9
2.8969,8.02,2.29,1.8663,"0","banknote","skewness",0.9
0.9297,-1.94,4.6429,-0.2957,"0","banknote","skewness",0.9
3.4642,7.23,-3.4071,-4.109,"0","banknote","skewness",0.9
4.0713,9.06,-4.1722,-4.7582,"0","banknote","skewness",0.9
-1.4572,6.76,1.7425,-5.1241,"0","banknote","skewness",0.9
-1.5075,13.94,7.1466,0.89136,"0","banknote","skewness",0.9
-0.91718,7,1.1804,-5.2263,"0","banknote","skewness",0.9
2.994,10.31,-1.2153,0.3211,"0","banknote","skewness",0.9
-2.343,6.55,3.3285,-5.9426,"0","banknote","skewness",0.9
3.7818,0.23,2.2558,-0.15734,"0","banknote","skewness",0.9
4.6689,3.2,0.055404,1.909,"0","banknote","skewness",0.9
3.4663,3.59,1.7425,1.3388,"0","banknote","skewness",0.9
3.2697,-5.1,3.6884,-0.29829,"0","banknote","skewness",0.9
5.1302,6.46,-2.8913,-1.5086,"0","banknote","skewness",0.9
2.0139,13.57,0.37929,0.56938,"0","banknote","skewness",0.9
0.4339,-0.96,2.033,-0.40432,"0","banknote","skewness",0.9
-1.0401,11.34,0.85998,-5.3336,"0","banknote","skewness",0.9
4.1605,13.05,-3.6136,-4.0819,"0","banknote","skewness",0.9
5.438,11.94,-4.9417,-3.9202,"0","banknote","skewness",0.9
5.032,10.14,-2.6256,-1.0341,"0","banknote","skewness",0.9
5.2418,12.64,-4.1174,-4.2797,"0","banknote","skewness",0.9
-0.2062,11,-3.7044,-6.8103,"0","banknote","skewness",0.9
2.0911,11.2,4.5512,1.234,"0","banknote","skewness",0.9
1.7317,-8.94,4.1905,-0.99138,"0","banknote","skewness",0.9
4.1736,0.56,-1.4244,0.60429,"0","banknote","skewness",0.9
3.9232,-5.86,3.4579,0.83705,"0","banknote","skewness",0.9
3.8481,12.3,-3.8561,-4.2228,"0","banknote","skewness",0.9
0.5195,-3.46,3.0895,-0.9849,"0","banknote","skewness",0.9
3.8584,10.47,1.1033,1.7008,"0","banknote","skewness",0.9
1.7496,-0.96,5.1827,1.2922,"0","banknote","skewness",0.9
3.6277,7.2,0.68861,0.63403,"0","banknote","skewness",0.9
2.7391,12.38,0.071684,-2.5302,"0","banknote","skewness",0.9
4.5447,11.97,-2.4166,-1.5875,"0","banknote","skewness",0.9
-1.7599,10.84,2.6756,-3.3241,"0","banknote","skewness",0.9
5.0691,3.39,0.20278,1.2095,"0","banknote","skewness",0.9
3.4591,3.43,-4.2039,-5.0931,"0","banknote","skewness",0.9
1.9358,10.19,-0.023425,-2.2586,"0","banknote","skewness",0.9
2.486,-1.71,5.3404,-0.15475,"0","banknote","skewness",0.9
2.4226,-1.7,5.947,0.21507,"0","banknote","skewness",0.9
3.9479,-1.7,2.883,0.019813,"0","banknote","skewness",0.9
2.2634,-0.5,3.6558,-0.61251,"0","banknote","skewness",0.9
1.3566,6.83,2.1341,0.3211,"0","banknote","skewness",0.9
5.0452,-1.57,-1.4304,0.86291,"0","banknote","skewness",0.9
3.5499,15.31,-3.2794,-1.2009,"0","banknote","skewness",0.9
0.17346,10.37,0.26876,-3.7883,"0","banknote","skewness",0.9
2.4008,-3.51,-3.3565,-3.3526,"0","banknote","skewness",0.9
4.8851,-0.61,-0.00029081,1.6401,"0","banknote","skewness",0.9
4.1927,-2.55,2.5839,0.21766,"0","banknote","skewness",0.9
1.1166,10.29,-0.96252,-1.8112,"0","banknote","skewness",0.9
1.0235,15.54,-2.0062,-2.7125,"0","banknote","skewness",0.9
-1.803,18.65,2.0458,-5.2728,"0","banknote","skewness",0.9
0.11739,14.77,-1.5495,-2.4746,"0","banknote","skewness",0.9
0.5706,3.36,1.2421,-0.5621,"0","banknote","skewness",0.9
4.0552,0.35,2.2806,1.0323,"0","banknote","skewness",0.9
-1.6952,-9.77,8.8294,0.94955,"0","banknote","skewness",0.9
-1.1193,8.54,2.0938,-5.6504,"0","banknote","skewness",0.9
1.8799,4.08,2.4931,0.37671,"0","banknote","skewness",0.9
3.583,-3.87,3.4391,-0.12501,"0","banknote","skewness",0.9
0.19081,-0.89,-3.725,-5.8224,"0","banknote","skewness",0.9
3.6582,-8.86,-1.7157,-0.23751,"0","banknote","skewness",0.9
-0.13144,0.84,8.3316,0.35214,"0","banknote","skewness",0.9
2.3925,1.91,-3.0361,-2.8224,"0","banknote","skewness",0.9
1.6426,5.7,0.22849,-0.147,"0","banknote","skewness",0.9
-0.11783,-11.66,8.03,-0.028031,"0","banknote","skewness",0.9
-0.69572,10.77,1.8419,-4.3289,"0","banknote","skewness",0.9
2.9421,6.74,-0.97709,-0.88406,"0","banknote","skewness",0.9
-1.7559,6.89,3.0946,-4.8978,"0","banknote","skewness",0.9
-1.2537,14.04,1.931,-4.3237,"0","banknote","skewness",0.9
3.2585,-4.69,3.8024,-0.15087,"0","banknote","skewness",0.9
1.8314,8.56,-0.036278,0.049554,"0","banknote","skewness",0.9
4.5645,4.38,2.8684,0.27714,"0","banknote","skewness",0.9
2.7365,-12.93,6.6608,-0.57889,"0","banknote","skewness",0.9
0.9297,-5.57,4.6429,-0.2957,"0","banknote","skewness",0.9
3.9663,2.62,-4.1131,-4.6056,"0","banknote","skewness",0.9
1.4578,-2.25,4.1785,0.59136,"0","banknote","skewness",0.9
4.8272,13.27,0.68604,0.80731,"0","banknote","skewness",0.9
-2.341,23.39,0.70403,-7.5836,"0","banknote","skewness",0.9
-1.8584,3.25,-1.6643,-1.8384,"0","banknote","skewness",0.9
4.1454,15.9,-1.9153,-0.86078,"0","banknote","skewness",0.9
1.9157,-1.2,0.23705,-2.0116,"0","banknote","skewness",0.9
4.0215,8.96,2.4648,1.1409,"0","banknote","skewness",0.9
5.8862,3.43,-2.8167,-0.30087,"0","banknote","skewness",0.9
-2.0897,4.37,2.3603,-3.4198,"0","banknote","skewness",0.9
4.0026,-4.72,3.5573,0.26809,"0","banknote","skewness",0.9
-0.78689,7.17,-3.7867,-7.5034,"0","banknote","skewness",0.9
4.1757,2.26,-3.8552,-4.3056,"0","banknote","skewness",0.9
0.83292,3.55,0.65005,-0.92544,"0","banknote","skewness",0.9
4.8077,-6.13,-0.26334,1.5534,"0","banknote","skewness",0.9
5.3063,1.39,-2.8904,-0.52716,"0","banknote","skewness",0.9
2.5605,13.14,-3.5913,-1.356,"0","banknote","skewness",0.9
2.1059,13.75,-0.47755,-1.8461,"0","banknote","skewness",0.9
2.1721,-4.71,5.4672,-0.72371,"0","banknote","skewness",0.9
4.2899,8.42,-4.6067,-4.3263,"0","banknote","skewness",0.9
3.5156,11.84,-4.2759,-4.978,"0","banknote","skewness",0.9
2.614,7.09,-3.7258,-1.3069,"0","banknote","skewness",0.9
0.68087,-13.76,4.9085,0.54998,"0","banknote","skewness",0.9
4.1962,1.52,0.83256,0.753,"0","banknote","skewness",0.9
6.0919,2.37,-1.3267,1.4551,"0","banknote","skewness",0.9
1.3234,2.78,0.2362,-0.11984,"0","banknote","skewness",0.9
1.3264,-0.62,5.6566,-0.41337,"0","banknote","skewness",0.9
-0.16735,-1.68,1.2061,-3.6241,"0","banknote","skewness",0.9
-1.3,7.27,-2.953,-5.8638,"0","banknote","skewness",0.9
-2.2261,-2.88,2.9438,-3.5258,"0","banknote","skewness",0.9
2.4196,2.83,-0.75688,0.228,"0","banknote","skewness",0.9
1.0987,4.17,5.989,-0.58277,"0","banknote","skewness",0.9
4.6464,4.31,-4.5852,-4.206,"0","banknote","skewness",0.9
-0.36038,5.34,3.1143,-0.37199,"0","banknote","skewness",0.9
1.3562,2.46,4.3465,0.78662,"0","banknote","skewness",0.9
0.5706,-1.8,1.2421,-0.5621,"0","banknote","skewness",0.9
-2.6479,8.93,-1.331,-5.4707,"0","banknote","skewness",0.9
3.1219,-5.48,1.9259,-0.37458,"0","banknote","skewness",0.9
5.4944,0.97,0.041694,1.9284,"0","banknote","skewness",0.9
-1.3389,4.41,7.0806,1.031,"0","banknote","skewness",0.9
-2.3361,12.31,3.0835,-5.4435,"0","banknote","skewness",0.9
2.2596,2.37,4.7355,-0.2776,"0","banknote","skewness",0.9
0.46901,1.37,7.3848,0.36507,"0","banknote","skewness",0.9
2.7296,4.38,0.51124,0.5099,"0","banknote","skewness",0.9
2.0466,0.11,2.1761,-0.083634,"0","banknote","skewness",0.9
-1.3274,16.04,2.4408,-5.2689,"0","banknote","skewness",0.9
3.8905,-0.66,2.6302,1.1047,"0","banknote","skewness",0.9
3.9994,1.61,1.1693,1.6892,"0","banknote","skewness",0.9
2.3952,6.66,-3.1783,-3.0086,"0","banknote","skewness",0.9
3.2704,10.59,-1.0456,0.23447,"0","banknote","skewness",0.9
-1.3931,9.13,7.5382,0.78403,"0","banknote","skewness",0.9
1.6406,0.44,1.3964,-0.36424,"0","banknote","skewness",0.9
2.7744,1.07,-1.0671,0.075416,"0","banknote","skewness",0.9
2.4287,3.05,-3.2477,-1.4543,"0","banknote","skewness",0.9
4.2134,4.38,2.0116,0.67412,"0","banknote","skewness",0.9
1.6472,3.9,4.7449,1.225,"0","banknote","skewness",0.9
2.0597,-2.66,5.2119,-0.29312,"0","banknote","skewness",0.9
0.3798,-0.3,0.7572,-0.4444,"0","banknote","skewness",0.9
1.0135,7.76,-1.672,-2.0815,"0","banknote","skewness",0.9
4.5691,-7.12,3.1769,0.0042961,"0","banknote","skewness",0.9
0.57461,10.99,-1.6917,-4.3922,"0","banknote","skewness",0.9
0.5734,9.11,-0.9094,-1.872,"0","banknote","skewness",0.9
5.2868,4.99,-1.3721,1.1668,"0","banknote","skewness",0.9
4.0102,11.91,-4.1388,-5.0646,"0","banknote","skewness",0.9
4.1425,-7.61,3.8281,1.6297,"0","banknote","skewness",0.9
3.0934,-14.63,2.2232,0.22283,"0","banknote","skewness",0.9
2.2034,3.09,0.53009,0.84998,"0","banknote","skewness",0.9
3.744,4.97,0.95851,1.0077,"0","banknote","skewness",0.9
3.0329,0.6,2.1135,0.35084,"0","banknote","skewness",0.9
3.7731,13.21,-1.6814,-0.94742,"0","banknote","skewness",0.9
3.1557,-0.35,0.59693,0.79825,"0","banknote","skewness",0.9
1.8114,10.33,-0.9788,-2.4668,"0","banknote","skewness",0.9
4.988,8.09,-3.2846,-1.1608,"0","banknote","skewness",0.9
2.483,8.63,-0.79287,-0.90863,"0","banknote","skewness",0.9
1.594,12.04,1.3758,0.081882,"0","banknote","skewness",0.9
-0.016103,18.95,0.15394,-1.6134,"0","banknote","skewness",0.9
3.8496,11.84,-4.1508,-4.4582,"0","banknote","skewness",0.9
0.9297,-2.57,4.6429,-0.2957,"0","banknote","skewness",0.9
4.9342,0.87,-0.17594,1.6245,"0","banknote","skewness",0.9
3.8417,5.92,-4.2699,-4.9159,"0","banknote","skewness",0.9
5.3915,10.95,-3.8081,-3.3642,"0","banknote","skewness",0.9
4.4072,-3.72,2.0416,1.1319,"0","banknote","skewness",0.9
2.6946,18.2,-0.40301,0.44912,"0","banknote","skewness",0.9
5.2756,1.53,0.12138,1.1435,"0","banknote","skewness",0.9
3.4312,-3.07,-1.9513,-0.36165,"0","banknote","skewness",0.9
4.052,4.62,0.45383,0.51248,"0","banknote","skewness",0.9
1.3638,-5.7,8.4182,-1.8836,"0","banknote","skewness",0.9
0.89566,10.52,-2.7473,-1.9353,"0","banknote","skewness",0.9
1.9265,15.55,-0.16823,-3.0771,"0","banknote","skewness",0.9
0.20977,-5.8,7.7267,0.90946,"0","banknote","skewness",0.9
4.068,-1.08,2.1992,0.50084,"0","banknote","skewness",0.9
2.877,-12.57,3.6259,-0.32544,"0","banknote","skewness",0.9
0.3223,0.1,8.0883,0.69222,"0","banknote","skewness",0.9
-1.3,8.61,-2.953,-5.8638,"0","banknote","skewness",0.9
1.7747,-7.69,8.15,-0.89828,"0","banknote","skewness",0.9
1.3419,-3.79,8.09,-1.7349,"0","banknote","skewness",0.9
0.89606,4.11,-1.4175,-4.0327,"0","banknote","skewness",0.9
0.44125,6.2,4.3225,0.7155,"0","banknote","skewness",0.9
3.2422,12.76,0.12224,-1.4466,"0","banknote","skewness",0.9
2.5678,8.68,0.61406,-0.40691,"0","banknote","skewness",0.9
-2.2153,14.77,0.078538,-7.7853,"0","banknote","skewness",0.9
4.1349,1.18,-2.4294,-0.19613,"0","banknote","skewness",0.9
1.934,-5.3,4.816,-0.33967,"0","banknote","skewness",0.9
2.5068,3.51,3.9249,0.12585,"0","banknote","skewness",0.9
2.1464,13.22,-0.5778,-2.2302,"0","banknote","skewness",0.9
0.051979,13.01,-2.0541,-3.1508,"0","banknote","skewness",0.9
1.2706,12.17,-0.19651,-2.1888,"0","banknote","skewness",0.9
1.143,9.07,5.4552,-0.56984,"0","banknote","skewness",0.9
2.2928,19.35,-3.2417,-1.2991,"0","banknote","skewness",0.9
0.3292,-5.66,4.5718,-0.9888,"0","banknote","skewness",0.9
2.9719,-4.18,-0.2702,0.71291,"0","banknote","skewness",0.9
1.6849,9.96,-1.2641,-1.3858,"0","banknote","skewness",0.9
-1.9177,8.22,2.5454,-3.2763,"0","banknote","skewness",0.9
2.3729,11.51,-3.0087,-3.2013,"0","banknote","skewness",0.9
1.0284,7.55,-1.3687,-1.7853,"0","banknote","skewness",0.9
0.27451,15.36,-3.2863,-4.8448,"0","banknote","skewness",0.9
1.6032,-6.93,8.5193,-2.1203,"0","banknote","skewness",0.9
4.616,14.11,-4.2185,-4.4245,"0","banknote","skewness",0.9
4.2478,10.21,-2.7696,-1.0767,"0","banknote","skewness",0.9
4.0215,0.16,2.4957,0.36636,"0","banknote","skewness",0.9
5.0297,-1.75,3.5025,-0.23751,"0","banknote","skewness",0.9
1.5902,2.6,3.2403,0.18404,"0","banknote","skewness",0.9
2.1274,9.3,-1.7971,-1.1763,"0","banknote","skewness",0.9
1.1811,18.13,-2.0567,-0.90345,"0","banknote","skewness",0.9
0.3292,-0.43,4.5718,-0.9888,"0","banknote","skewness",0.9
5.7353,6.52,-2.2598,0.075416,"0","banknote","skewness",0.9
2.6718,4.85,0.72974,-1.4892,"0","banknote","skewness",0.9
1.5799,-16.88,7.9186,-1.5487,"0","banknote","skewness",0.9
2.9499,3.86,1.3458,-0.037083,"0","banknote","skewness",0.9
0.5195,-4.12,3.0895,-0.9849,"0","banknote","skewness",0.9
3.7352,11.9,-3.9032,-3.3487,"0","banknote","skewness",0.9
-1.7344,2.81,7.7618,0.93532,"0","banknote","skewness",0.9
3.884,15.46,-3.9298,-4.0819,"0","banknote","skewness",0.9
3.5257,7.47,1.9276,1.7991,"0","banknote","skewness",0.9
4.4549,7.52,1.0313,0.96894,"0","banknote","skewness",0.9
-0.16108,-6.1,8.3573,-1.5216,"0","banknote","skewness",0.9
4.2164,10.73,-4.9288,-5.2366,"0","banknote","skewness",0.9
3.5152,11.36,-0.67377,-0.46898,"0","banknote","skewness",0.9
1.6988,6.67,2.9044,0.11033,"0","banknote","skewness",0.9
1.0607,-5.06,2.5188,-0.17027,"0","banknote","skewness",0.9
2.0421,-6.07,4.2171,0.90429,"0","banknote","skewness",0.9
3.5594,2.55,1.291,1.6556,"0","banknote","skewness",0.9
3.0009,5.39,-2.2306,-0.66553,"0","banknote","skewness",0.9
3.9294,-1.48,1.8076,0.89782,"0","banknote","skewness",0.9
3.4667,-3.3,4.2882,1.5418,"0","banknote","skewness",0.9
3.966,3.56,0.70574,0.33662,"0","banknote","skewness",0.9
1.0191,6.81,4.9334,0.82929,"0","banknote","skewness",0.9
0.96414,9.58,2.2138,-0.12501,"0","banknote","skewness",0.9
1.8205,1.04,0.0099913,0.39481,"0","banknote","skewness",0.9
4.9923,9.82,-2.3515,-0.71984,"0","banknote","skewness",0.9
-1.1804,13.38,0.15565,-6.8194,"0","banknote","skewness",0.9
4.0329,0.18,0.89082,1.1823,"0","banknote","skewness",0.9
0.66018,5.76,-1.4029,-3.9151,"0","banknote","skewness",0.9
3.5982,6.98,-1.3035,0.21248,"0","banknote","skewness",0.9
-1.8584,3.86,-1.6643,-1.8384,"0","banknote","skewness",0.9
4.0972,6.62,1.6671,0.91593,"0","banknote","skewness",0.9
3.3299,3.42,1.5806,0.39352,"0","banknote","skewness",0.9
3.1088,6.3,0.80857,0.4336,"0","banknote","skewness",0.9
-4.2859,17.37,3.1392,-0.91639,"0","banknote","skewness",0.9
-1.2528,1.44,2.1787,-5.6038,"0","banknote","skewness",0.9
0.5195,0.67,3.0895,-0.9849,"0","banknote","skewness",0.9
0.3292,-1.89,4.5718,-0.9888,"0","banknote","skewness",0.9
0.88872,-0.93,2.045,-0.19355,"0","banknote","skewness",0.9
3.5458,11.23,-4.0351,-3.9564,"0","banknote","skewness",0.9
-0.21661,8,1.8848,-3.8853,"0","banknote","skewness",0.9
2.7206,7.23,-3.3111,-0.96811,"0","banknote","skewness",0.9
3.2051,4.03,-2.9033,-0.7819,"0","banknote","skewness",0.9
2.6917,17.15,-3.3,-4.2888,"0","banknote","skewness",0.9
-2.3242,10.86,1.8231,-5.375,"0","banknote","skewness",0.9
2.7161,5.49,4.1914,0.16981,"0","banknote","skewness",0.9
3.3848,-0.95,0.90967,0.25128,"0","banknote","skewness",0.9
1.7452,7.76,2.0878,0.62627,"0","banknote","skewness",0.9
2.805,8.37,1.3424,1.2133,"0","banknote","skewness",0.9
5.7823,12.41,-2.4089,-0.056479,"0","banknote","skewness",0.9
3.8999,11.08,1.6011,0.96765,"0","banknote","skewness",0.9
3.5189,0.46,-1.7791,-0.020273,"0","banknote","skewness",0.9
3.2294,11.4,-0.37816,-2.5405,"0","banknote","skewness",0.9
3.4985,5.09,0.22677,-0.1651,"0","banknote","skewness",0.9
2.1948,-2.87,1.1582,0.85774,"0","banknote","skewness",0.9
2.2526,15.6,-3.1749,-2.9944,"0","banknote","skewness",0.9
4.1529,2.31,2.8633,-0.017686,"0","banknote","skewness",0.9
0.74307,11.73,-1.3824,-4.0728,"0","banknote","skewness",0.9
1.9105,3.55,-2.3386,-0.75604,"0","banknote","skewness",0.9
-1.5055,0.13,6.8681,-0.50648,"0","banknote","skewness",0.9
0.58836,17.25,-1.3884,-4.3276,"0","banknote","skewness",0.9
3.2303,7.83,-3.5348,-1.2151,"0","banknote","skewness",0.9
-1.9922,4.93,2.6542,-5.2107,"0","banknote","skewness",0.9
2.8523,11.28,-3.761,-3.3371,"0","banknote","skewness",0.9
4.2772,1.2,0.48554,0.36119,"0","banknote","skewness",0.9
1.5099,-0.45,6.2332,-0.30346,"0","banknote","skewness",0.9
5.4188,5.82,-4.084,-3.6991,"0","banknote","skewness",0.9
0.86202,-7.96,4.2908,0.54739,"0","banknote","skewness",0.9
3.8117,14.24,-4.0463,-4.5629,"0","banknote","skewness",0.9
0.54777,9.31,-1.5435,-4.1633,"0","banknote","skewness",0.9
2.3718,4.14,0.015989,-1.7414,"0","banknote","skewness",0.9
-2.4953,12.75,1.9353,-3.4638,"0","banknote","skewness",0.9
4.6361,-2.15,2.8358,1.1991,"0","banknote","skewness",0.9
-2.2527,16.48,2.5899,-3.2737,"0","banknote","skewness",0.9
3.7982,12.85,-4.1602,-4.9728,"0","banknote","skewness",0.9
-0.36279,14.32,-1.9213,-3.3332,"0","banknote","skewness",0.9
2.1265,13.61,0.44784,-2.2224,"0","banknote","skewness",0.9
0.86736,1.04,1.6765,-0.16769,"0","banknote","skewness",0.9
3.7831,-0.74,-3.8869,-3.7366,"0","banknote","skewness",0.9
