"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5,3.4,1.6,0.23,"Iris_setosa","iris","petalwidth",0.5
5.2,3.5,1.5,0.45,"Iris_setosa","iris","petalwidth",0.5
5.2,3.4,1.4,-0.37,"Iris_setosa","iris","petalwidth",0.5
4.7,3.2,1.6,0.76,"Iris_setosa","iris","petalwidth",0.5
4.8,3.1,1.6,0.12,"Iris_setosa","iris","petalwidth",0.5
5.4,3.4,1.5,-0.75,"Iris_setosa","iris","petalwidth",0.5
5.2,4.1,1.5,-0.23,"Iris_setosa","iris","petalwidth",0.5
5.5,4.2,1.4,0.04,"Iris_setosa","iris","petalwidth",0.5
4.9,3.1,1.5,0.86,"Iris_setosa","iris","petalwidth",0.5
5,3.2,1.2,0.17,"Iris_setosa","iris","petalwidth",0.5
5.5,3.5,1.3,-0.37,"Iris_setosa","iris","petalwidth",0.5
4.9,3.1,1.5,-0.01,"Iris_setosa","iris","petalwidth",0.5
4.4,3,1.3,-0.14,"Iris_setosa","iris","petalwidth",0.5
5.1,3.4,1.5,-0.4,"Iris_setosa","iris","petalwidth",0.5
5,3.5,1.3,0.04,"Iris_setosa","iris","petalwidth",0.5
4.5,2.3,1.3,-0.41,"Iris_setosa","iris","petalwidth",0.5
4.4,3.2,1.3,1.22,"Iris_setosa","iris","petalwidth",0.5
5,3.5,1.6,0.71,"Iris_setosa","iris","petalwidth",0.5
5.1,3.8,1.9,0.64,"Iris_setosa","iris","petalwidth",0.5
4.8,3,1.4,-0.14,"Iris_setosa","iris","petalwidth",0.5
5.1,3.8,1.6,0.69,"Iris_setosa","iris","petalwidth",0.5
4.6,3.2,1.4,0.4,"Iris_setosa","iris","petalwidth",0.5
5.3,3.7,1.5,-0.16,"Iris_setosa","iris","petalwidth",0.5
5,3.3,1.4,0.16,"Iris_setosa","iris","petalwidth",0.5
7,3.2,4.7,1.25,"Iris_versicolor","iris","petalwidth",0.5
6.4,3.2,4.5,1.99,"Iris_versicolor","iris","petalwidth",0.5
6.9,3.1,4.9,1.44,"Iris_versicolor","iris","petalwidth",0.5
5.5,2.3,4,1.71,"Iris_versicolor","iris","petalwidth",0.5
6.5,2.8,4.6,1.78,"Iris_versicolor","iris","petalwidth",0.5
5.7,2.8,4.5,1.19,"Iris_versicolor","iris","petalwidth",0.5
6.3,3.3,4.7,1.58,"Iris_versicolor","iris","petalwidth",0.5
4.9,2.4,3.3,0.67,"Iris_versicolor","iris","petalwidth",0.5
6.6,2.9,4.6,1.11,"Iris_versicolor","iris","petalwidth",0.5
5.2,2.7,3.9,0.87,"Iris_versicolor","iris","petalwidth",0.5
5,2,3.5,0.84,"Iris_versicolor","iris","petalwidth",0.5
5.9,3,4.2,1.36,"Iris_versicolor","iris","petalwidth",0.5
6,2.2,4,0.92,"Iris_versicolor","iris","petalwidth",0.5
6.1,2.9,4.7,2.35,"Iris_versicolor","iris","petalwidth",0.5
5.6,2.9,3.6,1.36,"Iris_versicolor","iris","petalwidth",0.5
6.7,3.1,4.4,0.84,"Iris_versicolor","iris","petalwidth",0.5
5.6,3,4.5,1.85,"Iris_versicolor","iris","petalwidth",0.5
5.8,2.7,4.1,0.89,"Iris_versicolor","iris","petalwidth",0.5
6.2,2.2,4.5,2.04,"Iris_versicolor","iris","petalwidth",0.5
5.6,2.5,3.9,1.12,"Iris_versicolor","iris","petalwidth",0.5
5.9,3.2,4.8,2.41,"Iris_versicolor","iris","petalwidth",0.5
6.1,2.8,4,1.29,"Iris_versicolor","iris","petalwidth",0.5
6.3,2.5,4.9,1.29,"Iris_versicolor","iris","petalwidth",0.5
6.1,2.8,4.7,1.96,"Iris_versicolor","iris","petalwidth",0.5
6.4,2.9,4.3,0.78,"Iris_versicolor","iris","petalwidth",0.5
6.6,3,4.4,1.56,"Iris_versicolor","iris","petalwidth",0.5
6.8,2.8,4.8,1.03,"Iris_versicolor","iris","petalwidth",0.5
6.7,3,5,2.16,"Iris_versicolor","iris","petalwidth",0.5
6,2.9,4.5,1.67,"Iris_versicolor","iris","petalwidth",0.5
5.7,2.6,3.5,0.84,"Iris_versicolor","iris","petalwidth",0.5
5.5,2.4,3.8,0.96,"Iris_versicolor","iris","petalwidth",0.5
5.5,2.4,3.7,1.34,"Iris_versicolor","iris","petalwidth",0.5
5.8,2.7,3.9,0.79,"Iris_versicolor","iris","petalwidth",0.5
6,2.7,5.1,1.3,"Iris_versicolor","iris","petalwidth",0.5
5.4,3,4.5,1.66,"Iris_versicolor","iris","petalwidth",0.5
6,3.4,4.5,1.89,"Iris_versicolor","iris","petalwidth",0.5
6.7,3.1,4.7,0.85,"Iris_versicolor","iris","petalwidth",0.5
6.3,2.3,4.4,1.37,"Iris_versicolor","iris","petalwidth",0.5
5.6,3,4.1,0.86,"Iris_versicolor","iris","petalwidth",0.5
5.5,2.5,4,1.06,"Iris_versicolor","iris","petalwidth",0.5
5.5,2.6,4.4,1.7,"Iris_versicolor","iris","petalwidth",0.5
6.1,3,4.6,1.78,"Iris_versicolor","iris","petalwidth",0.5
5.8,2.6,4,1.13,"Iris_versicolor","iris","petalwidth",0.5
5,2.3,3.3,0.64,"Iris_versicolor","iris","petalwidth",0.5
5.6,2.7,4.2,1.42,"Iris_versicolor","iris","petalwidth",0.5
5.7,3,4.2,1.8,"Iris_versicolor","iris","petalwidth",0.5
5.7,2.9,4.2,1.65,"Iris_versicolor","iris","petalwidth",0.5
6.2,2.9,4.3,1.45,"Iris_versicolor","iris","petalwidth",0.5
5.1,2.5,3,1.13,"Iris_versicolor","iris","petalwidth",0.5
5.7,2.8,4.1,1.7,"Iris_versicolor","iris","petalwidth",0.5
6.3,3.3,6,2.85,"Iris_virginica","iris","petalwidth",0.5
5.8,2.7,5.1,2.21,"Iris_virginica","iris","petalwidth",0.5
7.1,3,5.9,1.83,"Iris_virginica","iris","petalwidth",0.5
6.3,2.9,5.6,0.77,"Iris_virginica","iris","petalwidth",0.5
6.5,3,5.8,1.98,"Iris_virginica","iris","petalwidth",0.5
7.6,3,6.6,2.6,"Iris_virginica","iris","petalwidth",0.5
4.9,2.5,4.5,1.63,"Iris_virginica","iris","petalwidth",0.5
7.3,2.9,6.3,1.56,"Iris_virginica","iris","petalwidth",0.5
6.7,2.5,5.8,1.02,"Iris_virginica","iris","petalwidth",0.5
7.2,3.6,6.1,2.27,"Iris_virginica","iris","petalwidth",0.5
6.5,3.2,5.1,1.69,"Iris_virginica","iris","petalwidth",0.5
6.4,2.7,5.3,1.67,"Iris_virginica","iris","petalwidth",0.5
6.8,3,5.5,2.13,"Iris_virginica","iris","petalwidth",0.5
5.7,2.5,5,1.91,"Iris_virginica","iris","petalwidth",0.5
5.8,2.8,5.1,2.88,"Iris_virginica","iris","petalwidth",0.5
6.4,3.2,5.3,1.7,"Iris_virginica","iris","petalwidth",0.5
6.5,3,5.5,1.23,"Iris_virginica","iris","petalwidth",0.5
7.7,3.8,6.7,1.78,"Iris_virginica","iris","petalwidth",0.5
7.7,2.6,6.9,2.29,"Iris_virginica","iris","petalwidth",0.5
6,2.2,5,2.33,"Iris_virginica","iris","petalwidth",0.5
6.9,3.2,5.7,2.82,"Iris_virginica","iris","petalwidth",0.5
5.6,2.8,4.9,1.86,"Iris_virginica","iris","petalwidth",0.5
7.7,2.8,6.7,1.7,"Iris_virginica","iris","petalwidth",0.5
6.3,2.7,4.9,2.28,"Iris_virginica","iris","petalwidth",0.5
6.7,3.3,5.7,2.22,"Iris_virginica","iris","petalwidth",0.5
7.2,3.2,6,1.64,"Iris_virginica","iris","petalwidth",0.5
6.2,2.8,4.8,1.79,"Iris_virginica","iris","petalwidth",0.5
6.1,3,4.9,2.25,"Iris_virginica","iris","petalwidth",0.5
6.4,2.8,5.6,2.06,"Iris_virginica","iris","petalwidth",0.5
7.2,3,5.8,1.68,"Iris_virginica","iris","petalwidth",0.5
7.4,2.8,6.1,2.2,"Iris_virginica","iris","petalwidth",0.5
7.9,3.8,6.4,1.79,"Iris_virginica","iris","petalwidth",0.5
6.4,2.8,5.6,1.43,"Iris_virginica","iris","petalwidth",0.5
6.3,2.8,5.1,1.49,"Iris_virginica","iris","petalwidth",0.5
6.1,2.6,5.6,1.87,"Iris_virginica","iris","petalwidth",0.5
7.7,3,6.1,2.23,"Iris_virginica","iris","petalwidth",0.5
6.3,3.4,5.6,2.65,"Iris_virginica","iris","petalwidth",0.5
6.4,3.1,5.5,1.59,"Iris_virginica","iris","petalwidth",0.5
6,3,4.8,1.45,"Iris_virginica","iris","petalwidth",0.5
6.9,3.1,5.4,2.27,"Iris_virginica","iris","petalwidth",0.5
6.7,3.1,5.6,2.25,"Iris_virginica","iris","petalwidth",0.5
6.9,3.1,5.1,2.62,"Iris_virginica","iris","petalwidth",0.5
5.8,2.7,5.1,2.26,"Iris_virginica","iris","petalwidth",0.5
6.8,3.2,5.9,2.14,"Iris_virginica","iris","petalwidth",0.5
6.7,3.3,5.7,2.54,"Iris_virginica","iris","petalwidth",0.5
6.7,3,5.2,2.65,"Iris_virginica","iris","petalwidth",0.5
6.3,2.5,5,2.46,"Iris_virginica","iris","petalwidth",0.5
6.5,3,5.2,1.85,"Iris_virginica","iris","petalwidth",0.5
6.2,3.4,5.4,2.12,"Iris_virginica","iris","petalwidth",0.5
5.9,3,5.1,1.68,"Iris_virginica","iris","petalwidth",0.5
