"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
4.4,3.2,1.93,0.2,"Iris_setosa","iris","petallength",0.5
5,3.5,1.02,0.6,"Iris_setosa","iris","petallength",0.5
5.1,3.8,1.87,0.4,"Iris_setosa","iris","petallength",0.5
4.8,3,-0.01,0.3,"Iris_setosa","iris","petallength",0.5
5.1,3.8,2.35,0.2,"Iris_setosa","iris","petallength",0.5
4.6,3.2,-0.23,0.2,"Iris_setosa","iris","petallength",0.5
5.3,3.7,1.21,0.2,"Iris_setosa","iris","petallength",0.5
5,3.3,1.17,0.2,"Iris_setosa","iris","petallength",0.5
7,3.2,4.75,1.4,"Iris_versicolor","iris","petallength",0.5
6.4,3.2,3.77,1.5,"Iris_versicolor","iris","petallength",0.5
6.9,3.1,6.51,1.5,"Iris_versicolor","iris","petallength",0.5
5.5,2.3,2.74,1.3,"Iris_versicolor","iris","petallength",0.5
6.5,2.8,4.82,1.5,"Iris_versicolor","iris","petallength",0.5
5.7,2.8,1.91,1.3,"Iris_versicolor","iris","petallength",0.5
6.3,3.3,4.7,1.6,"Iris_versicolor","iris","petallength",0.5
4.9,2.4,3.75,1,"Iris_versicolor","iris","petallength",0.5
6.6,2.9,3.64,1.3,"Iris_versicolor","iris","petallength",0.5
5.2,2.7,4.52,1.4,"Iris_versicolor","iris","petallength",0.5
5,2,3.79,1,"Iris_versicolor","iris","petallength",0.5
5.9,3,5.06,1.5,"Iris_versicolor","iris","petallength",0.5
6,2.2,3.26,1,"Iris_versicolor","iris","petallength",0.5
6.1,2.9,3.84,1.4,"Iris_versicolor","iris","petallength",0.5
5.6,2.9,2.04,1.3,"Iris_versicolor","iris","petallength",0.5
6.7,3.1,4.12,1.4,"Iris_versicolor","iris","petallength",0.5
5.6,3,3.32,1.5,"Iris_versicolor","iris","petallength",0.5
5.8,2.7,4.71,1,"Iris_versicolor","iris","petallength",0.5
6.2,2.2,4.56,1.5,"Iris_versicolor","iris","petallength",0.5
5.6,2.5,5.83,1.1,"Iris_versicolor","iris","petallength",0.5
5.9,3.2,3.78,1.8,"Iris_versicolor","iris","petallength",0.5
6.1,2.8,5.04,1.3,"Iris_versicolor","iris","petallength",0.5
6.3,2.5,4.43,1.5,"Iris_versicolor","iris","petallength",0.5
6.1,2.8,3.41,1.2,"Iris_versicolor","iris","petallength",0.5
6.4,2.9,4.81,1.3,"Iris_versicolor","iris","petallength",0.5
6.6,3,3.14,1.4,"Iris_versicolor","iris","petallength",0.5
6.8,2.8,3.87,1.4,"Iris_versicolor","iris","petallength",0.5
6.7,3,4.35,1.7,"Iris_versicolor","iris","petallength",0.5
6,2.9,4.69,1.5,"Iris_versicolor","iris","petallength",0.5
5.7,2.6,2.62,1,"Iris_versicolor","iris","petallength",0.5
5.5,2.4,4.75,1.1,"Iris_versicolor","iris","petallength",0.5
5.5,2.4,2.64,1,"Iris_versicolor","iris","petallength",0.5
5.8,2.7,4.09,1.2,"Iris_versicolor","iris","petallength",0.5
6,2.7,5.23,1.6,"Iris_versicolor","iris","petallength",0.5
5.4,3,3.56,1.5,"Iris_versicolor","iris","petallength",0.5
6,3.4,4.12,1.6,"Iris_versicolor","iris","petallength",0.5
6.7,3.1,4.12,1.5,"Iris_versicolor","iris","petallength",0.5
6.3,2.3,5.25,1.3,"Iris_versicolor","iris","petallength",0.5
5.6,3,5.47,1.3,"Iris_versicolor","iris","petallength",0.5
5.5,2.5,3.08,1.3,"Iris_versicolor","iris","petallength",0.5
5.5,2.6,5.22,1.2,"Iris_versicolor","iris","petallength",0.5
6.1,3,4.53,1.4,"Iris_versicolor","iris","petallength",0.5
5.8,2.6,2.26,1.2,"Iris_versicolor","iris","petallength",0.5
5,2.3,2.63,1,"Iris_versicolor","iris","petallength",0.5
5.6,2.7,4.61,1.3,"Iris_versicolor","iris","petallength",0.5
5.7,3,4.33,1.2,"Iris_versicolor","iris","petallength",0.5
5.7,2.9,2.05,1.3,"Iris_versicolor","iris","petallength",0.5
6.2,2.9,4.81,1.3,"Iris_versicolor","iris","petallength",0.5
5.1,2.5,3.58,1.1,"Iris_versicolor","iris","petallength",0.5
5.7,2.8,3.83,1.3,"Iris_versicolor","iris","petallength",0.5
6.3,3.3,5.38,2.5,"Iris_virginica","iris","petallength",0.5
5.8,2.7,6.84,1.9,"Iris_virginica","iris","petallength",0.5
7.1,3,5.82,2.1,"Iris_virginica","iris","petallength",0.5
6.3,2.9,5.59,1.8,"Iris_virginica","iris","petallength",0.5
6.5,3,4.81,2.2,"Iris_virginica","iris","petallength",0.5
7.6,3,5.41,2.1,"Iris_virginica","iris","petallength",0.5
4.9,2.5,3.16,1.7,"Iris_virginica","iris","petallength",0.5
7.3,2.9,5.93,1.8,"Iris_virginica","iris","petallength",0.5
6.7,2.5,7,1.8,"Iris_virginica","iris","petallength",0.5
7.2,3.6,7.65,2.5,"Iris_virginica","iris","petallength",0.5
6.5,3.2,6.48,2,"Iris_virginica","iris","petallength",0.5
6.4,2.7,6.44,1.9,"Iris_virginica","iris","petallength",0.5
6.8,3,5.29,2.1,"Iris_virginica","iris","petallength",0.5
5.7,2.5,3.92,2,"Iris_virginica","iris","petallength",0.5
5.8,2.8,4.81,2.4,"Iris_virginica","iris","petallength",0.5
6.4,3.2,3.17,2.3,"Iris_virginica","iris","petallength",0.5
6.5,3,5.22,1.8,"Iris_virginica","iris","petallength",0.5
7.7,3.8,8.16,2.2,"Iris_virginica","iris","petallength",0.5
7.7,2.6,7.02,2.3,"Iris_virginica","iris","petallength",0.5
6,2.2,5.97,1.5,"Iris_virginica","iris","petallength",0.5
6.9,3.2,6.13,2.3,"Iris_virginica","iris","petallength",0.5
5.6,2.8,4.21,2,"Iris_virginica","iris","petallength",0.5
7.7,2.8,8.24,2,"Iris_virginica","iris","petallength",0.5
6.3,2.7,4.83,1.8,"Iris_virginica","iris","petallength",0.5
6.7,3.3,4.84,2.1,"Iris_virginica","iris","petallength",0.5
7.2,3.2,6.06,1.8,"Iris_virginica","iris","petallength",0.5
6.2,2.8,3.46,1.8,"Iris_virginica","iris","petallength",0.5
6.1,3,5.66,1.8,"Iris_virginica","iris","petallength",0.5
6.4,2.8,6.04,2.1,"Iris_virginica","iris","petallength",0.5
7.2,3,5.49,1.6,"Iris_virginica","iris","petallength",0.5
7.4,2.8,5.67,1.9,"Iris_virginica","iris","petallength",0.5
7.9,3.8,7.23,2,"Iris_virginica","iris","petallength",0.5
6.4,2.8,4.66,2.2,"Iris_virginica","iris","petallength",0.5
6.3,2.8,4.23,1.5,"Iris_virginica","iris","petallength",0.5
6.1,2.6,5.97,1.4,"Iris_virginica","iris","petallength",0.5
7.7,3,5.7,2.3,"Iris_virginica","iris","petallength",0.5
6.3,3.4,6.42,2.4,"Iris_virginica","iris","petallength",0.5
6.4,3.1,5.32,1.8,"Iris_virginica","iris","petallength",0.5
6,3,5.85,1.8,"Iris_virginica","iris","petallength",0.5
6.9,3.1,5.84,2.1,"Iris_virginica","iris","petallength",0.5
6.7,3.1,3.62,2.4,"Iris_virginica","iris","petallength",0.5
6.9,3.1,3.92,2.3,"Iris_virginica","iris","petallength",0.5
5.8,2.7,6.23,1.9,"Iris_virginica","iris","petallength",0.5
6.8,3.2,6.51,2.3,"Iris_virginica","iris","petallength",0.5
6.7,3.3,4.85,2.5,"Iris_virginica","iris","petallength",0.5
6.7,3,4.01,2.3,"Iris_virginica","iris","petallength",0.5
6.3,2.5,5.91,1.9,"Iris_virginica","iris","petallength",0.5
6.5,3,4.48,2,"Iris_virginica","iris","petallength",0.5
6.2,3.4,6.99,2.3,"Iris_virginica","iris","petallength",0.5
5.9,3,6.66,1.8,"Iris_virginica","iris","petallength",0.5
