"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.8,1.6,0.34,"Iris_setosa","iris","petalwidth",0.3
4.6,3.2,1.4,0.34,"Iris_setosa","iris","petalwidth",0.3
5.3,3.7,1.5,0,"Iris_setosa","iris","petalwidth",0.3
5,3.3,1.4,0.3,"Iris_setosa","iris","petalwidth",0.3
7,3.2,4.7,1.31,"Iris_versicolor","iris","petalwidth",0.3
6.4,3.2,4.5,2.15,"Iris_versicolor","iris","petalwidth",0.3
6.9,3.1,4.9,1.67,"Iris_versicolor","iris","petalwidth",0.3
5.5,2.3,4,1.49,"Iris_versicolor","iris","petalwidth",0.3
6.5,2.8,4.6,0.99,"Iris_versicolor","iris","petalwidth",0.3
5.7,2.8,4.5,1,"Iris_versicolor","iris","petalwidth",0.3
6.3,3.3,4.7,1.38,"Iris_versicolor","iris","petalwidth",0.3
4.9,2.4,3.3,0.87,"Iris_versicolor","iris","petalwidth",0.3
6.6,2.9,4.6,1.17,"Iris_versicolor","iris","petalwidth",0.3
5.2,2.7,3.9,1.55,"Iris_versicolor","iris","petalwidth",0.3
5,2,3.5,0.95,"Iris_versicolor","iris","petalwidth",0.3
5.9,3,4.2,1.43,"Iris_versicolor","iris","petalwidth",0.3
6,2.2,4,1.27,"Iris_versicolor","iris","petalwidth",0.3
6.1,2.9,4.7,0.92,"Iris_versicolor","iris","petalwidth",0.3
5.6,2.9,3.6,1.28,"Iris_versicolor","iris","petalwidth",0.3
6.7,3.1,4.4,1.6,"Iris_versicolor","iris","petalwidth",0.3
5.6,3,4.5,1.75,"Iris_versicolor","iris","petalwidth",0.3
5.8,2.7,4.1,0.95,"Iris_versicolor","iris","petalwidth",0.3
6.2,2.2,4.5,1.4,"Iris_versicolor","iris","petalwidth",0.3
5.6,2.5,3.9,1.06,"Iris_versicolor","iris","petalwidth",0.3
5.9,3.2,4.8,1.7,"Iris_versicolor","iris","petalwidth",0.3
6.1,2.8,4,1.2,"Iris_versicolor","iris","petalwidth",0.3
6.3,2.5,4.9,1.19,"Iris_versicolor","iris","petalwidth",0.3
6.1,2.8,4.7,1.15,"Iris_versicolor","iris","petalwidth",0.3
6.4,2.9,4.3,1.35,"Iris_versicolor","iris","petalwidth",0.3
6.6,3,4.4,1.27,"Iris_versicolor","iris","petalwidth",0.3
6.8,2.8,4.8,1.15,"Iris_versicolor","iris","petalwidth",0.3
6.7,3,5,1.33,"Iris_versicolor","iris","petalwidth",0.3
6,2.9,4.5,1.41,"Iris_versicolor","iris","petalwidth",0.3
5.7,2.6,3.5,1.39,"Iris_versicolor","iris","petalwidth",0.3
5.5,2.4,3.8,0.97,"Iris_versicolor","iris","petalwidth",0.3
5.5,2.4,3.7,0.85,"Iris_versicolor","iris","petalwidth",0.3
5.8,2.7,3.9,1.84,"Iris_versicolor","iris","petalwidth",0.3
6,2.7,5.1,1.15,"Iris_versicolor","iris","petalwidth",0.3
5.4,3,4.5,1.53,"Iris_versicolor","iris","petalwidth",0.3
6,3.4,4.5,1.75,"Iris_versicolor","iris","petalwidth",0.3
6.7,3.1,4.7,1.39,"Iris_versicolor","iris","petalwidth",0.3
6.3,2.3,4.4,1.57,"Iris_versicolor","iris","petalwidth",0.3
5.6,3,4.1,1.48,"Iris_versicolor","iris","petalwidth",0.3
5.5,2.5,4,1.31,"Iris_versicolor","iris","petalwidth",0.3
5.5,2.6,4.4,0.93,"Iris_versicolor","iris","petalwidth",0.3
6.1,3,4.6,1.47,"Iris_versicolor","iris","petalwidth",0.3
5.8,2.6,4,1.13,"Iris_versicolor","iris","petalwidth",0.3
5,2.3,3.3,0.8,"Iris_versicolor","iris","petalwidth",0.3
5.6,2.7,4.2,1.33,"Iris_versicolor","iris","petalwidth",0.3
5.7,3,4.2,1.33,"Iris_versicolor","iris","petalwidth",0.3
5.7,2.9,4.2,1.28,"Iris_versicolor","iris","petalwidth",0.3
6.2,2.9,4.3,1.49,"Iris_versicolor","iris","petalwidth",0.3
5.1,2.5,3,0.53,"Iris_versicolor","iris","petalwidth",0.3
5.7,2.8,4.1,1.47,"Iris_versicolor","iris","petalwidth",0.3
6.3,3.3,6,2.37,"Iris_virginica","iris","petalwidth",0.3
5.8,2.7,5.1,1.97,"Iris_virginica","iris","petalwidth",0.3
7.1,3,5.9,2.36,"Iris_virginica","iris","petalwidth",0.3
6.3,2.9,5.6,1.83,"Iris_virginica","iris","petalwidth",0.3
6.5,3,5.8,2.22,"Iris_virginica","iris","petalwidth",0.3
7.6,3,6.6,1.5,"Iris_virginica","iris","petalwidth",0.3
4.9,2.5,4.5,1.42,"Iris_virginica","iris","petalwidth",0.3
7.3,2.9,6.3,1.97,"Iris_virginica","iris","petalwidth",0.3
6.7,2.5,5.8,1.48,"Iris_virginica","iris","petalwidth",0.3
7.2,3.6,6.1,2.47,"Iris_virginica","iris","petalwidth",0.3
6.5,3.2,5.1,2.07,"Iris_virginica","iris","petalwidth",0.3
6.4,2.7,5.3,1.82,"Iris_virginica","iris","petalwidth",0.3
6.8,3,5.5,1.91,"Iris_virginica","iris","petalwidth",0.3
5.7,2.5,5,1.67,"Iris_virginica","iris","petalwidth",0.3
5.8,2.8,5.1,2.46,"Iris_virginica","iris","petalwidth",0.3
6.4,3.2,5.3,1.86,"Iris_virginica","iris","petalwidth",0.3
6.5,3,5.5,1.59,"Iris_virginica","iris","petalwidth",0.3
7.7,3.8,6.7,2.17,"Iris_virginica","iris","petalwidth",0.3
7.7,2.6,6.9,2.08,"Iris_virginica","iris","petalwidth",0.3
6,2.2,5,1.46,"Iris_virginica","iris","petalwidth",0.3
6.9,3.2,5.7,2.5,"Iris_virginica","iris","petalwidth",0.3
5.6,2.8,4.9,2,"Iris_virginica","iris","petalwidth",0.3
7.7,2.8,6.7,2.03,"Iris_virginica","iris","petalwidth",0.3
6.3,2.7,4.9,2.17,"Iris_virginica","iris","petalwidth",0.3
6.7,3.3,5.7,2.07,"Iris_virginica","iris","petalwidth",0.3
7.2,3.2,6,1.87,"Iris_virginica","iris","petalwidth",0.3
6.2,2.8,4.8,1.35,"Iris_virginica","iris","petalwidth",0.3
6.1,3,4.9,1.81,"Iris_virginica","iris","petalwidth",0.3
6.4,2.8,5.6,1.93,"Iris_virginica","iris","petalwidth",0.3
7.2,3,5.8,1.32,"Iris_virginica","iris","petalwidth",0.3
7.4,2.8,6.1,2.13,"Iris_virginica","iris","petalwidth",0.3
7.9,3.8,6.4,2,"Iris_virginica","iris","petalwidth",0.3
6.4,2.8,5.6,2.42,"Iris_virginica","iris","petalwidth",0.3
6.3,2.8,5.1,1.29,"Iris_virginica","iris","petalwidth",0.3
6.1,2.6,5.6,0.85,"Iris_virginica","iris","petalwidth",0.3
7.7,3,6.1,2.34,"Iris_virginica","iris","petalwidth",0.3
6.3,3.4,5.6,2.62,"Iris_virginica","iris","petalwidth",0.3
6.4,3.1,5.5,2.38,"Iris_virginica","iris","petalwidth",0.3
6,3,4.8,2,"Iris_virginica","iris","petalwidth",0.3
6.9,3.1,5.4,2.34,"Iris_virginica","iris","petalwidth",0.3
6.7,3.1,5.6,2.26,"Iris_virginica","iris","petalwidth",0.3
6.9,3.1,5.1,2.38,"Iris_virginica","iris","petalwidth",0.3
5.8,2.7,5.1,1.79,"Iris_virginica","iris","petalwidth",0.3
6.8,3.2,5.9,2.4,"Iris_virginica","iris","petalwidth",0.3
6.7,3.3,5.7,2.23,"Iris_virginica","iris","petalwidth",0.3
6.7,3,5.2,2.21,"Iris_virginica","iris","petalwidth",0.3
6.3,2.5,5,1.57,"Iris_virginica","iris","petalwidth",0.3
6.5,3,5.2,2.01,"Iris_virginica","iris","petalwidth",0.3
6.2,3.4,5.4,2.4,"Iris_virginica","iris","petalwidth",0.3
5.9,3,5.1,1.81,"Iris_virginica","iris","petalwidth",0.3
