"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","dataset_name","altered_attribute","noise_level"
"0<=X<200",18.41,"existing paid","used car",12579,"<100",">=7",4,"female div/dep/mar","none",2,"no known property",44,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",19.2,"existing paid","radio/tv",3430,"500<=X<1000",">=7",3,"male single","none",2,"car",31,"none","own",1,"skilled",2,"yes","yes","good","credit-g","duration",0.9
"no checking",-1.3,"critical/other existing credit","new car",2134,"<100","1<=X<4",4,"male single","none",4,"car",48,"none","own",3,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"<0",20.21,"existing paid","radio/tv",2647,"500<=X<1000","1<=X<4",2,"male single","none",3,"real estate",44,"none","rent",1,"skilled",2,"none","yes","good","credit-g","duration",0.9
"<0",1.99,"critical/other existing credit","new car",2241,"<100","<1",1,"male single","none",3,"real estate",48,"none","rent",2,"unskilled resident",2,"none","no","good","credit-g","duration",0.9
"0<=X<200",10.18,"critical/other existing credit","used car",1804,"100<=X<500","<1",3,"male single","none",4,"life insurance",44,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",2.16,"critical/other existing credit","furniture/equipment",2069,"no known savings","1<=X<4",2,"male mar/wid","none",1,"car",26,"none","own",2,"skilled",1,"none","no","good","credit-g","duration",0.9
"<0",4.9,"existing paid","furniture/equipment",1374,"<100","1<=X<4",1,"male single","none",2,"real estate",36,"bank","own",1,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.9
"no checking",2.41,"no credits/all paid","radio/tv",426,"<100",">=7",4,"male mar/wid","none",4,"car",39,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
">=200",23.41,"all paid","radio/tv",409,">=1000","1<=X<4",3,"female div/dep/mar","none",3,"real estate",42,"none","rent",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",1,"existing paid","radio/tv",2415,"<100","1<=X<4",3,"male single","guarantor",2,"real estate",34,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",80.79,"delayed previously","business",6836,"<100",">=7",3,"male single","none",4,"no known property",63,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"0<=X<200",29.89,"existing paid","business",1913,">=1000","<1",3,"male mar/wid","none",3,"real estate",36,"bank","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"<0",23.35,"existing paid","furniture/equipment",4020,"<100","1<=X<4",2,"male single","none",2,"car",27,"stores","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",4.11,"existing paid","new car",5866,"100<=X<500","1<=X<4",2,"male single","none",2,"car",30,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",-3.98,"critical/other existing credit","business",1264,"no known savings",">=7",4,"male single","none",4,"no known property",57,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
">=200",26.81,"existing paid","furniture/equipment",1474,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",33,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",12.36,"critical/other existing credit","radio/tv",4746,"<100","<1",4,"male single","none",2,"life insurance",25,"none","own",2,"unskilled resident",1,"none","yes","bad","credit-g","duration",0.9
"no checking",63.94,"critical/other existing credit","education",6110,"<100","1<=X<4",1,"male single","none",3,"no known property",31,"bank","for free",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
">=200",10.27,"existing paid","radio/tv",2100,"<100","1<=X<4",4,"male single","co applicant",2,"real estate",37,"stores","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.9
">=200",8.08,"existing paid","domestic appliance",1225,"<100","1<=X<4",2,"male single","none",2,"car",37,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",22.47,"existing paid","radio/tv",458,"<100","1<=X<4",4,"male single","none",3,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",22.25,"existing paid","radio/tv",2333,"500<=X<1000",">=7",4,"male single","none",2,"car",30,"bank","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",-3.19,"existing paid","radio/tv",1158,"500<=X<1000","1<=X<4",3,"male div/sep","none",1,"car",26,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",12.42,"delayed previously","repairs",6204,"<100","1<=X<4",2,"male single","none",4,"real estate",44,"none","own",1,"unskilled resident",2,"yes","yes","good","credit-g","duration",0.9
"<0",14.52,"critical/other existing credit","used car",6187,"100<=X<500","4<=X<7",1,"male mar/wid","none",4,"car",24,"none","rent",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",50.65,"critical/other existing credit","used car",6143,"<100",">=7",4,"female div/dep/mar","none",4,"no known property",58,"stores","for free",2,"unskilled resident",1,"none","yes","bad","credit-g","duration",0.9
"no checking",0.42,"critical/other existing credit","new car",1393,"<100","<1",4,"female div/dep/mar","none",4,"car",35,"none","own",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.9
"no checking",19.18,"existing paid","radio/tv",2299,"500<=X<1000",">=7",4,"male single","none",4,"car",39,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",16.84,"existing paid","used car",1352,"500<=X<1000","unemployed",1,"female div/dep/mar","none",2,"life insurance",23,"none","rent",1,"unemp/unskilled non res",1,"yes","yes","good","credit-g","duration",0.9
"no checking",11.61,"critical/other existing credit","new car",7228,"<100","1<=X<4",1,"male single","none",4,"life insurance",39,"none","own",2,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"no checking",19.19,"existing paid","radio/tv",2073,"100<=X<500","1<=X<4",4,"female div/dep/mar","co applicant",2,"real estate",28,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",31.91,"delayed previously","furniture/equipment",2333,"no known savings","<1",4,"male single","none",2,"life insurance",29,"bank","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",30.88,"delayed previously","used car",5965,"<100",">=7",1,"male single","none",2,"car",30,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"no checking",12.5,"existing paid","radio/tv",1262,"<100","1<=X<4",3,"male single","none",2,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",13.24,"existing paid","used car",3378,"no known savings","1<=X<4",2,"male single","none",1,"life insurance",31,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",50.75,"delayed previously","new car",2225,"<100",">=7",4,"male single","none",4,"no known property",57,"bank","for free",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",10.02,"all paid","new car",783,"no known savings","1<=X<4",1,"male single","guarantor",2,"real estate",26,"stores","own",1,"unskilled resident",2,"none","yes","good","credit-g","duration",0.9
"0<=X<200",22.25,"existing paid","radio/tv",6468,"no known savings","unemployed",2,"male single","none",1,"no known property",52,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",50.44,"critical/other existing credit","radio/tv",9566,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",31,"stores","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
">=200",6.45,"existing paid","new car",1961,"<100",">=7",3,"female div/dep/mar","none",2,"car",23,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.9
"<0",25.62,"critical/other existing credit","furniture/equipment",6229,"<100","<1",4,"female div/dep/mar","co applicant",4,"no known property",23,"none","rent",2,"unskilled resident",1,"yes","yes","bad","credit-g","duration",0.9
"0<=X<200",8.72,"existing paid","business",1391,"<100","1<=X<4",2,"male mar/wid","none",1,"real estate",27,"bank","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",16.23,"critical/other existing credit","radio/tv",1537,"no known savings",">=7",4,"male single","guarantor",4,"real estate",50,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",27.08,"no credits/all paid","business",1953,"<100",">=7",4,"male single","none",4,"no known property",61,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.9
"0<=X<200",43.28,"no credits/all paid","business",14421,"<100","1<=X<4",2,"male single","none",2,"car",25,"none","own",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",23.11,"existing paid","radio/tv",3181,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",26,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",26.5,"existing paid","repairs",5190,"no known savings",">=7",4,"male single","none",4,"life insurance",48,"none","own",4,"skilled",2,"yes","yes","good","credit-g","duration",0.9
"no checking",6.4,"existing paid","radio/tv",2171,"<100","<1",2,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",21.46,"existing paid","new car",1007,">=1000","1<=X<4",4,"male mar/wid","none",1,"real estate",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",50.42,"existing paid","education",1819,"<100","1<=X<4",4,"male single","none",4,"no known property",37,"stores","for free",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",44.09,"existing paid","radio/tv",2394,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",25,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",32.94,"existing paid","used car",8133,"<100","1<=X<4",1,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",4.72,"critical/other existing credit","radio/tv",730,"no known savings",">=7",4,"male single","none",2,"life insurance",46,"none","rent",2,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.9
"<0",-6.04,"critical/other existing credit","other",1164,"<100",">=7",3,"male single","none",4,"no known property",51,"bank","for free",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",44.57,"critical/other existing credit","business",5954,"<100","4<=X<7",2,"female div/dep/mar","none",1,"real estate",41,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"<0",43.19,"existing paid","education",1977,"no known savings",">=7",4,"male single","none",4,"no known property",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.9
"<0",13.61,"critical/other existing credit","used car",1526,"<100",">=7",4,"male single","none",4,"no known property",66,"none","for free",2,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.9
"<0",29.02,"existing paid","radio/tv",3965,"<100","<1",4,"male single","none",3,"car",34,"none","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"0<=X<200",25.32,"delayed previously","radio/tv",4771,"<100","4<=X<7",2,"male single","none",4,"life insurance",51,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",38.62,"no credits/all paid","used car",9436,"no known savings","1<=X<4",2,"male single","none",2,"life insurance",39,"none","own",1,"unskilled resident",2,"none","yes","good","credit-g","duration",0.9
"0<=X<200",24.59,"existing paid","furniture/equipment",3832,"<100","<1",2,"male mar/wid","none",1,"life insurance",22,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",32.99,"existing paid","radio/tv",5943,"no known savings","<1",1,"female div/dep/mar","none",1,"car",44,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",31.81,"existing paid","radio/tv",1213,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",47,"stores","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",4.77,"existing paid","business",1568,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"<0",25.75,"existing paid","other",1755,"<100",">=7",4,"female div/dep/mar","guarantor",4,"real estate",58,"none","own",1,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.9
"<0",10.85,"existing paid","radio/tv",2315,"<100",">=7",3,"male single","none",4,"real estate",52,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"no checking",13.8,"critical/other existing credit","business",1412,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",43.54,"critical/other existing credit","furniture/equipment",1295,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",30.36,"existing paid","education",12612,"100<=X<500","1<=X<4",1,"male single","none",4,"no known property",47,"none","for free",1,"skilled",2,"yes","yes","bad","credit-g","duration",0.9
"<0",9.71,"existing paid","new car",2249,"100<=X<500","4<=X<7",4,"male single","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","duration",0.9
"<0",13.01,"no credits/all paid","repairs",1108,"<100","4<=X<7",4,"male single","none",3,"real estate",28,"none","own",2,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"no checking",37.16,"critical/other existing credit","radio/tv",618,"<100",">=7",4,"male single","none",4,"real estate",56,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",5.85,"critical/other existing credit","used car",1409,"<100",">=7",4,"male single","none",3,"real estate",54,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",3.59,"critical/other existing credit","radio/tv",797,"no known savings",">=7",4,"female div/dep/mar","none",3,"life insurance",33,"bank","own",1,"unskilled resident",2,"none","yes","bad","credit-g","duration",0.9
">=200",15.27,"critical/other existing credit","furniture/equipment",3617,"no known savings",">=7",4,"male single","co applicant",4,"no known property",20,"none","rent",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",16.58,"existing paid","new car",1318,">=1000",">=7",4,"male single","none",4,"real estate",54,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",49.32,"no credits/all paid","business",15945,"<100","<1",3,"male single","none",4,"no known property",58,"none","rent",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",9.39,"critical/other existing credit","education",2012,"no known savings","4<=X<7",4,"female div/dep/mar","none",2,"car",61,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",8.64,"existing paid","business",2622,"100<=X<500","1<=X<4",4,"male single","none",4,"car",34,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",30.02,"critical/other existing credit","radio/tv",2337,"<100",">=7",4,"male single","none",4,"real estate",36,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",24.74,"delayed previously","used car",7057,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good","credit-g","duration",0.9
"no checking",23.44,"existing paid","new car",1469,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",33.08,"existing paid","radio/tv",2323,"<100","4<=X<7",4,"male single","none",4,"car",24,"none","rent",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",7.93,"delayed previously","radio/tv",932,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",-1.01,"critical/other existing credit","furniture/equipment",1919,"<100","4<=X<7",4,"male single","none",3,"car",35,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",5.62,"existing paid","used car",2445,"no known savings","<1",2,"male mar/wid","none",4,"car",26,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",30.17,"critical/other existing credit","other",11938,"<100","1<=X<4",2,"male single","co applicant",3,"car",39,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","duration",0.9
"no checking",34.01,"all paid","new car",6458,"<100",">=7",2,"male single","none",4,"no known property",39,"bank","own",2,"high qualif/self emp/mgmt",2,"yes","yes","bad","credit-g","duration",0.9
"0<=X<200",12.09,"existing paid","new car",6078,"<100","4<=X<7",2,"male single","none",2,"car",32,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",20.09,"existing paid","furniture/equipment",7721,"no known savings","<1",1,"female div/dep/mar","none",2,"life insurance",30,"none","own",1,"skilled",1,"yes","no","good","credit-g","duration",0.9
"0<=X<200",9.84,"existing paid","business",1410,"500<=X<1000",">=7",1,"male mar/wid","none",2,"real estate",35,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",-2.78,"delayed previously","business",1449,"100<=X<500",">=7",1,"male div/sep","none",2,"car",31,"bank","own",2,"skilled",2,"none","yes","good","credit-g","duration",0.9
">=200",0.33,"existing paid","education",392,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","rent",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",9.89,"existing paid","new car",6260,"<100","4<=X<7",3,"male single","none",3,"real estate",28,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"no checking",14.63,"critical/other existing credit","new car",7855,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",25,"stores","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"<0",29.6,"existing paid","radio/tv",1680,"500<=X<1000",">=7",3,"male mar/wid","none",1,"real estate",35,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",51.06,"critical/other existing credit","radio/tv",3578,"no known savings",">=7",4,"male single","none",1,"real estate",47,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"<0",51,"existing paid","radio/tv",7174,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad","credit-g","duration",0.9
"<0",13.5,"critical/other existing credit","furniture/equipment",2132,"no known savings","<1",2,"female div/dep/mar","co applicant",3,"real estate",27,"none","rent",2,"skilled",1,"none","no","good","credit-g","duration",0.9
"<0",31.03,"critical/other existing credit","furniture/equipment",4281,"500<=X<1000","1<=X<4",1,"female div/dep/mar","none",4,"car",23,"none","own",2,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"0<=X<200",7.01,"critical/other existing credit","new car",2366,"500<=X<1000","4<=X<7",3,"male div/sep","none",3,"car",36,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"<0",30.96,"existing paid","radio/tv",1835,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"none","own",2,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",31.43,"critical/other existing credit","used car",3868,"<100",">=7",4,"female div/dep/mar","none",2,"car",41,"none","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"no checking",3.87,"existing paid","furniture/equipment",1768,"<100","1<=X<4",3,"male single","none",2,"real estate",24,"none","rent",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
">=200",8.08,"critical/other existing credit","new car",781,"<100",">=7",4,"male single","none",4,"no known property",63,"none","for free",2,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",2.71,"existing paid","furniture/equipment",1924,"no known savings","<1",4,"female div/dep/mar","none",3,"real estate",27,"none","rent",1,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"<0",0.93,"critical/other existing credit","new car",2121,"<100","1<=X<4",4,"male single","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",11.51,"existing paid","radio/tv",701,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",40,"none","own",1,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",41.67,"existing paid","repairs",639,"<100","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"0<=X<200",19.04,"critical/other existing credit","used car",1860,"<100","unemployed",4,"male single","none",2,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"<0",22.88,"critical/other existing credit","new car",3499,"<100","1<=X<4",3,"female div/dep/mar","co applicant",2,"real estate",29,"none","own",2,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"0<=X<200",64.68,"existing paid","new car",8487,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",36.13,"delayed previously","education",6887,"<100","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",1,"skilled",1,"yes","yes","bad","credit-g","duration",0.9
"no checking",-0.56,"existing paid","furniture/equipment",2708,"<100","<1",2,"male single","none",3,"life insurance",27,"bank","own",2,"unskilled resident",1,"none","yes","good","credit-g","duration",0.9
"no checking",19.98,"existing paid","furniture/equipment",1984,"<100","1<=X<4",4,"male single","none",4,"no known property",47,"bank","for free",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"no checking",53.12,"existing paid","radio/tv",10144,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",-1.66,"critical/other existing credit","radio/tv",1240,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",10.11,"delayed previously","used car",8613,">=1000","1<=X<4",2,"male single","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
"0<=X<200",8.49,"existing paid","radio/tv",766,"500<=X<1000","1<=X<4",4,"male single","none",3,"real estate",66,"none","own",1,"unskilled resident",1,"none","yes","bad","credit-g","duration",0.9
"0<=X<200",34.08,"critical/other existing credit","radio/tv",2728,"no known savings","4<=X<7",4,"male single","guarantor",2,"real estate",35,"bank","own",3,"skilled",1,"yes","yes","good","credit-g","duration",0.9
">=200",24.14,"existing paid","radio/tv",1881,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"none","rent",1,"unskilled resident",1,"yes","yes","good","credit-g","duration",0.9
">=200",14.39,"existing paid","new car",709,">=1000","<1",2,"male mar/wid","none",2,"real estate",27,"none","own",1,"unemp/unskilled non res",1,"none","no","good","credit-g","duration",0.9
"0<=X<200",32.63,"existing paid","radio/tv",4795,"<100","<1",4,"female div/dep/mar","none",1,"no known property",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good","credit-g","duration",0.9
"<0",24.09,"existing paid","radio/tv",3416,"<100","1<=X<4",3,"male single","none",2,"car",27,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good","credit-g","duration",0.9
"<0",27.39,"existing paid","furniture/equipment",2462,"<100","1<=X<4",2,"male single","none",2,"car",22,"none","own",1,"skilled",1,"none","yes","bad","credit-g","duration",0.9
"no checking",20.79,"critical/other existing credit","furniture/equipment",2288,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"0<=X<200",38.24,"all paid","business",3566,"100<=X<500","4<=X<7",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","good","credit-g","duration",0.9
"<0",1.65,"critical/other existing credit","new car",860,"<100",">=7",1,"female div/dep/mar","none",4,"no known property",39,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"no checking",15.85,"critical/other existing credit","new car",682,"100<=X<500","4<=X<7",4,"female div/dep/mar","none",3,"car",51,"none","own",2,"skilled",1,"yes","yes","good","credit-g","duration",0.9
"<0",50.03,"critical/other existing credit","furniture/equipment",5371,"<100","1<=X<4",3,"male single","guarantor",2,"life insurance",28,"none","own",2,"skilled",1,"none","yes","good","credit-g","duration",0.9
